is there any indication of this
Moved 1248.292 273.0838 644 -0.2011949 0.6584361
Moved 1248.323 266.664 644 -0.2160556 0.6584361
Ended 1248.353 264 644 -0.2222222 0.6584361
Candidates 1248.446 13 the there that they threw he rights under higher here gift hunter hr
Began 1249.276 348 495 -0.0277778 0.2752057
Stationary 1249.306 348 495 -0.0277778 0.2752057
Moved 1249.337 348 503.7741 -0.0277778 0.2977728
Moved 1249.368 367 528.5 0.01620372 0.3613682
Moved 1249.399 381.644 548.9016 0.05010178 0.4138414
Moved 1249.429 395.9751 567.9651 0.08327574 0.4628733
Moved 1249.46 407.4256 582.282 0.1097815 0.4996965
Moved 1249.491 414.7892 589.5261 0.1268269 0.5183284
Moved 1249.521 420.4565 595.4565 0.1399454 0.5335813
Moved 1249.552 425.2022 600.2021 0.150931 0.5457873
Ended 1249.583 431 603 0.1643519 0.5529835
Accept 1249.644 1 there
Began 1249.983 420 558 0.1388889 0.4372427
Moved 1250.013 408.4713 558 0.112202 0.4372427
Moved 1250.044 394.1895 558 0.07914245 0.4372427
Moved 1250.075 362.7293 558 0.006317894 0.4372427
Moved 1250.105 332.0158 548.4646 -0.06477822 0.4127175
Moved 1250.136 301.9831 546.7759 -0.1342984 0.4083741
Moved 1250.167 280.1097 546 -0.1849312 0.4063785
Moved 1250.198 256.4185 546 -0.2397721 0.4063785
Moved 1250.229 239.3883 546 -0.2791937 0.4063785
Moved 1250.259 229.4547 546 -0.3021883 0.4063785
Moved 1250.29 225.0751 546 -0.3123262 0.4063785
Moved 1250.321 222 546 -0.3194444 0.4063785
Stationary 1250.351 222 546 -0.3194444 0.4063785
Moved 1250.382 238.5 546 -0.28125 0.4063785
Moved 1250.413 265.4186 540.8744 -0.2189384 0.3931954
Moved 1250.444 295.9993 528.5003 -0.1481497 0.361369
Moved 1250.474 324.989 509.5641 -0.08104394 0.3126648
Moved 1250.505 344.8818 494.3535 -0.03499582 0.2735428
Moved 1250.536 366.1847 469.6179 0.01431644 0.2099223
Moved 1250.567 380.3148 448.4963 0.04702508 0.1555974
Moved 1250.597 395.6881 432.3899 0.08261133 0.1141715
Moved 1250.628 407.7286 421.7035 0.110483 0.08668589
Moved 1250.659 416.9091 413.0909 0.131734 0.06453411
Moved 1250.69 422.3437 410.8281 0.1443142 0.05871427
Moved 1250.72 426.6017 411 0.1541706 0.05915629
Moved 1250.751 432.2318 411 0.1672032 0.05915629
Moved 1250.782 439.9351 424.8702 0.185035 0.09483074
Moved 1250.813 450.404 451.5099 0.2092684 0.1633485
Moved 1250.843 455.6441 488.7461 0.2213984 0.2591206
Moved 1250.874 459.7413 537.3782 0.2308827 0.384203
Moved 1250.905 460 563.2275 0.2314815 0.4506878
Moved 1250.935 460 589.7084 0.2314815 0.5187972
Moved 1250.966 448.0519 608.7925 0.2038238 0.5678819
Moved 1250.997 441.3071 631.9252 0.1882109 0.6273795
Moved 1251.028 437.2911 648.2534 0.1789146 0.6693757
Moved 1251.058 434.813 658.7478 0.1731783 0.6963676
Moved 1251.089 435 670.3801 0.1736111 0.7262861
Ended 1251.12 435 678 0.1736111 0.7458847
Candidates 1251.212 13 any abu danny same game have anti amy angry act habit fact gang
Began 1251.735 361 550 0.002314846 0.4166666
Stationary 1251.766 361 550 0.002314846 0.4166666
Stationary 1251.796 361 550 0.002314846 0.4166666
Stationary 1251.827 361 550 0.002314846 0.4166666
Moved 1251.858 379.2243 550 0.04450073 0.4166666
Moved 1251.888 397.9249 550 0.08778899 0.4166666
Moved 1251.919 418.9623 550 0.1364869 0.4166666
Moved 1251.95 438.0982 550 0.1807829 0.4166666
Moved 1251.981 459.0546 550 0.229293 0.4166666
Moved 1252.011 476.2623 560.1672 0.2691256 0.4428166
Moved 1252.042 488.2886 557 0.2969643 0.4346707
Ended 1252.073 495 557 0.3125 0.4346707
Accept 1252.134 0 any
Began 1252.411 436 494 0.1759259 0.2726337
Stationary 1252.442 436 494 0.1759259 0.2726337
Stationary 1252.472 436 494 0.1759259 0.2726337
Moved 1252.503 436 513.8763 0.1759259 0.3237559
Moved 1252.534 447.8956 540.8434 0.203462 0.3931156
Moved 1252.565 460.4295 574.0021 0.2324757 0.4784005
Moved 1252.595 472.791 597.582 0.2610902 0.5390483
Moved 1252.626 483.5 616.5 0.2858797 0.5877057
Moved 1252.657 495.3935 632.7419 0.3134109 0.6294801
Moved 1252.688 505.6715 645.8954 0.3372026 0.6633111
Moved 1252.718 514.1846 655.1846 0.3569088 0.6872032
Moved 1252.749 518.2156 658.6078 0.3662399 0.6960075
Moved 1252.78 521.4828 661.4828 0.3738029 0.7034023
Moved 1252.811 524.3533 661 0.3804474 0.7021603
Moved 1252.841 525.5 661 0.3831019 0.7021603
Moved 1252.872 517.1068 634.8961 0.3636731 0.6350208
Moved 1252.903 501.3557 602.4059 0.3272121 0.5514554
Moved 1252.934 488.2788 571.0134 0.2969418 0.4707134
Moved 1252.964 475.7308 541.3002 0.2678954 0.3942906
Moved 1252.995 464.1214 502.6068 0.2410217 0.2947705
Moved 1253.026 461 472.6749 0.2337964 0.217785
Moved 1253.057 460 453.5638 0.2314815 0.168631
Moved 1253.087 460 438.7772 0.2314815 0.1305996
Moved 1253.118 460 416.6922 0.2314815 0.07379673
Moved 1253.149 460 401.3141 0.2314815 0.03424421
Moved 1253.179 460 392.5 0.2314815 0.01157403
Moved 1253.21 460 388.6753 0.2314815 0.001736864
Moved 1253.241 460 385.8082 0.2314815 -0.005637353
Moved 1253.272 460 382.9714 0.2314815 -0.01293363
Moved 1253.302 460 381 0.2314815 -0.01800419
Moved 1253.333 460 380 0.2314815 -0.02057613
Moved 1253.364 455.3665 380 0.2207557 -0.02057613
Moved 1253.395 442.0528 394.1367 0.189937 0.01578374
Moved 1253.425 422.0734 418.4083 0.1436884 0.07821051
Moved 1253.456 401.6747 452.4148 0.09646913 0.1656758
Moved 1253.487 382.6171 485.7659 0.05235434 0.2514554
Moved 1253.518 370.9372 505.0942 0.02531757 0.3011681
Moved 1253.548 359.3394 523.4343 -0.001529207 0.3483393
Moved 1253.579 350.7332 535.0224 -0.02145087 0.3781439
Moved 1253.61 342.7507 544.6246 -0.03992885 0.402841
Moved 1253.641 339.8756 549.2488 -0.04658431 0.4147345
Moved 1253.671 339 550.9922 -0.04861111 0.4192187
Moved 1253.702 339 555.6077 -0.04861111 0.4310897
Moved 1253.733 361.5 566.5 0.003472269 0.4591049
Moved 1253.764 387.5103 579.1157 0.06368121 0.4915526
Moved 1253.794 418.4661 594.733 0.1353381 0.5317207
Moved 1253.825 452.1618 609.0588 0.2133375 0.5685669
Moved 1253.856 480.8405 619.1238 0.2797233 0.594454
Moved 1253.886 505.1497 629.5748 0.3359948 0.6213343
Moved 1253.917 524.6068 638.8034 0.3810343 0.6450704
Moved 1253.948 542.8615 645.2872 0.4232905 0.6617467
Moved 1253.979 556.8462 650.7115 0.4556625 0.6756983
Moved 1254.009 565.1678 654 0.4749255 0.6841563
Moved 1254.04 570.8868 656 0.4881638 0.6893002
Moved 1254.071 571.9891 656 0.4907156 0.6893002
Stationary 1254.102 572 656 0.4907407 0.6893002
Moved 1254.132 558.904 640.2693 0.4604259 0.6488407
Moved 1254.163 513.5577 598.1599 0.3554575 0.5405346
Moved 1254.194 470.235 554.1312 0.2551737 0.4272922
Moved 1254.225 432.1359 510.1766 0.1669812 0.3142402
Moved 1254.255 405.2955 473.8713 0.1048506 0.2208622
Moved 1254.286 389 448.5 0.06712963 0.1556069
Moved 1254.317 371.6153 420.5075 0.02688726 0.08360976
Moved 1254.348 359.4355 399.0122 -0.001306584 0.02832354
Moved 1254.378 349.0068 381.0136 -0.02544721 -0.01796919
Moved 1254.409 341.9629 365.4072 -0.04175255 -0.05810906
Moved 1254.44 336.2101 355.2101 -0.05506922 -0.08433628
Moved 1254.471 332.7379 348.4757 -0.06310681 -0.1016571
Moved 1254.501 328.8749 345.8749 -0.07204875 -0.1083464
Moved 1254.532 322.9239 346 -0.08582428 -0.1080248
Moved 1254.563 311.7255 356.8431 -0.1117465 -0.08013603
Moved 1254.594 297.8471 378.8751 -0.1438724 -0.02346941
Moved 1254.624 282.1493 399.791 -0.1802099 0.03032649
Moved 1254.655 260.1476 426.6885 -0.2311399 0.09950727
Moved 1254.686 241.0738 447.9262 -0.2752922 0.1541311
Moved 1254.716 223.1347 463.2922 -0.3168178 0.1936528
Moved 1254.747 211.6765 471.2427 -0.3433415 0.2141015
Moved 1254.778 203.1243 476.8757 -0.3631383 0.2285898
Moved 1254.809 197.194 480.806 -0.3768658 0.2386986
Moved 1254.839 194.5 483.5 -0.3831018 0.2456274
Moved 1254.87 193 489.4371 -0.3865741 0.2608978
Moved 1254.901 202.8241 505.6409 -0.3638332 0.3025744
Moved 1254.932 225.5455 525.6364 -0.3112374 0.354003
Moved 1254.962 251.494 544.1112 -0.2511714 0.4015205
Moved 1254.993 279.0372 564.3623 -0.1874138 0.4536066
Moved 1255.024 309.4704 582.441 -0.1169668 0.5001054
Moved 1255.055 338.815 597.4445 -0.04903933 0.5386947
Moved 1255.085 364.1401 606.9276 0.009583532 0.5630852
Moved 1255.116 386.0681 615.5256 0.06034295 0.5851995
Moved 1255.147 407.5778 623.1048 0.1101339 0.6046933
Moved 1255.177 420.6374 626.8549 0.1403643 0.6143387
Moved 1255.208 428.5442 628.7721 0.1586671 0.6192697
Moved 1255.239 432.6424 630 0.1681537 0.6224279
Moved 1255.27 435.5136 631 0.1748 0.6249998
Moved 1255.301 437.006 631 0.1782548 0.6249998
Moved 1255.331 438.3734 632.3734 0.1814201 0.6285324
Moved 1255.362 439.1587 632 0.1832376 0.6275719
Moved 1255.393 440.0609 632 0.185326 0.6275719
Moved 1255.423 444.3302 632 0.1952088 0.6275719
Moved 1255.454 451.121 632 0.2109282 0.6275719
Moved 1255.485 467.3715 632 0.2485451 0.6275719
Moved 1255.516 484.2485 632 0.2876122 0.6275719
Moved 1255.546 503.7834 625 0.332832 0.6095678
Moved 1255.577 516.6526 622.8369 0.3626217 0.6040041
Moved 1255.608 524.0712 622 0.3797945 0.6018518
Moved 1255.639 530.81 621.3967 0.3953935 0.6003
Moved 1255.669 540.4316 621 0.4176659 0.5992797
Moved 1255.7 556.7415 621 0.4554202 0.5992797
Moved 1255.731 565.7341 621 0.4762362 0.5992797
Moved 1255.762 576.0087 621 0.5000201 0.5992797
Moved 1255.792 585.4921 621 0.5219724 0.5992797
Moved 1255.823 600.0309 620.323 0.5556272 0.5975385
Moved 1255.854 604.0012 620 0.5648175 0.5967077
Moved 1255.885 608.7277 618.1362 0.5757585 0.5919139
Moved 1255.915 611 612.8259 0.5810185 0.5782557
Moved 1255.946 599 582 0.5532407 0.4989711
Moved 1255.977 573.8134 526.8853 0.4949385 0.3572151
Moved 1256.007 556.8656 483.6193 0.4557074 0.2459343
Moved 1256.038 535.8185 435.1486 0.4069873 0.1212667
Moved 1256.069 522.423 404.5306 0.3759792 0.0425168
Moved 1256.1 515.4409 383.3225 0.3598167 -0.01203058
Moved 1256.13 511.852 371.408 0.3515092 -0.04267492
Moved 1256.161 509.9738 360.895 0.3471615 -0.06971453
Moved 1256.192 506.4046 353.2137 0.3388995 -0.08947089
Ended 1256.223 505 348.5264 0.3356481 -0.1015268
Candidates 1256.284 13 indication information medication instruction publication induction justification occupation obligation hybridization obstruction incubation innovation
Began 1256.93 449 412 0.2060185 0.06172835
Stationary 1256.96 449 412 0.2060185 0.06172835
Stationary 1256.991 449 412 0.2060185 0.06172835
Moved 1257.022 465.5071 412 0.2442296 0.06172835
Moved 1257.053 490.8174 412 0.302818 0.06172835
Moved 1257.083 524.2078 423.3208 0.3801107 0.09084564
Moved 1257.114 548.3724 426.196 0.4360471 0.09824085
Moved 1257.145 565.2556 427 0.4751286 0.1003086
Ended 1257.176 574 428 0.4953703 0.1028806
Accept 1257.237 0 indication
Began 1257.667 445 416 0.1967593 0.07201634
Stationary 1257.698 445 416 0.1967593 0.07201634
Stationary 1257.729 445 416 0.1967593 0.07201634
Moved 1257.76 465.5 443 0.244213 0.1414608
Moved 1257.79 491.5279 466.5279 0.3044628 0.201975
Moved 1257.821 517.2272 492.2272 0.3639518 0.2680739
Moved 1257.852 544.1553 519.1553 0.4262855 0.3373336
Moved 1257.883 560.8089 535.8089 0.4648353 0.3801668
Moved 1257.913 579.147 551.7646 0.5072847 0.4212053
Moved 1257.944 595.3772 564.2515 0.5448546 0.4533216
Moved 1257.975 609.7548 575.8162 0.5781361 0.4830661
Moved 1258.006 617.5251 582.0167 0.596123 0.4990141
Moved 1258.036 623.7531 586.3766 0.6105396 0.5102277
Moved 1258.067 626.2542 590.2542 0.616329 0.5202008
Moved 1258.098 627.5 591.5 0.619213 0.5234053
Moved 1258.129 629.3267 593.3267 0.6234415 0.5281036
Moved 1258.159 629 594.1757 0.6226851 0.530287
Stationary 1258.19 629 594 0.6226851 0.5298353
Moved 1258.221 573.1293 561.0189 0.4933549 0.4450074
Moved 1258.251 510.3387 517.197 0.3480064 0.3322966
Moved 1258.282 470.6266 487.203 0.25608 0.2551517
Moved 1258.313 439 462 0.1828703 0.1903292
Moved 1258.344 406.5036 441.0021 0.1076473 0.1363221
Moved 1258.375 393.1874 432.9124 0.07682264 0.1155154
Moved 1258.405 386.8523 429.4261 0.0621582 0.1065487
Moved 1258.436 378.0894 423.5447 0.04187355 0.09142146
Moved 1258.467 370.4601 416.6401 0.02421329 0.07366271
Ended 1258.497 364.8916 410.8917 0.01132319 0.05887765
Candidates 1258.59 13 of good if god is off goods id odd his food odds ups
Began 1259.051 335 420 -0.05787035 0.08230445
Stationary 1259.081 335 420 -0.05787035 0.08230445
Stationary 1259.112 335 420 -0.05787035 0.08230445
Moved 1259.143 366.377 420 0.01476149 0.08230445
Moved 1259.174 394.2451 420 0.079271 0.08230445
Moved 1259.204 427.0224 429.3022 0.1551443 0.10623
Moved 1259.235 453.4714 433.327 0.216369 0.1165816
Moved 1259.266 476.2014 436.0287 0.2689846 0.1235306
Moved 1259.297 490.365 440.1217 0.3017709 0.1340578
Moved 1259.327 503.706 446.853 0.3326528 0.1513709
Ended 1259.358 507 449 0.3402778 0.156893
Accept 1259.45 0 of
Began 1259.881 417 424 0.1319444 0.09259254
Stationary 1259.911 417 424 0.1319444 0.09259254
Moved 1259.942 401.6122 424 0.09632449 0.09259254
Moved 1259.973 389.0481 442.8022 0.067241 0.1409521
Moved 1260.004 374.4005 464.0393 0.03333449 0.1955743
Moved 1260.034 360.6559 490.6882 0.001518329 0.2641156
Moved 1260.065 350.1943 512.6115 -0.02269844 0.3205027
Moved 1260.096 342.0103 531.9641 -0.04164293 0.370278
Moved 1260.127 336.2366 546.8168 -0.05500778 0.4084794
Moved 1260.157 331.7424 558.5152 -0.06541113 0.4385678
Moved 1260.188 330 565.3164 -0.06944443 0.4560606
Moved 1260.219 328 571.0417 -0.07407407 0.4707861
Moved 1260.25 327 574.8883 -0.07638887 0.4806797
Moved 1260.28 327 577.7474 -0.07638887 0.4880334
Moved 1260.311 327 579.1376 -0.07638887 0.4916091
Moved 1260.342 337.567 579 -0.05192811 0.4912551
Moved 1260.373 356.4012 565.6561 -0.008330643 0.4569344
Moved 1260.403 374.1836 547.7245 0.03283243 0.4108141
Moved 1260.434 395.8306 514.2823 0.08294114 0.3248002
Moved 1260.465 417.0739 473.8522 0.1321155 0.2208133
Moved 1260.495 421.6062 462.3834 0.142607 0.1913153
Moved 1260.526 429.8139 441.3721 0.1616064 0.137274
Moved 1260.557 436.1234 427.1916 0.1762115 0.1008013
Moved 1260.588 440.4271 420.1458 0.1861739 0.08267936
Moved 1260.618 443.3147 415.6854 0.192858 0.07120709
Moved 1260.649 446.2849 416 0.1997336 0.07201634
Moved 1260.68 448.4216 416 0.2046797 0.07201634
Moved 1260.711 457.3459 442.8648 0.2253377 0.1411131
Moved 1260.741 467.3226 470.8387 0.248432 0.2130625
Moved 1260.772 479.8175 501.635 0.2773553 0.292271
Moved 1260.803 498.6315 535.6052 0.3209063 0.3796428
Moved 1260.834 515.8638 563.9482 0.3607958 0.4525417
Moved 1260.864 533.5557 585.8149 0.4017492 0.5087832
Moved 1260.895 546.527 600.527 0.4317754 0.5466228
Moved 1260.926 552.9756 606.9756 0.4467027 0.5632087
Moved 1260.957 555.6514 609.6514 0.4528968 0.5700909
Moved 1260.987 557.5 611.5 0.457176 0.5748456
Moved 1261.018 557 612.2747 0.4560185 0.5768381
Stationary 1261.049 557 612 0.4560185 0.5761316
Moved 1261.08 528.4199 595.9232 0.3898607 0.5347819
Moved 1261.11 478.657 560.7599 0.2746691 0.4443414
Moved 1261.141 440.1253 531.9003 0.1854753 0.3701137
Moved 1261.172 413.7426 512.2443 0.1244042 0.3195582
Moved 1261.203 394.2012 498.8008 0.07916947 0.2849813
Moved 1261.233 367.5272 480.6217 0.01742403 0.2382245
Moved 1261.264 349.2708 468.1547 -0.02483616 0.2061591
Moved 1261.295 343.8416 463.8733 -0.03740375 0.1951473
Moved 1261.325 329.4181 453.3345 -0.07079154 0.1680412
Moved 1261.356 315.8304 443.6228 -0.1022443 0.1430627
Moved 1261.387 298.684 431.013 -0.1419352 0.1106301
Ended 1261.418 296 429 -0.1481481 0.1054526
Candidates 1261.51 13 this third helps rid helped whoa efforts the enjoys those words enjoyed wrote
Began 1262.002 316 426 -0.1018519 0.09773654
Moved 1262.032 332.3654 426 -0.063969 0.09773654
Moved 1262.063 366.5575 438.4023 0.01517932 0.1296355
Moved 1262.094 400.8878 451.5722 0.09464761 0.1635087
Moved 1262.125 435.5874 462.035 0.1749709 0.1904191
Moved 1262.155 466.1979 471.8918 0.2458285 0.2157712
Ended 1262.186 490 480 0.300926 0.2366254
Accept 1262.248 0 this
Began 1262.77 304 444 -0.1296296 0.1440329
Stationary 1262.801 304 444 -0.1296296 0.1440329
Moved 1262.832 322.3437 444 -0.08716747 0.1440329
Moved 1262.862 357.4915 444 -0.005806834 0.1440329
Moved 1262.893 396.6366 452.3638 0.08480699 0.1655446
Moved 1262.924 441.2292 453.9114 0.1880307 0.1695252
Moved 1262.955 491.8965 457 0.3053159 0.1774691
Moved 1262.985 529.3235 457 0.3919525 0.1774691
Moved 1263.016 587.2234 457 0.5259801 0.1774691
Moved 1263.047 626.9925 457 0.6180382 0.1774691
Ended 1263.078 648.5752 458.4384 0.6679981 0.1811685
PhraseEnd 1263.17
