did you have a good time
did you have a good time
FixStart
Radial

0.6 0.6
432 388.8
Began 3462.37 419 334 0.1365741 -0.1388889
Moved 3462.4 408.9392 334 0.1132852 -0.1388889
Moved 3462.431 397.4382 325.1012 0.08666257 -0.1617768
Moved 3462.462 380.3309 321.7402 0.04706224 -0.1704214
Moved 3462.492 354.7065 318.7452 -0.01225342 -0.1781246
Moved 3462.523 338.0269 317.0054 -0.05086353 -0.1825994
Moved 3462.554 328.5038 316 -0.07290775 -0.1851853
Moved 3462.585 326 316 -0.07870371 -0.1851853
Moved 3462.615 324.5 316 -0.08217593 -0.1851853
Moved 3462.646 325 316 -0.08101851 -0.1851853
Moved 3462.677 342.1421 336.1421 -0.04133776 -0.1333795
Moved 3462.708 382.6269 363.5012 0.05237708 -0.06301134
Moved 3462.738 429.6505 394.7379 0.1612279 0.01732979
Moved 3462.769 455.3759 411.2506 0.2207776 0.05980091
Moved 3462.8 477.9745 424.5569 0.2730892 0.09402487
Moved 3462.831 497.308 439.6926 0.3178426 0.1329541
Moved 3462.861 510.546 452.546 0.348486 0.1660132
Moved 3462.892 517.285 458.285 0.3640857 0.1807742
Moved 3462.923 518.67 460.67 0.3672916 0.1869083
Moved 3462.953 519 462.3264 0.3680556 0.1911685
Moved 3462.984 504.9887 462 0.335622 0.1903292
Moved 3463.015 465.7237 430.9226 0.2447307 0.1103976
Moved 3463.046 431.6986 404.2297 0.1659689 0.04174291
Moved 3463.076 407.0769 387.0513 0.1089744 -0.00244015
Moved 3463.107 384.7749 369.2678 0.0573494 -0.04817963
Moved 3463.138 366.453 353.9597 0.01493762 -0.08755216
Moved 3463.168 354.1503 344.1127 -0.01354088 -0.1128788
Moved 3463.199 343.8339 336.5559 -0.03742154 -0.1323151
Moved 3463.23 327.1395 328.0698 -0.07606596 -0.1541416
Ended 3463.261 323 326 -0.08564815 -0.1594652
Candidates 3463.384 13 did dod this dos food asia if dogs aids fig said ships sports
Began 3463.968 286 340 -0.1712963 -0.1234569
Moved 3463.998 314.4019 340 -0.105551 -0.1234569
Moved 3464.029 403.4751 334.0452 0.1006369 -0.1387726
Moved 3464.06 476.0329 325.7956 0.2685947 -0.1599908
Ended 3464.09 482 325 0.2824074 -0.1620371
Accept 3464.183 0 did
Began 3464.981 297 285 -0.1458333 -0.2649178
Stationary 3465.012 297 285 -0.1458333 -0.2649178
Stationary 3465.043 297 285 -0.1458333 -0.2649178
