he is just like everyone else
he is just like everyone else
Basic
List

0.6 0.6
432 388.8
Began 652.9898 316 287 -0.1018519 -0.2597736
Stationary 653.0205 316 287 -0.1018519 -0.2597736
Stationary 653.0512 316 287 -0.1018519 -0.2597736
Moved 653.082 281.9781 316.6197 -0.1806061 -0.1835914
Moved 653.1127 251.6902 348.3098 -0.250717 -0.102084
Moved 653.1434 222.5387 379.6749 -0.3181974 -0.02141246
Moved 653.1741 197.7391 405.6232 -0.3756039 0.04532724
Moved 653.2049 173.9306 421.713 -0.4307162 0.08671018
Moved 653.2356 155.1576 435.1956 -0.4741721 0.1213878
Moved 653.2663 139.4619 445.9229 -0.5105048 0.1489784
Moved 653.297 131.2108 455.7365 -0.5296046 0.1742193
Moved 653.3277 122.5 463.5 -0.5497685 0.1941872
Moved 653.3585 118.7569 469.2431 -0.5584331 0.2089585
Moved 653.3892 116.1062 472.8938 -0.5645689 0.2183482
Moved 653.4199 113.341 477.3179 -0.5709697 0.2297271
Moved 653.4506 110.9092 481.1815 -0.5765989 0.2396643
Moved 653.4814 110 485.0055 -0.5787036 0.2494996
Moved 653.512 109 489.5309 -0.5810185 0.261139
Ended 653.5428 109 493 -0.5810185 0.2700616
Delete 653.6349 LeftSwipe
Began 654.6487 379 395 0.04398147 0.01800408
Moved 654.6794 355.891 406.5545 -0.00951166 0.04772241
Moved 654.7101 317.5789 436.3609 -0.09819686 0.1243849
Moved 654.7408 286.9699 465.6331 -0.1690511 0.1996736
Moved 654.7716 262.1046 493.3693 -0.2266098 0.2710116
Moved 654.8023 245.0862 512.8994 -0.2660041 0.3212432
Moved 654.833 230.547 527.4529 -0.2996596 0.3586751
Moved 654.8637 219.3539 538.6461 -0.3255698 0.3874642
Moved 654.8945 210 548 -0.3472222 0.4115225
Moved 654.9252 203.2726 554.7274 -0.3627949 0.4288255
Moved 654.9559 196.3361 561.6639 -0.3788517 0.4466664
Moved 654.9866 191.5093 564.7454 -0.3900247 0.4545919
Moved 655.0173 188 568.8585 -0.3981482 0.465171
Moved 655.048 186.5356 570.4644 -0.4015379 0.4693012
Ended 655.0788 187 571 -0.4004629 0.4706789
Candidates 655.1402 13 here free few her he grew fee fewer fe drew de these there
Began 656.9834 222 334 -0.3194444 -0.1388889
Moved 657.0142 257.3745 356.7129 -0.2375591 -0.08047111
