watch out for low flying objects
watch out for low flying objects
FixStart
Radial

0.6 0.6
432 388.8
Began 290.5672 339 387 -0.04861111 -0.002572055
Stationary 290.5979 339 387 -0.04861111 -0.002572055
Moved 290.6286 318.3541 400.2723 -0.09640256 0.03156454
Moved 290.6594 281.4991 442.8857 -0.1817151 0.1411668
Moved 290.6901 247.8013 483.3984 -0.2597192 0.2453662
Moved 290.7208 222.0903 513.233 -0.3192353 0.3221011
Moved 290.7516 207.8425 523.0787 -0.3522165 0.3474246
Moved 290.7823 198 526.5 -0.375 0.3562242
Moved 290.813 184.3159 526 -0.4066761 0.3549381
Moved 290.8437 159.5526 478.2464 -0.4639985 0.2321151
Moved 290.8745 145.8333 425.2494 -0.4957564 0.095806
Moved 290.9052 145 400.0147 -0.4976852 0.03090199
Moved 290.9359 150.7014 385.862 -0.4844874 -0.005499011
Moved 290.9666 169.9703 384 -0.4398836 -0.01028807
Moved 290.9973 224.1882 424.5506 -0.314379 0.09400865
Moved 291.028 276.1699 471.7614 -0.1940511 0.2154356
Moved 291.0588 306.3839 502.119 -0.1241115 0.2935157
Moved 291.0895 319.9366 513.9366 -0.09273946 0.3239109
Moved 291.1202 325.7026 516 -0.07939209 0.329218
Moved 291.151 329.2575 504.7126 -0.07116322 0.3001868
Moved 291.1817 299.8789 382.7928 -0.1391692 -0.01339288
Moved 291.2124 275.6787 300.4559 -0.1951881 -0.2251648
Moved 291.2431 266.0966 263.3865 -0.2173689 -0.3205081
Moved 291.2739 260.5848 239.6316 -0.2301278 -0.381606
Moved 291.3046 259 227.2747 -0.2337963 -0.4133883
Moved 291.3354 258 223.8517 -0.2361111 -0.4221922
Stationary 291.366 258 224 -0.2361111 -0.4218107
Moved 291.3968 285.1929 252.4365 -0.1731647 -0.3486715
Moved 291.4275 310.6615 283.6276 -0.1142095 -0.2684475
Moved 291.4582 331.1402 305.1402 -0.06680508 -0.2131169
Moved 291.489 356.9077 330.9077 -0.007158121 -0.1468424
Moved 291.5197 385.5546 354.916 0.05915423 -0.08509278
Moved 291.5504 404.2259 370.1506 0.1023748 -0.0459091
Moved 291.5811 416.0301 379.7726 0.1296993 -0.02116113
Ended 291.6119 424 386.5 0.1481481 -0.003858064
Candidates 291.6733 13 watch search research arch quick hatch each tech rewatch which switch such frederick
Began 291.9806 207 413 -0.3541667 0.06430033
Stationary 292.0113 207 413 -0.3541667 0.06430033
Moved 292.0421 263.4539 413 -0.2234864 0.06430033
Moved 292.0728 348.718 427.4648 -0.02611563 0.101504
Moved 292.1035 390.2603 429 0.07004698 0.1054526
Moved 292.1342 423.8211 429 0.147734 0.1054526
Ended 292.1649 440.0714 412.9286 0.1853504 0.06411686
Accept 292.2264 0 watch
Began 292.3493 277 302 -0.1921296 -0.2211935
Stationary 292.38 277 302 -0.1921296 -0.2211935
Moved 292.4107 316.1201 365.1583 -0.1015739 -0.05874924
Moved 292.4415 383.0718 438.0718 0.05340705 0.1287855
Moved 292.4722 412.352 461.9464 0.1211851 0.1901911
Moved 292.5029 423.576 468.8586 0.1471666 0.2079697
Moved 292.5336 428.5838 471.5838 0.1587588 0.2149788
Moved 292.5644 431.2988 472 0.1650435 0.2160493
Stationary 292.5952 431 472 0.1643519 0.2160493
Moved 292.6259 422.6015 460.0021 0.1449108 0.1851904
Moved 292.6564 397.7236 446.4682 0.0873232 0.1503811
Moved 292.6873 364.0003 435.5001 0.009260079 0.1221709
Moved 292.718 316.7043 428.3217 -0.1002216 0.1037081
Moved 292.7487 276.6005 426.05 -0.1930545 0.09786523
Moved 292.7794 249.585 425 -0.2555902 0.09516452
Moved 292.8102 238.8631 425 -0.2804094 0.09516452
Moved 292.8409 234.5 425 -0.2905093 0.09516452
Ended 292.8716 234.5 425 -0.2905093 0.09516452
Candidates 292.9331 13 out it your for our or got hot put hour fort upper port
Began 293.3633 189 387 -0.3958333 -0.002572055
Moved 293.394 199.4232 387 -0.3717055 -0.002572055
Moved 293.4248 236.75 387 -0.2853008 -0.002572055
Moved 293.4555 295.3223 387 -0.1497168 -0.002572055
Moved 293.4861 337.4397 387 -0.05222286 -0.002572055
Moved 293.5169 371.0583 387 0.02559801 -0.002572055
Ended 293.5476 388 387 0.06481478 -0.002572055
Accept 293.6091 0 out
Began 293.7013 365 348 0.01157403 -0.1028807
Stationary 293.732 365 348 0.01157403 -0.1028807
Moved 293.7627 343.0945 348 -0.03913308 -0.1028807
Moved 293.7935 322.5479 348 -0.08669481 -0.1028807
Moved 293.8242 311.568 348 -0.1121111 -0.1028807
Moved 293.8549 305.671 348 -0.1257617 -0.1028807
Moved 293.8856 303 348 -0.1319445 -0.1028807
Moved 293.9164 315 366.5 -0.1041667 -0.05529835
Moved 293.9471 355.9071 401.6347 -0.009474209 0.03506864
Moved 293.9778 395.058 432.3354 0.08115271 0.1140313
Moved 294.0086 431.016 458.6773 0.1643888 0.1817831
Moved 294.0393 454.9826 473.9901 0.219867 0.2211677
Moved 294.07 470.315 484.8766 0.2553588 0.2491682
Moved 294.1007 480.3173 494.3173 0.2785123 0.2734498
Moved 294.1314 487.3257 504.4886 0.2947354 0.2996105
Moved 294.1622 489 507.5516 0.2986111 0.3074885
Moved 294.1929 489 509.5 0.2986111 0.3124999
Moved 294.2236 435.293 486.1465 0.1742892 0.2524343
Moved 294.2543 376.3398 458.0253 0.03782372 0.1801061
Moved 294.285 341.8664 446.431 -0.04197592 0.1502855
Moved 294.3158 311.3934 442 -0.1125153 0.1388888
Moved 294.3465 287.9251 442 -0.1668401 0.1388888
Moved 294.3773 276.0742 442 -0.1942728 0.1388888
Ended 294.408 275.7302 442 -0.195069 0.1388888
Candidates 294.5001 13 for your die door our diet fit sort dirt store dirty it fire
Began 294.8381 191 408 -0.3912037 0.05144025
Moved 294.8689 216.5348 400.7573 -0.3320953 0.03281201
Moved 294.8996 266.5585 384.1104 -0.2162997 -0.01000432
Moved 294.9303 317.6034 378.9156 -0.09814029 -0.02336526
Moved 294.9611 381.3997 375.0759 0.04953643 -0.03324116
Ended 294.9918 409.5 376 0.1145834 -0.03086435
Accept 295.0532 0 for
Began 295.1761 235 385 -0.2893518 -0.007716127
Moved 295.2068 253.3786 385 -0.2468088 -0.007716127
Moved 295.2376 299.037 385 -0.141118 -0.007716127
Moved 295.2683 358.6522 394.1167 -0.003119906 0.01573221
Moved 295.299 392.5 404 0.07523149 0.04115226
Moved 295.3297 411.3872 406 0.1189519 0.04629618
Moved 295.3605 421.9953 408 0.1435076 0.05144025
Moved 295.3912 425.5 412 0.1516204 0.06172835
Moved 295.4218 427 435.932 0.1550926 0.1232818
Moved 295.4527 413.8959 464.0291 0.124759 0.1955479
Moved 295.4834 396.2793 489.809 0.08397996 0.2618542
Moved 295.5141 384.0984 503.9016 0.05578339 0.2981007
Moved 295.5448 367.8671 515.0665 0.01821081 0.3268169
Moved 295.5756 345.3703 521.8066 -0.03386502 0.3441526
Moved 295.6063 309.1472 524.1323 -0.1177147 0.3501345
