this is a very good idea
this is a very good idea
Basic
Radial

0.6 0.6
432 388.8
Began 452.245 335 528 -0.05787035 0.3600822
Stationary 452.2757 335 528 -0.05787035 0.3600822
Stationary 452.3064 335 528 -0.05787035 0.3600822
Stationary 452.3372 335 528 -0.05787035 0.3600822
Moved 452.3679 335 516.2857 -0.05787035 0.3299528
Moved 452.3986 335 508.0214 -0.05787035 0.3086968
Moved 452.4293 328 500.7665 -0.07407407 0.2900372
Moved 452.4601 328 494.7659 -0.07407407 0.2746036
Moved 452.4908 328 488.9463 -0.07407407 0.2596355
Moved 452.5215 328 484.2043 -0.07407407 0.2474389
Moved 452.5522 333.4443 477.889 -0.06147151 0.2311959
Moved 452.583 339.5604 467.8792 -0.04731392 0.2054506
Moved 452.6136 345.306 455.235 -0.03401393 0.1729296
Moved 452.6444 354.0893 441.8512 -0.01368225 0.1385061
Moved 452.6751 363.0175 430.3101 0.006984969 0.1088221
Moved 452.7059 372.7643 416.7946 0.02954691 0.07406019
Moved 452.7366 380.9752 404.3748 0.04855365 0.04211614
Moved 452.7673 392.7665 393.2335 0.0758485 0.01346043
Moved 452.798 402.1459 384.8541 0.09755998 -0.008091279
Moved 452.8287 409.7773 377.2227 0.1152252 -0.02771943
Moved 452.8594 416.9294 371.0706 0.131781 -0.04354281
Moved 452.8902 423.6616 365.3384 0.1473647 -0.05828598
Moved 452.921 427.904 362.0959 0.1571852 -0.06662572
Moved 452.9516 431.7784 359.2216 0.1661538 -0.07401863
Moved 452.9824 435.301 358 0.1743078 -0.07716057
Moved 453.0131 440.4319 358 0.1861848 -0.07716057
Moved 453.0438 457.377 390.9802 0.2254097 0.007664951
Moved 453.0745 464.8636 415.5224 0.2427397 0.07078794
Moved 453.1053 469.803 432.0152 0.2541737 0.1132077
Moved 453.136 473.3096 449.1675 0.2622908 0.1573237
Moved 453.1667 475 466.9482 0.2662037 0.2030561
Moved 453.1973 476 476.1653 0.2685185 0.2267627
Moved 453.2274 476 483.8076 0.2685185 0.2464186
Moved 453.2589 476 490.9619 0.2685185 0.2648197
