are you sure you want this
are you sure you want this
Basic
List

0.6 0.6
432 388.8
Began 2708.26 243 408 -0.2708333 0.05144025
Stationary 2708.29 243 408 -0.2708333 0.05144025
Stationary 2708.321 243 408 -0.2708333 0.05144025
Stationary 2708.352 243 408 -0.2708333 0.05144025
Stationary 2708.383 243 408 -0.2708333 0.05144025
Stationary 2708.413 243 408 -0.2708333 0.05144025
Stationary 2708.444 243 408 -0.2708333 0.05144025
Stationary 2708.475 243 408 -0.2708333 0.05144025
Stationary 2708.506 243 408 -0.2708333 0.05144025
Stationary 2708.536 243 408 -0.2708333 0.05144025
Stationary 2708.566 243 408 -0.2708333 0.05144025
Stationary 2708.598 243 408 -0.2708333 0.05144025
Stationary 2708.628 243 408 -0.2708333 0.05144025
Stationary 2708.659 243 408 -0.2708333 0.05144025
Stationary 2708.69 243 408 -0.2708333 0.05144025
Stationary 2708.721 243 408 -0.2708333 0.05144025
Stationary 2708.751 243 408 -0.2708333 0.05144025
Moved 2708.782 260.3124 429.3124 -0.2307582 0.1062562
Moved 2708.813 280.7919 447.7919 -0.1833521 0.1537858
Moved 2708.844 303.4068 464.0048 -0.1310028 0.1954856
Moved 2708.874 321.552 475.3154 -0.08900002 0.2245767
Moved 2708.905 333.7931 482.8965 -0.06066407 0.2440754
Moved 2708.936 342.3598 487.9066 -0.0408337 0.2569613
Moved 2708.967 349.8455 492.5637 -0.02350579 0.2689394
Moved 2708.997 352 494.0817 -0.01851852 0.2728439
Moved 2709.028 354.5 495.5 -0.0127315 0.2764916
Moved 2709.059 355 496 -0.01157408 0.2777777
Stationary 2709.09 355 496 -0.01157408 0.2777777
Moved 2709.12 345.0092 496 -0.03470083 0.2777777
Moved 2709.151 328.8482 496 -0.07211064 0.2777777
Moved 2709.182 309.5042 483.7155 -0.1168884 0.2461818
Moved 2709.212 294.4464 480.4893 -0.1517443 0.237884
Moved 2709.243 282.4645 479 -0.1794803 0.2340534
Moved 2709.274 275.0895 477.0447 -0.196552 0.2290245
Moved 2709.305 267.4993 476 -0.2141221 0.2263374
Moved 2709.335 262.2992 476 -0.2261593 0.2263374
Moved 2709.366 257.6451 474.8226 -0.2369327 0.223309
Moved 2709.397 253.8957 475 -0.2456119 0.2237653
Moved 2709.428 252.0205 475 -0.2499526 0.2237653
Stationary 2709.458 252 475 -0.25 0.2237653
Ended 2709.489 252 475 -0.25 0.2237653
Candidates 2709.581 13 free street after st dr arts days data says stress sure dt ats
Began 2710.75 284 386 -0.1759259 -0.005144111
Moved 2710.78 257.3366 382.6964 -0.2376467 -0.01364115
Moved 2710.811 221.1395 371.9584 -0.3214364 -0.04125925
Moved 2710.842 191.0468 368.566 -0.3910953 -0.0499847
Moved 2710.873 165.1716 364.2413 -0.4509918 -0.06110791
Moved 2710.903 144.5687 363 -0.4986835 -0.06430049
Moved 2710.934 130.9467 363 -0.530216 -0.06430049
Moved 2710.965 119.9643 363 -0.5556381 -0.06430049
Moved 2710.995 110.285 363 -0.5780439 -0.06430049
Moved 2711.026 103.4436 361.2218 -0.5938805 -0.06887396
Moved 2711.057 98.3516 361 -0.6056677 -0.06944452
Moved 2711.088 95.77998 361 -0.6116204 -0.06944452
Moved 2711.118 92.90552 360 -0.6182743 -0.07201654
Moved 2711.149 89.03033 359 -0.6272446 -0.07458848
Moved 2711.18 86.37283 358.3728 -0.6333962 -0.07620171
Moved 2711.211 82.61658 356.6166 -0.6420912 -0.08071867
Ended 2711.241 80.74877 355 -0.6464148 -0.08487654
Accept 2711.303 0 free
Delete 2711.303 LeftSwipe
Began 2711.764 225 371 -0.3125 -0.04372435
Stationary 2711.795 225 371 -0.3125 -0.04372435
Stationary 2711.825 225 371 -0.3125 -0.04372435
Stationary 2711.856 225 371 -0.3125 -0.04372435
Stationary 2711.887 225 371 -0.3125 -0.04372435
Stationary 2711.918 225 371 -0.3125 -0.04372435
Stationary 2711.948 225 371 -0.3125 -0.04372435
Stationary 2711.979 225 371 -0.3125 -0.04372435
Stationary 2712.01 225 371 -0.3125 -0.04372435
Stationary 2712.041 225 371 -0.3125 -0.04372435
Stationary 2712.072 225 371 -0.3125 -0.04372435
Stationary 2712.102 225 371 -0.3125 -0.04372435
Stationary 2712.133 225 371 -0.3125 -0.04372435
Stationary 2712.164 225 371 -0.3125 -0.04372435
Stationary 2712.194 225 371 -0.3125 -0.04372435
Stationary 2712.225 225 371 -0.3125 -0.04372435
Stationary 2712.256 225 371 -0.3125 -0.04372435
Stationary 2712.287 225 371 -0.3125 -0.04372435
Stationary 2712.317 225 371 -0.3125 -0.04372435
Stationary 2712.348 225 371 -0.3125 -0.04372435
Stationary 2712.379 225 371 -0.3125 -0.04372435
Stationary 2712.41 225 371 -0.3125 -0.04372435
Stationary 2712.44 225 371 -0.3125 -0.04372435
Stationary 2712.471 225 371 -0.3125 -0.04372435
Moved 2712.502 272.6309 402.0873 -0.2022433 0.03623271
Moved 2712.532 305.409 422.2726 -0.1263682 0.08814976
Moved 2712.563 337.4507 444.6076 -0.05219757 0.1455956
Moved 2712.594 353.0156 456.2125 -0.01616766 0.1754435
Moved 2712.625 363.7025 464.3513 0.008570552 0.1963766
Moved 2712.656 368.1827 468.1827 0.01894156 0.2062313
Moved 2712.686 372.0564 471.0565 0.02790838 0.2136224
Moved 2712.717 374.9275 472.9275 0.0345544 0.2184348
Moved 2712.748 377.9314 475.9314 0.04150778 0.2261609
Moved 2712.779 379.3745 477.3745 0.04484842 0.2298726
Moved 2712.809 379 478.1207 0.04398147 0.2317917
Moved 2712.84 380 479.5 0.04629632 0.2353394
Moved 2712.871 380 480.6492 0.04629632 0.2382953
Moved 2712.901 375.7838 484.527 0.03653666 0.2482691
Moved 2712.932 351.3434 488.4063 -0.02003839 0.2582465
Moved 2712.963 326.5349 490.2739 -0.07746557 0.2630502
Moved 2712.994 309.1222 490.7756 -0.1177727 0.2643404
Moved 2713.024 294.393 491.6517 -0.1518681 0.2665938
Moved 2713.055 283.431 492.523 -0.1772431 0.2688348
Moved 2713.086 276.8364 493 -0.1925084 0.2700616
Moved 2713.117 272.055 494 -0.2035763 0.2726337
Moved 2713.147 268.1829 495 -0.2125396 0.2752057
Moved 2713.178 264.1724 495 -0.2218232 0.2752057
Moved 2713.209 264 496.2124 -0.2222222 0.2783239
Moved 2713.24 261.9617 496 -0.2269405 0.2777777
Stationary 2713.27 261.9617 496 -0.2269405 0.2777777
Moved 2713.301 261 496 -0.2291666 0.2777777
Ended 2713.332 261 496 -0.2291666 0.2777777
Candidates 2713.393 13 after she sure site free sue age due agree st dt air ft
Began 2714.254 329 463 -0.07175927 0.1929011
Stationary 2714.285 329 463 -0.07175927 0.1929011
Moved 2714.315 290.0046 446.0023 -0.1620264 0.1491827
Moved 2714.346 248.0362 426.5181 -0.2591755 0.09906898
