the collapse of the Roman empire
Moved 121.5035 505.7289 542.4578 0.3373353 0.3972678
Moved 121.5342 508 546.6072 0.3425926 0.4079404
Moved 121.5649 509.0394 548.0394 0.3449985 0.4116238
Moved 121.5956 510 550.0271 0.3472221 0.4167363
Moved 121.6264 511.5 551.5 0.3506944 0.4205247
Moved 121.657 511 552.2497 0.349537 0.4224528
Moved 121.6878 512.3174 553.3174 0.3525865 0.4251989
Moved 121.7186 512 554.2487 0.3518519 0.4275944
Moved 121.7492 513 555.0341 0.3541666 0.4296144
Stationary 121.78 513 555 0.3541666 0.4295266
Moved 121.8107 514.4739 556 0.3575784 0.4320986
Stationary 121.8414 514.4739 556 0.3575784 0.4320986
Moved 121.8721 514 557 0.3564815 0.4346707
Stationary 121.9029 514 557 0.3564815 0.4346707
Moved 121.9336 515.1889 558 0.3592336 0.4372427
Stationary 121.9643 515 558 0.3587963 0.4372427
Moved 121.995 515 559.374 0.3587963 0.4407766
Stationary 122.0257 515 559 0.3587963 0.4398148
Moved 122.0565 517.1777 559 0.3638374 0.4398148
Moved 122.0872 519.6144 560 0.3694778 0.4423867
Moved 122.1179 522.1144 561.1144 0.3752648 0.4452529
Moved 122.1486 526.0268 562 0.3843213 0.4475308
Moved 122.1793 528.9025 562 0.3909781 0.4475308
Moved 122.2101 531.5 563 0.3969907 0.4501028
Moved 122.2408 533.289 563 0.4011319 0.4501028
Moved 122.2715 535.1614 564 0.4054662 0.4526748
Moved 122.3022 537.5 564 0.4108796 0.4526748
Moved 122.333 538.2307 564 0.4125711 0.4526748
Moved 122.3637 540.2371 565 0.4172154 0.4552468
Moved 122.3944 541.116 565 0.41925 0.4552468
Moved 122.4251 542.3734 565 0.4221607 0.4552468
Moved 122.4558 543.2242 565 0.4241301 0.4552468
Moved 122.4866 544 565.6235 0.4259259 0.4568504
Moved 122.5173 544 566.5 0.4259259 0.4591049
Moved 122.548 545 566 0.4282407 0.4578188
Moved 122.5787 546.2216 566 0.4310685 0.4578188
Stationary 122.6095 546 566 0.4305556 0.4578188
Moved 122.6402 547 566 0.4328704 0.4578188
Stationary 122.6709 547 566 0.4328704 0.4578188
Moved 122.7016 548.0036 566 0.4351935 0.4578188
Stationary 122.7324 548 566 0.4351853 0.4578188
Stationary 122.7631 548 566 0.4351853 0.4578188
Stationary 122.7938 548 566 0.4351853 0.4578188
Moved 122.8245 549.5 566 0.4386574 0.4578188
Stationary 122.8553 549.5 566 0.4386574 0.4578188
Stationary 122.886 549.5 566 0.4386574 0.4578188
Moved 122.9167 549 566 0.4375 0.4578188
Moved 122.9474 550.5 566 0.4409722 0.4578188
Stationary 122.9781 550.5 566 0.4409722 0.4578188
Stationary 123.0088 550.5 566 0.4409722 0.4578188
Moved 123.0396 550 566 0.4398148 0.4578188
Stationary 123.0703 550 566 0.4398148 0.4578188
Stationary 123.101 550 566 0.4398148 0.4578188
Stationary 123.1317 550 566 0.4398148 0.4578188
Stationary 123.1625 550 566 0.4398148 0.4578188
Stationary 123.1932 550 566 0.4398148 0.4578188
Moved 123.2239 551 555.7228 0.4421297 0.4313857
Moved 123.2546 551 547.8763 0.4421297 0.4112043
Moved 123.2853 551 532.5526 0.4421297 0.3717916
Moved 123.3161 552 512.3785 0.4444444 0.3199034
Moved 123.3468 552 495.7803 0.4444444 0.2772125
Moved 123.3775 552 472.6033 0.4444444 0.2176009
Moved 123.4082 552 450.5538 0.4444444 0.1608893
Moved 123.4389 552 431.2136 0.4444444 0.111146
Moved 123.4697 552 418.4652 0.4444444 0.07835694
Moved 123.5004 552 411.2179 0.4444444 0.05971672
Moved 123.5312 552 406.7472 0.4444444 0.04821805
Moved 123.5619 552 403.2092 0.4444444 0.03911811
Moved 123.5926 552 401.3435 0.4444444 0.0343196
Moved 123.6233 553.2604 401 0.4473622 0.03343609
Stationary 123.654 553.2604 401 0.4473622 0.03343609
Moved 123.6847 554.1038 401 0.4493142 0.03343609
Moved 123.7155 559.5101 411.2651 0.4618289 0.05983823
Moved 123.7462 565.8439 425.6877 0.4764905 0.09693345
Moved 123.7769 571.2664 438.5328 0.4890426 0.1299711
Moved 123.8076 576.0701 451.1753 0.5001624 0.1624878
Moved 123.8383 581.8127 463.5319 0.5134555 0.1942691
Moved 123.8691 588.5751 483.5127 0.5291089 0.2456601
Moved 123.8998 593.6115 498.5287 0.5407674 0.2842817
Moved 123.9305 597.1689 511.8445 0.5490021 0.3185299
Moved 123.9613 601.0159 524.0634 0.5579072 0.3499573
Moved 123.992 603.6898 537.7592 0.5640967 0.3851829
Moved 124.0227 605 548.4094 0.5671296 0.4125754
Moved 124.0534 606 554.9799 0.5694444 0.4294748
Moved 124.0841 607 558.2175 0.5717592 0.4378022
Moved 124.1149 607 560.7495 0.5717592 0.4443145
Moved 124.1456 608 562.6219 0.5740741 0.4491303
Moved 124.1763 608 565.4971 0.5740741 0.4565253
Moved 124.207 608 566.374 0.5740741 0.4587807
Moved 124.2377 608 567.1809 0.5740741 0.4608561
Moved 124.2685 608 568.3745 0.5740741 0.4639261
Moved 124.2992 608 569.2495 0.5740741 0.4661765
Moved 124.3299 608 570.0122 0.5740741 0.4681383
Stationary 124.3606 608 570.0122 0.5740741 0.4681383
Moved 124.3913 608 571.0873 0.5740741 0.4709036
Stationary 124.4221 608 571.0873 0.5740741 0.4709036
Moved 124.4528 608 572.1177 0.5740741 0.4735537
Stationary 124.4835 608 572.1177 0.5740741 0.4735537
Stationary 124.5143 608 572.1177 0.5740741 0.4735537
Stationary 124.545 608 572.1177 0.5740741 0.4735537
Moved 124.5757 608 573.0726 0.5740741 0.4760097
Stationary 124.6064 608 573 0.5740741 0.4758229
Moved 124.6372 594.5396 573 0.5429158 0.4758229
Moved 124.6679 587.7045 573 0.5270937 0.4758229
Moved 124.6986 580.7304 573 0.51095 0.4758229
Moved 124.7293 575 566 0.4976852 0.4578188
Moved 124.76 570.6274 563.6274 0.4875635 0.4517166
Moved 124.7907 568 563.1166 0.4814814 0.4504028
Moved 124.8215 565.2477 562.2477 0.4751105 0.448168
Moved 124.8522 562.5 562 0.46875 0.4475308
Moved 124.8829 562 562 0.4675925 0.4475308
Moved 124.9136 561 562 0.4652777 0.4475308
Moved 124.9444 559.5 561 0.4618056 0.4449587
Moved 124.9751 559 561 0.4606481 0.4449587
Stationary 125.0058 559 561 0.4606481 0.4449587
Moved 125.0365 558 561 0.4583333 0.4449587
Moved 125.0672 557 560.5178 0.4560185 0.4437185
Moved 125.0978 557 560 0.4560185 0.4423867
Moved 125.1287 556 560 0.4537037 0.4423867
Moved 125.1595 544.21 555.284 0.426412 0.4302571
Moved 125.1901 529.5305 549.5101 0.3924316 0.4154066
Moved 125.2209 520.686 545.4573 0.3719583 0.4049828
Moved 125.2515 514.6998 543.3499 0.3581014 0.3995624
Moved 125.2823 509.952 541.476 0.347111 0.3947427
Moved 125.313 501.4104 538.2052 0.3273389 0.3863301
Moved 125.3438 493.2883 536.0961 0.3085377 0.3809054
Moved 125.3745 487.464 534 0.2950556 0.3755144
Moved 125.4052 483.731 532.3655 0.2864142 0.3713103
Moved 125.4359 479.7225 532 0.2771354 0.3703703
Moved 125.4666 476.9451 531 0.2707062 0.3677982
Moved 125.4974 472.1574 529.0787 0.2596236 0.3628568
Moved 125.5281 452.231 522.4103 0.2134978 0.3457056
Moved 125.5587 441.7442 518.3721 0.1892227 0.3353191
Moved 125.5894 432.4492 514.8164 0.1677066 0.3261738
Moved 125.6202 401.4344 505.8303 0.09591281 0.3030614
Moved 125.651 384.7222 500.5741 0.05722741 0.2895424
Moved 125.6817 352.1766 489.5631 -0.01810963 0.2612219
Moved 125.7124 335.1444 485.2578 -0.05753601 0.2501485
Moved 125.7431 310.0589 477.2721 -0.1156044 0.2296093
Moved 125.7739 290.9559 469.0866 -0.1598243 0.2085561
Moved 125.8046 276.4049 461.7025 -0.1935072 0.1895639
Moved 125.8353 264.9135 454.4351 -0.2201077 0.1708722
Moved 125.866 252.4265 445.8199 -0.2490127 0.1487136
Moved 125.8967 242.5009 438.4008 -0.2719886 0.1296315
Moved 125.9274 233.6858 430.6858 -0.292394 0.1097885
Moved 125.9582 225.0735 423.0735 -0.3123299 0.09020954
Moved 125.9889 216.458 413.458 -0.3322731 0.06547841
Moved 126.0197 205.8863 400.8863 -0.3567447 0.03314371
Moved 126.0504 200.1875 394.1875 -0.3699363 0.01591427
Moved 126.0811 197.2191 391.2191 -0.3768077 0.008279501
Moved 126.1117 197 389.8787 -0.3773148 0.004831871
Moved 126.1425 196 389 -0.3796296 0.002572016
Stationary 126.1732 196 389 -0.3796296 0.002572016
Stationary 126.204 196 389 -0.3796296 0.002572016
Moved 126.2347 216.8523 408.8523 -0.3313604 0.05363244
Moved 126.2654 229.055 421.4067 -0.3031133 0.08592244
Moved 126.2961 240.0831 429.8665 -0.2775854 0.1076811
Moved 126.3269 252.0196 443.0197 -0.2499546 0.1415114
Moved 126.3576 259.2543 452.2543 -0.2332076 0.1652631
Moved 126.3883 272.9886 466.4867 -0.2014153 0.201869
Moved 126.419 287.4851 485.2277 -0.1678585 0.2500711
Moved 126.4497 294.7295 494.5943 -0.1510891 0.2741622
Moved 126.4804 298.742 500.4839 -0.141801 0.2893104
Moved 126.5112 304.8216 511.8577 -0.1277277 0.3185639
Moved 126.5419 312.3578 528.9542 -0.1102828 0.3625365
Moved 126.5726 316.0274 537.0547 -0.1017885 0.3833712
Moved 126.6034 318 542.8957 -0.09722222 0.3983942
Moved 126.6341 319.7651 548.5302 -0.09313638 0.4128861
Moved 126.6648 321.2862 554.5723 -0.08961539 0.4284267
Moved 126.6955 322.1491 560.2983 -0.08761774 0.4431539
Moved 126.7262 322 564 -0.08796295 0.4526748
Moved 126.757 323.5 565.5 -0.08449072 0.4565328
Moved 126.7877 323 567.4556 -0.08564815 0.4615627
Moved 126.8184 323 568.375 -0.08564815 0.4639274
Moved 126.8492 325.207 571.207 -0.08053929 0.4712115
Ended 126.8798 326.5 572.5 -0.07754628 0.474537
Accept 126.972 0 the
Candidates 126.972 13 compare facilitate chose course accommodate cost coast appear apart code coat suppose close
Began 128.2005 434 398 0.1712963 0.02572008
Stationary 128.2316 434 398 0.1712963 0.02572008
Stationary 128.2624 434 398 0.1712963 0.02572008
Stationary 128.2931 434 398 0.1712963 0.02572008
Moved 128.3236 408.4979 398 0.1122638 0.02572008
Moved 128.3545 366.5749 398 0.01521975 0.02572008
Moved 128.3852 351.0454 398 -0.02072816 0.02572008
Moved 128.416 324.5298 398 -0.08210704 0.02572008
Moved 128.4467 303.3825 398 -0.1310589 0.02572008
Moved 128.4774 283.694 398 -0.1766343 0.02572008
Moved 128.5081 264.5809 398 -0.2208776 0.02572008
Moved 128.5388 249.721 398 -0.2552755 0.02572008
Moved 128.5696 232.595 398 -0.294919 0.02572008
Moved 128.6003 218.015 398 -0.328669 0.02572008
Moved 128.631 207.5825 398 -0.3528184 0.02572008
Moved 128.6618 197.8392 398 -0.3753721 0.02572008
Moved 128.6925 188.2661 398 -0.3975322 0.02572008
Moved 128.7232 182.2213 398 -0.4115249 0.02572008
Moved 128.754 178.5 398 -0.4201389 0.02572008
Moved 128.7846 175.8089 398 -0.4263682 0.02572008
Moved 128.8154 172.9393 398 -0.4330109 0.02572008
Moved 128.8461 171.0652 398 -0.4373491 0.02572008
Moved 128.8768 169.6354 398 -0.4406588 0.02572008
Moved 128.9076 168 398 -0.4444444 0.02572008
Moved 128.9382 165.9099 398 -0.4492826 0.02572008
Stationary 128.969 166 398 -0.4490741 0.02572008
Ended 128.9998 165 398 -0.4513889 0.02572008
Accept 129.0612 0 compare
Delete 129.0612 LeftSwipe
Began 130.2593 372 438 0.02777775 0.1286007
Stationary 130.2901 372 438 0.02777775 0.1286007
Stationary 130.3208 372 438 0.02777775 0.1286007
Stationary 130.3515 372 438 0.02777775 0.1286007
Stationary 130.3822 372 438 0.02777775 0.1286007
Moved 130.413 359.1865 422.0237 -0.001883209 0.08750954
Moved 130.4437 345.798 404.7576 -0.03287504 0.04310074
Moved 130.4744 333.3749 389.5623 -0.06163225 0.004018226
Moved 130.5052 321.1237 372.2474 -0.08999139 -0.04051593
Moved 130.5358 308.9417 352.2362 -0.1181905 -0.09198514
Moved 130.5666 300.3403 336.9005 -0.1381012 -0.131429
Moved 130.5973 295.3761 324.7523 -0.1495923 -0.1626742
Moved 130.628 290.3801 311.5203 -0.1611572 -0.1967071
Moved 130.6588 289 299.1479 -0.1643519 -0.228529
Moved 130.6894 289 295.5 -0.1643519 -0.2379116
Moved 130.7201 289 293.1368 -0.1643519 -0.2439898
Moved 130.7509 289 290.2671 -0.1643519 -0.2513707
Moved 130.7816 289 289.5 -0.1643519 -0.2533437
Moved 130.8123 306.424 301.8784 -0.1240185 -0.2215061
Moved 130.8431 325.1796 322.2469 -0.08060277 -0.169118
Moved 130.8738 344.356 348.9266 -0.03621305 -0.1004976
Moved 130.9045 362.3633 381.9605 0.005470713 -0.01553367
Moved 130.9352 374.9969 403.5951 0.03471513 0.04011076
Moved 130.966 390.8606 429.291 0.07143667 0.1062009
Moved 130.9967 407.1119 452.1343 0.1090553 0.1649544
Moved 131.0275 418.549 470.3235 0.1355301 0.2117375
Moved 131.0581 428.8155 489.7233 0.1592951 0.2616339
Moved 131.0889 435.6595 501.9892 0.1751376 0.293182
Moved 131.1196 439.1987 507.1987 0.1833304 0.306581
Moved 131.1503 440.7992 511.5983 0.1870351 0.3178968
Moved 131.181 442.606 514.606 0.1912175 0.3256325
Moved 131.2117 444 517.4796 0.1944444 0.3330237
Moved 131.2424 453.0302 527.3736 0.2153477 0.358471
Moved 131.2732 456.8467 529.8467 0.2241823 0.364832
Moved 131.3039 459.7175 533 0.2308274 0.3729423
Moved 131.3347 461.5868 535 0.2351545 0.3780863
Moved 131.3652 463.4572 536 0.2394843 0.3806583
Moved 131.3961 463 537.5 0.2384259 0.3845164
Moved 131.4268 464.218 537 0.2412454 0.3832304
Moved 131.4575 465.7578 537 0.2448098 0.3832304
Moved 131.4883 468.2037 537 0.2504714 0.3832304
Moved 131.519 474.2638 537 0.2644995 0.3832304
Moved 131.5497 480.9944 527.0056 0.2800798 0.3575244
Moved 131.5805 489.6257 517.3743 0.3000595 0.3327529
Moved 131.6112 497.3497 509.6503 0.3179393 0.3128864
Moved 131.6419 506.9584 500.0416 0.3401814 0.2881728
Moved 131.6726 517.7335 491.4499 0.3651238 0.2660748
Moved 131.7033 526.3507 485.4329 0.385071 0.2505988
Moved 131.7341 538.4576 474.1187 0.4130962 0.2214987
Moved 131.7648 549.3716 462.6284 0.4383602 0.1919453
Moved 131.7955 557.9615 451.7179 0.4582443 0.1638835
Moved 131.8262 564.6479 442.5281 0.4737221 0.140247
Moved 131.8569 570.3826 434.9261 0.4869967 0.1206947
Moved 131.8876 573.565 430.435 0.4943634 0.1091434
Moved 131.9184 575 427.5713 0.4976852 0.1017779
Moved 131.9491 576.9611 425.0389 0.5022249 0.09526452
Moved 131.9798 577.5 424.5 0.5034722 0.09387855
Moved 132.0105 556.9034 423 0.4557948 0.09002049
Moved 132.0412 526.9987 423 0.3865711 0.09002049
Moved 132.072 483.0153 423 0.2847575 0.09002049
Moved 132.1027 438.7742 429.6989 0.1823477 0.1072502
Moved 132.1334 402.0204 430 0.09726931 0.1080246
Moved 132.1641 357.8485 431 -0.004980315 0.1105966
Moved 132.1949 344.5554 431 -0.03575137 0.1105966
Moved 132.2256 317.9608 431 -0.09731293 0.1105966
Moved 132.2563 297.7543 431 -0.1440873 0.1105966
Moved 132.2871 276.7659 431 -0.1926716 0.1105966
Moved 132.3178 257.1163 422.5881 -0.2381566 0.08896105
Moved 132.3485 244.6804 419.7361 -0.2669435 0.08162569
Moved 132.3792 236.8992 417.2248 -0.2849556 0.07516661
Moved 132.41 230.359 416 -0.3000949 0.07201634
Moved 132.4407 227.4949 415 -0.3067248 0.06944436
Moved 132.4714 225.8127 415 -0.3106188 0.06944436
Stationary 132.5021 225.8127 415 -0.3106188 0.06944436
Stationary 132.5328 225.8127 415 -0.3106188 0.06944436
Moved 132.5636 241.5786 426.6163 -0.2741236 0.09932175
Moved 132.5943 264.1426 440.7617 -0.2218921 0.135704
Moved 132.625 291.3636 455.202 -0.1588807 0.1728444
Moved 132.6557 317.1487 465.6904 -0.09919285 0.1998209
Moved 132.6864 352.4107 477.1369 -0.01756787 0.2292615
Moved 132.7171 383.5082 485.0403 0.05441716 0.2495893
Moved 132.7479 410.9828 491.4406 0.1180156 0.2660509
Moved 132.7786 439.828 498.184 0.184787 0.283395
Moved 132.8094 465.2093 505.1628 0.2435401 0.3013445
Moved 132.8401 495 511 0.3125 0.3163579
Moved 132.8708 518.963 516.7408 0.36797 0.3311234
Moved 132.9015 546.2239 521.2471 0.4310739 0.3427137
Moved 132.9322 563.309 523 0.4706228 0.3472221
Moved 132.963 579.0908 525.6182 0.5071545 0.3539561
Moved 132.9937 590.9587 528 0.5346265 0.3600822
Moved 133.0244 601.0689 530.3563 0.5580299 0.3661427
Moved 133.0551 609.5624 531 0.5776908 0.3677982
Moved 133.0858 619.381 533 0.6004189 0.3729423
Moved 133.1166 621.2504 534 0.6047463 0.3755144
Moved 133.1473 624.1006 535.1006 0.611344 0.378345
Moved 133.178 626.0076 535 0.6157584 0.3780863
Moved 133.2087 627 535.8725 0.6180555 0.3803304
Moved 133.2394 628.3672 536 0.6212205 0.3806583
Moved 133.2702 628 537.3232 0.6203704 0.3840617
Moved 133.3009 628 538.1638 0.6203704 0.3862236
Moved 133.3316 628 539.0175 0.6203704 0.3884194
Moved 133.3624 599.5244 540 0.5544546 0.3909464
Moved 133.3931 579.8871 540 0.5089979 0.3909464
Moved 133.4238 550.148 540 0.4401574 0.3909464
Moved 133.4545 513.988 529.491 0.3564536 0.3639172
Moved 133.4852 477.102 512.8904 0.2710694 0.3212202
Moved 133.5159 438.3349 491.112 0.1813307 0.2652057
Moved 133.5467 403.7654 466.6122 0.1013087 0.2021919
Moved 133.5773 374.0559 441.6447 0.03253679 0.137975
Moved 133.6082 353.1111 418.2699 -0.01594643 0.07785459
Moved 133.6389 338.3912 401.3912 -0.05002027 0.0344424
Moved 133.6695 326.2391 387.6522 -0.07815014 -0.00089457
Moved 133.7003 319.85 380.85 -0.09293988 -0.01839006
Moved 133.731 312.0495 374.0495 -0.1109966 -0.03588099
Moved 133.7617 309.1541 371.1541 -0.1176988 -0.04332797
Moved 133.7925 306.2794 369 -0.1243532 -0.04886839
Moved 133.8231 304.7183 368 -0.1279669 -0.05144041
Moved 133.8539 300.692 366 -0.1372871 -0.05658444
Moved 133.8846 291.9122 362.9707 -0.1576107 -0.06437584
Moved 133.9153 282.9969 362 -0.1782479 -0.06687243
Moved 133.946 271.3019 361 -0.2053197 -0.06944452
Moved 133.9768 260.1397 361 -0.2311582 -0.06944452
Moved 134.0075 250.5452 361 -0.2533675 -0.06944452
Moved 134.0382 245.346 361 -0.2654028 -0.06944452
Moved 134.0689 241.4803 361 -0.2743511 -0.06944452
Moved 134.0997 238.6065 361 -0.2810035 -0.06944452
Moved 134.1304 238 361 -0.2824074 -0.06944452
Moved 134.1611 237 367.3678 -0.2847222 -0.05306644
Moved 134.1918 237 383.7176 -0.2847222 -0.01101451
Moved 134.2225 247.125 406.3125 -0.2612847 0.04709997
Moved 134.2533 257.1913 429.4208 -0.2379831 0.106535
Moved 134.284 273.5404 460.1574 -0.2001379 0.1855899
Moved 134.3147 285.1844 484.9611 -0.1731841 0.2493855
Moved 134.3454 293.3215 503.3036 -0.1543484 0.2965628
Moved 134.3761 299.6646 520.3293 -0.1396651 0.340353
Moved 134.4069 301.0908 524.2723 -0.136364 0.3504944
Moved 134.4376 302 528.9303 -0.1342593 0.3624749
Moved 134.4683 303.6309 532.2618 -0.1304841 0.3710436
Moved 134.4991 305.3796 541.1387 -0.1264361 0.3938752
Moved 134.5298 306 550.7301 -0.125 0.4185444
Moved 134.5605 307 556.2162 -0.1226852 0.4326547
Moved 134.5912 308 558.6182 -0.1203704 0.4388328
Moved 134.622 308 561.4832 -0.1203704 0.4462014
Moved 134.6527 309 563.3475 -0.1180555 0.4509967
Moved 134.6834 309 564.3745 -0.1180555 0.453638
Moved 134.7141 309 565.144 -0.1180555 0.4556173
Moved 134.7448 309 566.3745 -0.1180555 0.4587819
Moved 134.7756 309 567.2492 -0.1180555 0.4610318
Moved 134.8063 310 568 -0.1157407 0.4629629
Ended 134.837 310 569.4875 -0.1157407 0.4667888
Candidates 134.9599 13 collapse consider conflict consist chocolate communicate convince conduct commissioner conclude clarify display collective
Began 138.3086 416 394 0.1296297 0.01543206
Stationary 138.3393 416 394 0.1296297 0.01543206
Stationary 138.37 416 394 0.1296297 0.01543206
Stationary 138.4008 416 394 0.1296297 0.01543206
Moved 138.4315 443.4913 430.9884 0.1932669 0.1105668
Moved 138.4622 465.6881 453.6881 0.2446484 0.1689509
Moved 138.493 488.8966 475.6595 0.2983717 0.2254615
Moved 138.5237 507.6738 493.6738 0.3418376 0.2717947
Moved 138.5544 523.2457 509.2457 0.3778835 0.3118458
Moved 138.5851 532.5219 520.0438 0.3993562 0.3396188
Moved 138.6158 536.3729 524.7459 0.4082707 0.3517126
Moved 138.6466 537.89 525.89 0.4117824 0.3546553
Moved 138.6772 539 528.5 0.4143518 0.3613682
Moved 138.708 540 530.6265 0.4166667 0.3668375
Moved 138.7387 540 532.0736 0.4166667 0.3705596
Moved 138.7694 540 533.5 0.4166667 0.3742283
Moved 138.8002 540 534 0.4166667 0.3755144
Moved 138.8309 528.0767 534 0.3890664 0.3755144
Moved 138.8616 503.4136 517.1147 0.3319758 0.332085
Moved 138.8924 477.638 496.8082 0.2723102 0.2798565
Moved 138.9231 451.5838 470.5838 0.2119996 0.2124068
Moved 138.9538 433.7341 450.0231 0.1706807 0.1595243
Moved 138.9845 419 435 0.1365741 0.1208847
Moved 139.0152 413.2838 429.2838 0.1233422 0.1061826
Moved 139.046 409.7699 425.7698 0.115208 0.0971446
Moved 139.0767 406.2342 423.2342 0.1070236 0.0906228
Moved 139.1074 401.7343 419.3671 0.0966071 0.08067673
Moved 139.1381 383.4107 400.9286 0.05419155 0.03325246
Moved 139.1689 372.8269 391.8269 0.02969195 0.00984282
Moved 139.1996 366.3235 388.1078 0.01463761 0.0002771935
Moved 139.2303 361.4721 384.2361 0.003407697 -0.009680931
Moved 139.261 360 382.3608 0 -0.01450409
Moved 139.2917 357.7348 380.7348 -0.00524352 -0.01868637
Stationary 139.3224 357.7348 380.7348 -0.00524352 -0.01868637
Moved 139.3532 357 380 -0.006944438 -0.02057613
Stationary 139.3839 357 380 -0.006944438 -0.02057613
Ended 139.4146 357 380 -0.006944438 -0.02057613
Accept 139.5375 0 collapse
Candidates 139.5375 13 of if is good id off god his food high goods odd foods
Began 140.6128 416 389 0.1296297 0.002572016
Stationary 140.6435 416 389 0.1296297 0.002572016
Stationary 140.6743 416 389 0.1296297 0.002572016
Stationary 140.705 416 389 0.1296297 0.002572016
Stationary 140.7356 416 389 0.1296297 0.002572016
Moved 140.7664 397.4161 416.6174 0.08661141 0.07360443
Moved 140.7971 392.1268 424.7886 0.07436763 0.09462089
Moved 140.8279 382.0297 442.4481 0.05099466 0.1400412
Moved 140.8586 374.8743 455.8762 0.03443122 0.1745787
Moved 140.8893 369.5352 466.6973 0.0220721 0.2024106
Moved 140.92 365.1911 476.4268 0.0120164 0.227435
Moved 140.9507 362.3897 487.8308 0.005531709 0.2567664
Moved 140.9815 359.5187 494.9626 -0.00111411 0.2751094
