he is still on our team
he is still on our team
Basic
Radial

0.6 0.6
432 388.8
Began 1962.169 400 332 0.09259263 -0.144033
Stationary 1962.2 400 332 0.09259263 -0.144033
Moved 1962.231 388.4197 350.5155 0.06578644 -0.09641082
Moved 1962.261 373 374 0.0300926 -0.03600823
Moved 1962.292 355.7986 403.3624 -0.009725342 0.03951233
Moved 1962.323 335.4823 437.132 -0.05675401 0.1263681
Moved 1962.354 316.3334 464.9999 -0.1010801 0.198045
Moved 1962.384 297.8889 490.6389 -0.1437757 0.2639887
Moved 1962.415 276.7787 518.5703 -0.192642 0.3358289
Moved 1962.446 260.5569 537.5317 -0.2301923 0.3845978
Moved 1962.476 244.2645 555.7355 -0.2679063 0.4314185
Moved 1962.507 231.0649 569.4189 -0.2984609 0.4666122
Moved 1962.537 220.8926 579.1074 -0.322008 0.4915314
Moved 1962.569 216.7602 582.2398 -0.3315736 0.4995879
Ended 1962.599 214 586.5 -0.3379629 0.5105452
Candidates 1962.722 13 he here her free new btw there grew hee hr newer better jew
Began 1963.275 473 393 0.2615741 0.01285996
Stationary 1963.306 473 393 0.2615741 0.01285996
Stationary 1963.337 473 393 0.2615741 0.01285996
Moved 1963.367 485.2647 393 0.2899647 0.01285996
Moved 1963.398 506.3477 393 0.3387678 0.01285996
Moved 1963.429 540.8575 402.2381 0.4186516 0.03662054
Moved 1963.46 591.4612 408.1295 0.5357897 0.05177337
Moved 1963.49 629.5 411.5 0.6238425 0.06044234
Ended 1963.521 638 411 0.6435185 0.05915629
Accept 1963.582 0 he
Began 1964.381 480 544 0.2777778 0.4012345
Stationary 1964.412 480 544 0.2777778 0.4012345
Stationary 1964.443 480 544 0.2777778 0.4012345
Stationary 1964.473 480 544 0.2777778 0.4012345
Moved 1964.504 471.0169 544 0.2569835 0.4012345
Moved 1964.535 463.7083 533.7084 0.2400656 0.3747643
Moved 1964.566 452.8056 521.8056 0.2148279 0.3441501
Moved 1964.596 439.5 507.5 0.1840278 0.3073559
Moved 1964.627 422.6185 491.673 0.1449503 0.2666487
Moved 1964.658 396.7389 469.5911 0.08504371 0.2098535
Moved 1964.688 372.1213 449.6499 0.02805849 0.1585644
Moved 1964.719 349.6711 432.9664 -0.02390946 0.1156543
Moved 1964.75 316.2424 405.3939 -0.1012908 0.04473737
Moved 1964.781 296.4265 390.3047 -0.1471608 0.005927615
Moved 1964.811 279.8964 376.8964 -0.1854249 -0.02855866
Moved 1964.842 264.412 365.1514 -0.2212686 -0.05876714
Moved 1964.873 251.0451 352.045 -0.2522105 -0.09247673
Moved 1964.903 238.5616 340.6712 -0.2811073 -0.1217305
Moved 1964.934 229.8084 332.5389 -0.3013695 -0.1426468
Moved 1964.965 220.4782 324.4782 -0.3229671 -0.1633791
Moved 1964.996 211.872 317.248 -0.3428889 -0.1819753
Moved 1965.026 205.2653 312.5102 -0.3581821 -0.1941611
Moved 1965.057 196.7412 308.3706 -0.3779138 -0.2048082
Moved 1965.088 185.2432 303.3108 -0.4045297 -0.2178221
Moved 1965.119 175.3118 299.4373 -0.4275191 -0.2277849
Moved 1965.149 166.7282 296.5761 -0.4473884 -0.2351437
Moved 1965.18 161.1206 295.0402 -0.460369 -0.2390941
Moved 1965.211 157.1669 295 -0.469521 -0.2391976
Moved 1965.241 156 295 -0.4722222 -0.2391976
Ended 1965.272 156 295 -0.4722222 -0.2391976
Candidates 1965.395 13 is usa pizza pass oz odds piazza has its oa pa us idea
Began 1965.917 530 388 0.3935185 -3.924585E-08
Moved 1965.948 543.0544 388 0.4237372 -3.924585E-08
Moved 1965.979 565.6403 393.6403 0.4760193 0.01450696
Moved 1966.009 586.1761 400.816 0.5235558 0.03296303
Moved 1966.04 611.6806 407.4802 0.582594 0.05010326
Moved 1966.071 637.4349 413.1243 0.6422104 0.06461994
Moved 1966.102 660.3159 414.9023 0.6951758 0.06919304
Moved 1966.132 670.082 415 0.7177825 0.06944436
Moved 1966.163 676.4625 415 0.732552 0.06944436
Ended 1966.194 679 415 0.738426 0.06944436
Accept 1966.255 0 is
Began 1966.962 196 320 -0.3796296 -0.1748972
Stationary 1966.992 196 320 -0.3796296 -0.1748972
Stationary 1967.023 196 320 -0.3796296 -0.1748972
Moved 1967.054 201.5509 327.1368 -0.3667803 -0.1565411
Moved 1967.085 211.4498 343.5371 -0.3438663 -0.1143594
Moved 1967.115 221.9168 358.6044 -0.319637 -0.07560596
Moved 1967.146 230.3311 371.4415 -0.3001594 -0.04258889
Moved 1967.177 238.2059 385.4117 -0.2819309 -0.006657039
Moved 1967.208 246.5678 400.1356 -0.2625745 0.03121294
Moved 1967.238 251.389 412.5559 -0.2514144 0.06315816
Moved 1967.269 257.5 429 -0.2372685 0.1054526
Moved 1967.3 258.7396 437.6981 -0.2343991 0.1278241
Moved 1967.33 261.5388 451.1553 -0.2279193 0.1624364
Moved 1967.361 263.4065 463.626 -0.2235961 0.1945112
Moved 1967.392 265.2799 479.9592 -0.2192596 0.2365204
Moved 1967.423 268.6583 495.8041 -0.2114391 0.2772739
Moved 1967.453 273.397 511.8894 -0.20047 0.3186456
Moved 1967.484 281.147 531.4409 -0.1825301 0.3689323
Moved 1967.515 287.1434 546.3585 -0.1686496 0.4073006
Moved 1967.546 291.9456 560.8911 -0.1575334 0.4446787
Moved 1967.576 295.6774 569.5161 -0.148895 0.4668622
Moved 1967.607 297.7074 575.4149 -0.1441958 0.482034
Moved 1967.638 299 579.5477 -0.1412037 0.4926636
Moved 1967.668 301.1398 581.1398 -0.1362504 0.4967587
Moved 1967.699 303.0113 583 -0.1319182 0.5015431
Moved 1967.73 312.3245 584 -0.11036 0.5041152
Moved 1967.76 335.3122 585 -0.05714779 0.5066872
Moved 1967.791 360.0474 575.8668 0.0001097719 0.4831964
Moved 1967.822 386.4225 566.2888 0.06116321 0.4585615
Moved 1967.853 406.1257 556.2495 0.1067725 0.4327404
Moved 1967.883 420.8043 547.3174 0.1407507 0.409767
Moved 1967.914 435.0902 538.7458 0.17382 0.3877207
Moved 1967.945 445.8932 530.1068 0.1988268 0.365501
Moved 1967.976 455.5406 522.4594 0.2211589 0.3458316
Moved 1968.006 464.1608 514.8392 0.2411129 0.3262326
Moved 1968.037 473.7958 505.8028 0.2634162 0.3029907
Moved 1968.068 480.2627 499.8249 0.2783858 0.2876154
Moved 1968.099 484.9783 495.0109 0.2893017 0.2752337
Moved 1968.129 488.8587 490.1414 0.298284 0.2627092
Moved 1968.16 492 487.2732 0.3055556 0.2553322
Moved 1968.191 494.294 484.7061 0.3108656 0.2487295
Moved 1968.221 495 483.5 0.3125 0.2456274
Moved 1968.252 496 481.9877 0.3148148 0.2417378
Moved 1968.283 497.6723 480.3278 0.3186858 0.2374685
Moved 1968.314 499.4344 477.5656 0.3227647 0.2303641
Moved 1968.344 501.3118 470.0646 0.3271107 0.2110714
Moved 1968.375 505.3767 459.2466 0.3365202 0.1832474
Moved 1968.406 510.0463 442.4968 0.3473295 0.1401667
Moved 1968.437 516.1155 419.0958 0.3613784 0.07997893
Moved 1968.467 521.863 398.9796 0.3746829 0.02823967
