he is still on our team
he is still on our team
FixStart
List

0.6 0.6
432 388.8
Began 672.751 472 308 0.2592593 -0.2057614
Stationary 672.7818 472 308 0.2592593 -0.2057614
Moved 672.8125 488.765 308 0.2980671 -0.2057614
Moved 672.8433 504.1084 308 0.3335842 -0.2057614
Moved 672.874 512.134 308 0.3521621 -0.2057614
Moved 672.9047 517.858 308 0.3654119 -0.2057614
Moved 672.9354 519.5 308 0.3692129 -0.2057614
Moved 672.9662 519 308 0.3680556 -0.2057614
Moved 672.9969 499.9769 320.3462 0.3240206 -0.1740068
Moved 673.0276 467.9698 347.482 0.2499301 -0.104213
Moved 673.0583 443.7333 368.8583 0.1938272 -0.04923275
Moved 673.0891 425.2006 382.8495 0.1509272 -0.01324712
Moved 673.1198 408.7613 394.391 0.1128733 0.01643766
Moved 673.1506 395.1625 405.8375 0.08139461 0.04587837
Moved 673.1812 387 414 0.06250004 0.06687239
Moved 673.212 381.9732 420.0536 0.05086392 0.08244231
Ended 673.2427 379.0436 422.9564 0.0440824 0.08990825
Candidates 673.335 13 he her hr here r hee e the re t free there jet
Began 673.9495 424 385 0.1481481 -0.007716127
Stationary 673.9803 424 385 0.1481481 -0.007716127
Stationary 674.0264 424 385 0.1481481 -0.007716127
Moved 674.0571 451.2455 410.5964 0.2112165 0.05811828
Moved 674.0878 479.5528 433.2337 0.2767426 0.1163418
Moved 674.1186 498.3156 450.3156 0.3201751 0.1602768
Moved 674.1493 509.1537 462.2049 0.3452632 0.1908562
Moved 674.1801 514.6039 472.4156 0.3578794 0.2171184
Moved 674.2108 515 479.9417 0.3587963 0.2364755
Moved 674.2415 508.8674 486.5331 0.3446005 0.2534288
Moved 674.2722 505.2118 487.8941 0.3361385 0.2569292
Moved 674.3029 490.9178 491 0.3030504 0.2649176
Moved 674.3337 458.2334 486.2205 0.227392 0.2526247
Moved 674.3644 415.0443 465.8236 0.1274173 0.2001635
Moved 674.3951 375.4608 440.6406 0.03578891 0.1353923
Moved 674.4258 340.8915 415.624 -0.0442327 0.07104936
Moved 674.4565 317.5459 398.1042 -0.0982734 0.02598806
Moved 674.4865 305 387 -0.1273148 -0.002572055
Moved 674.518 296.6287 381.6287 -0.1466928 -0.01638711
Ended 674.5488 294 379 -0.1527778 -0.02314815
Accept 674.6409 0 he
Candidates 674.6409 13 is its usa his us guys id hits if goes goods gifts gus
Began 675.1326 371 356 0.025463 -0.0823046
Stationary 675.1633 371 356 0.025463 -0.0823046
Moved 675.1941 361.1826 356 0.002737542 -0.0823046
Moved 675.2248 342.1131 356 -0.04140486 -0.0823046
Moved 675.2556 323.8215 356 -0.08374652 -0.0823046
Moved 675.2863 302.3558 356 -0.1334357 -0.0823046
Moved 675.317 285.0256 356 -0.1735519 -0.0823046
Moved 675.3478 271.6801 356 -0.2044442 -0.0823046
Moved 675.3785 263.5744 356 -0.2232074 -0.0823046
Moved 675.4092 254.7745 363 -0.2435775 -0.06430049
Moved 675.4399 253.5 363 -0.2465278 -0.06430049
Moved 675.4706 250.9571 364 -0.2524142 -0.06172839
Moved 675.5014 249.5065 364 -0.255772 -0.06172839
Moved 675.5321 248 366.5767 -0.2592593 -0.0551011
Moved 675.5629 261.259 383.5737 -0.2285672 -0.01138452
Moved 675.5936 290.9897 412.7597 -0.1597461 0.06368229
Moved 675.6243 313.7923 431.5942 -0.1069623 0.1121251
Moved 675.655 328.844 442.9064 -0.07212048 0.14122
Moved 675.6858 337.8839 450.256 -0.05119458 0.1601233
Moved 675.7165 344.7541 455.7541 -0.03529146 0.1742646
Moved 675.7473 351.4737 459.2368 -0.01973689 0.1832222
Moved 675.778 358.2162 464.1081 -0.004129062 0.1957511
Moved 675.8087 363.2244 467.6122 0.007463793 0.2047638
Moved 675.8394 366.9643 470.4821 0.01612097 0.2121452
Moved 675.8701 370.357 472 0.02397448 0.2160493
Moved 675.9009 377.6702 476.2234 0.04090329 0.2269119
Moved 675.9316 396.5775 484.1191 0.08467009 0.2472198
Moved 675.9623 431.5094 493.6038 0.165531 0.2716145
Moved 675.993 454.6323 499 0.2190562 0.2854938
Moved 676.0238 469.1503 500 0.2526627 0.2880658
Moved 676.0545 477.7092 501 0.2724751 0.2906378
Moved 676.0853 480.779 501 0.279581 0.2906378
Moved 676.116 482.3255 501 0.2831608 0.2906378
Moved 676.1467 483 501 0.2847222 0.2906378
Moved 676.1775 484.5 501 0.2881944 0.2906378
Moved 676.2081 489.8864 476.3786 0.300663 0.2273111
Moved 676.2388 496.5 454 0.3159723 0.169753
Moved 676.2697 503.7321 430.4374 0.3327133 0.1091497
Moved 676.3004 508.2416 413.7919 0.3431519 0.06633719
Moved 676.3311 512.1051 402.6848 0.3520952 0.03776931
Moved 676.3618 515.6098 394.1706 0.3602079 0.01587083
Moved 676.3925 518 385.5605 0.3657407 -0.00627447
Moved 676.4233 521.3396 371.3019 0.3734713 -0.04294791
Moved 676.454 523.2173 359.348 0.377818 -0.07369336
Moved 676.4847 524.7635 347.1824 0.3813971 -0.1049836
Moved 676.5154 527.6338 335.8311 0.3880411 -0.1341794
Moved 676.5462 530.5 324 0.3946759 -0.164609
Moved 676.577 534.0175 314.965 0.4028183 -0.1878473
Moved 676.6077 536 308.2311 0.4074074 -0.205167
Moved 676.6384 538 304.2462 0.4120371 -0.2154161
Moved 676.6691 539 301.3692 0.4143518 -0.2228158
Ended 676.6999 539 301 0.4143518 -0.2237656
Accept 676.7921 0 is
Candidates 676.7921 13 still silk from aim fail full dayton stroll took addition dull roll sum
Began 677.4067 424 309 0.1481481 -0.2031893
Moved 677.4372 424 321.2338 0.1481481 -0.1717239
Moved 677.4681 453.0608 339.8318 0.2154185 -0.1238894
Moved 677.4989 479.218 359.9767 0.2759675 -0.07207642
Moved 677.5296 508.1174 382.2822 0.3428643 -0.01470636
Moved 677.5604 530.8545 398.4091 0.3954965 0.02677215
Moved 677.5911 550.7971 411.0269 0.4416599 0.05922553
Moved 677.6218 564.0375 416.5188 0.4723091 0.0733507
Moved 677.6526 572.2509 420.6255 0.4913216 0.08391321
Moved 677.6833 575.5 423.5 0.4988426 0.09130646
Moved 677.714 577 424 0.5023147 0.09259254
Stationary 677.7448 577 424 0.5023147 0.09259254
Moved 677.7755 563.7451 403.8358 0.4716321 0.04072978
Moved 677.8062 534.8422 353.9859 0.4047273 -0.0874849
Moved 677.8365 506.1094 303.849 0.3382161 -0.2164378
Moved 677.8676 492.8955 266.6865 0.3076285 -0.3120203
Moved 677.8983 484.207 240.6564 0.2875163 -0.3789703
Moved 677.9291 481.5 219.5 0.28125 -0.4333848
Moved 677.9598 479.7693 199.6158 0.2772438 -0.4845271
Moved 677.9905 479 185.4587 0.275463 -0.5209394
Ended 678.0213 479 181 0.275463 -0.5324075
Accept 678.0828 0 still
