he is still on our team
he is still on our team
FixStart
Radial

0.6 0.6
432 388.8
Began 686.5967 281 280 -0.1828704 -0.2777778
Stationary 686.6274 281 280 -0.1828704 -0.2777778
Moved 686.6582 304.1572 280 -0.1292658 -0.2777778
Moved 686.6889 324.3424 280 -0.08254065 -0.2777778
Moved 686.7197 336.2432 280 -0.05499269 -0.2777778
Moved 686.7504 341 280 -0.04398147 -0.2777778
Stationary 686.7811 341.0237 280 -0.04392669 -0.2777778
Moved 686.8118 333.8242 288.2009 -0.0605921 -0.256685
Moved 686.8425 292.9362 311.0319 -0.1552403 -0.1979632
Moved 686.8732 245.2217 339.9289 -0.2656905 -0.1236397
Moved 686.9039 209.5 363 -0.3483796 -0.06430049
Moved 686.9347 187.8795 376.8404 -0.3984271 -0.02870269
Moved 686.9654 172.3328 386.7504 -0.4344147 -0.003214157
Moved 686.9962 164.4475 394.5526 -0.4526679 0.01685319
Moved 687.0269 163 400.4914 -0.4560185 0.03212807
Ended 687.0576 163 400.4914 -0.4560185 0.03212807
Candidates 687.1497 13 he her here e hr hee r re the free there jet t
Began 687.5184 205 327 -0.3587963 -0.1568931
Moved 687.5492 229.2216 317.5805 -0.3027277 -0.1811202
Moved 687.5799 266.799 309.5694 -0.215743 -0.2017249
Moved 687.6107 302.6021 307.1998 -0.1328655 -0.2078194
Moved 687.6414 333.0228 305.3977 -0.06244724 -0.2124545
Ended 687.6721 337 305 -0.05324075 -0.2134774
Accept 687.7335 0 he
Began 687.795 242 273 -0.2731481 -0.295782
Stationary 687.8257 242 273 -0.2731481 -0.295782
Moved 687.8564 267.5292 296.4359 -0.2140527 -0.2355046
Moved 687.8872 331.1288 341.6902 -0.06683146 -0.1191097
Moved 687.9178 363.7049 363.8032 0.008576116 -0.06223458
Moved 687.9485 373.679 370.3395 0.03166437 -0.04542307
Moved 687.9793 376 372 0.03703703 -0.04115226
Stationary 688.0101 376 372 0.03703703 -0.04115226
Moved 688.0408 263.6728 328.2715 -0.2229797 -0.1536226
Moved 688.0715 207.5 299.5 -0.3530093 -0.2276234
Moved 688.1021 171.3617 283.1808 -0.4366627 -0.2695967
Moved 688.133 150.0079 274.3779 -0.4860929 -0.2922378
Moved 688.1636 137.7624 269.2542 -0.5144389 -0.3054163
Moved 688.1944 133.5 268 -0.5243056 -0.308642
Ended 688.2252 133.5 268 -0.5243056 -0.308642
Candidates 688.3173 13 is god goods if odds id odd good off gods food hood foods
Began 688.7168 176 306 -0.4259259 -0.2109054
Moved 688.7475 205.2894 301.0264 -0.3581264 -0.2236976
Moved 688.7782 263.7754 297 -0.2227421 -0.2340535
Moved 688.8089 308.1559 307.2165 -0.1200095 -0.2077766
Moved 688.8397 338.5983 308.8442 -0.04954104 -0.20359
Ended 688.8704 356 310 -0.009259283 -0.2006174
Accept 688.9316 0 is
Began 689.024 289 259 -0.1643519 -0.3317901
Stationary 689.0547 289 259 -0.1643519 -0.3317901
Moved 689.0854 275.9956 259 -0.1944547 -0.3317901
Moved 689.1158 247.5156 259 -0.2603805 -0.3317901
Moved 689.1469 226.8328 259 -0.3082574 -0.3317901
Moved 689.1776 213.146 266.7135 -0.3399397 -0.311951
Moved 689.2083 206.824 269.588 -0.3545741 -0.3045577
Moved 689.239 206 280.7534 -0.3564815 -0.27584
Moved 689.2697 239.286 331.387 -0.2794306 -0.1456097
Moved 689.3005 281.5636 374.6741 -0.1815657 -0.03427435
Moved 689.3312 317.4597 398.6144 -0.09847294 0.02730036
Moved 689.3619 340 408.5 -0.04629632 0.05272626
Moved 689.3926 364.6945 412.1694 0.01086702 0.0621641
Moved 689.4234 386.3654 413 0.06103108 0.06430033
Moved 689.4541 414.0912 406.6362 0.1252111 0.04793245
Moved 689.4849 432.1409 400.3883 0.1669929 0.03186281
Moved 689.5156 450.6733 389.8845 0.209892 0.004846824
Moved 689.5463 461.4811 378.3585 0.2349101 -0.02479804
Moved 689.577 471.0953 356.6823 0.2571651 -0.08054984
Moved 689.6077 473 332.2002 0.2615741 -0.1435181
Moved 689.6384 474.4477 308.8661 0.2649252 -0.2035336
Moved 689.6692 474 287.8312 0.2638889 -0.2576358
Ended 689.6999 474 283 0.2638889 -0.2700618
Candidates 689.7614 13 still tool to roll took doll stroll too tip full grill top silk
Began 690.2222 223 297 -0.3171296 -0.2340535
Moved 690.253 241.1557 297 -0.2751025 -0.2340535
Moved 690.2838 286.6516 286 -0.169788 -0.2623458
Moved 690.3144 337 286 -0.05324075 -0.2623458
Moved 690.3452 379.086 298.2172 0.04418045 -0.230923
Ended 690.3759 406 303 0.1064815 -0.2186215
Accept 690.4373 0 still
Began 690.5909 267 271 -0.2152778 -0.300926
Stationary 690.6216 267 271 -0.2152778 -0.300926
Moved 690.6523 309.5698 310.129 -0.1167366 -0.2002856
Moved 690.6831 362.8635 361.6703 0.006628434 -0.06772037
Moved 690.7139 388.7929 383.6608 0.06665021 -0.01116058
Moved 690.7446 395.003 388 0.08102547 -3.924585E-08
Moved 690.7753 396 388 0.08333336 -3.924585E-08
Moved 690.806 369.9071 321.6943 0.02293309 -0.1705395
Moved 690.8367 327.5971 210.7637 -0.07500663 -0.4558548
Moved 690.8674 304.3958 144.1874 -0.1287134 -0.62709
Moved 690.8981 295.7356 124.226 -0.1487603 -0.6784312
Moved 690.9289 291.5144 111.0577 -0.1585314 -0.7123001
Moved 690.9596 289 103.2588 -0.1643519 -0.7323591
Ended 690.9904 289 102.5 -0.1643519 -0.7343107
Candidates 691.0211 13 in on inn job ibm inc him john un pc gov hiv iv
Began 691.6663 202 200 -0.3657407 -0.4835392
Stationary 691.697 202 200 -0.3657407 -0.4835392
Moved 691.7277 218.3156 241.0172 -0.3279733 -0.3780421
Moved 691.7585 270.1253 345.5928 -0.2080434 -0.109072
Moved 691.7892 315.0102 411.4243 -0.1041431 0.06024772
Moved 691.8199 353.8274 453.4794 -0.01428843 0.1684141
Ended 691.8505 375.5 474 0.03587961 0.2211934
Accept 691.9428 1 on
Began 692.0043 232 221 -0.2962963 -0.4295268
Moved 692.035 241.7967 244.8853 -0.2736188 -0.3680936
Moved 692.0657 278.4311 300.2035 -0.188817 -0.2258142
Moved 692.0964 321.0265 350.3877 -0.09021654 -0.09673955
Moved 692.1271 338.9993 369.3992 -0.04861265 -0.04784164
Moved 692.1579 344.2737 374.2737 -0.03640343 -0.03530416
Moved 692.1886 345.5 375 -0.03356482 -0.03343629
Moved 692.2193 345 376 -0.03472224 -0.03086435
Moved 692.2501 314.5884 371.0682 -0.1051195 -0.04354893
Moved 692.2808 261.6398 351.6559 -0.2276856 -0.0934775
Moved 692.3115 223.8541 342.142 -0.3151526 -0.1179475
Moved 692.3422 200.8864 334.6288 -0.3683185 -0.1372716
Moved 692.3729 179.3325 328.6664 -0.4182119 -0.152607
