the union will go on strike
the union will go on strike
Basic
Radial

0.6 0.6
432 388.8
Began 1200.425 294 545 -0.1527778 0.4038065
Stationary 1200.456 294 545 -0.1527778 0.4038065
Stationary 1200.486 294 545 -0.1527778 0.4038065
Stationary 1200.517 294 545 -0.1527778 0.4038065
Stationary 1200.548 294 545 -0.1527778 0.4038065
Stationary 1200.578 294 545 -0.1527778 0.4038065
Stationary 1200.609 294 545 -0.1527778 0.4038065
Stationary 1200.64 294 545 -0.1527778 0.4038065
Stationary 1200.671 294 545 -0.1527778 0.4038065
Stationary 1200.701 294 545 -0.1527778 0.4038065
Moved 1200.732 306.6547 535.2302 -0.1234846 0.3786785
Moved 1200.763 309.9654 532.0346 -0.1158208 0.3704593
Moved 1200.794 324.3371 518.6629 -0.08255303 0.3360671
Moved 1200.824 339.7044 504.2955 -0.04698048 0.2991139
Moved 1200.855 353.4372 491.5628 -0.01519173 0.2663652
Moved 1200.886 364.5889 479.4111 0.01062244 0.2351108
Moved 1200.917 380.0066 457.9907 0.04631162 0.1800172
Moved 1200.947 391.5827 442.6955 0.07310808 0.1406777
Moved 1200.978 401 428 0.09490739 0.1028806
Moved 1201.009 405.283 415.868 0.1048217 0.07167698
Moved 1201.039 407 407.6843 0.1087963 0.05062837
Moved 1201.07 408 398.9435 0.1111111 0.02814673
Moved 1201.101 408 388.2101 0.1111111 0.0005404155
Moved 1201.132 408 362.174 0.1111111 -0.06642503
Moved 1201.162 408 344.5437 0.1111111 -0.1117704
Moved 1201.193 408 335.4943 0.1111111 -0.1350457
Moved 1201.224 408 331.5411 0.1111111 -0.1452134
Moved 1201.255 408 331 0.1111111 -0.146605
Moved 1201.285 386.1689 353.7467 0.060576 -0.08810004
Moved 1201.316 364.9166 382.1112 0.01138091 -0.01514615
Moved 1201.347 343.7816 407.1068 -0.03754268 0.04914299
Moved 1201.377 326.223 428.5324 -0.07818744 0.1042499
Moved 1201.408 313.4797 444.7804 -0.1076858 0.14604
Moved 1201.439 302.465 459.8025 -0.1331829 0.1846771
Moved 1201.47 291.997 477.0045 -0.1574143 0.2289209
Moved 1201.5 279.5811 495.1865 -0.1861548 0.2756853
Moved 1201.531 270.5 509.5 -0.2071759 0.3124999
Moved 1201.562 257.8024 526.497 -0.2365686 0.3562165
Moved 1201.593 250.4989 535.5011 -0.2534747 0.3793752
Moved 1201.623 246.9594 540.0406 -0.261668 0.3910508
Moved 1201.654 244 543.5598 -0.2685185 0.4001021
Moved 1201.685 241.5718 545.4282 -0.2741393 0.4049079
Moved 1201.715 239.6982 546 -0.2784763 0.4063785
Moved 1201.746 238.9123 547 -0.2802955 0.4089505
Moved 1201.777 239 548.2319 -0.2800926 0.4121191
Moved 1201.807 239 550 -0.2800926 0.4166666
Ended 1201.838 239 550 -0.2800926 0.4166666
Candidates 1201.93 13 the there where rubber enter tube she tune winter time other robert else
Began 1202.484 270 477 -0.2083333 0.2289094
Moved 1202.514 275.7755 477 -0.1949642 0.2289094
Moved 1202.545 300.0344 459.7587 -0.1388093 0.1845644
Moved 1202.576 342.994 445.6683 -0.03936584 0.1483236
