the facts get in the way
the facts get in the way
Basic
List

0.6 0.6
432 388.8
Began 1418.008 368 530 0.01851857 0.3652262
Stationary 1418.039 368 530 0.01851857 0.3652262
Stationary 1418.07 368 530 0.01851857 0.3652262
Stationary 1418.1 368 530 0.01851857 0.3652262
Stationary 1418.131 368 530 0.01851857 0.3652262
Moved 1418.162 368 500.5067 0.01851857 0.2893689
Moved 1418.192 384.1913 474.4899 0.05599836 0.2224535
Moved 1418.223 392.8182 450.9546 0.075968 0.1619202
Moved 1418.254 405.3709 422.2582 0.1050253 0.08811252
Moved 1418.285 414.0944 404.8112 0.1252185 0.04323857
Moved 1418.315 421.6653 390.8911 0.1427439 0.007435912
Moved 1418.346 429.2165 378.3058 0.1602234 -0.02493375
Moved 1418.377 437.2397 366.1404 0.1787958 -0.05622337
Moved 1418.407 442.9852 356.0297 0.1920953 -0.0822283
Moved 1418.438 446.3798 347.8607 0.1999531 -0.103239
Moved 1418.469 450.9439 340.1682 0.2105183 -0.1230241
Moved 1418.5 454.8106 333.3788 0.219469 -0.1404867
Moved 1418.53 456 330.3151 0.2222222 -0.1483664
Moved 1418.561 456 329.5 0.2222222 -0.150463
Moved 1418.592 412.975 361.7687 0.1226272 -0.06746731
Moved 1418.622 386.3464 390.6536 0.06098707 0.006825089
Moved 1418.653 367.8394 411.9927 0.01814664 0.06170959
Moved 1418.684 350.3003 432.3746 -0.02245297 0.114132
Moved 1418.715 336.1503 448.0621 -0.05520766 0.1544807
Moved 1418.745 326.7591 458.3212 -0.07694662 0.1808673
Moved 1418.776 319.8328 465.1672 -0.09297971 0.1984753
Moved 1418.807 313.0242 471.9758 -0.1087402 0.215987
Moved 1418.837 308.2384 477.7615 -0.1198185 0.230868
Moved 1418.868 305.7477 482.5046 -0.125584 0.2430672
Moved 1418.899 303.2254 485.5491 -0.1314226 0.2508979
Moved 1418.93 300 489.6453 -0.1388889 0.2614333
Moved 1418.96 297.4774 494.5226 -0.1447281 0.2739778
Moved 1418.991 295.6059 497.3941 -0.1490605 0.2813634
Moved 1419.022 295 498 -0.150463 0.2829217
Ended 1419.052 295 498 -0.150463 0.2829217
Candidates 1419.206 13 the time june home tune hunter there this enter winter summer under one
Began 1420.189 337 395 -0.05324075 0.01800408
Stationary 1420.22 337 395 -0.05324075 0.01800408
Moved 1420.25 314.4431 395 -0.1054559 0.01800408
Moved 1420.281 289.3213 395 -0.163608 0.01800408
Moved 1420.312 247.7163 387 -0.259916 -0.002572055
Moved 1420.343 215.3421 386.0311 -0.3348562 -0.005064089
Moved 1420.373 191.1836 383.2959 -0.3907787 -0.01209903
Moved 1420.404 173.502 381.6431 -0.4317084 -0.01634998
Moved 1420.435 161.1097 379.7775 -0.4603941 -0.02114857
Moved 1420.465 152.714 378.9047 -0.4798287 -0.02339343
Moved 1420.496 148.2743 379 -0.4901057 -0.02314815
Moved 1420.527 146.4818 379 -0.4942551 -0.02314815
Moved 1420.557 144.8013 379 -0.4981451 -0.02314815
