learn to walk before you run
learn to walk before you run
FixStart
Radial

0.6 0.6
432 388.8
Began 1769.664 401 275 0.09490739 -0.2906379
Moved 1769.695 417.3689 275 0.1327984 -0.2906379
Moved 1769.726 475.073 285.8898 0.2663728 -0.2626291
Moved 1769.756 543.6044 292.2742 0.4250102 -0.2462084
Moved 1769.787 576.5 294.5 0.5011575 -0.2404836
Moved 1769.818 594.674 295.9348 0.5432267 -0.2367932
Moved 1769.849 604.9494 296 0.5670125 -0.2366256
Moved 1769.879 609.0871 297 0.5765905 -0.2340535
Moved 1769.91 611.5 297 0.5821759 -0.2340535
Moved 1769.941 611 301.6576 0.5810185 -0.2220741
Moved 1769.972 570.7591 318.1204 0.4878683 -0.1797315
Moved 1770.002 517.0591 338.9775 0.3635628 -0.1260868
Moved 1770.033 473 356 0.2615741 -0.0823046
Moved 1770.064 445.9442 366.2223 0.1989449 -0.05601263
Moved 1770.094 423.794 375.4249 0.1476713 -0.03234345
Moved 1770.125 401.6129 383.7702 0.09632608 -0.01087911
Moved 1770.156 379.6793 391.4402 0.04555395 0.008848292
Moved 1770.187 363.3336 396.4166 0.007716616 0.02164762
Moved 1770.217 346.4425 402.5192 -0.03138309 0.03734345
Moved 1770.248 332.8858 404.8229 -0.06276444 0.04326863
Moved 1770.279 321.5392 405 -0.08902958 0.04372424
Moved 1770.31 310.8331 405 -0.1138123 0.04372424
Moved 1770.34 302.4675 405 -0.133177 0.04372424
Moved 1770.371 294.0712 394.0712 -0.1526129 0.01561526
Moved 1770.402 281.5573 374.4032 -0.1815802 -0.03497127
Moved 1770.433 266 338 -0.2175926 -0.1286009
Moved 1770.463 250.5901 298.9343 -0.2532637 -0.2290786
Moved 1770.494 239.134 263.7798 -0.2797825 -0.3194963
Moved 1770.525 233.8345 243.0072 -0.2920496 -0.3729239
Moved 1770.556 231.5491 234.6475 -0.2973399 -0.3944253
Moved 1770.586 232 232.9943 -0.2962963 -0.3986773
Stationary 1770.617 232 233 -0.2962963 -0.3986626
Moved 1770.648 264.6949 270.0338 -0.2206138 -0.3034111
Moved 1770.679 310.4289 340.5596 -0.1147479 -0.1220176
Moved 1770.709 324.6117 361.3788 -0.08191729 -0.06847028
Moved 1770.74 332.4446 371.9262 -0.06378556 -0.04134214
Moved 1770.771 338.0706 381.106 -0.05076239 -0.01773167
Moved 1770.802 346.0547 387.791 -0.03228083 -0.0005375897
Moved 1770.832 355.2789 391 -0.01092841 0.007715971
Moved 1770.863 380.8589 391 0.04828443 0.007715971
Moved 1770.894 435.4988 333.5695 0.1747657 -0.1399963
Moved 1770.924 466.6317 281.1416 0.2468326 -0.2748416
Moved 1770.955 494.2747 227.7074 0.3108209 -0.4122752
Moved 1770.986 514.8536 189.2927 0.3584575 -0.5110784
Moved 1771.017 522.7305 169.8085 0.376691 -0.5611923
Moved 1771.047 526.1047 161.6859 0.3845015 -0.5820836
Moved 1771.078 530 161 0.3935185 -0.5838477
Ended 1771.109 530 161 0.3935185 -0.5838477
Candidates 1771.17 13 learn pearl listen park lesson legal paul operation level oral pattern pain potassium
Began 1771.785 365 314 0.01157403 -0.1903292
Stationary 1771.816 365 314 0.01157403 -0.1903292
Moved 1771.847 400.8369 314 0.09452979 -0.1903292
Moved 1771.877 446.452 314 0.2001204 -0.1903292
Moved 1771.908 479.5256 322.6453 0.2766797 -0.1680934
Ended 1771.939 491 322.5 0.3032407 -0.1684671
Accept 1772 0 learn
Began 1772.769 368 302 0.01851857 -0.2211935
Moved 1772.799 368 319.9095 0.01851857 -0.17513
Moved 1772.83 361.5709 351.2866 0.003636281 -0.09442765
Moved 1772.861 352.0918 377.7706 -0.01830608 -0.02631018
Moved 1772.892 344.9472 398.1583 -0.03484438 0.02612718
Moved 1772.922 340.9214 408.236 -0.04416352 0.05204718
Moved 1772.953 338.3633 413.2735 -0.05008509 0.06500381
Moved 1772.984 336.0996 416.9004 -0.05532493 0.07433227
Moved 1773.015 336 419.4278 -0.05555556 0.08083273
Moved 1773.045 386.5526 428.9222 0.06146421 0.1052525
Moved 1773.076 447.009 432.5421 0.2014097 0.1145628
Moved 1773.107 522.9448 433 0.3771871 0.1157406
Moved 1773.138 577.2765 421.9447 0.5029548 0.08730625
Ended 1773.168 590 420 0.5324074 0.08230445
Candidates 1773.23 13 to top tip up group trip tp too tool grip rip toll http
Began 1773.691 404 338 0.1018518 -0.1286009
Moved 1773.722 432.0306 331.4847 0.1667376 -0.1453583
Moved 1773.752 497.0293 317.1387 0.3171973 -0.1822566
Moved 1773.783 533.4681 313.2302 0.4015465 -0.1923093
Ended 1773.814 554 313 0.4490741 -0.1929013
Accept 1773.875 0 to
Began 1774.213 483 297 0.2847222 -0.2340535
Stationary 1774.244 483 297 0.2847222 -0.2340535
Moved 1774.275 465.1573 303.9713 0.2434196 -0.2161232
Moved 1774.306 430.2823 325.5186 0.1626906 -0.1607034
Moved 1774.336 396.0989 354.3438 0.08356233 -0.0865645
Moved 1774.367 361.3841 385.3378 0.003203948 -0.006847381
Moved 1774.398 338.3775 403.7947 -0.05005206 0.04062409
Moved 1774.429 322.6697 416.9419 -0.08641262 0.07443899
Moved 1774.459 314.5437 425.4562 -0.1052229 0.09633797
Moved 1774.49 309.8119 430.188 -0.1161761 0.1085083
Moved 1774.521 307.2623 432 -0.1220779 0.1131687
Moved 1774.552 304.7023 432 -0.1280039 0.1131687
Moved 1774.582 300.0858 416.7054 -0.1386902 0.07383067
Moved 1774.613 283.4718 355.1136 -0.1771486 -0.08458439
Moved 1774.644 275.7332 312.4992 -0.195062 -0.1941894
Moved 1774.674 275 280.8666 -0.1967592 -0.2755488
Moved 1774.705 288.5 262 -0.1655093 -0.3240741
Moved 1774.736 333.8937 236.5607 -0.06043116 -0.3895045
Moved 1774.767 392.255 232 0.07466426 -0.4012346
Moved 1774.797 464.5494 253.7853 0.2420126 -0.3452025
Moved 1774.828 504.1309 266.1659 0.3336363 -0.3133594
Moved 1774.859 524.5649 270.7309 0.3809372 -0.3016181
Moved 1774.89 564.7416 282.7111 0.4739389 -0.270805
Moved 1774.92 615.2541 304.1046 0.5908659 -0.2157804
Moved 1774.951 641 316 0.650463 -0.1851853
Moved 1774.982 647.6501 316.8251 0.6658568 -0.1830631
Moved 1775.013 650.4305 318.4305 0.6722928 -0.178934
Moved 1775.043 650 318 0.6712963 -0.1800412
Moved 1775.074 625 294.5 0.613426 -0.2404836
Moved 1775.105 578.5072 287.4744 0.5058037 -0.2585534
Moved 1775.135 540.2314 287 0.4172024 -0.2597736
Moved 1775.166 514.1293 287 0.3567809 -0.2597736
Moved 1775.197 503.6956 297.0436 0.3326288 -0.2339415
Moved 1775.228 499.333 296.6669 0.3225302 -0.2349101
Ended 1775.258 498 301 0.3194444 -0.2237656
Candidates 1775.351 13 walk wacky really talk ask half frankly each rally health herald drank teaching
Began 1775.812 426 312 0.1527777 -0.1954732
Moved 1775.843 448.9952 312 0.2060075 -0.1954732
Moved 1775.873 487.7558 312 0.2957311 -0.1954732
Moved 1775.904 523.7641 312 0.3790835 -0.1954732
Ended 1775.935 536.1175 312 0.4076794 -0.1954732
Accept 1775.996 0 walk
Began 1776.457 472 351 0.2592593 -0.09516476
Stationary 1776.488 472 351 0.2592593 -0.09516476
Stationary 1776.519 472 351 0.2592593 -0.09516476
Moved 1776.549 472 279.5 0.2592593 -0.2790638
Moved 1776.58 482.5198 238.4008 0.2836107 -0.3847717
Moved 1776.611 487.7014 201.7915 0.2956052 -0.4789314
Moved 1776.642 489.8977 184.5114 0.3006892 -0.5233763
Moved 1776.672 491.4556 175.6332 0.3042953 -0.5462109
Moved 1776.703 491 174 0.3032407 -0.5504115
Moved 1776.734 468.4095 197.3857 0.2509479 -0.490263
Moved 1776.765 432.5966 252.097 0.1680478 -0.3495446
Moved 1776.795 407.3285 311.7907 0.1095567 -0.1960116
Moved 1776.826 395.0292 367.8248 0.08108617 -0.05189103
Moved 1776.857 388.5687 405.3721 0.06613125 0.04468137
Moved 1776.888 388 431.9402 0.06481478 0.1130148
