learn to walk before you run
learn to walk before you run
FixStart
List

0.6 0.6
432 388.8
Began 1759.145 288 434 -0.1666667 0.1183127
Moved 1759.176 308.3389 434 -0.1195859 0.1183127
Moved 1759.206 359.3678 451.8419 -0.001463493 0.1642024
Moved 1759.237 404.2212 462.229 0.1023639 0.1909181
Moved 1759.268 445.6771 469.9731 0.1983265 0.210836
Moved 1759.298 468.0624 473.8438 0.2501445 0.2207915
Moved 1759.329 475.7169 474 0.2678631 0.2211934
Moved 1759.36 477 475.2192 0.2708333 0.2243291
Moved 1759.391 452.772 489.7017 0.2147501 0.2615784
Moved 1759.421 397.789 517.6678 0.08747448 0.3335076
Moved 1759.452 354.5 535.5 -0.0127315 0.3793723
Moved 1759.483 306.0893 553.8471 -0.1247933 0.4265615
Moved 1759.514 278.6713 561.6986 -0.1882609 0.4467556
Moved 1759.544 259.297 563 -0.2331089 0.4501028
Moved 1759.575 243.6888 563 -0.2692389 0.4501028
Moved 1759.606 223.5235 546.5168 -0.3159179 0.4077078
Moved 1759.636 198.0385 512.1875 -0.374911 0.3194122
Moved 1759.667 170.3965 468.5031 -0.438897 0.2070553
Moved 1759.698 155.9836 442.7705 -0.4722601 0.1408706
Moved 1759.729 144.9548 417.546 -0.4977899 0.07599273
Moved 1759.759 137.3539 399.7079 -0.5153844 0.03011279
Moved 1759.79 131.8739 385.7478 -0.5280696 -0.005792727
Moved 1759.821 130 377.0842 -0.5324074 -0.02807578
Moved 1759.852 129 374.171 -0.5347222 -0.03556844
Moved 1759.882 134.5387 374 -0.5219012 -0.03600823
Moved 1759.913 175.6316 404.6667 -0.4267787 0.04286687
Moved 1759.944 229.9621 456.0222 -0.3010136 0.1749542
Moved 1759.974 268.1941 500.0598 -0.2125137 0.2882194
Moved 1760.005 290.5 526 -0.1608796 0.3549381
Moved 1760.036 308.7268 550.4175 -0.118688 0.4177403
Moved 1760.067 320.8422 563.8422 -0.09064303 0.452269
Moved 1760.097 325.0782 570.0781 -0.08083761 0.4683078
Moved 1760.128 326.5934 571.5934 -0.07732998 0.4722053
Moved 1760.159 327 572 -0.07638887 0.4732509
Moved 1760.19 327 547.8534 -0.07638887 0.4111454
Moved 1760.22 318.4618 496.8249 -0.09615327 0.2798993
Moved 1760.251 320 450.4574 -0.09259259 0.1606413
Moved 1760.282 324.5551 411.5406 -0.08204842 0.06054674
Moved 1760.313 332.0533 372.1 -0.0646914 -0.04089504
Moved 1760.343 336.0448 348.6865 -0.05545194 -0.101115
Moved 1760.374 340.8622 332.3445 -0.04430046 -0.143147
Moved 1760.405 343.8064 322.5809 -0.03748526 -0.1682591
Moved 1760.435 348 316 -0.0277778 -0.1851853
Ended 1760.466 348 316 -0.0277778 -0.1851853
Candidates 1760.589 13 learn listen potassium person pain music lesson operation item houston pattern kitchen passion
Began 1761.296 342 366 -0.04166668 -0.05658444
Moved 1761.326 331.3049 406.7806 -0.06642392 0.04830388
Moved 1761.357 323.1378 445.1734 -0.08532926 0.1470509
Moved 1761.388 317.3511 471.8296 -0.09872431 0.215611
Moved 1761.419 311.3181 492.2048 -0.1126897 0.2680165
Moved 1761.449 308.2928 501.4145 -0.1196927 0.2917039
Moved 1761.48 306.5 505.5 -0.1238426 0.3022119
Moved 1761.51 306 509 -0.125 0.3112139
Moved 1761.541 304.5 510.5 -0.1284722 0.3150719
Moved 1761.572 305 511 -0.1273148 0.3163579
Moved 1761.603 316.8573 511 -0.09986729 0.3163579
Moved 1761.634 344.7231 498.183 -0.03536309 0.2833925
Moved 1761.664 372.5176 491.6965 0.028976 0.2667089
Moved 1761.695 408.2837 483.9564 0.1117677 0.2468013
Moved 1761.726 445.4157 482 0.1977215 0.2417695
Moved 1761.756 476.0272 482 0.2685815 0.2417695
Moved 1761.787 502.9723 482 0.3309543 0.2417695
Ended 1761.818 525.5 495.5 0.3831019 0.2764916
Accept 1761.91 0 learn
Candidates 1761.91 13 to top trip too tip group tp grip rip rio up trio rp
Began 1762.648 351 415 -0.02083332 0.06944436
Stationary 1762.678 351 415 -0.02083332 0.06944436
Stationary 1762.709 351 415 -0.02083332 0.06944436
Moved 1762.74 333.0937 424.4531 -0.06228308 0.09375799
Moved 1762.771 303.7072 441.8375 -0.1303073 0.1384708
Moved 1762.801 271.0072 468.7626 -0.2060018 0.2077226
Moved 1762.832 245.3272 493.6728 -0.2654462 0.2717921
Moved 1762.863 236.062 504.9379 -0.2868934 0.3007662
Moved 1762.893 232.3781 510.2437 -0.295421 0.3144128
Moved 1762.924 231 513.3607 -0.2986111 0.3224296
Moved 1762.955 229.5 513 -0.3020833 0.321502
Moved 1762.985 219.5927 472.3707 -0.325017 0.2170027
Moved 1763.016 205.9837 423.6124 -0.3565192 0.09159555
Moved 1763.047 194.8486 387.5458 -0.3822948 -0.001168114
Moved 1763.078 188.1677 367.9193 -0.3977599 -0.05164794
Moved 1763.108 188 359.1442 -0.3981482 -0.07421776
Moved 1763.139 194.5634 357.1796 -0.3829551 -0.07927074
Moved 1763.17 249.4251 371.576 -0.2559604 -0.04224275
Moved 1763.201 323.9553 391.8465 -0.08343692 0.009893212
Moved 1763.231 390.5773 410.368 0.07078081 0.05753093
Moved 1763.262 461.4239 426.8429 0.2347776 0.09990444
Moved 1763.293 489.2889 433.4296 0.2992798 0.1168457
Moved 1763.323 512.7906 438.3688 0.353682 0.1295492
Moved 1763.354 529.41 442.47 0.3921528 0.1400977
Moved 1763.385 542.4274 444 0.4222856 0.1440329
Moved 1763.416 545.9778 445 0.4305043 0.1466049
Moved 1763.446 547.4106 445 0.4338208 0.1466049
Moved 1763.477 537.376 446 0.4105926 0.1491768
Moved 1763.508 508.0352 446 0.3426742 0.1491768
Moved 1763.539 474.5417 432.6635 0.2651428 0.1148751
Moved 1763.569 447.4284 424.6234 0.2023805 0.09419574
Ended 1763.6 428 420 0.1574074 0.08230445
Accept 1763.692 0 to
Candidates 1763.692 13 all walk talk fall ask gal al half deal ralph health school ali
Began 1764.552 382 392 0.05092591 0.01028803
Moved 1764.583 376.9589 400.822 0.03925671 0.03297825
Moved 1764.613 360.5009 424.9982 0.001159509 0.09515981
Moved 1764.645 347.5519 446.5342 -0.02881507 0.1505509
Moved 1764.675 339.2751 465.2663 -0.04797429 0.1987301
Moved 1764.706 329.4529 491.1882 -0.07071077 0.2654016
Moved 1764.737 323.712 511.8639 -0.08399993 0.3185799
Moved 1764.768 320.5 527.5 -0.09143516 0.3587962
Moved 1764.798 317.9857 542.0718 -0.0972554 0.396275
Moved 1764.829 316.1144 551.6569 -0.1015871 0.4209281
Moved 1764.86 314.2401 559.5198 -0.1059257 0.4411516
Moved 1764.891 312.7692 564.4615 -0.1093305 0.4538619
Moved 1764.921 311.82 570.3599 -0.1115277 0.4690326
Moved 1764.952 310.9534 574.0932 -0.1135338 0.4786347
Moved 1764.983 311 577.9207 -0.113426 0.488479
Moved 1765.014 309.5598 580.4402 -0.1167598 0.4949594
Moved 1765.044 310 585.6254 -0.1157407 0.5082957
Moved 1765.075 310 591.387 -0.1157407 0.5231147
Moved 1765.106 310 597.6237 -0.1157407 0.5391554
Moved 1765.136 310 604.2491 -0.1157407 0.5561961
Moved 1765.167 310 608.9935 -0.1157407 0.5683989
Moved 1765.198 310 614.7251 -0.1157407 0.5831406
Moved 1765.229 310 618.798 -0.1157407 0.5936161
Moved 1765.259 310 621.77 -0.1157407 0.6012602
Moved 1765.29 310 623.6378 -0.1157407 0.6060643
Moved 1765.321 322 626.5 -0.08796295 0.6134259
Ended 1765.351 323.7336 628.8668 -0.08395007 0.6195133
Accept 1765.413 1 walk
Began 1765.935 383 478 0.05324075 0.2314814
Moved 1765.966 383 468.1514 0.05324075 0.2061507
Moved 1765.997 379.3013 422.4323 0.04467895 0.08856023
Moved 1766.027 372.1577 372.6825 0.02814273 -0.03939695
Moved 1766.058 370.0448 340.5381 0.02325197 -0.1220728
Moved 1766.089 367.171 319.0261 0.01659959 -0.1774021
Moved 1766.12 365.3055 308.9163 0.01228114 -0.2034046
Moved 1766.15 364 303 0.009259283 -0.2186215
