the bathroom is good for reading
the bathroom is good for reading
FixStart
List

0.6 0.6
432 388.8
Began 1598.682 400 429 0.09259263 0.1054526
Stationary 1598.713 400 429 0.09259263 0.1054526
Moved 1598.743 400 471.8353 0.09259263 0.2156257
Moved 1598.774 389.8978 509.2269 0.06920774 0.3117974
Moved 1598.805 381.1347 539.2177 0.04892289 0.3889343
Moved 1598.836 374.0113 557.4719 0.03243347 0.4358843
Moved 1598.866 369.6368 564.7264 0.02230744 0.454543
Moved 1598.897 367 566.9451 0.01620372 0.4602497
Moved 1598.928 366 568.5 0.01388888 0.4642488
Stationary 1598.959 366 568.5 0.01388888 0.4642488
Moved 1598.989 385.4723 541.4097 0.0589636 0.3945722
Moved 1599.02 402.6565 517.0621 0.09874196 0.3319497
Moved 1599.051 414.9045 496.191 0.1270937 0.278269
Moved 1599.082 420.8446 478.7769 0.1408441 0.2334795
Moved 1599.112 424.5 467.5 0.1493056 0.2044752
Moved 1599.143 425 459.3307 0.150463 0.1834638
Moved 1599.174 425 455.9048 0.150463 0.1746523
Moved 1599.204 398.3287 456 0.08872391 0.174897
Moved 1599.235 377.4203 469.5342 0.04032463 0.2097072
Moved 1599.266 357.7319 479.1341 -0.005250275 0.2343983
Moved 1599.297 338.1794 490.0403 -0.05051061 0.2624494
Moved 1599.327 318.0963 505.7747 -0.0969994 0.3029183
Moved 1599.358 298.4642 522.2398 -0.1424439 0.3452669
Moved 1599.389 281.3938 537.6062 -0.1819587 0.3847895
Moved 1599.419 270.8236 549.5685 -0.2064268 0.4155567
Moved 1599.45 266.0338 556.9323 -0.2175142 0.4344966
Moved 1599.481 263.1725 562.6551 -0.2241379 0.4492157
Moved 1599.512 263 564.6989 -0.2245371 0.4544723
Moved 1599.542 263 566 -0.2245371 0.4578188
Ended 1599.573 263 566 -0.2245371 0.4578188
Candidates 1599.665 13 the there further these he e re use tiger huge threw that where
Began 1600.403 332 532 -0.06481484 0.3703703
Stationary 1600.433 332 532 -0.06481484 0.3703703
Moved 1600.464 346.4615 486.1541 -0.03133913 0.2524539
Moved 1600.495 357.9638 441.6539 -0.004713436 0.1379986
Moved 1600.526 360 412.1174 0 0.06203035
Moved 1600.556 360 391.7834 0 0.009730813
Moved 1600.587 360 377.7796 0 -0.02628703
Moved 1600.618 360 365.5 0 -0.05787045
Moved 1600.648 349.6894 358.3788 -0.02386709 -0.07618617
Moved 1600.679 343.9388 353.9694 -0.0371786 -0.08752728
Moved 1600.71 336.3549 352 -0.0547341 -0.09259266
