if you were not so stupid
if you were not so stupid
FixStart
List

0.6 0.6
432 388.8
Began 188.1865 291 441 -0.1597222 0.1363167
Stationary 188.2172 291 441 -0.1597222 0.1363167
Stationary 188.2479 291 441 -0.1597222 0.1363167
Moved 188.2786 299.9182 475.6068 -0.1390783 0.2253261
Moved 188.3093 353.9454 555.1824 -0.01401529 0.4299958
Moved 188.34 379.1422 584.3054 0.04431079 0.5049006
Moved 188.3708 385.0326 591.0652 0.05794585 0.5222869
Moved 188.4015 387 593 0.06250004 0.5272633
Stationary 188.4322 387 593 0.06250004 0.5272633
Stationary 188.4629 387 593 0.06250004 0.5272633
Moved 188.4936 315.4305 533.796 -0.1031702 0.3749896
Moved 188.5243 285.414 502.6579 -0.1726527 0.2949019
Moved 188.555 255.9738 467.7172 -0.2408014 0.2050339
Moved 188.5857 237.9729 443.9593 -0.2824702 0.1439281
Moved 188.6165 225.4818 429.4818 -0.3113848 0.1066916
Moved 188.6472 217.2533 417.3378 -0.3304321 0.07545714
Moved 188.6779 211.4247 408.637 -0.3439243 0.05307865
Moved 188.7086 210 407 -0.3472222 0.04886827
Ended 188.7393 210 407 -0.3472222 0.04886827
Candidates 188.8315 13 is if id us his good its god of usa goods this odds
Began 189.0464 263 416 -0.2245371 0.07201634
Stationary 189.0771 263 416 -0.2245371 0.07201634
Stationary 189.1079 263 416 -0.2245371 0.07201634
Moved 189.1385 263 433.4109 -0.2245371 0.1167976
Moved 189.1693 263 456.8026 -0.2245371 0.1769613
Moved 189.2 273.0164 480.2684 -0.201351 0.2373157
Moved 189.2307 277.2738 495.8214 -0.1914958 0.2773184
Moved 189.2614 282.3042 507.2605 -0.1798514 0.3067399
Moved 189.2921 287.5307 516.5921 -0.167753 0.3307409
Moved 189.3228 290.4105 522.821 -0.1610868 0.3467617
Moved 189.3535 292 527.5728 -0.1574074 0.3589833
Moved 189.3842 294 531.7265 -0.1527778 0.3696668
Moved 189.415 294 536.4696 -0.1527778 0.3818662
Moved 189.4457 294 542.2202 -0.1527778 0.3966569
Moved 189.4763 285.0931 551.4534 -0.1733957 0.4204048
Moved 189.5071 276.9056 567.1888 -0.1923481 0.4608764
Moved 189.5378 267.3093 586.3815 -0.2145619 0.5102403
Moved 189.5685 261.4548 599.0903 -0.2281138 0.5429277
Moved 189.5993 257.4484 606.8274 -0.2373879 0.5628275
Moved 189.6299 252.8573 613.2853 -0.2480155 0.5794375
Moved 189.6607 244.9717 618.0094 -0.2662692 0.5915879
Moved 189.6914 236.3304 621.6674 -0.2862722 0.6009963
Moved 189.7221 224.2737 623 -0.3141811 0.6044238
Moved 189.7528 213.0685 625.3105 -0.3401193 0.6103664
Moved 189.7835 205.6466 626.1767 -0.3572995 0.6125942
Moved 189.8142 202.311 627 -0.3650208 0.6147118
Moved 189.845 198.9975 628 -0.372691 0.6172838
Ended 189.8756 199 630 -0.3726852 0.6224279
Accept 189.9371 1 if
Began 190.1214 260 424 -0.2314815 0.09259254
Stationary 190.1521 260 424 -0.2314815 0.09259254
Stationary 190.1828 260 424 -0.2314815 0.09259254
Moved 190.2135 260 441.4595 -0.2314815 0.1374985
Moved 190.2442 260 475.6854 -0.2314815 0.2255281
Moved 190.2749 278.7858 514.7025 -0.1879959 0.3258809
Moved 190.3056 287.0129 533.0258 -0.1689516 0.3730085
Moved 190.3363 290.8779 541.7557 -0.1600049 0.3954622
Moved 190.3671 293 545.386 -0.1550926 0.4047992
Moved 190.3978 298.5323 549.5322 -0.1422864 0.4154635
Moved 190.4285 320.2193 551 -0.09208491 0.4192385
Moved 190.4592 344.0711 551 -0.03687238 0.4192385
Moved 190.4899 361.3812 547.0552 0.003197293 0.4090926
Moved 190.5206 373.7634 540.1183 0.03185968 0.3912508
Moved 190.5513 383.9485 537.6838 0.05543619 0.3849892
Moved 190.582 389.679 536.1605 0.06870151 0.3810711
Moved 190.6127 392.7138 535 0.0757265 0.3780863
Moved 190.6435 393.5 535 0.07754634 0.3780863
Moved 190.6741 393 533.7508 0.07638891 0.3748733
Moved 190.7049 376.7793 528.937 0.03884107 0.3624921
Moved 190.7356 355.6679 525.0954 -0.01002799 0.3526115
Moved 190.7663 339.9147 523.2287 -0.04649376 0.3478103
Moved 190.797 332.5244 523 -0.06360099 0.3472221
Ended 190.8277 332 523 -0.06481484 0.3472221
Candidates 190.8584 13 you up i it uk to go toy yo took tip too ii
Began 191.2269 324 395 -0.08333336 0.01800408
Stationary 191.2577 324 395 -0.08333336 0.01800408
Stationary 191.2884 324 395 -0.08333336 0.01800408
Moved 191.3191 295.9062 415.4751 -0.1483654 0.07066628
Moved 191.3498 265.947 436.1136 -0.2177153 0.123749
Moved 191.3805 225.9403 461.3107 -0.3103233 0.1885564
Moved 191.4113 204.5465 474.2592 -0.359846 0.2218599
Moved 191.442 195.1963 479.8691 -0.3814901 0.2362889
Moved 191.4727 189.0433 485.4351 -0.3957331 0.2506045
Moved 191.5034 185.6521 490.6957 -0.403583 0.2641351
Moved 191.5341 184 493.2166 -0.4074074 0.2706186
Moved 191.5648 184 498.5974 -0.4074074 0.2844583
Moved 191.5955 219.789 514.9957 -0.3245626 0.326635
Moved 191.6262 251.6154 525.4038 -0.2508903 0.3534048
Moved 191.6569 286.3362 531.556 -0.1705182 0.3692283
Moved 191.6877 302.672 533 -0.1327036 0.3729423
Moved 191.7184 310.5651 534 -0.1144327 0.3755144
Moved 191.749 313.5 534 -0.1076389 0.3755144
Moved 191.7798 313 534 -0.1087963 0.3755144
Moved 191.8105 289.5301 526.6345 -0.1631248 0.35657
Moved 191.8412 255.7084 522.1288 -0.2414157 0.3449814
Moved 191.8719 235.9605 521.1921 -0.2871286 0.3425722
Moved 191.9026 228.3227 521 -0.3048086 0.3420781
Moved 191.9333 226 521 -0.3101852 0.3420781
Ended 191.9641 225 521 -0.3125 0.3420781
Accept 192.0255 0 you
Candidates 192.0255 13 were get eye are et feet street ferry feature free grey rate gate
Began 192.4555 229 507 -0.3032407 0.3060699
Stationary 192.4862 229 507 -0.3032407 0.3060699
Moved 192.5168 259.2853 463.7369 -0.2331359 0.1947964
