he is still on our team
he is still on our team
Basic
Radial

0.6 0.6
432 388.8
Began 531.8522 357 360 -0.006944438 -0.07201654
Stationary 531.8829 357 360 -0.006944438 -0.07201654
Stationary 531.9136 357 360 -0.006944438 -0.07201654
Moved 531.9443 346.885 360 -0.03035868 -0.07201654
Moved 531.9749 336.3201 366.5519 -0.05481457 -0.05516491
Moved 532.0057 322.1058 368 -0.08771812 -0.05144041
Moved 532.0364 310.0377 369 -0.1156535 -0.04886839
Moved 532.0672 298.4177 369 -0.1425516 -0.04886839
Moved 532.0979 289.8685 369 -0.1623415 -0.04886839
Moved 532.1286 282.2097 369 -0.1800702 -0.04886839
Moved 532.1593 274.6991 369 -0.1974559 -0.04886839
Moved 532.1901 265.5 362 -0.21875 -0.06687243
Moved 532.2208 257.4503 361 -0.2373835 -0.06944452
Moved 532.2515 251.9362 361 -0.2501477 -0.06944452
Moved 532.2822 247.0657 372.7371 -0.2614219 -0.03925661
Moved 532.3129 243.3271 387.3552 -0.2700761 -0.001658608
Moved 532.3437 237.0181 420.6005 -0.2846804 0.08384889
Moved 532.3743 229.5899 449.8456 -0.3018753 0.1590678
Moved 532.4051 218.7719 475.6084 -0.326917 0.2253302
Moved 532.4358 210.0352 491.6198 -0.3471408 0.2665117
Moved 532.4666 200.4409 504.0789 -0.3693499 0.2985567
Moved 532.4973 192.8512 514.1489 -0.3869186 0.3244569
Moved 532.528 187.1182 518.8818 -0.4001895 0.3366301
Moved 532.5587 181.4128 522.7936 -0.4133962 0.3466912
Moved 532.5894 174.667 526.6665 -0.4290117 0.3566524
Moved 532.6201 171.4624 529.5376 -0.4364297 0.3640369
Moved 532.6508 168.9507 531.0493 -0.4422438 0.3679251
Moved 532.6815 167.0781 533 -0.4465784 0.3729423
Moved 532.7123 166.2024 534 -0.4486055 0.3755144
Moved 532.743 166 535.2277 -0.4490741 0.3786719
Ended 532.7737 166 535 -0.4490741 0.3780863
Candidates 532.8658 13 see vw de case base few fare new se nasdaq hardware share hate
Began 534.0331 421 376 0.1412037 -0.03086435
Moved 534.0639 327.542 393.9816 -0.07513428 0.01538461
Moved 534.0946 251.4909 398.0878 -0.2511786 0.02594587
Moved 534.1254 203.1096 401.0494 -0.3631723 0.03356329
Ended 534.1561 170 405 -0.4398148 0.04372424
Cancel 534.2175
Began 535.0776 472 397 0.2592593 0.02314815
Stationary 535.1083 472 397 0.2592593 0.02314815
Stationary 535.1391 472 397 0.2592593 0.02314815
Stationary 535.1698 472 397 0.2592593 0.02314815
Stationary 535.2005 472 397 0.2592593 0.02314815
Moved 535.2312 456.705 397 0.2238542 0.02314815
Moved 535.262 432.7481 409.5919 0.1683984 0.05553465
Moved 535.2927 414.5 417 0.1261574 0.0745884
Moved 535.3234 393.6871 426.9913 0.07797936 0.1002861
Moved 535.3541 377.9673 437.8261 0.04159113 0.1281535
Moved 535.3848 362.5499 451.3751 0.005902648 0.1630016
Moved 535.4155 351.1061 461.3151 -0.02058764 0.1885676
Moved 535.4462 339.2107 471.7894 -0.04812345 0.2155075
Moved 535.477 328.6905 479.9821 -0.07247572 0.2365794
Moved 535.5077 317.0077 488.5954 -0.0995193 0.2587329
Moved 535.5384 302.5311 499.7241 -0.1330299 0.2873562
Moved 535.5691 288.4932 508.8801 -0.165525 0.3109055
Moved 535.5998 276.0253 515.9873 -0.1943858 0.3291854
Moved 535.6306 265.9844 521.0104 -0.2176288 0.3421049
Moved 535.6613 255.5066 525.8734 -0.2418829 0.3546124
Moved 535.692 246.7203 530.5198 -0.2622216 0.3665633
Moved 535.7227 240.3694 533.6306 -0.2769227 0.3745642
Moved 535.7534 236.7938 537.2062 -0.2851995 0.3837608
Moved 535.7842 231.9192 539 -0.2964832 0.3883744
Moved 535.8149 229.0529 542.8941 -0.3031182 0.3983901
Moved 535.8456 226.5 544 -0.3090278 0.4012345
Ended 535.8763 226 547 -0.3101852 0.4089505
Candidates 535.9684 13 he let here her jet jew jr there the letter hr le lee
Began 536.5521 443 363 0.1921296 -0.06430049
Moved 536.5828 473.7773 363 0.2633734 -0.06430049
Moved 536.6135 516.8657 363 0.3631151 -0.06430049
Moved 536.6443 566.2447 371.4716 0.4774183 -0.04251127
Ended 536.6749 619.4277 373 0.6005271 -0.03858032
Accept 536.7365 0 he
Began 537.2587 541 522 0.4189815 0.3446501
Stationary 537.2894 541 522 0.4189815 0.3446501
Moved 537.3201 524.7695 522 0.3814109 0.3446501
Moved 537.3508 504.5 522 0.3344907 0.3446501
Moved 537.3815 481.5064 522 0.2812648 0.3446501
Moved 537.4122 452.547 507.5641 0.2142291 0.3075207
Moved 537.443 418.8137 495.6344 0.1361428 0.2768373
Moved 537.4736 411.2058 492.3739 0.118532 0.2684513
Moved 537.5044 393.4866 485.1622 0.07751535 0.2499028
Moved 537.535 377.2477 477.4159 0.03992518 0.2299791
Moved 537.5658 366.3354 470.6677 0.01466523 0.2126227
Moved 537.5966 354.3368 463.8021 -0.0131093 0.1949641
Moved 537.6273 341.9409 455.1646 -0.04180336 0.1727483
Moved 537.658 329.5837 447.5502 -0.07040814 0.1531641
Moved 537.6887 317.9174 440.9669 -0.09741351 0.1362317
Moved 537.7194 301.5335 430.3201 -0.1353391 0.1088478
Moved 537.7501 283.64 420.9371 -0.1767592 0.08471477
Moved 537.7808 265.7937 410.0762 -0.2180701 0.05678035
Moved 537.8116 250.1296 401.5026 -0.2543296 0.03472889
Moved 537.8423 235.9726 391.9836 -0.2871004 0.01024572
Moved 537.873 222.5798 383.3479 -0.3181022 -0.01196535
Moved 537.9037 210.5 375.5 -0.3460648 -0.03215028
Moved 537.9344 199.5093 365.8074 -0.3715062 -0.05707972
Moved 537.9651 192.6731 355.5097 -0.3873307 -0.08356565
Moved 537.9959 181.8474 345.8856 -0.4123902 -0.1083191
Moved 538.0266 174.879 339.879 -0.4285207 -0.1237679
Ended 538.0573 174 339 -0.4305556 -0.1260288
Candidates 538.1801 13 is pass pa puts usa oa its psa odds load ps id press
Began 538.7331 407 374 0.1087963 -0.03600823
Moved 538.7639 447.4564 374 0.2024454 -0.03600823
Moved 538.7946 507.3932 374 0.341188 -0.03600823
Moved 538.8253 572.204 380.149 0.4912131 -0.02019286
Ended 538.856 610.994 381 0.5810047 -0.01800419
Accept 538.9481 0 is
Began 539.5933 171 376 -0.4375 -0.03086435
Stationary 539.624 171 376 -0.4375 -0.03086435
Moved 539.6547 212.0591 396.5967 -0.3424559 0.02211092
Moved 539.6854 245 411.5 -0.2662037 0.06044234
Moved 539.7161 270.638 421.9893 -0.2068565 0.08742081
Moved 539.7468 289.1942 429.3981 -0.1639024 0.1064765
Moved 539.7775 305.4702 436.1567 -0.1262263 0.1238598
Moved 539.8082 318.4852 441.7426 -0.09609913 0.1382269
Moved 539.839 332.2916 448.3749 -0.06413981 0.1552853
Moved 539.8696 346.6429 453.6572 -0.03091931 0.1688712
Moved 539.9004 363.0273 461.4109 0.007007619 0.188814
Moved 539.9311 375.7458 466.7491 0.03644854 0.202544
Moved 539.9619 392.1248 474.2499 0.07436305 0.2218362
Moved 539.9926 405.4828 479.9931 0.1052843 0.2366077
