sharp cheese keeps the mind sharp
Moved 1488.473 369.9756 445.9756 0.02309173 0.149114
Moved 1488.504 377.0469 453.5704 0.03946046 0.1686479
Moved 1488.535 382.7934 459.7934 0.05276252 0.1846537
Moved 1488.565 385 462.7076 0.05787035 0.1921492
Moved 1488.596 385 463.5 0.05787035 0.1941872
Moved 1488.627 385 463.6445 0.05787035 0.1945589
Moved 1488.658 385 464.5 0.05787035 0.1967592
Moved 1488.688 370.4078 464 0.0240921 0.1954732
Moved 1488.719 357.2739 465.9453 -0.006310493 0.2004763
Moved 1488.75 343.9493 469.8101 -0.03715435 0.2104168
Moved 1488.78 329.5928 473.3629 -0.07038698 0.2195546
Moved 1488.811 316.5 479 -0.1006944 0.2340534
Moved 1488.842 307.7742 484.1506 -0.1208931 0.2473008
Moved 1488.873 300.1026 488.8974 -0.1386514 0.2595097
Moved 1488.903 295.1781 491.8219 -0.1500507 0.2670316
Moved 1488.934 291.7011 494.2989 -0.1580993 0.2734024
Moved 1488.965 288.741 496.259 -0.1649514 0.2784438
Moved 1488.995 286.8673 498.1327 -0.1692886 0.2832631
Moved 1489.026 284.9966 499 -0.1736189 0.2854938
Moved 1489.057 285 501.5 -0.1736111 0.2919238
Moved 1489.088 284 502 -0.1759259 0.2932098
Moved 1489.118 284 503 -0.1759259 0.2957818
Moved 1489.149 282.6427 504.3573 -0.1790677 0.2992728
Moved 1489.18 282 504 -0.1805555 0.2983539
Moved 1489.211 280.9176 504 -0.183061 0.2983539
Moved 1489.241 278.6086 479.0861 -0.188406 0.2342749
Moved 1489.272 274.1214 445.9108 -0.198793 0.1489474
Moved 1489.303 269.1882 415.6935 -0.2102126 0.07122797
Moved 1489.333 265.3113 393.1794 -0.2191867 0.01332153
Moved 1489.364 261.5 372 -0.2280093 -0.04115226
Moved 1489.395 259.9297 362.7188 -0.2316443 -0.06502394
Moved 1489.426 259 356.113 -0.2337963 -0.08201402
Moved 1489.456 259 354 -0.2337963 -0.08744855
Stationary 1489.487 259 354 -0.2337963 -0.08744855
Moved 1489.518 259 365.2606 -0.2337963 -0.05848629
Moved 1489.548 271.2378 387.9514 -0.205468 -0.000125155
Moved 1489.579 279.9693 408.9285 -0.1852562 0.05382824
Moved 1489.61 284.0515 421.103 -0.1758067 0.08514145
Moved 1489.641 287.4019 433.6077 -0.1680511 0.1173037
Moved 1489.671 290.2744 441.5487 -0.161402 0.1377281
Moved 1489.702 292 449.5026 -0.1574074 0.1581857
Moved 1489.733 294 456.2848 -0.1527778 0.1756295
Moved 1489.763 295 458 -0.150463 0.180041
Ended 1489.794 295 458 -0.150463 0.180041
Accept 1489.917 0 sharp
Candidates 1489.917 13 cheese best chest curse needs craft need cause bed chef beds crash agreed
Began 1490.992 519 371 0.3680556 -0.04372435
Moved 1491.023 509.5264 371 0.3461259 -0.04372435
Moved 1491.054 488.1199 377.397 0.2965737 -0.02727124
Moved 1491.084 446.8326 389.1284 0.2010014 0.00290227
Moved 1491.115 405.4138 403.9716 0.1051245 0.04107923
Moved 1491.146 370.7343 419.0299 0.02484779 0.07980939
Moved 1491.177 345.3319 436.4454 -0.03395383 0.1246023
Moved 1491.207 327.7989 447.8007 -0.07453963 0.1538084
Moved 1491.238 311.7186 459.8251 -0.1117625 0.1847353
Moved 1491.269 302.0117 467.9883 -0.1342323 0.2057313
Moved 1491.299 294.5954 475.4046 -0.1513995 0.224806
Moved 1491.33 290.2287 479.5427 -0.1615077 0.2354492
Moved 1491.361 286.3572 482.6428 -0.1704694 0.2434228
Moved 1491.392 284.4851 485.515 -0.174803 0.25081
Moved 1491.422 284 489 -0.1759259 0.2597736
Moved 1491.453 283 490.9183 -0.1782407 0.2647076
Moved 1491.484 282 493.791 -0.1805555 0.2720961
Moved 1491.515 282 496.6616 -0.1805555 0.2794792
Moved 1491.545 282 498.0964 -0.1805555 0.2831697
Moved 1491.576 282 502.0351 -0.1805555 0.2933001
Moved 1491.607 303.0296 512.5148 -0.131876 0.320254
Moved 1491.637 348.7296 524.3257 -0.02608885 0.350632
Moved 1491.668 423.3668 530.6495 0.1466824 0.3668969
Moved 1491.699 490.655 535.2031 0.3024422 0.3786086
Moved 1491.729 524.5765 539.0577 0.3809642 0.3885228
Moved 1491.76 546.811 540.6873 0.432433 0.3927142
Moved 1491.791 562.3235 541 0.4683415 0.3935184
Moved 1491.822 574.2975 541 0.4960591 0.3935184
Moved 1491.852 579.3801 541 0.5078243 0.3935184
Moved 1491.883 581 541 0.511574 0.3935184
Moved 1491.914 581 531.5427 0.511574 0.3691942
Moved 1491.945 546.6696 510.6174 0.4321055 0.315374
Moved 1491.975 494.077 480.9919 0.3103634 0.2391767
Moved 1492.006 429.552 450.0634 0.161 0.1596279
Moved 1492.037 383.2283 428.6141 0.05376925 0.1044601
Moved 1492.067 344.6531 413.7897 -0.03552521 0.06633138
Moved 1492.098 315.8036 402.4562 -0.1023065 0.03718148
Moved 1492.129 280.8539 389.9269 -0.1832087 0.004956084
Moved 1492.16 260.6813 384.2271 -0.2299044 -0.009704009
Moved 1492.19 246.7182 381.2394 -0.2622264 -0.01738843
Moved 1492.221 235.4638 380 -0.2882782 -0.02057613
Moved 1492.252 226.4717 379 -0.3090934 -0.02314815
Moved 1492.282 218.9079 379 -0.326602 -0.02314815
Moved 1492.313 212.636 379 -0.3411203 -0.02314815
Moved 1492.344 207.0958 379 -0.3539449 -0.02314815
Ended 1492.375 207.0958 379 -0.3539449 -0.02314815
Accept 1492.467 0 cheese
Candidates 1492.467 13 keeps groups gross broad methods helps cross steps grid crops method good bypass
Began 1493.358 350 512 -0.02314816 0.31893
Stationary 1493.388 350 512 -0.02314816 0.31893
Stationary 1493.419 350 512 -0.02314816 0.31893
Moved 1493.45 372.1907 473.6458 0.02821932 0.2202824
Moved 1493.48 387.4521 442.0245 0.0635465 0.1389519
Moved 1493.511 399.4502 407.166 0.09131999 0.04929507
Moved 1493.542 404.7074 392.2314 0.1034895 0.01088331
Moved 1493.573 406.217 384.566 0.1069838 -0.00883224
Moved 1493.603 407 378.4929 0.1087963 -0.02445236
Moved 1493.634 407 375.3746 0.1087963 -0.03247288
Moved 1493.665 395.0438 375 0.08111984 -0.03343629
Moved 1493.695 373.0149 388.8657 0.03012697 0.002226653
Moved 1493.726 348.1233 408.0015 -0.02749244 0.05144417
Moved 1493.757 322.754 428.4965 -0.08621752 0.1041576
Moved 1493.788 303.2802 445.0998 -0.1312957 0.1468616
Moved 1493.818 289.3881 458.6119 -0.1634535 0.181615
Moved 1493.849 277.8974 470.1026 -0.1900522 0.2111692
Moved 1493.88 271.1967 478.8032 -0.2055631 0.2335473
Moved 1493.911 266.2179 485.3463 -0.2170881 0.2503761
Moved 1493.941 262.6972 489.6057 -0.225238 0.2613313
Ended 1493.972 262 493 -0.2268519 0.2700616
Accept 1494.218 0 keeps
Candidates 1494.218 13 the there they threw rights this where huge that he other us she
Began 1494.709 512 258 0.3518519 -0.3343622
Moved 1494.74 503.6242 280.7342 0.3324635 -0.2758895
Moved 1494.771 487.403 328.791 0.2949143 -0.1522865
Moved 1494.801 474.227 384.9219 0.2644143 -0.00791683
Moved 1494.832 468.4897 436.6749 0.2511336 0.1251926
Moved 1494.863 467 472.8615 0.2476852 0.218265
Moved 1494.894 467 497.7449 0.2476852 0.2822655
Moved 1494.924 467 513.3829 0.2476852 0.3224869
Moved 1494.955 467 522.9932 0.2476852 0.3472046
Moved 1494.986 467 528 0.2476852 0.3600822
Stationary 1495.016 467 528.3729 0.2476852 0.3610412
Stationary 1495.047 467 528 0.2476852 0.3600822
Moved 1495.078 453.9522 491.6396 0.2174819 0.2665628
Moved 1495.109 427.7284 405.8905 0.1567787 0.04601459
Moved 1495.139 419 348 0.1365741 -0.1028807
Moved 1495.17 417 302.9711 0.1319444 -0.2186958
Moved 1495.201 416 268.6116 0.1296297 -0.3070688
Moved 1495.231 416 245.1851 0.1296297 -0.3673224
Moved 1495.262 416 228.2341 0.1296297 -0.4109205
Moved 1495.293 416 213.1512 0.1296297 -0.4497139
Moved 1495.324 416 205.917 0.1296297 -0.4683205
Moved 1495.354 408.2101 206 0.1115976 -0.4681071
Moved 1495.385 391.3238 219.151 0.07250884 -0.4342824
Moved 1495.416 370.7805 242.0244 0.02495488 -0.3754516
Moved 1495.447 343.3915 286.1736 -0.0384456 -0.2618993
Moved 1495.477 318.3111 331.5235 -0.0965021 -0.1452585
Moved 1495.508 295.2843 379.7787 -0.1498048 -0.02114543
Moved 1495.539 280.2444 421.1646 -0.1846194 0.08529969
Moved 1495.569 269.7441 448.3489 -0.2089256 0.1552183
Moved 1495.6 262.238 469.4446 -0.2263009 0.2094767
Moved 1495.631 256.2001 485.1997 -0.2402776 0.2499992
Moved 1495.662 250.6532 497.0202 -0.2531176 0.2804016
Moved 1495.692 242.5 509 -0.2719907 0.3112139
Ended 1495.723 242.5 509 -0.2719907 0.3112139
Accept 1495.846 0 the
Candidates 1495.846 13 number move monde mine line minds mind kind love live globe liver kinds
Began 1496.89 426 338 0.1527777 -0.1286009
Stationary 1496.921 426 338 0.1527777 -0.1286009
Moved 1496.952 413.2484 365.379 0.1232602 -0.05818174
Moved 1496.982 400.7651 400.7046 0.09436379 0.03267634
Moved 1497.013 397.1723 439.4148 0.08604705 0.1322396
Moved 1497.044 396 472.2748 0.08333336 0.216756
Moved 1497.075 396 495.0085 0.08333336 0.2752275
Moved 1497.105 396 510.2408 0.08333336 0.3144052
Moved 1497.136 396 520.03 0.08333336 0.3395832
Moved 1497.167 396 529.65 0.08333336 0.3643261
Moved 1497.198 396 537.2856 0.08333336 0.383965
Moved 1497.228 396 543.6729 0.08333336 0.4003932
Moved 1497.259 396 549.3373 0.08333336 0.414962
Moved 1497.29 396 557.1285 0.08333336 0.4350011
Moved 1497.32 396 562.8151 0.08333336 0.4496271
Moved 1497.351 396 569.2642 0.08333336 0.4662143
Moved 1497.382 396 576.866 0.08333336 0.4857663
Moved 1497.413 396 587.6458 0.08333336 0.513492
Moved 1497.443 396 592.5601 0.08333336 0.5261319
Moved 1497.474 396 597.0059 0.08333336 0.5375665
Moved 1497.505 396 598.4526 0.08333336 0.5412874
Moved 1497.536 396 599.3228 0.08333336 0.5435256
Moved 1497.566 396 599.843 0.08333336 0.5448636
Moved 1497.597 396 600 0.08333336 0.5452674
Stationary 1497.628 396 600 0.08333336 0.5452674
Stationary 1497.658 396 600 0.08333336 0.5452674
Moved 1497.689 394.9962 600 0.08100987 0.5452674
Moved 1497.72 394.1027 600 0.07894138 0.5452674
Moved 1497.751 393.2279 600 0.07691641 0.5452674
Moved 1497.781 393 600 0.07638891 0.5452674
Moved 1497.812 391.9078 600 0.07386068 0.5452674
Stationary 1497.843 392 600 0.07407407 0.5452674
Moved 1497.873 390.5 600 0.0706019 0.5452674
Expand 1497.873
Moved 1497.904 391 600 0.07175922 0.5452674
Stationary 1497.935 391 600 0.07175922 0.5452674
Moved 1497.966 389.8312 600 0.06905376 0.5452674
Stationary 1497.996 390 600 0.06944448 0.5452674
Stationary 1498.027 390 600 0.06944448 0.5452674
Moved 1498.058 388.773 600 0.06660412 0.5452674
Stationary 1498.088 388.773 600 0.06660412 0.5452674
Moved 1498.119 387.813 600 0.06438196 0.5452674
Moved 1498.15 383.8444 600 0.05519529 0.5452674
Moved 1498.181 381.4047 600 0.04954795 0.5452674
Moved 1498.211 377.5372 589.7607 0.04059543 0.5189316
Moved 1498.242 371.9378 588.9689 0.02763391 0.5168953
Moved 1498.273 366.1752 584.1752 0.01429449 0.5045658
Moved 1498.303 360.4307 579.4307 0.0009968877 0.4923627
Moved 1498.334 354.2806 574.5204 -0.01323938 0.4797334
Moved 1498.365 346.4128 565.4127 -0.03145198 0.4563083
Moved 1498.396 339.8743 557.8114 -0.04658733 0.4367576
Moved 1498.426 332.007 550.0035 -0.06479869 0.4166755
Moved 1498.457 330.5624 547.1249 -0.06814252 0.4092717
Moved 1498.488 326.6961 543.6961 -0.07709235 0.4004529
Moved 1498.519 323.8178 539.8179 -0.08375501 0.390478
Moved 1498.549 322.2038 536.2038 -0.08749123 0.3811825
Moved 1498.58 319.3989 532.3989 -0.09398405 0.3713962
Moved 1498.611 317 529.524 -0.09953702 0.3640021
Moved 1498.641 314.6494 527 -0.1049783 0.3575102
Moved 1498.672 314.1305 525 -0.1061795 0.3523662
Moved 1498.703 314 523.6984 -0.1064815 0.3490185
Moved 1498.734 312.6937 521.6937 -0.1095054 0.3438622
Moved 1498.764 313 520.9779 -0.1087963 0.3420213
Moved 1498.795 313 518.9729 -0.1087963 0.3368644
Stationary 1498.826 313 519 -0.1087963 0.3369341
Stationary 1498.856 313 519 -0.1087963 0.3369341
Moved 1498.887 321.5045 519 -0.08910985 0.3369341
Moved 1498.918 328.6329 519 -0.07260894 0.3369341
Moved 1498.949 336.2524 519 -0.05497118 0.3369341
Moved 1498.979 342.9122 519 -0.03955508 0.3369341
Moved 1499.01 348.9133 519 -0.02566358 0.3369341
Moved 1499.041 354.6585 519 -0.01236464 0.3369341
Moved 1499.071 360.4085 519 0.0009455284 0.3369341
Moved 1499.102 362.8126 519 0.006510715 0.3369341
Moved 1499.133 365.6201 519 0.01300961 0.3369341
Moved 1499.164 368.4949 519 0.01966417 0.3369341
Moved 1499.194 370.1835 519 0.02357304 0.3369341
Moved 1499.225 372.8884 519 0.02983421 0.3369341
Moved 1499.256 374.7581 524.3068 0.0341623 0.3505833
Moved 1499.286 377.5 526 0.04050931 0.3549381
Moved 1499.317 378.032 526 0.04174063 0.3549381
Moved 1499.348 380.0325 527 0.04637142 0.3575102
Moved 1499.379 381.375 527 0.04947921 0.3575102
Moved 1499.409 382.8167 527.8167 0.05281637 0.3596106
Moved 1499.44 384.2574 528 0.05615145 0.3600822
Moved 1499.471 385.3745 528 0.0587373 0.3600822
Moved 1499.502 386 529.0448 0.06018519 0.3627695
Moved 1499.532 387 529 0.06250004 0.3626543
Ended 1499.563 388.1995 529 0.06527662 0.3626543
Accept 1499.624 6 mind
Began 1500.27 231 405 -0.2986111 0.04372424
Stationary 1500.3 231 405 -0.2986111 0.04372424
Stationary 1500.331 231 405 -0.2986111 0.04372424
Moved 1500.362 260.6006 405 -0.2300912 0.04372424
Moved 1500.392 291.2044 405 -0.1592491 0.04372424
Moved 1500.423 327.7984 408.8656 -0.07454072 0.05366655
Moved 1500.454 362.3131 414 0.005354385 0.06687239
Moved 1500.484 381.3447 415 0.04940897 0.06944436
Moved 1500.515 391.9977 415 0.07406871 0.06944436
Moved 1500.546 399.8582 415 0.09226442 0.06944436
Moved 1500.577 405.4923 415 0.1053063 0.06944436
Moved 1500.607 408.0458 415 0.1112171 0.06944436
Moved 1500.638 409 415 0.113426 0.06944436
Moved 1500.669 387.6081 400.2824 0.0639076 0.03159048
Moved 1500.7 364.5025 395.3339 0.01042237 0.01886277
Moved 1500.73 344.8225 392.5764 -0.03513306 0.01177042
Moved 1500.761 311.9751 388.9146 -0.1111688 0.002352318
Moved 1500.792 283.472 386.0944 -0.1771482 -0.004901219
Moved 1500.823 259.5 383.5 -0.2326389 -0.01157415
Moved 1500.853 228.3464 376.3357 -0.3047536 -0.03000094
Moved 1500.884 207.5757 372.7965 -0.352834 -0.03910363
Moved 1500.915 191.7027 372 -0.389577 -0.04115226
Moved 1500.945 181.116 371 -0.4140833 -0.04372435
Moved 1500.976 172.4647 370 -0.4341096 -0.04629637
Moved 1501.007 167.6256 370 -0.4453112 -0.04629637
Moved 1501.037 165.7524 370 -0.4496473 -0.04629637
Stationary 1501.068 166 370 -0.4490741 -0.04629637
Moved 1501.099 172.3407 395.3407 -0.4343965 0.01888028
Moved 1501.13 189 422 -0.3958333 0.08744851
Moved 1501.16 212.5873 451.6461 -0.3412331 0.1636986
Moved 1501.191 237.5944 481.493 -0.2833464 0.2404654
Moved 1501.222 256.7195 500.9025 -0.2390752 0.2903869
Moved 1501.253 272.846 515.4615 -0.2017453 0.327833
Moved 1501.283 289.818 528.1362 -0.1624584 0.3604326
Moved 1501.314 307.6042 540.3021 -0.1212866 0.3917235
Moved 1501.345 322.8632 547.9316 -0.0859649 0.4113466
Moved 1501.375 337 551.5 -0.05324075 0.4205247
Moved 1501.406 368.2602 555.355 0.01912077 0.4304398
Moved 1501.437 395.2963 555 0.08170436 0.4295266
Moved 1501.468 418.3821 555 0.1351438 0.4295266
Moved 1501.498 442.8188 545.0453 0.1917101 0.4039229
Moved 1501.529 473.7234 538.4255 0.2632487 0.3868968
Moved 1501.559 496.7586 532.2119 0.3165708 0.3709151
Moved 1501.59 529.8132 527.4916 0.3930861 0.3587745
Moved 1501.621 564.7025 528 0.4738483 0.3600822
Moved 1501.652 583.2101 528 0.5166901 0.3600822
Moved 1501.683 592.5367 528 0.5382792 0.3600822
Moved 1501.713 599.1941 528 0.55369 0.3600822
Ended 1501.744 601 528 0.5578703 0.3600822
Candidates 1501.867 13 sharp sheep step ratio cheap gap map keep ceo hero nato crop lap
Began 1502.85 614 510 0.5879629 0.3137859
Moved 1502.881 654.0319 510 0.6806294 0.3137859
Ended 1502.911 670.2746 510 0.7182282 0.3137859
Accept 1503.034 0 sharp
PhraseEnd 1503.034
