travel at the speed of light
travel at the speed of light
FixStart
List

0.6 0.6
432 388.8
Began 897.4849 470 364 0.2546296 -0.06172839
Stationary 897.5156 470 364 0.2546296 -0.06172839
Moved 897.5463 470 382.0538 0.2546296 -0.01529364
Moved 897.577 462.532 397.4011 0.2373426 0.0241798
Moved 897.6078 455.1534 414.6421 0.2202625 0.06852389
Moved 897.6385 448.3629 429.9111 0.2045439 0.107796
Moved 897.6693 441.6172 442.7656 0.1889286 0.140858
Moved 897.7 436.5628 453.8743 0.1772287 0.1694298
Moved 897.7307 430.7913 463.3131 0.1638687 0.1937064
Moved 897.7614 426.0643 468.9357 0.1529267 0.2081678
Moved 897.7921 422 474 0.1435185 0.2211934
Moved 897.8228 418.6502 479.6995 0.1357645 0.2358526
Moved 897.8536 412.5767 485.4233 0.1217053 0.2505742
Moved 897.8842 406.8327 490.1673 0.108409 0.2627759
Moved 897.915 402.1009 492.6331 0.09745568 0.2691179
Moved 897.9457 397 495.5 0.0856481 0.2764916
Moved 897.9764 390.2448 497.3776 0.07001112 0.281321
Moved 898.0072 384.5022 498 0.05671809 0.2829217
Moved 898.0378 380.4666 498 0.04737645 0.2829217
Moved 898.0686 376.3645 498 0.03788084 0.2829217
Moved 898.0994 373.5 498 0.03125002 0.2829217
Moved 898.1301 367.8891 498 0.01826187 0.2829217
Moved 898.1608 357.205 482.205 -0.006469935 0.2422967
Moved 898.1915 343.8968 468.0761 -0.037276 0.205957
Moved 898.2222 332.929 455.929 -0.0626643 0.1747145
Moved 898.253 326.3026 447.0702 -0.07800321 0.1519295
Moved 898.2837 320.7937 440.7937 -0.09075531 0.1357861
Moved 898.3144 316.0453 433.0679 -0.101747 0.1159154
Moved 898.3451 312.5 428 -0.1099537 0.1028806
Moved 898.3759 309.6465 424.6465 -0.1165589 0.09425543
Moved 898.4066 306.7747 419.7748 -0.1232066 0.08172521
Moved 898.4373 303.9059 414.8117 -0.1298476 0.06896007
Moved 898.468 303 411.3591 -0.1319445 0.06008003
Moved 898.4985 301 408.4884 -0.1365741 0.05269643
Moved 898.5294 299.6159 406 -0.139778 0.04629618
Moved 898.5602 299 401.7449 -0.1412037 0.035352
Moved 898.5909 298 399.2249 -0.1435185 0.02887047
Moved 898.6216 297.3531 396.3531 -0.1450159 0.0214844
Moved 898.6523 297 393.4721 -0.1458333 0.01407427
Moved 898.683 297 390.9265 -0.1458333 0.007526806
Moved 898.7138 297 385.0839 -0.1458333 -0.007500276
Moved 898.7445 305.286 376.6856 -0.1266528 -0.02910088
Moved 898.7752 322.1988 360.8012 -0.08750274 -0.06995581
