healthy food is good for you
healthy food is good for you
Basic
Radial

0.6 0.6
432 388.8
Began 1614.806 464 394 0.2407408 0.01543206
Stationary 1614.837 464 394 0.2407408 0.01543206
Stationary 1614.868 464 394 0.2407408 0.01543206
Stationary 1614.899 464 394 0.2407408 0.01543206
Moved 1614.929 453.3877 394 0.2161751 0.01543206
Moved 1614.96 445.5784 394 0.1980981 0.01543206
Moved 1614.991 436.9496 394 0.178124 0.01543206
Moved 1615.021 428.435 394 0.1584142 0.01543206
Moved 1615.052 418.8115 394 0.1361377 0.01543206
Moved 1615.083 407.9681 394 0.1110372 0.01543206
Moved 1615.113 399.5781 387 0.09161591 -0.002572055
Moved 1615.144 391.6176 386 0.07318884 -0.005144111
Moved 1615.175 384.87 386 0.05756954 -0.005144111
Moved 1615.206 380.5673 386 0.04760951 -0.005144111
Moved 1615.236 377 386 0.03935188 -0.005144111
Moved 1615.267 375.1721 386 0.03512065 -0.005144111
Moved 1615.298 373.6484 386 0.03159354 -0.005144111
Moved 1615.328 372.9306 386 0.02993186 -0.005144111
Moved 1615.359 371.7734 386 0.02725333 -0.005144111
Moved 1615.39 370.9952 386 0.02545178 -0.005144111
Stationary 1615.421 370.9952 386 0.02545178 -0.005144111
Stationary 1615.451 371 386 0.025463 -0.005144111
Moved 1615.482 369.6954 386 0.02244304 -0.005144111
Stationary 1615.513 369.6954 386 0.02244304 -0.005144111
Moved 1615.543 369 395.0472 0.02083332 0.01812542
Moved 1615.574 366.4449 400.1101 0.01491885 0.03114728
Moved 1615.605 361.1228 407.3158 0.00259906 0.04968042
Moved 1615.635 352.0927 419.2097 -0.01830389 0.08027183
Moved 1615.666 339.4907 440.1884 -0.0474752 0.1342293
Moved 1615.697 328.1148 459.0491 -0.07380838 0.1827395
Moved 1615.728 316.6311 480.1456 -0.100391 0.2369998
Moved 1615.758 306.611 500.704 -0.1235857 0.2898766
Moved 1615.789 298.0301 512.9499 -0.143449 0.3213731
Moved 1615.82 288.4438 526.4083 -0.1656394 0.3559882
Moved 1615.85 280.8355 537.886 -0.1832511 0.3855091
Moved 1615.881 274.8185 545.5908 -0.1971795 0.4053259
Moved 1615.912 270.843 548 -0.2063818 0.4115225
Moved 1615.943 265.945 549 -0.2177199 0.4140946
Moved 1615.973 261.2042 549 -0.2286939 0.4140946
Moved 1616.004 256 549 -0.2407407 0.4140946
Moved 1616.035 233.5318 506.9892 -0.2927504 0.3060421
Moved 1616.065 211.8712 467.9304 -0.3428909 0.2055822
Moved 1616.096 200.8197 440.5793 -0.3684729 0.1352347
Moved 1616.127 195.8787 420.0754 -0.3799104 0.08249851
Moved 1616.157 193.5632 403.3795 -0.3852703 0.03955633
Moved 1616.188 194 393.7724 -0.3842593 0.01484667
Moved 1616.219 194 388.6453 -0.3842593 0.00165955
Moved 1616.25 194 384.277 -0.3842593 -0.009575557
Moved 1616.28 202.7798 380.4067 -0.3639355 -0.01953015
Moved 1616.311 217.3559 376.5288 -0.3301946 -0.02950409
Moved 1616.342 227.9552 374.0112 -0.3056593 -0.03597942
Moved 1616.372 241.1181 372 -0.2751897 -0.04115226
Moved 1616.403 263.0878 372 -0.2243338 -0.04115226
Moved 1616.434 279.9962 372 -0.185194 -0.04115226
Moved 1616.465 292.8222 372 -0.1555041 -0.04115226
Moved 1616.495 312.175 372 -0.110706 -0.04115226
Moved 1616.526 335.2736 378.3644 -0.05723715 -0.02478305
Moved 1616.557 353.5 381.5 -0.0150463 -0.01671818
Moved 1616.587 380.833 384 0.04822453 -0.01028807
Moved 1616.618 407.7732 386.197 0.110586 -0.004637368
Moved 1616.649 432.6098 386 0.1680782 -0.005144111
Moved 1616.68 448.5573 386 0.2049937 -0.005144111
Moved 1616.71 468.0921 386 0.2502132 -0.005144111
Moved 1616.741 489.1972 386 0.2990676 -0.005144111
Moved 1616.772 502.8593 386 0.3306929 -0.005144111
Moved 1616.802 510.4474 386 0.348258 -0.005144111
