learn to walk before you run
learn to walk before you run
FixStart
Radial

0.6 0.6
432 388.8
Began 175.8057 311 309 -0.113426 -0.2031893
Stationary 175.8364 311 309 -0.113426 -0.2031893
Moved 175.8671 343.6136 309 -0.0379315 -0.2031893
Moved 175.8978 399.5123 298.5507 0.09146362 -0.2300651
Moved 175.9286 444.2897 295.7061 0.195115 -0.2373815
Moved 175.9592 470.3214 295 0.2553736 -0.2391976
Moved 175.99 479.809 301.4719 0.2773356 -0.2225519
Moved 176.0208 480 312.5 0.2777778 -0.1941873
Moved 176.0515 415.594 348.2105 0.1286898 -0.1023392
Moved 176.0822 345.9464 383.4193 -0.03253162 -0.01178168
Moved 176.1129 278.7207 415.8691 -0.1881464 0.07167981
Moved 176.1436 237.5531 436.705 -0.283442 0.12527
Moved 176.1743 216.5012 444.6998 -0.3321732 0.1458327
Moved 176.2051 204.2196 445 -0.3606028 0.1466049
Moved 176.2358 174.4456 411.6595 -0.4295242 0.06085266
Moved 176.2666 152.1088 362.975 -0.4812296 -0.06436461
Moved 176.2973 140.773 332.728 -0.50747 -0.1421607
Moved 176.328 136.8393 322.5179 -0.5165757 -0.1684211
Moved 176.3587 137 321.0966 -0.5162037 -0.1720768
Moved 176.3895 177.8624 357.908 -0.4216149 -0.07739729
Moved 176.4202 224.1395 406.2819 -0.314492 0.0470214
Moved 176.4509 256.258 432.7331 -0.2401434 0.1150541
Moved 176.4816 271.5 438.5 -0.2048611 0.1298867
Moved 176.5123 279.1797 439 -0.187084 0.1311728
Moved 176.5431 296.9901 407.3566 -0.1458563 0.04978537
Moved 176.5738 315.5657 345.7372 -0.1028572 -0.1087007
Moved 176.6045 328.1499 294.3704 -0.07372706 -0.2408169
Moved 176.6352 351.9941 219.2153 -0.01853223 -0.434117
Moved 176.666 376.5454 165.4774 0.03829956 -0.5723317
Moved 176.6967 398.7508 130.8738 0.08970091 -0.6613328
Moved 176.7274 406.4792 121.7811 0.1075908 -0.6847193
Ended 176.7581 407 121 0.1087963 -0.6867284
Candidates 176.8195 13 learn listen ken item karen pattern keen glenn jen lesson latin teen lawn
Began 177.219 202 316 -0.3657407 -0.1851853
Moved 177.2498 231.0246 316 -0.298554 -0.1851853
Moved 177.2805 315.7644 316 -0.1023972 -0.1851853
Moved 177.3112 391 316 0.07175922 -0.1851853
Moved 177.3419 432.7271 316 0.1683498 -0.1851853
Ended 177.3726 449.0295 316 0.2060867 -0.1851853
Accept 177.4648 0 learn
Began 177.5263 306 243 -0.125 -0.3729424
Stationary 177.5569 306 243 -0.125 -0.3729424
Moved 177.5878 278.0142 278.7305 -0.189782 -0.281043
Moved 177.6185 265.9888 305.0298 -0.2176185 -0.2134007
Moved 177.6492 263 333.0002 -0.2245371 -0.1414605
Moved 177.6799 271.3 354.3 -0.2053241 -0.08667699
Moved 177.7106 294.4037 375.5872 -0.1518433 -0.03192603
Moved 177.7413 335.5 392 -0.05671298 0.01028803
Moved 177.7721 375.9073 393 0.03682256 0.01285996
Moved 177.8028 411.473 384.4312 0.1191504 -0.009179017
Moved 177.8336 434.0817 376.5481 0.1714853 -0.02945456
Moved 177.8642 445.5162 372.871 0.1979542 -0.03891219
Ended 177.895 449 372 0.2060185 -0.04115226
Candidates 177.9565 13 to top too rio trip tip group grip rip ri rp trio drop
Began 178.3559 236 322 -0.287037 -0.1697531
Moved 178.3866 264.5 322 -0.2210648 -0.1697531
Moved 178.4173 323.5738 307.4522 -0.08432 -0.2071703
Moved 178.4481 378.4461 308 0.04269928 -0.2057614
Ended 178.4788 411.3547 308 0.1188766 -0.2057614
Accept 178.5402 0 to
Began 178.6017 360 262 0 -0.3240741
Stationary 178.6324 360 262 0 -0.3240741
Moved 178.6631 318.2735 300.7265 -0.09658913 -0.2244689
Moved 178.6939 269.0697 353.8009 -0.2104868 -0.08796071
Moved 178.7246 233.2261 388.4556 -0.2934581 0.001171803
Moved 178.7553 210.5132 406.3477 -0.3460342 0.04719043
Moved 178.786 196.8197 409 -0.377732 0.05401234
Moved 178.8168 180.5 397 -0.4155093 0.02314815
Moved 178.8475 161.9089 357.7449 -0.4585442 -0.07781661
Moved 178.8782 158 317.6677 -0.4675925 -0.180896
Moved 178.9089 181.5 278.5 -0.4131944 -0.2816359
Moved 178.9396 219.6444 249.1975 -0.3248972 -0.3570023
Moved 178.9704 281.0768 241 -0.1826925 -0.3780865
Moved 179.0011 337.3847 241 -0.05235031 -0.3780865
Moved 179.0318 396.663 251.0725 0.08486807 -0.3521798
Moved 179.0625 425.3832 249.6986 0.1513501 -0.3557135
Moved 179.0933 452.2282 251.4698 0.2134913 -0.3511578
Moved 179.124 475.0612 254.229 0.2663454 -0.3440613
Moved 179.1547 501.955 255.995 0.3285995 -0.3395191
Moved 179.1854 516.0496 258.4099 0.3612258 -0.3333079
Moved 179.2161 523.347 259.1735 0.3781181 -0.3313439
Moved 179.2469 525 259 0.3819444 -0.3317901
Moved 179.2776 526.3142 259 0.3849866 -0.3317901
Moved 179.3083 526 260 0.3842592 -0.3292181
Moved 179.3391 512.4276 262.9145 0.3528415 -0.321722
Moved 179.3698 497.2797 266.6801 0.3177771 -0.3120369
Moved 179.4005 489.8348 269.0826 0.3005435 -0.3058576
Ended 179.4313 485.5 269 0.2905093 -0.30607
Candidates 179.4927 13 walk deal wall real wal talk weak all seal ask freak fall task
Began 179.8922 261 283 -0.2291666 -0.2700618
Moved 179.9229 303.8648 283 -0.1299426 -0.2700618
Moved 179.9536 358.4016 283 -0.003699909 -0.2700618
Moved 179.9843 428.9525 283 0.1596122 -0.2700618
Ended 180.015 471.5347 283 0.2581822 -0.2700618
Accept 180.1072 0 walk
Began 180.1994 300 324 -0.1388889 -0.164609
Moved 180.2301 329.7071 285.3287 -0.07012253 -0.2640724
Moved 180.2609 360.2823 243.2589 0.0006534656 -0.3722765
Moved 180.2916 375.5641 222.2102 0.03602812 -0.4264141
Moved 180.3223 379.557 206.2151 0.04527082 -0.4675537
Moved 180.353 380 195.0649 0.04629632 -0.4962322
Moved 180.3838 350.904 191 -0.02105559 -0.5066873
Moved 180.4145 303 233.5 -0.1319445 -0.3973766
Moved 180.4452 257.2083 309.8725 -0.2379438 -0.2009452
Moved 180.4759 243.0066 348.9829 -0.2708181 -0.1003526
Moved 180.5067 230.7328 402.3588 -0.2992296 0.03693106
Moved 180.5374 226.701 435.7938 -0.3085624 0.1229265
Moved 180.5681 227 458.7601 -0.3078704 0.1819962
Moved 180.5988 227 465.4301 -0.3078704 0.1991513
Moved 180.6296 237.3741 466 -0.2838563 0.2006171
Moved 180.6603 261.6256 426.3561 -0.2277185 0.09865242
Moved 180.691 281.2992 369.4631 -0.1821778 -0.04767728
Moved 180.7217 289.2506 332.5809 -0.1637718 -0.142539
Moved 180.7525 292.1748 319.3008 -0.1570028 -0.1766956
Moved 180.7832 296.5275 318 -0.1469271 -0.1800412
Moved 180.8139 345.1642 359.7657 -0.03434226 -0.07261912
Moved 180.8446 405.9911 430.1333 0.1064608 0.1083674
Moved 180.8754 418.7398 444.7398 0.1359718 0.1459356
Moved 180.9061 424.6902 451.6902 0.1497459 0.1638121
Moved 180.9368 427.1085 454.1085 0.1553438 0.1700321
Moved 180.9675 427 455.3596 0.1550926 0.1732498
Moved 180.9982 417.3371 457.2079 0.1327246 0.1780037
Moved 181.029 350.8978 457 -0.02106999 0.1774691
Moved 181.0598 271.1711 440.8342 -0.2056225 0.1358904
Moved 181.0904 224.5954 430.3191 -0.3134367 0.1088454
Moved 181.1212 196.9924 425.9993 -0.3773324 0.09773462
Moved 181.1519 184.487 425 -0.4062802 0.09516452
Ended 181.1826 183 425 -0.4097222 0.09516452
Candidates 181.3055 13 before below method methods media major beside make credit market belief nervous narrow
Began 181.6743 190 356 -0.3935185 -0.0823046
Stationary 181.705 190 356 -0.3935185 -0.0823046
Moved 181.7357 257.5103 356 -0.2372446 -0.0823046
Moved 181.7664 328.4537 356 -0.07302383 -0.0823046
Moved 181.7971 382.1519 372.4304 0.05127748 -0.04004545
Ended 181.8279 385 373 0.05787035 -0.03858032
