this is too much to handle
Moved 3931.38 489.85 516 0.3005788 0.329218
Moved 3931.41 491.7249 515.2751 0.3049186 0.3273537
Moved 3931.441 492.5 514.5 0.306713 0.32536
Moved 3931.472 493 515 0.3078704 0.326646
Moved 3931.502 494 514 0.3101851 0.324074
Ended 3931.533 497 512.5 0.3171296 0.3202159
Candidates 3931.595 13 to too trip rio grip rip rep rp tip ep ri trio top
Began 3932.394 332 440 -0.06481484 0.1337448
Stationary 3932.425 332 440 -0.06481484 0.1337448
Moved 3932.455 343.1767 459.8474 -0.03894275 0.1847927
Moved 3932.486 371.9737 494.6862 0.02771696 0.2743985
Moved 3932.517 401.4949 525.7028 0.09605299 0.3541737
Moved 3932.547 429.1735 555.1735 0.1601237 0.4299728
Moved 3932.578 441.0266 569.0355 0.1875615 0.4656261
Moved 3932.609 446.8862 575.8862 0.2011254 0.4832462
Moved 3932.64 449.438 578 0.2070326 0.488683
Ended 3932.67 449 579 0.2060185 0.4912551
Accept 3932.732 1 too
Began 3933.93 317 515 -0.09953702 0.326646
Stationary 3933.961 317 515 -0.09953702 0.326646
Stationary 3933.992 317 515 -0.09953702 0.326646
Stationary 3934.022 317 515 -0.09953702 0.326646
Stationary 3934.053 317 515 -0.09953702 0.326646
Moved 3934.084 335.1475 498.7115 -0.05752896 0.2847516
Moved 3934.115 353.7479 482.5434 -0.01447241 0.2431671
Moved 3934.146 375.1517 462.8483 0.03507336 0.1925111
Moved 3934.176 398.1056 439.1838 0.08820742 0.1316456
Moved 3934.207 417.8777 415.3958 0.133976 0.0704622
Moved 3934.238 433.2523 393.8468 0.1695655 0.01503807
Moved 3934.268 446.8779 373.2137 0.2011063 -0.03803065
Moved 3934.299 459.5038 354.8269 0.230333 -0.0853219
Moved 3934.33 469.0614 340.2515 0.252457 -0.1228101
Moved 3934.361 474.5579 330.8842 0.2651804 -0.1469029
Moved 3934.391 476 326.8754 0.2685185 -0.1572135
Stationary 3934.422 476 327 0.2685185 -0.1568931
Stationary 3934.453 476 327 0.2685185 -0.1568931
Stationary 3934.483 476 327 0.2685185 -0.1568931
Moved 3934.514 449.0706 362.3075 0.2061821 -0.06608162
Moved 3934.545 427.9236 400.8453 0.1572306 0.03303818
Moved 3934.576 411.8723 435.2811 0.1200747 0.1216076
Moved 3934.606 400.8932 458.7314 0.09466013 0.1819224
Moved 3934.637 386.0151 492.7637 0.06022026 0.2694539
Moved 3934.668 377.2353 519.5489 0.03989657 0.3383458
Moved 3934.698 366.7202 551.3987 0.01555612 0.4202642
Moved 3934.729 361.6712 570.6506 0.003868639 0.4697804
Moved 3934.76 358.4667 588.1334 -0.003549357 0.5147462
Moved 3934.791 355.5976 596.8047 -0.01019071 0.5370491
Moved 3934.822 355.0648 602.8705 -0.01142417 0.5526503
Moved 3934.852 355 608.7791 -0.01157408 0.5678473
Moved 3934.883 354.3588 612.6412 -0.01305843 0.5777808
Moved 3934.914 353 615.5164 -0.01620372 0.5851758
Moved 3934.944 351.9165 617 -0.01871189 0.5889916
Moved 3934.975 350.0478 619 -0.02303744 0.5941358
Moved 3935.006 345.3432 620.8284 -0.03392776 0.5988383
Moved 3935.037 339 621 -0.04861111 0.5992797
Moved 3935.067 328.0313 606.7891 -0.07400165 0.5627289
Moved 3935.098 311.4129 573.591 -0.1124701 0.477343
Moved 3935.129 294.0817 528.2779 -0.1525886 0.360797
Moved 3935.159 283.574 491.8699 -0.1769121 0.2671551
Moved 3935.19 277.3052 457.8312 -0.1914231 0.1796069
Moved 3935.221 271.7878 428.8776 -0.204195 0.1051377
Moved 3935.252 267.9199 406.5994 -0.2131485 0.04783779
Moved 3935.282 263.3789 388.6521 -0.22366 0.001677211
Moved 3935.313 259.5107 366.5746 -0.2326142 -0.05510652
Moved 3935.344 256.6431 352.2156 -0.239252 -0.09203796
Moved 3935.375 255.0918 344.2755 -0.242843 -0.1124602
Moved 3935.405 253.2635 337.527 -0.2470752 -0.1298174
Moved 3935.436 253 334.3983 -0.2476852 -0.1378645
Moved 3935.467 253 332.9608 -0.2476852 -0.1415618
Moved 3935.498 253 331.7744 -0.2476852 -0.1446132
Stationary 3935.528 253 331.7744 -0.2476852 -0.1446132
Moved 3935.559 267.1598 355.4697 -0.2149079 -0.0836684
Moved 3935.59 295.5 396.5 -0.1493056 0.02186214
Moved 3935.62 327.1973 442.1129 -0.07593209 0.1391791
Moved 3935.651 353.26 471.26 -0.01560181 0.214146
Moved 3935.682 373.4258 497.2344 0.03107816 0.2809526
Moved 3935.713 385.5104 510.8124 0.05905181 0.3158756
Moved 3935.743 392.5658 517.5658 0.07538378 0.3332453
Moved 3935.774 395.1556 520 0.08137882 0.3395061
Ended 3935.805 396 521 0.08333336 0.3420781
Candidates 3935.897 13 much nick click black mock bitch menu block knock luck church neck chuck
Began 3936.419 317 482 -0.09953702 0.2417695
Stationary 3936.45 317 482 -0.09953702 0.2417695
Moved 3936.481 337.2247 482 -0.05272065 0.2417695
Moved 3936.512 378.4764 482 0.04276941 0.2417695
Moved 3936.542 420.0329 482 0.138965 0.2417695
Moved 3936.573 457.1461 482 0.2248752 0.2417695
Moved 3936.604 481.236 482 0.2806389 0.2417695
Moved 3936.635 491.6561 482 0.3047594 0.2417695
Moved 3936.665 497.7838 489 0.3189439 0.2597736
Ended 3936.696 498 489 0.3194444 0.2597736
Accept 3936.758 0 much
Began 3937.618 322 402 -0.08796295 0.03600815
Stationary 3937.649 322 402 -0.08796295 0.03600815
Stationary 3937.679 322 402 -0.08796295 0.03600815
Stationary 3937.71 322 402 -0.08796295 0.03600815
Stationary 3937.741 322 402 -0.08796295 0.03600815
Stationary 3937.772 322 402 -0.08796295 0.03600815
Moved 3937.802 313.0873 415.738 -0.1085941 0.07134249
Moved 3937.833 308.4378 427.9055 -0.119357 0.1026375
Moved 3937.864 301.699 445.5536 -0.1349561 0.1480289
Moved 3937.895 297 468.5 -0.1458333 0.2070472
Moved 3937.925 293.9369 490.5048 -0.1529239 0.2636439
Moved 3937.956 294 506.6173 -0.1527778 0.3050856
Moved 3937.987 294 519.9226 -0.1527778 0.339307
Moved 3938.018 294 528.6655 -0.1527778 0.361794
Moved 3938.048 294 536.476 -0.1527778 0.3818826
Moved 3938.079 303.0699 545.1048 -0.1317827 0.404076
Moved 3938.11 305.9139 553.7418 -0.1251992 0.4262907
Moved 3938.14 309.4848 561.4543 -0.1169333 0.4461274
Moved 3938.171 313.7074 569.0612 -0.1071587 0.4656922
Moved 3938.202 320.687 574.458 -0.09100234 0.479573
Moved 3938.233 341.1923 577.8192 -0.04353628 0.488218
Moved 3938.263 381.5528 579 0.04989078 0.4912551
Moved 3938.294 418 579 0.1342593 0.4912551
Moved 3938.325 448.3961 567.9813 0.2046205 0.4629146
Moved 3938.356 469.8415 567.2317 0.2542627 0.4609867
Moved 3938.386 489.4905 562.5032 0.2997466 0.4488249
Moved 3938.417 501.8619 560 0.328384 0.4423867
Moved 3938.448 507.9827 559 0.3425526 0.4398148
Ended 3938.479 508.4621 557.5378 0.3436623 0.436054
Candidates 3938.571 13 to too top trip group tip you grip rip rio tp rp trio
Began 3939.124 312 488 -0.1111111 0.2572016
Stationary 3939.155 312 488 -0.1111111 0.2572016
Moved 3939.185 333.2356 488 -0.06195456 0.2572016
Moved 3939.216 374.5714 488 0.03372997 0.2572016
Moved 3939.247 409.8988 488 0.1155066 0.2572016
Moved 3939.278 445.5887 481.9879 0.1981219 0.2417384
Moved 3939.308 470.1775 478.2822 0.2550404 0.2322073
Moved 3939.339 493.1271 476.4104 0.3081645 0.227393
Ended 3939.37 496 476 0.3148148 0.2263374
Accept 3939.431 0 to
Began 3940.384 344 494 -0.03703703 0.2726337
Stationary 3940.415 344 494 -0.03703703 0.2726337
Stationary 3940.445 344 494 -0.03703703 0.2726337
Moved 3940.476 354.7407 494 -0.0121744 0.2726337
Moved 3940.507 366.434 494 0.01489341 0.2726337
Moved 3940.537 382.9587 494 0.05314519 0.2726337
Moved 3940.568 395.5805 494 0.0823622 0.2726337
Moved 3940.599 404.4468 494 0.1028861 0.2726337
Moved 3940.63 411.6966 502.6253 0.119668 0.2948181
Moved 3940.66 418.5233 502.5233 0.1354705 0.2945556
Moved 3940.691 421.3992 503 0.1421277 0.2957818
Moved 3940.722 422.6324 503 0.1449824 0.2957818
Moved 3940.753 424.5 503 0.1493056 0.2957818
Moved 3940.783 426.1257 503 0.1530688 0.2957818
Moved 3940.814 427 503 0.1550926 0.2957818
Moved 3940.845 428.5 503 0.1585648 0.2957818
Moved 3940.875 429 503 0.1597223 0.2957818
Stationary 3940.906 429 503 0.1597223 0.2957818
Stationary 3940.937 429 503 0.1597223 0.2957818
Moved 3940.968 408.2469 503 0.1116826 0.2957818
Moved 3940.998 378.334 497.4766 0.0424398 0.2815755
Moved 3941.029 340.8667 491.8848 -0.04429002 0.2671934
Moved 3941.06 309.0342 487.8621 -0.1179763 0.2568468
Moved 3941.091 282.2544 484.0363 -0.1799667 0.247007
Moved 3941.121 262.1556 482 -0.2264916 0.2417695
Moved 3941.152 246.7912 481 -0.2620574 0.2391974
Moved 3941.183 234.9898 481 -0.2893754 0.2391974
Moved 3941.214 222.6898 481 -0.3178478 0.2391974
Moved 3941.244 214.1568 481 -0.3376 0.2391974
Moved 3941.275 208.7733 481 -0.3500619 0.2391974
Moved 3941.306 203.292 481 -0.3627501 0.2391974
Moved 3941.336 197.5472 481 -0.3760481 0.2391974
Moved 3941.367 194.9082 481 -0.382157 0.2391974
Moved 3941.398 192.3969 481 -0.3879702 0.2391974
Moved 3941.429 190 489.4777 -0.3935185 0.2610023
Moved 3941.459 190 491.174 -0.3935185 0.265365
Moved 3941.49 190 493.1068 -0.3935185 0.2703362
Moved 3941.521 203.7019 493 -0.3618011 0.2700616
Moved 3941.552 224.9036 493 -0.3127231 0.2700616
Moved 3941.582 258.5451 476.1516 -0.2348492 0.2267273
Moved 3941.613 286.8541 460.5851 -0.1693192 0.18669
Moved 3941.644 309.8535 445.8599 -0.1160798 0.1488165
Moved 3941.675 319.5531 440.8268 -0.09362718 0.1358714
Moved 3941.705 338.5943 427.3747 -0.04955019 0.1012723
Moved 3941.736 355.1213 414.0389 -0.01129329 0.06697238
Moved 3941.767 371.1716 400.8571 0.02586007 0.03306852
Moved 3941.797 383.5784 389.4216 0.05457957 0.00365634
Moved 3941.828 394 381.5 0.07870366 -0.01671818
Moved 3941.859 405.2455 369.4431 0.104735 -0.04772861
Moved 3941.89 415.5363 360.4637 0.1285563 -0.07082393
Moved 3941.92 421.0331 354.9339 0.1412802 -0.08504663
Moved 3941.951 424.1087 351.8914 0.1483997 -0.0928721
Moved 3941.982 426 348.5797 0.1527777 -0.1013897
Moved 3942.012 428.2871 346.713 0.1580719 -0.106191
Moved 3942.043 428.7252 346 0.1590861 -0.1080248
Moved 3942.074 430.3181 343.6819 0.1627732 -0.1139868
Moved 3942.105 430 342.7969 0.162037 -0.1162633
Stationary 3942.135 430 342.7969 0.162037 -0.1162633
Moved 3942.166 412.9437 354.0375 0.1225548 -0.08735201
Moved 3942.197 389.1167 375.0074 0.06739973 -0.0334173
Moved 3942.228 366.2385 397.0103 0.01444091 0.02317448
Moved 3942.259 345.1122 417.2768 -0.03446241 0.07530036
Moved 3942.289 324.8562 439.2582 -0.0813513 0.1318368
Moved 3942.32 308.0663 456.9337 -0.120217 0.1772986
Moved 3942.351 292.9461 470.2115 -0.1552173 0.2114494
Moved 3942.381 277 484.5 -0.1921296 0.2481995
Moved 3942.412 264.9357 497.0643 -0.2200562 0.280515
Moved 3942.443 258.8611 505.2779 -0.234118 0.3016406
Moved 3942.474 254.0081 509.9919 -0.2453517 0.3137652
Moved 3942.504 253 513.0157 -0.2476852 0.3215423
Moved 3942.535 250.6242 517.7515 -0.2531847 0.333723
Moved 3942.566 247.7578 522.2421 -0.2598198 0.3452729
Moved 3942.596 247 529.2292 -0.2615741 0.3632438
Moved 3942.627 247 534.3665 -0.2615741 0.3764568
Moved 3942.658 275.6719 539 -0.1952039 0.3883744
Moved 3942.689 311.1004 539 -0.1131936 0.3883744
Moved 3942.719 347.6766 539 -0.02852629 0.3883744
Moved 3942.75 395.6007 531.16 0.08240898 0.3682097
Moved 3942.781 433.4608 526.5898 0.1700481 0.3564553
Moved 3942.812 461.7679 522.9588 0.2355738 0.3471161
Moved 3942.842 496.0826 517.8557 0.3150061 0.3339908
Moved 3942.873 517.5413 516.0656 0.364679 0.3293867
Moved 3942.904 538.004 514 0.4120462 0.324074
Moved 3942.934 552.5 513 0.4456018 0.321502
Moved 3942.965 561.437 512 0.4662892 0.31893
Moved 3942.996 567.0769 512 0.4793447 0.31893
Moved 3943.027 570.5 512 0.4872685 0.31893
Moved 3943.057 571 512 0.4884259 0.31893
Stationary 3943.088 571 512 0.4884259 0.31893
Moved 3943.119 536.7514 524.6133 0.4091467 0.3513715
Moved 3943.15 502.2543 533.1864 0.3292924 0.3734218
Moved 3943.18 461.8444 544.8821 0.2357509 0.4035032
Moved 3943.211 424.1126 555.4719 0.1484087 0.4307403
Moved 3943.242 393.3091 568.4764 0.07710437 0.4641881
Moved 3943.273 373.5488 576.7648 0.03136307 0.4855059
Moved 3943.303 351.4149 586.2925 -0.01987293 0.5100116
Moved 3943.334 332.8058 596.2776 -0.06294941 0.5356935
Moved 3943.365 317.9632 605.5276 -0.09730741 0.5594844
Moved 3943.396 306.9506 613.037 -0.1227995 0.5787988
Moved 3943.426 298.2447 619.7552 -0.1429521 0.5960782
Moved 3943.457 293.2556 624.4889 -0.154501 0.6082532
Moved 3943.488 292 630 -0.1574074 0.6224279
Ended 3943.519 292 632 -0.1574074 0.6275719
Candidates 3943.703 13 handle analogy meanwhile smaller handsome traveler envelope transport angle namely female enable about
Began 3944.195 361 511 0.002314846 0.3163579
Stationary 3944.225 361 511 0.002314846 0.3163579
Moved 3944.256 388.0922 511 0.06502827 0.3163579
Moved 3944.287 423.7683 499.728 0.1476118 0.2873661
Moved 3944.317 455.7242 498.364 0.2215839 0.2838578
Moved 3944.348 478.6025 496 0.2745428 0.2777777
Moved 3944.379 494.9382 495 0.312357 0.2752057
Moved 3944.41 500.9252 495 0.3262157 0.2752057
Ended 3944.44 505 495 0.3356481 0.2752057
Accept 3944.502 0 handle
Began 3944.994 250 495 -0.2546296 0.2752057
Stationary 3945.024 250 495 -0.2546296 0.2752057
Moved 3945.055 306.2537 495 -0.1244127 0.2752057
Moved 3945.086 400.0392 504.0012 0.09268343 0.2983568
Moved 3945.116 471.6884 506 0.258538 0.3034978
Moved 3945.147 566.035 498.1561 0.4769329 0.2833231
Moved 3945.178 588.1989 496.7201 0.5282381 0.2796298
Moved 3945.209 616.563 492.3193 0.5938958 0.268311
Moved 3945.239 635.0728 489.3854 0.6367425 0.260765
Moved 3945.27 646.4504 487.5165 0.6630796 0.2559582
Moved 3945.301 655.0433 484.6522 0.6829706 0.248591
Moved 3945.332 658.8976 484 0.6918925 0.2469135
Moved 3945.362 661.7668 482.2332 0.6985343 0.2423693
Moved 3945.393 664.6343 481.3657 0.7051719 0.2401382
Moved 3945.424 667.5 481 0.7118056 0.2391974
Ended 3945.455 670 480 0.7175926 0.2366254
PhraseEnd 3945.516
