the price of gas is high
Stationary 1164.031 259 314 -0.2337963 -0.1903292
Stationary 1164.061 259 314 -0.2337963 -0.1903292
Stationary 1164.092 259 314 -0.2337963 -0.1903292
Moved 1164.123 259 296.4969 -0.2337963 -0.2353473
Moved 1164.154 279.0959 250.8083 -0.1872781 -0.3528593
Moved 1164.184 289.7401 228.2047 -0.1626386 -0.4109961
Moved 1164.215 294.3595 217.0414 -0.1519456 -0.4397084
Moved 1164.246 301.3208 204.3585 -0.1358315 -0.4723289
Moved 1164.276 306.0617 194.9384 -0.1248572 -0.4965577
Moved 1164.307 309.4081 189.1838 -0.1171109 -0.5113585
Moved 1164.338 310 187.0685 -0.1157407 -0.5167992
Moved 1164.369 311.7746 184.2255 -0.1116329 -0.5241115
Moved 1164.399 312.6472 182.3528 -0.1096129 -0.528928
Moved 1164.43 313 181.478 -0.1087963 -0.5311778
Ended 1164.461 314 179.9196 -0.1064815 -0.5351864
Accept 1164.492 3 gas
Began 1164.829 312 224 -0.1111111 -0.4218107
Stationary 1164.86 312 224 -0.1111111 -0.4218107
Moved 1164.891 327.7044 242.9479 -0.07475838 -0.3730764
Moved 1164.922 371.7592 286.8691 0.02722045 -0.2601103
Moved 1164.952 416.1255 327.5074 0.1299201 -0.155588
Moved 1164.983 444.43 352.9399 0.1954398 -0.09017512
Moved 1165.014 463.4538 367.7527 0.2394765 -0.05207627
Moved 1165.044 482.3655 381.9103 0.2832535 -0.01566279
Moved 1165.075 490.5957 388.5956 0.3023048 0.001532001
Moved 1165.106 493 391 0.3078704 0.007715971
Moved 1165.137 493 392.2736 0.3078704 0.01099182
Moved 1165.167 464.187 392 0.2411735 0.01028803
Moved 1165.198 402.8112 372.2433 0.09909988 -0.04052645
Moved 1165.229 350.3612 348.1806 -0.02231201 -0.1024161
Moved 1165.26 305.8227 321.9942 -0.1254105 -0.169768
Moved 1165.29 279.1086 302.1086 -0.1872486 -0.2209142
Moved 1165.321 263.9224 288.4418 -0.2224019 -0.2560655
Moved 1165.352 256.2884 282.2404 -0.2400731 -0.2720155
Moved 1165.382 239.2219 266.2219 -0.279579 -0.3132153
Moved 1165.413 235.2432 263.2432 -0.2887888 -0.3208765
Moved 1165.444 227.2498 256.2498 -0.3072922 -0.3388638
Moved 1165.475 220.7447 248.7446 -0.3223503 -0.3581672
Moved 1165.505 216.6999 244.35 -0.3317132 -0.3694703
Moved 1165.536 212.4181 238.4181 -0.3416248 -0.3847272
Ended 1165.567 211 237 -0.3449074 -0.3883744
Candidates 1165.659 13 is or our his good its god of if how per hours press
Began 1166.181 267 258 -0.2152778 -0.3343622
Stationary 1166.212 267 258 -0.2152778 -0.3343622
Moved 1166.243 297.6113 268.4395 -0.1444184 -0.3075117
Moved 1166.273 328.1759 275.0195 -0.07366697 -0.2905876
Moved 1166.304 340.3545 277 -0.04547571 -0.2854939
Moved 1166.335 347.9207 278 -0.02796138 -0.2829219
Moved 1166.365 352.337 279.337 -0.01773834 -0.2794829
Moved 1166.396 355.2049 279 -0.01109978 -0.2803498
Moved 1166.427 358.5072 279 -0.003455629 -0.2803498
Ended 1166.458 360 279 0 -0.2803498
Accept 1166.55 0 is
Began 1166.857 346 270 -0.03240739 -0.303498
Stationary 1166.888 346 270 -0.03240739 -0.303498
Stationary 1166.918 346 270 -0.03240739 -0.303498
Moved 1166.949 371.7175 293.7175 0.02712379 -0.2424963
Moved 1166.98 393.1864 310.1553 0.07682035 -0.2002178
Moved 1167.011 413.2364 328.3318 0.1232323 -0.1534677
Moved 1167.041 436.2267 348.67 0.1764506 -0.1011576
Moved 1167.072 454.2589 365.2589 0.2181919 -0.05849053
Moved 1167.103 465.7813 377.9767 0.2448642 -0.02578013
Moved 1167.133 474.2062 385.2062 0.2643662 -0.007185837
Moved 1167.164 480.3899 391.3899 0.2786804 0.00871878
Moved 1167.195 484 394.4567 0.287037 0.01660669
Moved 1167.226 485 397.3312 0.2893518 0.02400006
Moved 1167.256 486 398.5 0.2916667 0.02700609
Moved 1167.287 487.3172 399.3172 0.2947157 0.02910798
Stationary 1167.318 487 399 0.2939814 0.02829214
Moved 1167.349 483.3775 399 0.2855959 0.02829214
Moved 1167.379 464.2368 385.0526 0.241289 -0.007580808
Moved 1167.41 431.9632 367.6669 0.1665816 -0.05229722
Moved 1167.441 387.025 334.6216 0.06255785 -0.13729
Moved 1167.471 342.9648 297.6354 -0.03943324 -0.2324193
Moved 1167.502 324.2387 279.1119 -0.08278072 -0.2800621
Moved 1167.533 310.7915 264.7915 -0.1139085 -0.3168943
Moved 1167.564 303.2834 257.6417 -0.1312884 -0.3352837
Moved 1167.594 301.0722 255.0723 -0.1364069 -0.3418924
Moved 1167.625 300 253 -0.1388889 -0.3472223
Stationary 1167.656 300 253 -0.1388889 -0.3472223
Moved 1167.687 300 252 -0.1388889 -0.3497943
Stationary 1167.717 300 252 -0.1388889 -0.3497943
Moved 1167.748 334.7747 265.9099 -0.05839194 -0.314018
Moved 1167.779 358.7639 275.3819 -0.00286147 -0.2896557
Moved 1167.809 375.1259 282.6755 0.03501356 -0.2708965
Moved 1167.84 386.1561 287.5781 0.0605466 -0.2582869
Moved 1167.871 397.9839 293.9839 0.08792569 -0.2418111
Moved 1167.901 405.0583 298.5292 0.1043017 -0.2301205
Moved 1167.932 410.8061 301.403 0.1176066 -0.2227289
Moved 1167.963 416.7861 306.8396 0.1314493 -0.208746
Ended 1167.994 417 307 0.1319444 -0.2083334
Candidates 1168.086 13 high of off if going hugh oak disk forth ugh org logo polish
Began 1168.577 365 313 0.01157403 -0.1929013
Stationary 1168.608 365 313 0.01157403 -0.1929013
Moved 1168.639 376.0106 313 0.03706147 -0.1929013
Moved 1168.67 399.8037 313 0.09213825 -0.1929013
Moved 1168.7 419.8754 321.8754 0.1386004 -0.1700736
Moved 1168.731 432.9709 322.2427 0.168914 -0.1691288
Moved 1168.762 439.2103 322 0.1833572 -0.1697531
Ended 1168.792 442 322 0.1898148 -0.1697531
Accept 1168.854 0 high
Began 1169.161 289 263 -0.1643519 -0.3215021
Stationary 1169.192 289 263 -0.1643519 -0.3215021
Moved 1169.223 318.3941 263 -0.09630993 -0.3215021
Moved 1169.253 348.7874 276.2586 -0.02595519 -0.2874008
Moved 1169.284 386.5066 284.0844 0.06135781 -0.2672727
Moved 1169.315 423.9371 287.4114 0.1480026 -0.2587155
Moved 1169.345 451.5332 289 0.2118824 -0.2546296
Moved 1169.376 476.7959 289 0.2703608 -0.2546296
Moved 1169.407 498.1067 289 0.3196913 -0.2546296
Moved 1169.438 509.3958 289 0.3458236 -0.2546296
Moved 1169.468 517.4321 289 0.3644262 -0.2546296
Moved 1169.499 521.0157 289 0.3727216 -0.2546296
Moved 1169.53 523.8801 289 0.379352 -0.2546296
Moved 1169.56 526.7543 289 0.3860054 -0.2546296
Moved 1169.591 528.1093 289 0.3891419 -0.2546296
Moved 1169.622 529.374 289 0.3920693 -0.2546296
Moved 1169.653 530.2842 289 0.3941765 -0.2546296
Moved 1169.683 531.1459 289 0.396171 -0.2546296
Moved 1169.714 532.0988 289 0.3983769 -0.2546296
Ended 1169.745 532.0988 289 0.3983769 -0.2546296
PhraseEnd 1169.837
