I want to hold your hand
Stationary 605.7585 328 358 -0.07407407 -0.07716057
Stationary 605.7892 328 358 -0.07407407 -0.07716057
Stationary 605.8199 328 358 -0.07407407 -0.07716057
Stationary 605.8507 328 358 -0.07407407 -0.07716057
Stationary 605.8814 328 358 -0.07407407 -0.07716057
Moved 605.9121 361.2513 394.2513 0.002896587 0.01607848
Moved 605.9428 397.1553 433.2837 0.08600762 0.1164703
Moved 605.9736 434.0847 472.0847 0.1714925 0.2162672
Moved 606.0043 452.3755 492.3755 0.2138322 0.2684554
Moved 606.035 466.7456 506.7456 0.2470964 0.3054156
Moved 606.0657 471.0632 512.0843 0.2570908 0.3191467
Moved 606.0964 479.8153 518 0.2773502 0.3343621
Moved 606.1273 480.5 518 0.2789353 0.3343621
Moved 606.1579 481.1911 518 0.2805349 0.3343621
Moved 606.1887 482.9416 518 0.2845871 0.3343621
Moved 606.2194 494.9033 472.8384 0.3122762 0.2182058
Moved 606.2501 505.172 434.3119 0.3360463 0.1191149
Moved 606.2808 512.1962 405.6172 0.3523059 0.04531161
Moved 606.3115 516.7581 386.8466 0.362866 -0.002966555
Moved 606.3423 520.4071 366.1505 0.3713127 -0.05619755
Moved 606.3729 522 353.1441 0.375 -0.08965001
Moved 606.4037 522 344.4492 0.375 -0.1120133
Moved 606.4344 522 336.6553 0.375 -0.1320593
Moved 606.4651 504.2997 324.3123 0.334027 -0.1638058
Moved 606.4958 459.9445 321 0.231353 -0.1723252
Moved 606.5266 387.4323 332.7136 0.0635008 -0.1421977
Moved 606.5573 331.4688 346.8828 -0.06604443 -0.1057541
Moved 606.5881 286.8947 361.5395 -0.1692253 -0.06805694
Moved 606.6188 262.4794 368.4453 -0.2257421 -0.05029521
Moved 606.6495 245.0748 373.3851 -0.2660307 -0.03758984
Moved 606.6802 234.9309 377.6897 -0.2895117 -0.02651834
Moved 606.7109 227.6989 379 -0.3062525 -0.02314815
Ended 606.7417 224 380 -0.3148148 -0.02057613
Candidates 606.926 13 find hills gonna finds dolls fond holds hold films comes fold gold folks
Began 607.2947 371 394 0.025463 0.01543206
Moved 607.3254 397.1524 402.7175 0.08600096 0.03785357
Moved 607.3561 423.8935 408.9882 0.1479016 0.05398177
Moved 607.3868 436.6452 410 0.1774195 0.05658428
Moved 607.4175 442.627 411 0.1912661 0.05915629
Moved 607.4483 447.7474 411 0.203119 0.05915629
Moved 607.479 450 411 0.2083333 0.05915629
Moved 607.5097 452.492 411 0.2141018 0.05915629
Moved 607.5404 453 411 0.2152778 0.05915629
Stationary 607.5712 453 411 0.2152778 0.05915629
Moved 607.6019 454 411 0.2175926 0.05915629
Stationary 607.6326 454 411 0.2175926 0.05915629
Moved 607.6633 454 403.3165 0.2175926 0.03939409
Moved 607.6941 443.2783 397.2783 0.1927738 0.02386395
Moved 607.7248 433.7982 391.5986 0.1708291 0.009255663
Moved 607.7554 424.9286 383.9286 0.1502977 -0.01047166
Moved 607.7862 411.9005 376.5204 0.12014 -0.02952583
Moved 607.817 400.3113 369.6556 0.09331317 -0.04718207
Moved 607.8477 392.7921 365.5281 0.07590771 -0.05779823
Moved 607.8784 387.4101 363 0.06344935 -0.06430049
Moved 607.9091 384.6012 360.6012 0.05694727 -0.07047025
Moved 607.9398 382.9596 359.9597 0.05314728 -0.0721203
Moved 607.9705 381.3619 360 0.04944881 -0.07201654
Moved 608.0013 379.9156 360 0.04610091 -0.07201654
Moved 608.032 378.8081 360 0.04353732 -0.07201654
Moved 608.0627 377.6669 360 0.04089564 -0.07201654
Moved 608.0934 376.8168 360 0.03892769 -0.07201654
Moved 608.1242 377 372.2201 0.03935188 -0.04058626
Moved 608.1549 377 376.5369 0.03935188 -0.02948321
Moved 608.1856 376 381.7346 0.03703703 -0.01611474
Moved 608.2163 376 385.9316 0.03703703 -0.005319972
Moved 608.2471 376 389.0262 0.03703703 0.002639519
Moved 608.2778 376 392.4932 0.03703703 0.01155653
Moved 608.3085 376 395.871 0.03703703 0.02024423
Moved 608.3393 376 398.4314 0.03703703 0.02682968
Moved 608.3699 376 401.981 0.03703703 0.03595933
Moved 608.4007 376 404.1911 0.03703703 0.04164374
Moved 608.4315 376 406.8011 0.03703703 0.04835682
Moved 608.4622 376 408.181 0.03703703 0.05190566
Moved 608.4929 376 409.5 0.03703703 0.05529835
Stationary 608.5236 376 409.5 0.03703703 0.05529835
Stationary 608.5543 376 409.5 0.03703703 0.05529835
Moved 608.585 376 410.1052 0.03703703 0.0568548
Stationary 608.6157 376 410.1052 0.03703703 0.0568548
Moved 608.6464 374.9842 410 0.03468553 0.05658428
Moved 608.6772 375 411.5 0.03472219 0.06044234
Ended 608.7079 375 411.5 0.03472219 0.06044234
NextCandidatePanel 608.8
Began 610.3669 409 394 0.113426 0.01543206
Moved 610.3976 421.3131 376.9511 0.1419284 -0.028418
Moved 610.4283 440.5 346 0.1863426 -0.1080248
Moved 610.459 454.3157 320.3054 0.2183235 -0.1741117
Moved 610.4898 459.4707 308.8231 0.2302563 -0.2036442
Moved 610.5205 462 301.2586 0.2361111 -0.2231004
Ended 610.5513 462 301 0.2361111 -0.2237656
Accept 610.6127 7 hold
Began 611.4422 351 518 -0.02083332 0.3343621
Stationary 611.473 351 518 -0.02083332 0.3343621
Stationary 611.5037 351 518 -0.02083332 0.3343621
Stationary 611.5344 351 518 -0.02083332 0.3343621
Stationary 611.565 351 518 -0.02083332 0.3343621
Moved 611.5958 368.4827 518 0.01963586 0.3343621
Moved 611.6266 413 518 0.1226852 0.3343621
Moved 611.6573 464.3858 518 0.2416338 0.3343621
Moved 611.688 497.5 518 0.318287 0.3343621
Moved 611.7188 528.9395 510.0403 0.3910637 0.3138897
Moved 611.7494 544.7435 505.4513 0.4276471 0.3020865
Moved 611.7802 554.3273 502.8909 0.4498318 0.2955011
Moved 611.8109 560 500.5 0.462963 0.2893518
Moved 611.8416 562 499.1021 0.4675925 0.2857563
Moved 611.8723 563.176 499 0.4703147 0.2854938
Stationary 611.903 563 499 0.4699074 0.2854938
Moved 611.9338 531 499 0.3958333 0.2854938
Moved 611.9645 459.6163 499 0.2305932 0.2854938
Moved 611.9952 422.5812 499 0.1448638 0.2854938
Moved 612.026 406.5864 499 0.1078389 0.2854938
Moved 612.0567 379 499 0.04398147 0.2854938
Moved 612.0874 358.2065 497 -0.004151662 0.2803498
Moved 612.1181 339.2179 497 -0.04810681 0.2803498
Moved 612.1488 327.832 497 -0.07446303 0.2803498
Moved 612.1795 318.853 497 -0.09524763 0.2803498
Moved 612.2103 311.0551 497 -0.1132983 0.2803498
Moved 612.241 305.6256 497 -0.1258666 0.2803498
Ended 612.2717 305 497 -0.1273148 0.2803498
Candidates 612.3639 13 your type tour you rope route for report toy hope role root utility
Began 612.7941 394 421 0.07870366 0.08487643
Moved 612.8248 407.0964 421 0.1090195 0.08487643
Moved 612.8555 439.464 429.456 0.1839444 0.1066254
Moved 612.8862 467.824 432.2824 0.2495926 0.113895
Moved 612.9169 485.5137 433 0.2905411 0.1157406
Moved 612.9476 497.3775 433 0.3180035 0.1157406
Ended 612.9783 501.1216 433 0.3266705 0.1157406
Accept 613.0398 0 your
Began 613.6542 399 397 0.09027779 0.02314815
Stationary 613.685 399 397 0.09027779 0.02314815
Stationary 613.7158 399 397 0.09027779 0.02314815
Stationary 613.7464 399 397 0.09027779 0.02314815
Stationary 613.7772 399 397 0.09027779 0.02314815
Moved 613.8079 390.5775 397 0.07078131 0.02314815
Moved 613.8386 385.6112 397 0.05928526 0.02314815
Moved 613.8693 376.1612 397 0.03741006 0.02314815
Moved 613.9001 351.9287 397 -0.01868347 0.02314815
Moved 613.9307 311.2241 390 -0.1129071 0.005143954
Moved 613.9615 269.7266 390 -0.2089662 0.005143954
Moved 613.9922 228.5839 390 -0.3042039 0.005143954
Moved 614.0229 194.7298 390 -0.3825698 0.005143954
Moved 614.0537 173.2464 397 -0.4322999 0.02314815
Moved 614.0844 161.3075 397 -0.4599364 0.02314815
Moved 614.1151 156.5754 397 -0.4708903 0.02314815
Moved 614.1458 154.0141 397 -0.4768192 0.02314815
Moved 614.1765 151.4654 397 -0.482719 0.02314815
Moved 614.2073 150.5 397 -0.4849537 0.02314815
Moved 614.238 164.0766 397 -0.4535263 0.02314815
Moved 614.2687 221.2529 387.4919 -0.3211738 -0.001306808
Moved 614.2994 302.7555 368.1625 -0.1325104 -0.05102251
Moved 614.3301 346.0839 345.5726 -0.03221313 -0.109124
Moved 614.3609 379.8635 326.5797 0.04598022 -0.1579741
Moved 614.3916 398.3849 314.0339 0.08885403 -0.190242
Moved 614.4224 415.6099 300.6584 0.1287266 -0.224644
Moved 614.4531 430.2881 291.5339 0.1627039 -0.2481124
Moved 614.4838 439.1576 285.2283 0.1832351 -0.2643306
Moved 614.5145 442.6491 282.3509 0.1913174 -0.2717313
Moved 614.5452 444 281 0.1944444 -0.2752058
Stationary 614.576 444 281 0.1944444 -0.2752058
Stationary 614.6067 444 281 0.1944444 -0.2752058
Moved 614.6375 435.6185 281 0.1750427 -0.2752058
Moved 614.6681 424.0934 288.7051 0.1483644 -0.255388
Moved 614.6989 390.0738 308.6236 0.06961534 -0.2041575
Moved 614.7296 359.3651 329.8242 -0.001469801 -0.1496291
Moved 614.7603 339.0783 347.9217 -0.04842987 -0.1030821
Moved 614.791 322.7073 362.2439 -0.0863256 -0.0662452
Moved 614.8217 312.1747 371.8254 -0.1107068 -0.04160147
Moved 614.8525 303.5532 380.5958 -0.1306639 -0.01904382
Moved 614.8832 299.3956 384.6044 -0.140288 -0.008733655
Ended 614.9139 299 387 -0.1412037 -0.002572055
Candidates 614.9754 13 hand hands hang gang kansas band dreams fans gamma bang land lands grams
Began 615.4669 344 380 -0.03703703 -0.02057613
Moved 615.4977 361.721 380 0.003983875 -0.02057613
Moved 615.5284 408.533 388.9228 0.1123448 0.002373432
Moved 615.559 438.2239 390 0.1810739 0.005143954
Moved 615.5898 452.525 390 0.2141782 0.005143954
Moved 615.6205 459.5409 390 0.2304188 0.005143954
Moved 615.6512 466.4736 390 0.2464667 0.005143954
Ended 615.6819 468.5 390 0.2511574 0.005143954
Accept 615.7435 0 hand
Began 616.3579 667 441 0.7106481 0.1363167
Moved 616.3885 678.9504 441 0.7383112 0.1363167
Moved 616.4193 692 441 0.7685186 0.1363167
Ended 616.45 692 441 0.7685186 0.1363167
PhraseEnd 616.5115
