watch out for low flying objects
watch out for low flying objects
FixStart
List

0.6 0.6
432 388.8
Began 2321.995 422 417 0.1435185 0.0745884
Moved 2322.026 403.4085 417 0.1004827 0.0745884
Moved 2322.057 361.5663 426.6461 0.003625751 0.09939817
Moved 2322.087 324.997 443.1445 -0.08102535 0.1418326
Moved 2322.118 295.2903 460.061 -0.149791 0.1853419
Moved 2322.149 277.5163 469.5934 -0.1909344 0.2098595
Moved 2322.179 266.5103 478.4897 -0.2164114 0.2327411
Moved 2322.21 260.6169 484.3831 -0.2300535 0.2478989
Moved 2322.241 256.4384 490.1232 -0.2397259 0.2626624
Moved 2322.272 256 494.4323 -0.2407407 0.2737454
Moved 2322.302 256 496 -0.2407407 0.2777777
Moved 2322.333 256 497.2707 -0.2407407 0.2810459
Stationary 2322.364 256 497 -0.2407407 0.2803498
Moved 2322.395 267.7817 476.4366 -0.2134683 0.2274603
Moved 2322.425 277.2232 449.033 -0.191613 0.1569777
Moved 2322.456 284.9714 410.1716 -0.1736773 0.05702572
Moved 2322.487 288.8532 380.468 -0.1646917 -0.01937246
Moved 2322.518 290.7335 357.8655 -0.1603391 -0.07750641
Moved 2322.548 293.2583 344.7086 -0.1544947 -0.1113464
Moved 2322.579 295 337.7662 -0.150463 -0.1292022
Moved 2322.61 296.989 336 -0.1458589 -0.1337449
Moved 2322.641 303.3245 341.3192 -0.1311934 -0.1200639
Moved 2322.671 322.8879 371.4799 -0.08590753 -0.04249008
Moved 2322.702 342.7874 407.2769 -0.03984401 0.0495805
Moved 2322.733 362.2246 445.9244 0.005149444 0.1489824
Moved 2322.763 382.5885 476.7798 0.05228817 0.2283432
Moved 2322.794 406.9804 513.9771 0.108751 0.3240152
Moved 2322.825 414.1565 522.5878 0.1253623 0.346162
Moved 2322.856 432.8552 543.1644 0.1686464 0.3990854
Moved 2322.886 443.4377 554.2502 0.1931428 0.4275983
Moved 2322.917 449.6841 560.3683 0.2076022 0.443334
Moved 2322.948 452 562 0.2129629 0.4475308
Moved 2322.979 453.0458 562 0.2153839 0.4475308
Moved 2323.009 434.1424 497.4144 0.171626 0.2814155
Moved 2323.04 402.8615 402.8716 0.09921651 0.03825003
Moved 2323.071 389.2949 341.9171 0.0678123 -0.1185262
Moved 2323.102 385.5043 322.5215 0.05903771 -0.1684117
Moved 2323.132 381.8869 298.2081 0.05066405 -0.2309463
Moved 2323.163 380 278.0404 0.04629632 -0.282818
Moved 2323.194 378 258.689 0.04166663 -0.3325902
Moved 2323.224 375.5682 242.8411 0.03603756 -0.3733512
Moved 2323.255 373.6958 229.4789 0.03170321 -0.407719
Moved 2323.286 373 219.4625 0.0300926 -0.4334812
Moved 2323.317 373 214.2791 0.0300926 -0.4468131
Moved 2323.347 373 211.4056 0.0300926 -0.4542036
Moved 2323.378 373 209.5378 0.0300926 -0.4590077
Stationary 2323.409 373 210 0.0300926 -0.457819
Moved 2323.44 389.4078 237.5195 0.06807357 -0.3870382
Moved 2323.47 401.8961 281.5844 0.09698173 -0.2737027
Moved 2323.501 415.942 325.6494 0.1294955 -0.160367
Moved 2323.532 426.3746 352.9366 0.153645 -0.09018376
Moved 2323.563 440.0086 380.0229 0.1852051 -0.02051726
Moved 2323.593 448.6497 394.5328 0.2052076 0.01680256
Moved 2323.624 455.506 404.506 0.2210788 0.04245373
Moved 2323.655 462.8181 411.5453 0.2380047 0.06055894
Moved 2323.686 468.2888 417.2888 0.2506686 0.07533124
Moved 2323.716 471.0191 420 0.2569886 0.08230445
Moved 2323.747 474.0532 423.0532 0.264012 0.09015723
Ended 2323.778 475 424 0.2662037 0.09259254
Candidates 2323.901 13 such search watch switch which suck arch hatch quick stuck frederick agency stretch
Began 2324.27 572 479 0.4907407 0.2340534
Stationary 2324.3 572 479 0.4907407 0.2340534
Stationary 2324.331 572 479 0.4907407 0.2340534
Stationary 2324.362 572 479 0.4907407 0.2340534
Stationary 2324.392 572 479 0.4907407 0.2340534
Stationary 2324.423 572 479 0.4907407 0.2340534
Stationary 2324.454 572 479 0.4907407 0.2340534
Stationary 2324.485 572 479 0.4907407 0.2340534
Stationary 2324.515 572 479 0.4907407 0.2340534
Stationary 2324.546 572 479 0.4907407 0.2340534
Stationary 2324.577 572 479 0.4907407 0.2340534
Stationary 2324.608 572 479 0.4907407 0.2340534
Stationary 2324.638 572 479 0.4907407 0.2340534
Moved 2324.669 559.0051 484.3198 0.4606599 0.2477362
Moved 2324.7 551.5776 492.4224 0.4434667 0.268576
Moved 2324.73 541.781 504.219 0.4207893 0.298917
Moved 2324.761 533.1926 513.8074 0.4009086 0.3235787
Moved 2324.792 527.3855 522.6145 0.3874664 0.3462307
Moved 2324.823 522.2557 531.4886 0.3755918 0.3690551
Moved 2324.854 516.5106 543.2235 0.3622929 0.3992373
Moved 2324.884 513.8822 552.4711 0.3562088 0.4230222
Moved 2324.915 512 561.2389 0.3518519 0.4455732
Moved 2324.946 512 568.0764 0.3518519 0.4631593
Moved 2324.977 512 573.7972 0.3518519 0.4778733
Moved 2325.007 523.8167 579.5445 0.3792053 0.4926555
Moved 2325.038 534.8741 585.5497 0.4048012 0.5081009
Moved 2325.069 547.2682 591.3073 0.4334912 0.5229095
Moved 2325.099 561.6182 600.0945 0.4667087 0.5455105
Moved 2325.13 574.9865 610.5892 0.4976538 0.5725029
Moved 2325.161 585.7286 620.7828 0.5225198 0.5987212
Moved 2325.192 597.2734 632.2734 0.5492441 0.6282752
Moved 2325.222 606.0775 645.4625 0.5696237 0.6621976
Moved 2325.253 611.3242 653.4862 0.5817689 0.6828347
Moved 2325.284 615.0903 660.1806 0.5904869 0.7000528
Moved 2325.314 617 663.9554 0.5949074 0.7097619
Moved 2325.345 618.8369 666.8369 0.5991594 0.7171729
Moved 2325.376 619 668 0.599537 0.7201646
Moved 2325.407 620 670.282 0.6018518 0.7260338
Moved 2325.438 621 672.0749 0.6041667 0.7306452
Moved 2325.468 621.7668 672.7668 0.6059418 0.732425
Stationary 2325.499 622 673 0.6064814 0.7330247
Moved 2325.53 623.2201 674 0.6093058 0.7355967
Moved 2325.56 623 675 0.6087962 0.7381686
Moved 2325.591 624.5 676 0.6122685 0.7407405
Moved 2325.622 624 677 0.6111112 0.7433126
Moved 2325.653 624 678.1227 0.6111112 0.7462003
Moved 2325.683 624 679.2487 0.6111112 0.7490965
Moved 2325.714 625.2242 680.2242 0.6139451 0.7516053
Moved 2325.745 625 681.1973 0.613426 0.7541082
Moved 2325.776 625 684.7056 0.613426 0.7631317
Moved 2325.806 625 687.1663 0.613426 0.7694605
Moved 2325.837 625 689.0959 0.613426 0.7744235
Moved 2325.868 618.0997 690 0.5974529 0.7767489
Ended 2325.898 618 690 0.5972223 0.7767489
Expand 2325.898
Accept 2325.96 2 watch
Began 2326.421 437 382 0.1782407 -0.01543218
Stationary 2326.452 437 382 0.1782407 -0.01543218
Moved 2326.482 448.1343 395.1587 0.2040146 0.01841223
