a subject one can really enjoy
a subject one can really enjoy
FixStart
List

0.6 0.6
432 388.8
Began 999.7602 515 302 0.3587963 -0.2211935
Stationary 999.791 515 302 0.3587963 -0.2211935
Moved 999.8217 493.3465 310.6282 0.3086725 -0.1990017
Moved 999.8525 463.0407 312 0.2385201 -0.1954732
Moved 999.8832 423.9801 297.6813 0.148102 -0.2323013
Moved 999.9139 396.5761 294 0.08466691 -0.2417696
Moved 999.9446 374.3295 294 0.03317008 -0.2417696
Moved 999.9753 361 294 0.002314846 -0.2417696
Moved 1000.006 347.9276 294 -0.02794529 -0.2417696
Moved 1000.037 336.7228 294 -0.0538823 -0.2417696
Moved 1000.068 328.0995 294 -0.07384384 -0.2417696
Moved 1000.098 322.3004 294 -0.08726761 -0.2417696
Moved 1000.129 315.291 294 -0.103493 -0.2417696
Moved 1000.16 312.7775 294 -0.1093113 -0.2417696
Moved 1000.191 309.903 294 -0.1159653 -0.2417696
Moved 1000.221 308.7258 294 -0.1186903 -0.2417696
Moved 1000.252 307.9606 294 -0.1204616 -0.2417696
Ended 1000.283 308 294 -0.1203704 -0.2417696
Candidates 1000.344 13 a as add sa da aa gas ga aaa fda ass s faa
Began 1000.805 462 275 0.2361111 -0.2906379
Stationary 1000.836 462 275 0.2361111 -0.2906379
Moved 1000.867 453.9358 275 0.2174439 -0.2906379
Moved 1000.897 435.2682 275 0.1742319 -0.2906379
Moved 1000.928 414.4574 275 0.1260588 -0.2906379
Moved 1000.959 396.048 282 0.08344452 -0.2726338
Moved 1000.99 381.0553 283 0.04873902 -0.2700618
Moved 1001.02 368.0208 285 0.01856655 -0.2649178
Moved 1001.051 357.1062 286 -0.006698618 -0.2623458
Moved 1001.082 349.3155 288 -0.02473265 -0.2572017
Moved 1001.112 343.2402 289.8799 -0.03879582 -0.2523666
Moved 1001.143 339.2443 290.7557 -0.04804561 -0.250114
Moved 1001.174 336.3734 291 -0.05469109 -0.2494857
Moved 1001.205 335 292.4937 -0.05787035 -0.2456438
Moved 1001.235 333 292 -0.06249999 -0.2469136
Moved 1001.266 331.1315 292 -0.06682515 -0.2469136
Moved 1001.297 330 293 -0.06944443 -0.2443416
Moved 1001.328 330 294.2169 -0.06944443 -0.2412119
Moved 1001.358 330 299.4715 -0.06944443 -0.2276968
Moved 1001.389 345.1599 314.1599 -0.03435219 -0.1899181
Moved 1001.42 360.5031 332.4036 0.001164476 -0.1429948
Moved 1001.451 375.9294 346.5109 0.03687352 -0.1067109
Moved 1001.481 390.4773 360.1818 0.07054925 -0.07154889
Moved 1001.512 403.6816 371.5112 0.1011149 -0.04240946
Moved 1001.543 417.9861 383.1888 0.134227 -0.01237438
Moved 1001.573 431.425 394.425 0.1653355 0.01652506
Moved 1001.604 441.4453 403.4453 0.1885308 0.0397256
Moved 1001.635 450.063 409.7086 0.2084791 0.05583488
Moved 1001.666 456.6722 413.8907 0.2237783 0.06659139
Moved 1001.696 462.5292 417.7646 0.2373362 0.07655492
Moved 1001.727 468.2707 419.6354 0.2506266 0.08136667
Moved 1001.758 472.4964 420 0.2604083 0.08230445
Moved 1001.789 477.0006 420 0.2708347 0.08230445
Moved 1001.819 483.6322 406.7357 0.2861855 0.04818834
Moved 1001.85 486 383.535 0.2916667 -0.01148404
Moved 1001.881 486 356.7355 0.2916667 -0.08041279
Moved 1001.912 473.483 311.0704 0.2626922 -0.1978641
Moved 1001.942 465.9387 281.6935 0.2452285 -0.273422
Moved 1001.973 461.1823 251.8201 0.2342181 -0.350257
Moved 1002.004 458.5714 231.1431 0.2281746 -0.4034386
Moved 1002.034 458 211.8744 0.2268519 -0.452998
Moved 1002.065 457 195.189 0.2245371 -0.4959131
Moved 1002.096 457 182.0155 0.2245371 -0.5297956
Moved 1002.127 457 171.7927 0.2245371 -0.5560887
Moved 1002.157 457 162.1654 0.2245371 -0.5808504
Moved 1002.188 457 153.0021 0.2245371 -0.6044185
Moved 1002.219 457 147.2393 0.2245371 -0.6192406
Moved 1002.25 457 142.4939 0.2245371 -0.6314458
Moved 1002.28 457 139.3846 0.2245371 -0.6394429
Moved 1002.311 457 137.9436 0.2245371 -0.6431493
Moved 1002.342 457 136.7711 0.2245371 -0.6461648
Moved 1002.372 462.9886 150.9886 0.2383995 -0.6095971
Moved 1002.403 477.6218 182.9679 0.2722726 -0.527346
Moved 1002.434 493.2123 210.4246 0.3083618 -0.456727
Moved 1002.465 509.7674 231.9209 0.3466839 -0.4014381
Moved 1002.495 525.0483 251.0483 0.3820562 -0.3522419
Moved 1002.526 535.6797 263.6797 0.4066659 -0.3197539
Moved 1002.557 543.1834 272.5779 0.4240357 -0.2968675
Moved 1002.588 549.5405 279.8107 0.438751 -0.2782648
Moved 1002.618 552.1369 284.1369 0.4447613 -0.2671377
Moved 1002.649 553 287.7815 0.4467593 -0.2577637
Moved 1002.68 553 293.7761 0.4467593 -0.2423456
Moved 1002.711 538.5165 306.2417 0.4132328 -0.2102838
Moved 1002.741 515.0517 322.6379 0.3589159 -0.1681124
Moved 1002.772 490.4131 328.7173 0.3018823 -0.152476
Moved 1002.803 461.1319 337.934 0.2341017 -0.1287705
Moved 1002.833 435.1565 352.0272 0.1739733 -0.09252281
Moved 1002.864 416.1269 362.4365 0.1299234 -0.06574976
Moved 1002.895 400.0758 369.9697 0.09276797 -0.04637431
Moved 1002.926 388.5744 374.8564 0.06614447 -0.03380567
Moved 1002.956 380.265 378.735 0.04690985 -0.02382985
Moved 1002.987 375.5784 380.2108 0.03606101 -0.02003399
Moved 1003.018 371.8583 380 0.02744983 -0.02057613
Moved 1003.049 364.9545 365.8634 0.01146863 -0.05693569
Moved 1003.079 362 339.0567 0.004629592 -0.125883
Moved 1003.11 362 304.5045 0.004629592 -0.2147518
Moved 1003.141 378.1366 270.0219 0.04198283 -0.3034416
Moved 1003.172 383.3138 246.9016 0.05396724 -0.3629074
Moved 1003.202 388.7876 230.0619 0.066638 -0.4062195
Moved 1003.233 392.5936 214.6255 0.07544825 -0.4459221
Moved 1003.264 394 206.0715 0.07870366 -0.467923
Moved 1003.295 396.3348 202.6653 0.08410831 -0.476684
Moved 1003.325 401.3586 209.9736 0.09573738 -0.4578867
Moved 1003.356 419.4338 245.3456 0.1375783 -0.3669096
Moved 1003.387 440.5492 295.9482 0.1864565 -0.2367589
Moved 1003.417 457.3699 346.1098 0.2253934 -0.1077423
Moved 1003.448 462.9905 381.9431 0.238404 -0.01557864
Moved 1003.479 466.8512 407.9584 0.2473407 0.05133319
Moved 1003.51 468.7264 423.9057 0.2516815 0.09235005
Moved 1003.54 471.2053 433.6159 0.2574196 0.1173248
Ended 1003.571 477 441 0.2708333 0.1363167
Accept 1003.663 0 a
Candidates 1003.663 13 subject architecture architect agreement arbitrary assignment reflect select service already sufficient argument efficient
Began 1004.462 436 297 0.1759259 -0.2340535
Stationary 1004.493 436 297 0.1759259 -0.2340535
Moved 1004.524 461.1614 317.9679 0.23417 -0.1801237
Moved 1004.555 497.08 335.5093 0.3173148 -0.1350069
Moved 1004.585 533.8379 352.1351 0.4024025 -0.0922451
Moved 1004.616 553.2764 359.3105 0.447399 -0.07378982
Moved 1004.647 564.5854 362.5284 0.4735773 -0.06551326
Moved 1004.677 570.1031 365.1031 0.4863499 -0.05889115
Moved 1004.708 572.9686 365 0.492983 -0.05915646
Moved 1004.739 573.5 365 0.494213 -0.05915646
Moved 1004.77 529.5 288.5 0.3923611 -0.2559158
Moved 1004.8 506.0245 238.3175 0.3380197 -0.3849859
Moved 1004.831 495.6397 203.799 0.3139808 -0.4737682
Moved 1004.862 493 185.045 0.3078704 -0.5220035
Moved 1004.893 490.5001 177.0002 0.3020836 -0.542695
Moved 1004.923 486.2719 171.272 0.2922962 -0.5574281
Moved 1004.954 466.8633 172 0.2473687 -0.5555555
Moved 1004.985 443.0501 206.161 0.1922456 -0.4676929
Moved 1005.016 418.8052 251.9869 0.1361232 -0.3498279
Moved 1005.046 407.9523 293.2863 0.1110007 -0.2436054
Moved 1005.077 404.6083 330.7003 0.10326 -0.147376
Moved 1005.108 403.0654 357.4116 0.09968837 -0.07867397
Moved 1005.139 400.2102 386.739 0.0930791 -0.003243434
Moved 1005.169 399 401.9883 0.09027779 0.03597817
Moved 1005.2 398 409.0555 0.08796295 0.05415516
Ended 1005.231 398 411 0.08796295 0.05915629
Accept 1005.323 0 subject
Candidates 1005.323 13 line gone fine over one june inner once under hindu finger hint honey
Began 1006.306 425 233 0.150463 -0.3986626
Stationary 1006.337 425 233 0.150463 -0.3986626
Moved 1006.368 464.1763 270.5528 0.2411489 -0.3020762
Moved 1006.399 504.1606 296.7603 0.3337049 -0.23467
Moved 1006.429 535.491 312.2455 0.4062292 -0.1948419
Moved 1006.46 556.4886 324.2792 0.4548347 -0.1638911
Moved 1006.491 572.7972 337.7972 0.4925861 -0.1291226
Moved 1006.522 582.7892 347.7892 0.5157159 -0.1034228
Moved 1006.552 589.6353 356.9529 0.531563 -0.0798537
Moved 1006.583 595.1888 365.5665 0.5444186 -0.05769941
Moved 1006.614 601.1089 373.1633 0.5581224 -0.03816016
Moved 1006.644 604.204 379.8061 0.5652872 -0.02107495
Moved 1006.675 606.4698 385.9396 0.5705319 -0.005299564
Moved 1006.706 611.2101 397.4202 0.5815048 0.02422894
Stationary 1006.737 611.2101 397.4202 0.5815048 0.02422894
Moved 1006.767 612.2252 400.6754 0.5838545 0.03260133
Moved 1006.798 615.6066 409.2131 0.5916819 0.05456053
Moved 1006.829 617 414.9644 0.5949074 0.06935284
Moved 1006.86 620.0262 421.0787 0.6019126 0.08507893
Moved 1006.89 622.9033 428.7098 0.6085723 0.1047063
Moved 1006.921 625 435.5621 0.613426 0.1223305
Moved 1006.952 626 439.6531 0.6157407 0.1328525
Moved 1006.983 627 443.1909 0.6180555 0.1419519
Moved 1007.013 628 448.0631 0.6203704 0.1544833
Moved 1007.044 629 451.9295 0.6226851 0.1644277
Moved 1007.075 629 454.5 0.6226851 0.171039
Ended 1007.106 630 455.5 0.6250001 0.173611
Accept 1007.167 4 one
Began 1008.028 451 323 0.2106482 -0.1671811
Stationary 1008.058 451 323 0.2106482 -0.1671811
Moved 1008.089 423.0759 287.6581 0.1460089 -0.2580809
Moved 1008.12 403.2484 260.3416 0.1001122 -0.3283395
Moved 1008.151 387.7611 237.2178 0.06426176 -0.3878143
Moved 1008.181 378.5751 224.1503 0.0429979 -0.4214242
Moved 1008.212 370.8394 212.0985 0.02509117 -0.4524216
Moved 1008.243 364.6987 202.5983 0.01087666 -0.4768563
Moved 1008.273 360.0528 195.0529 0.0001222889 -0.4962633
Moved 1008.304 356.1549 189.1549 -0.008900613 -0.5114329
Moved 1008.335 352.5 185.5 -0.0173611 -0.5208334
Moved 1008.366 347.4374 183 -0.02908001 -0.5272635
Moved 1008.396 342.6805 182 -0.04009157 -0.5298353
Moved 1008.427 333.9154 195.141 -0.060381 -0.4960366
Moved 1008.458 322.7366 211.9609 -0.08625781 -0.4527754
Moved 1008.489 313.6873 230.1879 -0.1072054 -0.4058954
Moved 1008.519 308.3931 245.5171 -0.1194604 -0.3664684
Moved 1008.55 307 255.524 -0.1226852 -0.3407303
Moved 1008.581 306 265.4052 -0.125 -0.3153159
Moved 1008.612 306 276.2043 -0.125 -0.2875403
Moved 1008.642 318.2727 285.2727 -0.09659087 -0.2642163
Moved 1008.673 330.8653 290.9551 -0.06744146 -0.2496011
Moved 1008.704 355.4173 293 -0.01060804 -0.2443416
Moved 1008.734 386.6586 285.7845 0.06170968 -0.2629001
Moved 1008.765 413.7468 274.6266 0.1244139 -0.2915983
Moved 1008.796 435.9274 261.3817 0.1757579 -0.3256643
Moved 1008.827 450.9314 246.0858 0.2104893 -0.3650056
Moved 1008.857 465.1887 230.1359 0.2434924 -0.4060292
Moved 1008.888 476 214 0.2685185 -0.4475308
Moved 1008.919 483.8257 204.4496 0.2866336 -0.4720947
Moved 1008.95 492.4465 191.4047 0.306589 -0.5056465
Moved 1008.98 501.1069 180.8931 0.3266364 -0.5326825
Moved 1009.011 506.5602 173.8796 0.3392597 -0.5507212
Ended 1009.042 507 173 0.3402778 -0.5529835
Candidates 1009.103 13 can cam van csn ban scan dan ann an fan am sam cdc
Began 1009.595 477 232 0.2708333 -0.4012346
Moved 1009.626 466.3083 237.0752 0.2460839 -0.3881811
Moved 1009.656 456.2908 252.1365 0.2228954 -0.3494433
Moved 1009.687 436.4861 284.1494 0.1770511 -0.2671056
Moved 1009.718 419.2001 315.5999 0.1370372 -0.1862144
Moved 1009.749 407.6569 342.0292 0.110317 -0.1182376
Moved 1009.779 401.5153 355.9694 0.09610017 -0.08238317
