the union will go on strike
Moved 1072.477 300.5 412.5 -0.1377315 0.06301432
Moved 1072.507 299 419.7321 -0.1412037 0.08161548
Moved 1072.538 297 425.4708 -0.1458333 0.09637546
Moved 1072.569 294.8944 429.1056 -0.1507073 0.1057242
Moved 1072.6 295 431.6517 -0.150463 0.1122728
Moved 1072.63 295 432.5 -0.150463 0.1144546
Moved 1072.661 295 434.3984 -0.150463 0.1193375
Moved 1072.692 332.1607 436 -0.0644429 0.1234567
Moved 1072.723 365.5337 436 0.01280944 0.1234567
Moved 1072.753 397.9791 428.3356 0.08791446 0.1037439
Moved 1072.784 419.7161 424.9382 0.1382318 0.0950057
Moved 1072.815 433.343 421.9314 0.1697754 0.08727199
Moved 1072.845 446.8464 416.0768 0.2010333 0.07221387
Moved 1072.876 455.5057 411.3295 0.221078 0.06000393
Moved 1072.907 462.4063 407.2969 0.2370516 0.0496318
Moved 1072.938 467.5023 402.4977 0.248848 0.03728819
Moved 1072.969 473.2418 395.7582 0.2621337 0.01995428
Moved 1072.999 478.9613 387.058 0.2753735 -0.002422843
Moved 1073.03 484 374 0.287037 -0.03600823
Moved 1073.061 488.7878 348.4852 0.29812 -0.1016327
Moved 1073.091 489 335.9666 0.2986111 -0.1338308
Moved 1073.122 492.0975 320.5123 0.3057814 -0.1735795
Moved 1073.153 496.2813 307.7968 0.315466 -0.2062841
Moved 1073.184 504.0904 292.9096 0.3335426 -0.244574
Moved 1073.214 514.543 280.457 0.3577383 -0.2766023
Moved 1073.245 525.0497 268.9503 0.3820594 -0.3061978
Moved 1073.276 530.5727 259.6409 0.3948442 -0.3301417
Moved 1073.307 535.3146 251.3708 0.4058208 -0.3514125
Moved 1073.337 538.5271 243.4187 0.4132572 -0.3718655
Ended 1073.368 540 241 0.4166667 -0.3780865
Accept 1073.429 0 union
Candidates 1073.429 13 will grill roll well with from tell feel took el till still room
Began 1073.891 436 279 0.1759259 -0.2803498
Stationary 1073.921 436 279 0.1759259 -0.2803498
Moved 1073.952 436 289.3378 0.1759259 -0.2537607
Moved 1073.983 436 299.3405 0.1759259 -0.2280336
Moved 1074.013 440.8953 313.7973 0.1872576 -0.1908506
Moved 1074.044 453.7108 330.8514 0.2169231 -0.1469873
Moved 1074.075 460.1144 339.1716 0.2317463 -0.1255874
Moved 1074.106 461 343.9393 0.2337964 -0.1133249
Moved 1074.136 461 346.7673 0.2337964 -0.1060513
Moved 1074.167 442.5795 347 0.1911562 -0.1054527
Moved 1074.198 431.1067 337.5533 0.1645987 -0.1297497
Moved 1074.229 423.794 335.897 0.1476714 -0.1340098
Moved 1074.259 422.0319 336 0.1435924 -0.1337449
Stationary 1074.29 422 336 0.1435185 -0.1337449
Moved 1074.321 442.5752 349.6788 0.1911463 -0.09856274
Moved 1074.352 470.3416 362.1708 0.2554203 -0.06643319
Moved 1074.382 499.0096 376.5048 0.3217813 -0.02956602
Moved 1074.413 520.6094 386.9755 0.3717811 -0.002635124
Moved 1074.444 537.6933 396.0773 0.4113271 0.02077503
Moved 1074.474 551.0331 403.2198 0.4422064 0.03914558
Moved 1074.505 559.8016 407.2672 0.4625036 0.04955554
Moved 1074.536 566.6166 410.8083 0.4782791 0.05866325
Moved 1074.567 572.3635 414.6818 0.4915823 0.06862593
Moved 1074.597 577.5492 417.5492 0.5035861 0.07600097
Moved 1074.628 581.0545 419 0.5117002 0.07973251
Ended 1074.659 581.0545 419 0.5117002 0.07973251
Accept 1074.72 0 will
Candidates 1074.72 13 i go to you do ii iii too yo guy gi u y
Began 1075.366 441 320 0.1875 -0.1748972
Stationary 1075.396 441 320 0.1875 -0.1748972
Moved 1075.427 424.3833 335.4633 0.1490355 -0.1351252
Moved 1075.458 407.0754 364.6342 0.1089708 -0.06009725
Moved 1075.489 394.2581 392.4839 0.0793011 0.01153263
Moved 1075.519 386.3978 413.4051 0.06110608 0.06534219
Moved 1075.55 379.8619 431.4142 0.04597674 0.1116619
Moved 1075.581 375.2988 443.8048 0.0354139 0.1435308
Moved 1075.612 372.547 453.3589 0.02904396 0.1681042
Moved 1075.642 370.6579 463.0264 0.02467096 0.1929691
Moved 1075.673 370 471.6376 0.02314816 0.2151171
Moved 1075.704 369 480.3402 0.02083332 0.2375004
Moved 1075.735 369 488.953 0.02083332 0.2596527
Moved 1075.765 369 498.0481 0.02083332 0.2830454
Moved 1075.796 369 506.1606 0.02083332 0.3039111
Moved 1075.827 369 511.8471 0.02083332 0.3185367
Moved 1075.857 369 518.5842 0.02083332 0.3358647
Moved 1075.888 369 523.3418 0.02083332 0.3481012
Moved 1075.919 369 527.2583 0.02083332 0.3581745
Moved 1075.95 369 530.0518 0.02083332 0.3653594
Moved 1075.98 376 533.8466 0.03703703 0.3751197
Moved 1076.011 377.7953 537.5907 0.04119297 0.3847497
Moved 1076.042 379.3376 540.3376 0.04476299 0.3918147
Moved 1076.073 381.2125 542.2125 0.049103 0.3966369
Moved 1076.103 383.0894 543 0.05344769 0.3986624
Ended 1076.134 383 544 0.05324075 0.4012345
Accept 1076.196 1 go
Began 1076.626 377 356 0.03935188 -0.0823046
Stationary 1076.657 377 356 0.03935188 -0.0823046
Moved 1076.687 408.7554 397.0309 0.1128596 0.0232277
Moved 1076.718 437.4255 425.2829 0.1792256 0.09589215
Moved 1076.749 463.7411 447.3058 0.2401414 0.1525354
Moved 1076.78 488.7028 463.3514 0.2979231 0.1938049
Moved 1076.81 506.7438 470.9146 0.3396847 0.2132577
Moved 1076.841 518.9714 473.9929 0.3679894 0.2211749
Moved 1076.872 527.5637 475.8546 0.387879 0.2259633
Moved 1076.902 531.7261 476 0.3975142 0.2263374
Moved 1076.933 533.2969 476 0.4011502 0.2263374
Moved 1076.964 533 466.735 0.4004629 0.2025076
Moved 1076.995 507.4642 436.5416 0.3413523 0.1248496
Moved 1077.025 470.3282 387.1597 0.2553892 -0.002161426
Moved 1077.056 446 349.5 0.199074 -0.09902263
Moved 1077.087 433.9426 319.0922 0.1711635 -0.177232
Moved 1077.118 425.5775 293.5915 0.1517996 -0.2428202
Moved 1077.148 419.9747 271.8862 0.1388303 -0.2986467
Moved 1077.179 417.4713 254.2993 0.1330355 -0.3438804
Moved 1077.21 416 237.9633 0.1296297 -0.385897
Moved 1077.241 415 229.1702 0.1273148 -0.408513
Moved 1077.271 414 222.7043 0.125 -0.4251432
Ended 1077.302 414 222.7043 0.125 -0.4251432
Candidates 1077.364 13 on in job inn john ion pc him ibm gov pin upon iv
Began 1077.671 394 237 0.07870366 -0.3883744
Stationary 1077.702 394 237 0.07870366 -0.3883744
Moved 1077.732 394 254.7848 0.07870366 -0.3426318
Moved 1077.763 394 284.042 0.07870366 -0.2673818
Moved 1077.794 381.1957 320.0703 0.04906426 -0.1747163
Moved 1077.825 376.191 356.8989 0.0374792 -0.07999256
Moved 1077.855 373.3189 386.1296 0.0308309 -0.004810835
Moved 1077.886 373 401.5 0.0300926 0.03472222
Moved 1077.917 372 416.2824 0.02777775 0.07274282
Moved 1077.947 372 429.6495 0.02777775 0.107123
Moved 1077.978 372 437.5981 0.02777775 0.1275672
Moved 1078.009 372 441.5198 0.02777775 0.1376536
Moved 1078.04 372 442 0.02777775 0.1388888
Stationary 1078.07 372 442 0.02777775 0.1388888
Moved 1078.101 372 429.5123 0.02777775 0.1067703
Moved 1078.132 392.4174 399.1652 0.07504027 0.02871713
Moved 1078.163 408.1797 370.0038 0.1115272 -0.04628664
Moved 1078.193 422.105 336.127 0.1437616 -0.1334184
Moved 1078.224 428.5209 308.9166 0.1586131 -0.203404
Moved 1078.255 432.6623 279.3768 0.1681998 -0.2793806
Moved 1078.286 433.5341 259.3297 0.1702178 -0.3309421
Moved 1078.316 434 246.3652 0.1712963 -0.3642869
Moved 1078.347 434 239.1614 0.1712963 -0.3828154
Moved 1078.378 434 236.1682 0.1712963 -0.3905139
Moved 1078.408 412.6496 244.4672 0.1218741 -0.3691689
Moved 1078.439 371 284 0.025463 -0.2674897
Moved 1078.47 338.1747 312.6877 -0.05052159 -0.1937044
Moved 1078.501 316.4132 334.5868 -0.1008954 -0.1373796
Moved 1078.531 302.5743 353.0428 -0.1329298 -0.08991053
Moved 1078.562 295.465 366.605 -0.1493867 -0.05502826
Moved 1078.593 291.7707 383.1464 -0.1579382 -0.01248356
Moved 1078.624 292 396.4253 -0.1574074 0.02166991
Ended 1078.654 292 396.4253 -0.1574074 0.02166991
Accept 1078.747 0 on
Candidates 1078.747 13 the trigger there further either threw tiger other right urge tide tougher rude
Began 1079.669 399 293 0.09027779 -0.2443416
Stationary 1079.699 399 293 0.09027779 -0.2443416
Moved 1079.73 381.4996 303.5717 0.04976749 -0.2171512
Moved 1079.761 358.8001 311.5599 -0.002777477 -0.1966051
Moved 1079.792 331.8616 316.0948 -0.06513526 -0.1849412
Moved 1079.822 307.3477 317 -0.1218803 -0.1826131
Moved 1079.853 285.183 317 -0.1731875 -0.1826131
Moved 1079.884 271.5 317 -0.2048611 -0.1826131
Moved 1079.915 259.0569 317 -0.2336646 -0.1826131
Moved 1079.945 251.7197 317 -0.2506489 -0.1826131
Moved 1079.976 246.0652 317 -0.263738 -0.1826131
Moved 1080.007 242.6606 317 -0.271619 -0.1826131
Moved 1080.037 239.6796 317 -0.2785195 -0.1826131
Moved 1080.068 237.5 317 -0.2835648 -0.1826131
Moved 1080.099 235.5 317 -0.2881945 -0.1826131
Moved 1080.13 234.9276 317 -0.2895195 -0.1826131
Moved 1080.16 232.7634 317 -0.2945291 -0.1826131
Stationary 1080.191 232.7634 317 -0.2945291 -0.1826131
Moved 1080.222 231.8133 317 -0.2967286 -0.1826131
Moved 1080.253 231 306.5 -0.2986111 -0.2096194
Moved 1080.283 229.803 310 -0.301382 -0.2006174
Stationary 1080.314 229.803 310 -0.301382 -0.2006174
Moved 1080.345 228.9976 310 -0.3032462 -0.2006174
Stationary 1080.376 228.9976 310 -0.3032462 -0.2006174
Stationary 1080.406 228.9976 310 -0.3032462 -0.2006174
Stationary 1080.437 229 310 -0.3032407 -0.2006174
Moved 1080.468 227.5 310 -0.306713 -0.2006174
Moved 1080.499 228 310 -0.3055556 -0.2006174
Stationary 1080.529 228 310 -0.3055556 -0.2006174
Moved 1080.56 228 322.151 -0.3055556 -0.1693648
Moved 1080.591 241.8055 337.6109 -0.2735985 -0.1296017
Moved 1080.621 252.4151 352.4151 -0.2490391 -0.09152503
Moved 1080.652 260.0479 364.0638 -0.2313707 -0.06156442
Moved 1080.683 267.6773 375.2365 -0.2137099 -0.03282814
Moved 1080.714 273.8655 385.731 -0.1993855 -0.005836055
Moved 1080.744 278.306 391.6121 -0.1891064 0.009290201
Moved 1080.775 282.7399 396.7399 -0.1788429 0.02247908
Moved 1080.806 286.3963 401.3963 -0.1703789 0.03445543
Moved 1080.837 293.7099 407.14 -0.1534493 0.04922827
Moved 1080.867 309.6751 414.3376 -0.1164928 0.06774062
Moved 1080.898 335.1986 416 -0.05741055 0.07201634
Moved 1080.929 362.911 417 0.006738404 0.0745884
Moved 1080.96 387.7824 417 0.06431103 0.0745884
Moved 1080.99 407.5 406.5 0.1099537 0.04758226
Moved 1081.021 426.1644 404.6673 0.1531583 0.04286848
Moved 1081.052 445.2665 400.9238 0.1973762 0.0332403
Moved 1081.083 466.4218 399.0826 0.2463467 0.0285045
Moved 1081.113 480.8107 399 0.2796544 0.02829214
Moved 1081.144 496.2153 399 0.3153131 0.02829214
Moved 1081.175 503.3418 399 0.3318097 0.02829214
Moved 1081.205 507.0426 396.9574 0.3403764 0.02303853
Moved 1081.236 508.5854 393.8293 0.3439476 0.01499294
Moved 1081.267 509 386.6393 0.3449074 -0.00349971
Moved 1081.298 510 372.4288 0.3472221 -0.04004937
Moved 1081.328 502.1123 345.6067 0.3289637 -0.1090363
Moved 1081.359 482.6614 302.8767 0.2839385 -0.2189386
Moved 1081.39 470.2292 271.2778 0.2551602 -0.3002115
Moved 1081.421 460.6377 251.8213 0.2329576 -0.350254
Moved 1081.451 449.8966 237.8708 0.208094 -0.3861346
Moved 1081.482 441.2674 225.2673 0.1881189 -0.4185511
Moved 1081.513 431.8995 213.1244 0.1664342 -0.449783
Moved 1081.544 426 202.5 0.1527777 -0.4771091
Moved 1081.574 422.8047 195.6094 0.1453812 -0.4948319
Moved 1081.605 419.9311 190.8622 0.1387294 -0.5070417
Moved 1081.636 420 189.6277 0.1388889 -0.510217
Stationary 1081.667 420 190 0.1388889 -0.5092593
Moved 1081.697 431.0607 190 0.1644923 -0.5092593
Moved 1081.728 460.2342 211.203 0.2320237 -0.4547248
Moved 1081.759 489.605 226.275 0.3000115 -0.4159594
Moved 1081.789 512.7869 237.9918 0.3536734 -0.3858235
Moved 1081.82 529.8133 250.3444 0.3930864 -0.3540526
Moved 1081.851 538.6925 261.0388 0.4136401 -0.3265463
Moved 1081.882 541 268.6949 0.4189815 -0.3068545
Moved 1081.912 521.4198 283.1586 0.373657 -0.2696539
Moved 1081.943 471.5206 294.8381 0.2581495 -0.2396141
Moved 1081.974 413.2465 305.9452 0.1232558 -0.2110463
Moved 1082.005 378.3289 317.3097 0.04242808 -0.1818167
Moved 1082.035 342.5936 339.5383 -0.04029254 -0.1246444
Moved 1082.066 321.1839 356.0134 -0.08985216 -0.08227006
Moved 1082.097 309 365.5 -0.1180555 -0.05787045
Moved 1082.127 300.5774 374.634 -0.1375524 -0.03437764
Moved 1082.158 298 389.611 -0.1435185 0.00414346
Ended 1082.189 307 403 -0.1226852 0.03858017
Accept 1082.25 0 the
Candidates 1082.25 13 assume article aimed summer gained assumes arrive winter attributed arrived winner wine aimee
Began 1083.265 398 307 0.08796295 -0.2083334
Moved 1083.295 378.5271 307 0.04288683 -0.2083334
Moved 1083.326 349.0385 316.521 -0.02537394 -0.1838452
Moved 1083.357 312.3282 317.2429 -0.1103513 -0.1819886
Moved 1083.388 282.4761 318.7936 -0.1794534 -0.178
Moved 1083.418 256.3615 320 -0.2399039 -0.1748972
Moved 1083.449 239.3429 321.5314 -0.2792988 -0.1709583
Moved 1083.48 226.8297 323 -0.3082646 -0.1671811
Moved 1083.51 213.4237 324.9153 -0.3392971 -0.162255
Moved 1083.541 202.8836 325 -0.3636954 -0.1620371
Moved 1083.572 194.7092 325 -0.3826177 -0.1620371
Moved 1083.603 188.5788 326 -0.3968083 -0.1594652
Moved 1083.634 180.7442 326 -0.4149439 -0.1594652
Moved 1083.664 175.0947 326 -0.4280215 -0.1594652
Moved 1083.695 170.7652 326 -0.4380436 -0.1594652
Moved 1083.726 165.3048 326 -0.4506833 -0.1594652
Moved 1083.756 162.7603 326 -0.4565735 -0.1594652
Moved 1083.787 158.7897 326 -0.4657646 -0.1594652
Moved 1083.818 156.3903 326 -0.4713188 -0.1594652
Moved 1083.849 153.5182 326 -0.4779671 -0.1594652
Moved 1083.879 151.8244 326 -0.4818878 -0.1594652
Moved 1083.91 149.7732 326 -0.486636 -0.1594652
Ended 1083.941 149 326 -0.4884259 -0.1594652
Accept 1084.002 0 assume
Delete 1084.002 LeftSwipe
Began 1084.648 412 327 0.1203704 -0.1568931
Stationary 1084.679 412 327 0.1203704 -0.1568931
Moved 1084.709 385.4185 335.2269 0.05883902 -0.1357332
Moved 1084.74 362 345 0.004629592 -0.1105968
Moved 1084.771 329.5155 351.4141 -0.07056589 -0.09409971
Moved 1084.802 311.5868 353 -0.1120676 -0.09002065
Moved 1084.832 295.1909 354 -0.150021 -0.08744855
Moved 1084.863 284.8929 354 -0.173859 -0.08744855
Moved 1084.894 275.7825 354 -0.1949478 -0.08744855
Moved 1084.924 269.4814 354 -0.2095337 -0.08744855
Moved 1084.955 262.7205 354 -0.2251841 -0.08744855
Moved 1084.986 260.3227 354 -0.2307344 -0.08744855
Moved 1085.017 257.5 354 -0.2372685 -0.08744855
Moved 1085.047 256.6266 354 -0.2392903 -0.08744855
Moved 1085.078 256 355.5 -0.2407407 -0.08359061
Moved 1085.109 256 357.8007 -0.2407407 -0.0776732
Moved 1085.14 271.3329 367.3331 -0.2052479 -0.05315576
Moved 1085.17 299.1028 383.3215 -0.1409658 -0.01203333
Moved 1085.201 330.0995 398.4229 -0.069214 0.0268079
Moved 1085.232 352.7137 407.8926 -0.01686648 0.05116415
Moved 1085.263 371.8309 413.666 0.02738635 0.06601318
Moved 1085.293 384 416 0.0555556 0.07201634
Moved 1085.324 394.917 419 0.08082648 0.07973251
Moved 1085.355 402.1916 421 0.09766568 0.08487643
Moved 1085.385 405.9693 422.9693 0.1064105 0.08994149
Moved 1085.416 408 423.5368 0.1111111 0.09140116
Moved 1085.447 409 424 0.113426 0.09259254
Moved 1085.478 411.2863 425 0.1187183 0.09516452
Moved 1085.508 411 426 0.1180555 0.09773654
Moved 1085.539 405.5197 427.6851 0.1053697 0.1020705
Moved 1085.57 385.3719 428 0.05873134 0.1028806
Moved 1085.601 365.4541 428 0.01262516 0.1028806
Moved 1085.631 351.236 421.3303 -0.02028714 0.0857261
Moved 1085.662 338.762 420 -0.04916196 0.08230445
Moved 1085.693 331.638 419.319 -0.06565282 0.08055278
Moved 1085.724 327.4443 419 -0.07536034 0.07973251
Moved 1085.754 326.5 419 -0.07754628 0.07973251
Moved 1085.785 327 419 -0.07638887 0.07973251
Moved 1085.816 347.5287 419 -0.02886871 0.07973251
Moved 1085.847 371.5 427.5 0.02662033 0.1015946
Moved 1085.877 403.9169 431.2431 0.1016596 0.1112219
Moved 1085.908 432.0067 435.1119 0.1666823 0.1211725
Moved 1085.939 457.8956 436.9869 0.2266102 0.1259951
Moved 1085.969 474.3022 438 0.2645884 0.1286007
Moved 1086 489.138 439 0.2989306 0.1311728
Moved 1086.031 497.5957 441.2979 0.3185085 0.1370828
Moved 1086.062 504.3371 441 0.3341135 0.1363167
Moved 1086.092 506.7033 441 0.3395911 0.1363167
Moved 1086.123 509.5753 429.6987 0.3462392 0.1072497
Moved 1086.154 513.8944 413.764 0.3562371 0.06626545
Moved 1086.185 517.9606 388.3541 0.3656497 0.0009105823
Moved 1086.215 519 360.8168 0.3680556 -0.06991555
Moved 1086.246 519 340.2408 0.3680556 -0.1228373
Moved 1086.277 519 323.2156 0.3680556 -0.1666267
Moved 1086.307 519 312.5978 0.3680556 -0.1939356
Moved 1086.338 519 305.0652 0.3680556 -0.2133098
Moved 1086.369 519 300.165 0.3680556 -0.2259131
Moved 1086.4 508.5 295.5 0.34375 -0.2379116
Moved 1086.43 488.2358 293 0.2968421 -0.2443416
Moved 1086.461 446.2855 314.8001 0.199735 -0.1882714
Moved 1086.492 409.1796 342.848 0.1138417 -0.1161317
Moved 1086.523 384.5598 366.5282 0.05685151 -0.05522583
Moved 1086.553 357.2442 397.1732 -0.006379237 0.02359343
Moved 1086.584 342.5688 412.4312 -0.04035001 0.06283744
Moved 1086.615 328.1952 425.6439 -0.07362231 0.0968205
Moved 1086.646 316.2097 436.0928 -0.1013665 0.1236953
Moved 1086.676 308.8529 442.5735 -0.1183961 0.140364
Moved 1086.707 303.1199 447.8801 -0.1316668 0.1540124
Ended 1086.738 303 448 -0.1319445 0.1543209
Candidates 1086.861 13 assume fails seeks sells strike style stood daytime feels suffer arrive father stole
Began 1088.197 410 325 0.1157407 -0.1620371
Moved 1088.228 440.7418 363.4514 0.1869022 -0.06313944
Moved 1088.259 476.8464 398.2053 0.2704778 0.02624822
Moved 1088.291 518.2737 424.2153 0.3663743 0.09314631
Moved 1088.322 527.9434 428.9717 0.3887578 0.1053797
Moved 1088.353 541.2726 433.3182 0.4196124 0.116559
Moved 1088.384 550.3483 436.7828 0.440621 0.12547
Moved 1088.415 558.6768 440.2256 0.4599 0.134325
Moved 1088.447 566.3599 445.1799 0.477685 0.1470677
Moved 1088.478 573.1241 450.0621 0.493343 0.1596246
Moved 1088.505 577.9265 453.9265 0.5044593 0.1695639
Moved 1088.536 581.981 456.4905 0.5138448 0.1761586
Moved 1088.567 586.3644 460.7289 0.5239918 0.18706
Moved 1088.597 591.4505 464.2252 0.5357651 0.1960525
Moved 1088.628 595.6395 468.6395 0.5454619 0.2074061
Moved 1088.659 600.2549 475.8824 0.5561456 0.2260348
Moved 1088.689 604.5037 483.511 0.5659807 0.2456557
Moved 1088.72 607.3713 490.7426 0.5726188 0.2642556
Moved 1088.751 611.3083 500.925 0.5817323 0.2904448
Moved 1088.782 614.1794 508.3588 0.5883783 0.3095646
Moved 1088.812 614.6287 511.2574 0.5894182 0.31702
Moved 1088.843 616 517.9935 0.5925925 0.3343453
Moved 1088.874 619.0391 524.1171 0.5996275 0.3500954
Moved 1088.905 621 532.5932 0.6041667 0.371896
Moved 1088.935 623.7722 540.3164 0.6105837 0.3917602
Moved 1088.966 626.2108 546.4217 0.6162288 0.4074631
Moved 1088.997 628 553.3206 0.6203704 0.4252073
Moved 1089.028 631.0444 558.0444 0.6274177 0.437357
Ended 1089.058 631 559 0.6273149 0.4398148
Accept 1089.12 4 strike
Began 1089.489 454 456 0.2175926 0.174897
Stationary 1089.519 454 456 0.2175926 0.174897
Moved 1089.55 454 438.8204 0.2175926 0.1307109
Moved 1089.581 454 422.5 0.2175926 0.08873452
Moved 1089.611 468.6455 409.9241 0.2514942 0.05638915
Moved 1089.642 482.42 401.832 0.2833798 0.03557597
Moved 1089.673 507.5242 400 0.3414913 0.03086416
Moved 1089.704 530.5747 403.6598 0.3948489 0.04027712
Moved 1089.734 551.9008 412.6336 0.4442149 0.06335792
Moved 1089.765 569.1729 419.5864 0.4841965 0.08124069
Moved 1089.796 582.7867 424.9147 0.5157099 0.09494507
Moved 1089.827 593.024 429.506 0.5394074 0.106754
Moved 1089.857 602.1262 433.3754 0.5604772 0.1167061
Moved 1089.888 610.9484 437.2371 0.5808991 0.1266387
Moved 1089.919 618.4564 441.6376 0.5982786 0.1379567
Moved 1089.95 626.8824 445.6275 0.6177834 0.1482188
Moved 1089.98 637.8718 451.8718 0.6432216 0.1642791
Moved 1090.011 640.7305 452 0.6498392 0.164609
Moved 1090.042 645.8692 455.9346 0.6617343 0.1747287
Moved 1090.073 650.5354 459.5354 0.6725357 0.1839902
Moved 1090.103 654.6429 461.6429 0.6820437 0.1894106
Moved 1090.134 658.5 464.5 0.6909722 0.1967592
Moved 1090.165 661.0544 466 0.6968853 0.2006171
Moved 1090.195 664.9291 468 0.7058545 0.2057612
Moved 1090.226 667.7991 469.7991 0.7124981 0.2103886
Moved 1090.257 671.2201 472.2201 0.720417 0.2166153
Moved 1090.288 675.1752 475.1752 0.7295722 0.2242159
Moved 1090.318 680.0917 477 0.7409531 0.2289094
Moved 1090.349 683.8304 480.8304 0.7496075 0.2387614
Moved 1090.38 687.3569 483.3569 0.7577705 0.2452593
Moved 1090.411 690.228 485 0.7644166 0.2494856
Moved 1090.441 692.1002 488.1002 0.7687504 0.2574592
