experience is hard to come by
experience is hard to come by
Basic
Radial

0.6 0.6
432 388.8
Began 1838.118 210 529 -0.3472222 0.3626543
Stationary 1838.148 210 529 -0.3472222 0.3626543
Stationary 1838.179 210 529 -0.3472222 0.3626543
Stationary 1838.21 210 529 -0.3472222 0.3626543
Stationary 1838.24 210 529 -0.3472222 0.3626543
Stationary 1838.271 210 529 -0.3472222 0.3626543
Stationary 1838.302 210 529 -0.3472222 0.3626543
Stationary 1838.333 210 529 -0.3472222 0.3626543
Stationary 1838.363 210 529 -0.3472222 0.3626543
Stationary 1838.394 210 529 -0.3472222 0.3626543
Stationary 1838.425 210 529 -0.3472222 0.3626543
Moved 1838.455 210 517.0812 -0.3472222 0.331999
Moved 1838.486 218.7577 511.4846 -0.3269497 0.3176043
Moved 1838.517 220 505.7319 -0.3240741 0.3028084
Moved 1838.548 221 500 -0.3217593 0.2880658
Moved 1838.578 224.067 490.7318 -0.3146596 0.2642278
Moved 1838.609 226.9347 478.3264 -0.3080215 0.2323207
Moved 1838.64 229 466.7957 -0.3032407 0.2026636
Moved 1838.671 231.5 456 -0.2974537 0.174897
Moved 1838.701 235.2082 442.9589 -0.2888698 0.1413551
Moved 1838.732 239.0545 430.7819 -0.2799664 0.1100358
Moved 1838.763 243.8808 417.2979 -0.2687943 0.07535464
Moved 1838.793 247.666 405.335 -0.2600323 0.04458576
Moved 1838.824 252.3293 393.6827 -0.2492377 0.0146161
Moved 1838.855 257.3872 382.2255 -0.2375295 -0.01485204
Moved 1838.886 262.1135 366.6595 -0.2265891 -0.05488807
Moved 1838.916 266.2403 354.8992 -0.2170364 -0.0851358
Moved 1838.947 270.9837 343.0327 -0.2060563 -0.1156568
Moved 1838.978 276.7097 332.5806 -0.1928017 -0.1425395
Moved 1839.008 280.8176 324.3649 -0.1832927 -0.1636707
Moved 1839.039 286.5043 309.4872 -0.170129 -0.2019362
Moved 1839.07 290.6329 299.1013 -0.160572 -0.2286489
Moved 1839.101 294.5065 290.4805 -0.1516054 -0.2508217
Moved 1839.131 298.0751 282.7748 -0.1433447 -0.2706411
Moved 1839.162 300.9402 276.1197 -0.1367126 -0.287758
Moved 1839.193 304.6366 267.7267 -0.1281559 -0.3093449
Moved 1839.224 307.5 260 -0.1215278 -0.3292181
Moved 1839.254 310.2367 249.2899 -0.1151928 -0.3567646
Moved 1839.285 313.0971 241.8058 -0.1085715 -0.376014
Moved 1839.316 315.9775 234.045 -0.1019039 -0.3959747
Moved 1839.346 317.3473 229.3053 -0.09873305 -0.4081655
Moved 1839.377 319.3699 225.6301 -0.09405116 -0.417618
Moved 1839.408 320.5 223.5 -0.09143516 -0.4230967
Moved 1839.439 321.3385 222.6615 -0.08949418 -0.4252533
Moved 1839.469 324.9677 229.5588 -0.08109332 -0.4075133
Moved 1839.5 339.1437 261.3353 -0.04827847 -0.3257837
Moved 1839.531 360.1576 305.3152 0.0003648798 -0.2126666
Moved 1839.561 381.5605 352.1759 0.04990856 -0.09214024
Moved 1839.592 413.6819 404.6282 0.1242637 0.04276798
