that is a very odd question
Moved 1035.047 377.5658 552.5182 0.04066159 0.4231434
Moved 1035.078 407.9975 544.0009 0.1111053 0.4012367
Moved 1035.108 425.1002 538.5599 0.1506949 0.3872426
Moved 1035.139 435.3067 535.4622 0.174321 0.3792751
Moved 1035.17 439.0359 533.9821 0.1829535 0.3754682
Ended 1035.201 442.91 532.6967 0.1919212 0.3721621
Candidates 1035.293 13 neo net very metro betty cherry merit bet key hey vitro video by
Began 1036.399 420 432 0.1388889 0.1131687
Moved 1036.43 406.9947 458.4504 0.1087839 0.1811995
Moved 1036.461 394.9829 485.0307 0.08097906 0.2495645
Moved 1036.491 385 507 0.05787035 0.3060699
Moved 1036.522 380.31 521.0701 0.04701386 0.3422583
Moved 1036.553 376.1968 530.6064 0.03749252 0.3667861
Moved 1036.584 375 534.9602 0.03472219 0.377984
Moved 1036.614 374 540 0.03240744 0.3909464
Ended 1036.645 373 540 0.0300926 0.3909464
Accept 1036.799 2 very
Began 1037.229 535 503 0.4050927 0.2957818
Stationary 1037.26 535 503 0.4050927 0.2957818
Stationary 1037.291 535 503 0.4050927 0.2957818
Stationary 1037.321 535 503 0.4050927 0.2957818
Stationary 1037.352 535 503 0.4050927 0.2957818
Moved 1037.383 514.7244 491.9659 0.3581583 0.2674018
Moved 1037.413 483.9753 483.3047 0.2869798 0.2451253
Moved 1037.444 432.5 465 0.167824 0.1980452
Moved 1037.475 384.1658 446.6201 0.05593936 0.1507717
Moved 1037.506 353.6908 435.6763 -0.01460463 0.1226243
Moved 1037.536 328.1859 427.3558 -0.07364372 0.1012236
Moved 1037.567 309.856 422.1017 -0.116074 0.08771021
Moved 1037.598 300.2508 418.3127 -0.1383083 0.07796464
Moved 1037.629 291.2782 415.7594 -0.1590782 0.07139755
Moved 1037.659 286.3864 415 -0.1704019 0.06944436
Moved 1037.69 283.6387 415 -0.1767622 0.06944436
Moved 1037.721 282.5 415 -0.1793981 0.06944436
Moved 1037.751 280.5 415 -0.1840278 0.06944436
Moved 1037.782 278.2425 415 -0.1892534 0.06944436
Moved 1037.813 277 415 -0.1921296 0.06944436
Ended 1037.844 277 415 -0.1921296 0.06944436
Candidates 1037.967 13 odd if ps of pd off is id oops odds loss good kids
Began 1038.489 386.7643 443 0.06195436 0.1414608
Moved 1038.52 426.5 432.5 0.1539352 0.1144546
Moved 1038.551 441.5382 434.2051 0.1887459 0.1188403
Moved 1038.581 481.4188 434 0.2810621 0.1183127
Ended 1038.612 481.4188 434 0.2810621 0.1183127
Accept 1038.673 0 odd
Began 1039.073 231 517 -0.2986111 0.33179
Stationary 1039.104 231 517 -0.2986111 0.33179
Stationary 1039.135 231 517 -0.2986111 0.33179
Stationary 1039.165 231 517 -0.2986111 0.33179
Stationary 1039.196 231 517 -0.2986111 0.33179
Stationary 1039.227 231 517 -0.2986111 0.33179
Stationary 1039.257 231 517 -0.2986111 0.33179
Stationary 1039.288 231 517 -0.2986111 0.33179
Moved 1039.319 264.5091 517 -0.2210437 0.33179
Moved 1039.35 306.5297 527 -0.1237739 0.3575102
Moved 1039.38 343.724 527 -0.03767595 0.3575102
Moved 1039.411 373.5553 527 0.03137807 0.3575102
Moved 1039.442 397.3228 527 0.08639524 0.3575102
Moved 1039.473 421.3751 518.8055 0.1420719 0.3364339
Moved 1039.503 442.2811 514.6797 0.1904655 0.3258223
Moved 1039.534 455.8279 512.293 0.2218238 0.3196836
Moved 1039.565 461.9208 510.0792 0.2359277 0.3139897
Moved 1039.595 467 508.5 0.2476852 0.3099279
Moved 1039.626 469 506.9232 0.2523148 0.3058724
Moved 1039.657 471 506.3633 0.2569444 0.3044323
Moved 1039.688 472 505.1337 0.2592593 0.3012696
Stationary 1039.718 472 505 0.2592593 0.3009258
Moved 1039.749 472 503.0178 0.2592593 0.2958276
Moved 1039.78 446.5 499 0.2002315 0.2854938
Moved 1039.811 413.6663 496.1929 0.1242274 0.2782739
Moved 1039.841 379.5099 496 0.04516184 0.2777777
Moved 1039.872 351.9353 496 -0.01866837 0.2777777
Moved 1039.903 322.9558 496 -0.08575042 0.2777777
Moved 1039.934 295.739 496 -0.1487523 0.2777777
Moved 1039.964 274.3433 496 -0.1982793 0.2777777
Moved 1039.995 264.4195 496 -0.2212511 0.2777777
Moved 1040.026 258.3179 496 -0.2353752 0.2777777
Moved 1040.057 254.3661 496 -0.244523 0.2777777
Moved 1040.087 251.8147 496 -0.2504291 0.2777777
Moved 1040.118 249.2529 496 -0.256359 0.2777777
Moved 1040.149 247.8582 496 -0.2595876 0.2777777
Moved 1040.179 246.7621 496 -0.2621248 0.2777777
Moved 1040.21 246 496 -0.2638889 0.2777777
Moved 1040.241 244.6942 477.1651 -0.2669116 0.229334
Moved 1040.272 239.3715 443.648 -0.2792326 0.1431275
Moved 1040.302 233.0201 403.7941 -0.2939349 0.04062248
Moved 1040.333 221.1007 369.3022 -0.3215261 -0.04809116
Moved 1040.364 216 351 -0.3333333 -0.09516476
Moved 1040.395 215 339.6718 -0.3356481 -0.1243011
Moved 1040.425 214 335.4561 -0.3379629 -0.135144
Moved 1040.456 213 332.0926 -0.3402778 -0.1437948
Moved 1040.487 213 330.7661 -0.3402778 -0.1472067
Stationary 1040.518 213 330.7661 -0.3402778 -0.1472067
Stationary 1040.548 213 331 -0.3402778 -0.146605
Moved 1040.579 224.9686 347.281 -0.3125727 -0.10473
Moved 1040.61 256.8602 404.9726 -0.2387496 0.04365375
Moved 1040.64 281.5234 447.1829 -0.1816588 0.1522194
Moved 1040.671 293.8971 467.6148 -0.1530159 0.2047706
Moved 1040.702 308.8896 487.8896 -0.118311 0.2569177
Moved 1040.733 324.7516 501.0637 -0.08159349 0.2908017
Moved 1040.763 362.7011 514.6003 0.006252527 0.3256181
Moved 1040.794 388.2491 518.1136 0.06539156 0.3346542
Moved 1040.825 422.4716 518 0.1446102 0.3343621
Moved 1040.856 452.9785 508.0143 0.215228 0.3086788
Moved 1040.886 478.3412 505.1843 0.2739381 0.3013999
Moved 1040.917 495.2682 500.933 0.3131208 0.2904654
Moved 1040.948 508.4118 496.397 0.3435459 0.2787988
Moved 1040.979 518.5827 492.7086 0.3670896 0.2693122
Moved 1041.009 525.0415 489.639 0.3820405 0.261417
Moved 1041.04 529.9223 486.0388 0.3933387 0.2521574
Moved 1041.071 532.5 468.5 0.3993056 0.2070472
Moved 1041.101 506.3473 396.3979 0.3387669 0.02159947
Moved 1041.132 480.0455 338.0911 0.2778832 -0.1283668
Moved 1041.163 464.6469 306.2938 0.2422382 -0.2101497
Moved 1041.194 450.9332 278.4531 0.2104936 -0.2817566
Moved 1041.224 442.0439 262.1317 0.1899165 -0.3237353
Moved 1041.255 440 254.467 0.1851852 -0.343449
Ended 1041.286 440 254 0.1851852 -0.3446502
Candidates 1041.347 13 question rotation wisdom quotation duration reputation situation equation direction suggestion station education person
Began 1041.778 371 452 0.025463 0.164609
Stationary 1041.808 371 452 0.025463 0.164609
Moved 1041.839 392.2074 452 0.07455409 0.164609
Moved 1041.87 415.4406 452 0.1283346 0.164609
Moved 1041.901 438 443.5 0.1805556 0.1427468
Moved 1041.931 458.8382 441.0231 0.228792 0.1363763
Ended 1041.962 483 440 0.2847222 0.1337448
Accept 1042.024 0 question
Began 1042.484 617 410 0.5949074 0.05658428
Moved 1042.515 633.5146 410 0.6331357 0.05658428
Moved 1042.546 665.3799 404.4108 0.706898 0.04220872
Ended 1042.577 668 403 0.7129629 0.03858017
PhraseEnd 1042.669
