what goes up must come down
Moved 1772.537 372.4438 640.8521 0.02880524 0.6503395
Moved 1772.568 365.2106 642.3947 0.0120615 0.6543072
Moved 1772.599 356.8697 643 -0.007246137 0.6558642
Moved 1772.629 350.6372 644.1814 -0.02167314 0.6589026
Moved 1772.66 345.525 644 -0.03350705 0.6584361
Moved 1772.691 342.7071 645 -0.04002978 0.6610081
Moved 1772.722 341 646.6709 -0.04398147 0.6653058
Moved 1772.752 338.8644 647 -0.04892498 0.6661521
Moved 1772.783 338 648.6771 -0.05092591 0.6704658
Moved 1772.814 336.7722 649 -0.05376801 0.6712963
Moved 1772.844 337 650.3314 -0.05324075 0.6747206
Stationary 1772.875 337 650.3314 -0.05324075 0.6747206
Stationary 1772.906 337 650 -0.05324075 0.6738682
Moved 1772.937 337 633.0999 -0.05324075 0.6304008
Moved 1772.967 347 615 -0.0300926 0.5838476
Moved 1772.998 352.7507 600.6233 -0.01678084 0.5468705
Moved 1773.029 356.4167 584.4999 -0.008294682 0.505401
Moved 1773.06 359.9679 569.1606 -7.430713E-05 0.4659479
Moved 1773.09 361.5 552.5 0.003472269 0.4230966
Moved 1773.121 361 538.6719 0.002314846 0.3875304
Moved 1773.152 361 520.9018 0.002314846 0.3418255
Moved 1773.182 353.1587 503.1107 -0.01583646 0.2960664
Moved 1773.213 348.2429 487.3502 -0.02721548 0.2555304
Moved 1773.244 344.7921 473.3763 -0.0352035 0.2195891
Moved 1773.275 340.8528 461.4114 -0.04432211 0.1888154
Moved 1773.305 337.2953 451.8858 -0.05255719 0.1643152
Moved 1773.336 335.7536 444.2607 -0.05612602 0.1447033
Ended 1773.367 333.6124 440.2249 -0.06108234 0.1343231
Accept 1773.428 0 what
Candidates 1773.428 13 does is ford spread fits types goes his press lies its fires died
Began 1775.364 473 457 0.2615741 0.1774691
Moved 1775.395 463.0788 457 0.2386084 0.1774691
Moved 1775.425 413.8565 457 0.1246679 0.1774691
Moved 1775.456 369.3336 457 0.02160569 0.1774691
Moved 1775.487 334.2045 457 -0.05971188 0.1774691
Moved 1775.518 287.9092 445.9547 -0.1668767 0.1490603
Moved 1775.548 227.6446 436.3989 -0.3063783 0.1244826
Ended 1775.579 179.9455 428.5495 -0.4167929 0.1042939
Accept 1775.641 0 does
Delete 1775.641 LeftSwipe
Began 1776.685 457 553 0.2245371 0.4243826
Stationary 1776.716 457 553 0.2245371 0.4243826
Stationary 1776.747 457 553 0.2245371 0.4243826
Stationary 1776.777 457 553 0.2245371 0.4243826
Moved 1776.808 457 578.8027 0.2245371 0.4907476
Moved 1776.839 464.6225 596.6225 0.2421818 0.5365804
Moved 1776.87 465 605.594 0.2430555 0.5596552
Moved 1776.9 466 613.8149 0.2453704 0.5807995
Moved 1776.931 466 617.6643 0.2453704 0.5907003
Moved 1776.962 466 621.9846 0.2453704 0.6018121
Moved 1776.992 466 624.5336 0.2453704 0.6083682
Moved 1777.023 466 626.5 0.2453704 0.6134259
Moved 1777.054 466 627.1739 0.2453704 0.615159
Moved 1777.085 466 628.2034 0.2453704 0.6178069
Stationary 1777.115 466 628 0.2453704 0.6172838
Stationary 1777.146 466 628 0.2453704 0.6172838
Moved 1777.177 458.1552 616.793 0.227211 0.5884593
Moved 1777.208 450.5491 597.8304 0.2096044 0.5396871
Moved 1777.238 443.2337 575.9349 0.1926707 0.4833716
Moved 1777.269 440.075 559.4503 0.1853589 0.4409729
Moved 1777.3 439 547.4639 0.1828703 0.4101436
Moved 1777.33 437.2977 528.0838 0.1789297 0.3602977
Moved 1777.361 436 512.2853 0.1759259 0.3196637
Moved 1777.392 436 499.0673 0.1759259 0.2856668
Moved 1777.423 436 488.8729 0.1759259 0.2594466
Moved 1777.453 436 476.9527 0.1759259 0.2287877
Moved 1777.484 436 466.3169 0.1759259 0.2014323
Moved 1777.515 443.7283 461.5435 0.1938154 0.1891549
Moved 1777.546 445.0059 459.9941 0.196773 0.1851699
Moved 1777.576 449.5331 456.4669 0.2072525 0.1760979
Moved 1777.607 454.1584 455 0.2179592 0.172325
Moved 1777.638 460.5239 455 0.2326942 0.172325
Moved 1777.668 470.6526 466.1664 0.2561404 0.2010451
Moved 1777.699 482.856 487.712 0.284389 0.2564609
Moved 1777.73 492.0206 509.0481 0.3056033 0.3113376
Moved 1777.761 499.6638 531.9913 0.3232957 0.3703478
Moved 1777.791 505.5662 548.9877 0.3369586 0.414063
Moved 1777.822 513.088 567.5385 0.3543703 0.4617759
Moved 1777.853 518.812 585.248 0.3676204 0.507325
Moved 1777.883 529.4604 611.3812 0.3922693 0.5745401
Moved 1777.914 533.9053 620.8579 0.4025585 0.5989143
Moved 1777.945 536.4485 625.8972 0.4084457 0.6118752
Moved 1777.976 541.5309 634.0618 0.4202104 0.6328748
Moved 1778.006 547.6522 642.9783 0.43438 0.6558082
Moved 1778.037 554.0526 651.7368 0.4491957 0.6783351
Moved 1778.068 561.4536 660.6048 0.4663278 0.7011439
Moved 1778.099 570.1033 667.1033 0.4863502 0.7178583
Moved 1778.129 579.0537 672.5269 0.5070687 0.7318076
Moved 1778.16 587 676 0.5254629 0.7407405
Moved 1778.191 596.1584 680.0396 0.5466631 0.7511305
Moved 1778.221 603.7655 682.5885 0.564272 0.7576864
Moved 1778.252 612.4011 684 0.5842617 0.7613168
Moved 1778.283 619.5 685 0.6006944 0.7638888
Moved 1778.314 626.8704 685 0.6177557 0.7638888
Moved 1778.344 633 686 0.6319444 0.7664607
Moved 1778.375 637.107 686 0.6414514 0.7664607
Moved 1778.406 639.5 687 0.6469907 0.7690327
Moved 1778.437 641.8514 687 0.6524339 0.7690327
Moved 1778.467 644.4006 688 0.6583347 0.7716049
Moved 1778.498 645.3314 688 0.6604894 0.7716049
Moved 1778.529 646.1108 688 0.6622934 0.7716049
Moved 1778.559 647 689 0.6643519 0.7741769
Stationary 1778.59 647 689 0.6643519 0.7741769
Stationary 1778.621 647 689 0.6643519 0.7741769
Stationary 1778.652 647 689 0.6643519 0.7741769
Stationary 1778.682 647 689 0.6643519 0.7741769
Moved 1778.713 637.6219 689 0.6426433 0.7741769
Moved 1778.744 633.5235 689 0.6331562 0.7741769
Moved 1778.775 626.1017 679.9039 0.6159762 0.7507816
Moved 1778.805 619.3757 678.4586 0.6004068 0.7470641
Moved 1778.836 611.7371 674.8247 0.5827247 0.7377177
Moved 1778.867 603.4803 671.7402 0.5636117 0.7297844
Moved 1778.897 594.3804 667.7935 0.5425471 0.7196332
Moved 1778.928 586.0402 664.5101 0.5232413 0.7111883
Moved 1778.959 575.8605 659.907 0.4996772 0.6993493
Moved 1778.99 567.1863 658 0.479598 0.6944444
Moved 1779.02 558.5245 655.8415 0.4595475 0.6888927
Moved 1779.051 550.739 653.5797 0.4415253 0.683075
Moved 1779.082 541.1005 652.0251 0.419214 0.6790769
Moved 1779.113 533.5 651 0.4016204 0.6764401
Moved 1779.143 525.7628 649 0.3837103 0.6712963
Moved 1779.174 518.772 646.693 0.3675277 0.6653625
Moved 1779.205 512.2877 645.1439 0.3525179 0.6613782
Moved 1779.235 504.7115 644 0.3349804 0.6584361
Moved 1779.266 497.0822 642 0.31732 0.653292
Moved 1779.297 484 638.5 0.287037 0.64429
Moved 1779.328 479.8679 638.217 0.2774719 0.6435621
Moved 1779.358 470.5988 637 0.2560158 0.6404321
Moved 1779.389 461.358 635.0895 0.234625 0.6355181
Moved 1779.42 454.441 635 0.2186135 0.6352879
Moved 1779.45 447.9431 634 0.2035719 0.632716
Moved 1779.481 440.3571 634 0.1860119 0.632716
Moved 1779.512 431.71 634 0.1659955 0.632716
Moved 1779.543 424.879 634 0.1501829 0.632716
Moved 1779.573 416.2376 634 0.1301797 0.632716
Moved 1779.604 406.3969 634 0.1074001 0.632716
Moved 1779.635 397.1625 643.7094 0.0860242 0.6576887
Moved 1779.666 389.1443 645.9519 0.06746352 0.6634564
Moved 1779.696 380.5285 649.981 0.04751971 0.6738193
Moved 1779.727 372.9165 653.0278 0.02989928 0.6816558
Moved 1779.758 363.2889 658.1407 0.007613301 0.6948063
Moved 1779.788 356.4243 662.5757 -0.008277048 0.7062131
Moved 1779.819 350.3209 669.0187 -0.02240534 0.7227846
Moved 1779.85 345.2711 673.7289 -0.03409475 0.7348994
Moved 1779.881 342.5709 680.2874 -0.04034514 0.7517677
Moved 1779.911 342 686.0642 -0.04166668 0.766626
Moved 1779.942 342 692.6977 -0.04166668 0.7836873
Moved 1779.973 342 699.5616 -0.04166668 0.8013415
Moved 1780.004 351.6653 703.6653 -0.01929333 0.8118963
Moved 1780.034 354.5611 706 -0.01259004 0.8179011
Moved 1780.065 358.225 707 -0.004108846 0.820473
Moved 1780.096 362.3554 707 0.005452236 0.820473
Moved 1780.126 367.4524 698.4167 0.01725088 0.7983968
Moved 1780.157 372.817 680.3235 0.02966891 0.7518609
Moved 1780.188 374 656.4044 0.03240744 0.6903402
Moved 1780.219 374 626.5364 0.03240744 0.6135195
Moved 1780.249 364.8338 601.5422 0.01118938 0.549234
Moved 1780.28 360.1042 579.7156 0.0002412995 0.4930957
Moved 1780.311 351.2023 556.472 -0.02036502 0.4333128
Moved 1780.342 343.5819 534.2184 -0.03800477 0.3760762
Moved 1780.372 335.9722 513.9165 -0.05561998 0.3238593
Moved 1780.403 328.3119 496.6237 -0.07335216 0.279382
Moved 1780.434 318.6717 477.3433 -0.09566744 0.2297924
Moved 1780.464 311.0758 463.4597 -0.1132504 0.1940835
Moved 1780.495 305.253 453.3795 -0.1267291 0.1681571
Moved 1780.526 301.8904 448.7808 -0.134513 0.156329
Ended 1780.557 302 447.5667 -0.1342593 0.1532065
Candidates 1780.618 13 does is voters viewed views spread codes birds fits his showed doors ford
Began 1783.506 572 425 0.4907407 0.09516452
Stationary 1783.537 572 425 0.4907407 0.09516452
Moved 1783.568 539.7056 425 0.4159853 0.09516452
Moved 1783.599 509.5964 425 0.3462879 0.09516452
Moved 1783.629 488.1871 425 0.2967294 0.09516452
Moved 1783.66 466.5207 425 0.2465757 0.09516452
Moved 1783.691 438.7588 418.4828 0.182312 0.07840235
Moved 1783.721 410.0865 413.0144 0.115941 0.06433738
Moved 1783.752 366.4618 405.5577 0.01495789 0.04515875
Moved 1783.783 287.81 391.4155 -0.1671065 0.008784713
Moved 1783.813 235.1728 379.5769 -0.2889518 -0.02166442
Ended 1783.844 232 379 -0.2962963 -0.02314815
Accept 1783.906 0 does
Delete 1783.906 LeftSwipe
Began 1785.319 387 297 0.06250004 -0.2340535
Stationary 1785.35 387 297 0.06250004 -0.2340535
Stationary 1785.381 387 297 0.06250004 -0.2340535
Stationary 1785.411 387 297 0.06250004 -0.2340535
Moved 1785.442 387 307.0367 0.06250004 -0.2082389
Moved 1785.473 392.0275 314.6758 0.07413764 -0.188591
Moved 1785.503 400.2369 322.2369 0.0931409 -0.1691439
Moved 1785.534 405.3109 329.3109 0.1048863 -0.1509495
Moved 1785.565 409.7471 335.6628 0.1151553 -0.1346123
Moved 1785.596 414.8815 340.8815 0.1270404 -0.1211897
Moved 1785.626 417.9784 345.9568 0.1342093 -0.1081358
Moved 1785.657 423 350 0.1458333 -0.09773669
Moved 1785.688 426.6731 353.8365 0.1543359 -0.08786896
Moved 1785.719 430.6709 357.3354 0.1635901 -0.07886988
Moved 1785.749 433.7632 360.8816 0.170748 -0.06974915
Moved 1785.78 437.8637 363.4318 0.1802401 -0.06318983
Moved 1785.811 440.4895 365.7448 0.1863183 -0.05724094
Moved 1785.841 443.2086 368.2086 0.1926124 -0.05090399
Moved 1785.872 444.76 369.76 0.1962037 -0.04691355
Moved 1785.903 446.1525 370 0.199427 -0.04629637
Moved 1785.934 447.5 371 0.2025463 -0.04372435
Moved 1785.964 448.1287 372 0.2040016 -0.04115226
Moved 1785.995 449 372.6744 0.2060185 -0.03941783
Moved 1786.026 450 373 0.2083333 -0.03858032
Moved 1786.057 451.5 374 0.2118056 -0.03600823
Moved 1786.087 452 375.0192 0.2129629 -0.033387
Moved 1786.118 453.2957 375 0.2159622 -0.03343629
Moved 1786.149 454 376 0.2175926 -0.03086435
Moved 1786.179 455 376 0.2199073 -0.03086435
Moved 1786.21 456 377 0.2222222 -0.02829226
Moved 1786.241 457.2126 377 0.2250293 -0.02829226
Moved 1786.272 458.3331 378.3331 0.2276229 -0.02486366
Moved 1786.302 460.5 379.5 0.2326389 -0.02186214
Moved 1786.333 461.8073 379.8073 0.2356651 -0.02107196
Moved 1786.364 463.1828 381.1829 0.2388491 -0.01753387
Moved 1786.395 464.9206 381.9207 0.2428718 -0.01563626
Moved 1786.425 466.2396 382 0.245925 -0.01543218
Moved 1786.456 467.3322 383.3323 0.2484543 -0.01200546
Moved 1786.487 469.2771 384 0.2529564 -0.01028807
Moved 1786.517 470.5 385.5 0.2557871 -0.006430119
Moved 1786.548 472 386.3926 0.2592593 -0.004134237
Moved 1786.579 474 386.6817 0.2638889 -0.003390763
Moved 1786.61 476.2383 388.2383 0.2690703 0.0006129418
Moved 1786.64 477.7929 388.7929 0.2726688 0.002039332
Moved 1786.671 479.3547 390 0.276284 0.005143954
Moved 1786.702 481.6087 391.6088 0.2815017 0.009281724
Moved 1786.733 484.1641 393.1641 0.2874169 0.01328201
Moved 1786.763 486.7245 395.7245 0.2933438 0.01986747
Moved 1786.794 490 397.5 0.300926 0.02443408
Moved 1786.825 493 399.5 0.3078704 0.02957815
Moved 1786.855 496.6892 403.3446 0.3164102 0.03946657
Moved 1786.886 496.6284 404.6284 0.3162694 0.04276841
Moved 1786.917 499.1725 406 0.3221586 0.04629618
Moved 1786.948 501.4433 408.4433 0.327415 0.05258042
Moved 1786.978 502.9966 409 0.3310106 0.05401234
Moved 1787.009 504.2582 410.2582 0.3339311 0.05724852
Moved 1787.04 506.0874 412 0.3381653 0.06172835
Moved 1787.07 507.3209 413 0.3410206 0.06430033
Moved 1787.101 508.5 414.5 0.34375 0.0681584
Moved 1787.132 509.132 415 0.3452129 0.06944436
Moved 1787.163 510 416 0.3472221 0.07201634
Moved 1787.193 511.2324 416 0.3500749 0.07201634
Moved 1787.224 511 417 0.349537 0.0745884
Moved 1787.255 512.0183 417 0.3518942 0.0745884
Moved 1787.286 512 418.5 0.3518519 0.07844638
Moved 1787.316 513.0346 418 0.3542468 0.07716041
Stationary 1787.347 513 418 0.3541666 0.07716041
Stationary 1787.378 513 418 0.3541666 0.07716041
Moved 1787.408 513.749 419 0.3559003 0.07973251
Moved 1787.439 514.5 419 0.3576389 0.07973251
Stationary 1787.47 514.5 419 0.3576389 0.07973251
Moved 1787.501 515.0848 419 0.3589927 0.07973251
Stationary 1787.531 515 419 0.3587963 0.07973251
Stationary 1787.562 515 419 0.3587963 0.07973251
Moved 1787.593 517 419 0.3634259 0.07973251
Moved 1787.624 521.9456 420 0.3748739 0.08230445
Moved 1787.654 526 421.5 0.3842592 0.08616251
Moved 1787.685 530.4702 422.7351 0.394607 0.08933918
Moved 1787.716 537.8225 425.2742 0.4116262 0.0958697
Moved 1787.746 544.4362 428.8121 0.4269357 0.1049692
Moved 1787.777 551.0313 431.3438 0.442202 0.1114808
Moved 1787.808 555.2619 433 0.4519951 0.1157406
Moved 1787.839 559.1817 435.1817 0.4610687 0.121352
Moved 1787.869 561.7431 436.7431 0.466998 0.1253679
Moved 1787.9 564.3012 438 0.4729195 0.1286007
Moved 1787.931 566.43 439.43 0.4778472 0.1322788
Moved 1787.962 567 440.1145 0.4791667 0.1340393
Stationary 1787.992 567 440 0.4791667 0.1337448
Stationary 1788.023 567 440 0.4791667 0.1337448
Stationary 1788.054 567 440 0.4791667 0.1337448
Moved 1788.084 558.9913 440 0.4606281 0.1337448
Moved 1788.115 548.5 440 0.4363426 0.1337448
Moved 1788.146 525.1898 427.7299 0.3823839 0.1021859
Moved 1788.177 503.1752 420.1525 0.331424 0.08269671
Moved 1788.207 472.8998 412.2999 0.2613421 0.06249969
Moved 1788.238 451.7646 408.5294 0.2124181 0.05280196
Moved 1788.269 435.8004 403.9429 0.1754638 0.04100548
Moved 1788.3 422.5503 401.7929 0.1447923 0.03547554
Moved 1788.33 408.71 401 0.1127546 0.03343609
Moved 1788.361 397.5066 400 0.08682082 0.03086416
Moved 1788.392 391.1548 400 0.07211765 0.03086416
Moved 1788.422 387.8329 400 0.06442796 0.03086416
Moved 1788.453 386.5157 400 0.06137908 0.03086416
Moved 1788.484 384.8428 400 0.05750646 0.03086416
Stationary 1788.515 385 400 0.05787035 0.03086416
Moved 1788.545 384 400 0.0555556 0.03086416
Moved 1788.576 383.327 400 0.05399763 0.03086416
Stationary 1788.607 383 400 0.05324075 0.03086416
Moved 1788.637 381.2407 398.4813 0.04916817 0.02695806
Moved 1788.668 379.9721 393.8884 0.04623175 0.01514505
Moved 1788.699 377 368.5 0.03935188 -0.0501544
Moved 1788.73 376 354.8093 0.03703703 -0.08536704
Moved 1788.76 376 345.5648 0.03703703 -0.1091441
Moved 1788.791 387.7 339.2 0.06412029 -0.1255144
Moved 1788.822 398.6864 334.1568 0.08955181 -0.1384857
Moved 1788.853 402.9389 332.0306 0.09939562 -0.1439544
Moved 1788.883 406.5 328.5 0.1076389 -0.1530351
Moved 1788.914 408.8042 326.1958 0.1129727 -0.1589615
Moved 1788.945 409 324.9784 0.113426 -0.1620927
Moved 1788.975 409 323.1454 0.113426 -0.1668072
Stationary 1789.006 409 323 0.113426 -0.1671811
Moved 1789.037 409 321.6678 0.113426 -0.1706076
Moved 1789.068 397.5469 322 0.0869141 -0.1697531
Moved 1789.098 393.4807 327.3174 0.07750164 -0.1560766
Moved 1789.129 389.688 332.312 0.06872217 -0.1432305
Moved 1789.16 386.5 335.5 0.06134262 -0.1350309
Moved 1789.191 382.8958 340.2084 0.05299946 -0.1229208
Moved 1789.221 380.3335 343.333 0.0470683 -0.1148843
Moved 1789.252 377.7872 346.2128 0.0411741 -0.1074773
Moved 1789.283 375.5 347.5 0.03587961 -0.1041667
Moved 1789.313 374.5 348 0.03356477 -0.1028807
Moved 1789.344 374 349 0.03240744 -0.1003086
Moved 1789.375 374 352.0894 0.03240744 -0.09236284
Moved 1789.406 374 354.5 0.03240744 -0.08616254
Moved 1789.436 381.0837 360.7709 0.04880498 -0.07003368
Moved 1789.467 395.1821 365.8728 0.08144001 -0.05691159
Moved 1789.498 410.8448 368.9778 0.1176964 -0.0489253
Moved 1789.528 429.5 370 0.1608796 -0.04629637
Moved 1789.559 440.8498 370 0.1871523 -0.04629637
Moved 1789.59 454.8489 370 0.2195577 -0.04629637
Moved 1789.621 468.2687 370 0.250622 -0.04629637
Moved 1789.651 481.1647 370 0.2804738 -0.04629637
Moved 1789.682 494.9636 363 0.3124158 -0.06430049
