win first prize in the contest
win first prize in the contest
FixStart
List

0.6 0.6
432 388.8
Began 1789.763 366 413 0.01388888 0.06430033
Stationary 1789.794 366 413 0.01388888 0.06430033
Moved 1789.825 352.5075 421.3031 -0.01734371 0.08565604
Moved 1789.855 335.2534 431.8311 -0.05728369 0.1127341
Moved 1789.886 318.5839 446.0709 -0.09587055 0.1493593
Moved 1789.917 281.3477 474.9882 -0.1820654 0.223735
Moved 1789.948 261.791 496.209 -0.2273356 0.2783152
Moved 1789.978 250.7886 507.2818 -0.2528041 0.3067947
Moved 1790.009 246.7289 510.6355 -0.2622015 0.3154204
Moved 1790.04 245 512.508 -0.2662037 0.3202366
Moved 1790.07 245 519.142 -0.2662037 0.3372992
Moved 1790.101 276.206 531.7557 -0.1939676 0.3697419
Moved 1790.132 359.2066 539 -0.001836568 0.3883744
Moved 1790.163 378.9037 539 0.04375865 0.3883744
Moved 1790.193 406.7174 539 0.1081422 0.3883744
Moved 1790.224 425.175 539 0.150868 0.3883744
Moved 1790.255 436.6862 531.1046 0.1775143 0.3680673
Moved 1790.286 441.5391 529.2305 0.1887479 0.363247
Moved 1790.316 444.5 525.5 0.1956019 0.3536522
Moved 1790.347 448.1854 510.8875 0.2041329 0.3160684
Moved 1790.378 449 481.252 0.2060185 0.2398456
Moved 1790.408 449 442.9819 0.2060185 0.1414142
Moved 1790.439 435.7049 406.1432 0.1752427 0.04666473
Moved 1790.47 423.028 357.7599 0.1458981 -0.07777798
Moved 1790.501 419.8026 338.0131 0.138432 -0.1285672
Moved 1790.531 416.9311 323.7245 0.131785 -0.1653177
Moved 1790.562 414.3599 314.4395 0.125833 -0.1891989
Moved 1790.593 412.4916 306.4747 0.1215082 -0.2096844
Moved 1790.624 412 301.6218 0.1203704 -0.2221663
Moved 1790.654 411 299.0651 0.1180555 -0.2287422
Ended 1790.685 411 298 0.1180555 -0.2314816
Candidates 1790.777 13 win run erin from sun twin getting setting writing rating won eric sign
Began 1791.515 411 370 0.1180555 -0.04629637
Stationary 1791.545 411 370 0.1180555 -0.04629637
Stationary 1791.576 411 370 0.1180555 -0.04629637
Moved 1791.607 394.7625 370 0.08046885 -0.04629637
Moved 1791.637 384.0739 370 0.05572667 -0.04629637
Moved 1791.668 368.0684 370 0.01867682 -0.04629637
Moved 1791.699 357.8383 370 -0.005004059 -0.04629637
Moved 1791.73 353.0715 370 -0.01603812 -0.04629637
Moved 1791.76 351.7945 370 -0.01899421 -0.04629637
Moved 1791.791 380.5599 422.3137 0.04759242 0.08825541
Moved 1791.822 426.4978 469.0605 0.1539301 0.208489
Moved 1791.853 459.4772 496.2535 0.2302714 0.2784296
Moved 1791.883 489.4386 517.6257 0.2996263 0.3333994
Moved 1791.914 511.3894 532.421 0.3504386 0.3714532
Moved 1791.945 522.4095 540.0571 0.3759479 0.3910934
Moved 1791.976 523.9232 542 0.3794517 0.3960905
Moved 1792.006 524 543 0.3796296 0.3986624
Moved 1792.037 519.3729 543 0.3689187 0.3986624
Moved 1792.068 499.5 543 0.3229167 0.3986624
Moved 1792.098 450.9709 530.8628 0.2105808 0.3674454
Moved 1792.129 410.7197 524.06 0.1174067 0.3499484
Moved 1792.16 379.1282 520.1935 0.0442782 0.3400037
Moved 1792.191 356.9662 517.774 -0.007022768 0.3337807
Moved 1792.221 334.9501 515 -0.05798578 0.326646
Moved 1792.252 317.7349 508.9116 -0.09783597 0.3109866
Moved 1792.283 302.4315 500.2158 -0.1332603 0.2886207
Moved 1792.313 282.7893 486.1929 -0.1787286 0.2525536
Moved 1792.344 259.2158 457.5197 -0.2332968 0.1788056
Moved 1792.375 235.2586 414.7349 -0.2887533 0.06876247
Moved 1792.406 221.9993 389.1984 -0.3194461 0.003082291
Moved 1792.436 210.7822 362.3467 -0.3454115 -0.06598068
Moved 1792.467 205.0395 348.079 -0.3587048 -0.1026774
Moved 1792.498 202.6512 340.3024 -0.3642333 -0.122679
Moved 1792.529 203 338 -0.3634259 -0.1286009
