I listen to the tape everyday
I listen to the tape everyday
FixStart
List

0.6 0.6
432 388.8
Began 2254.286 475 413 0.2662037 0.06430033
Stationary 2254.317 475 413 0.2662037 0.06430033
Moved 2254.348 505.8709 450.2451 0.3376641 0.1600953
Moved 2254.378 533.4239 488.6122 0.4014443 0.2587763
Moved 2254.409 555.8188 517.4554 0.4532842 0.3329613
Moved 2254.44 571.0951 542.3522 0.488646 0.3969962
Moved 2254.47 581.892 558.4866 0.5136389 0.4384942
Moved 2254.501 589.6236 568.4982 0.5315362 0.4642441
Moved 2254.532 595.7053 577.4105 0.5456141 0.4871669
Moved 2254.563 598.5753 581.5753 0.5522577 0.4978788
Moved 2254.594 600 585.4514 0.5555555 0.5078483
Moved 2254.624 601.9732 587 0.5601231 0.5118312
Moved 2254.655 603 589 0.5624999 0.5169753
Moved 2254.686 604.5 590 0.5659723 0.5195472
Moved 2254.716 605.5 591 0.568287 0.5221192
Ended 2254.747 605 591 0.5671296 0.5221192
Candidates 2254.839 13 I go o ii iii you ip up iu gi u hi p
Began 2255.515 441 427 0.1875 0.1003086
Stationary 2255.546 441 427 0.1875 0.1003086
Moved 2255.577 478.4844 427 0.2742694 0.1003086
Moved 2255.608 520.6176 435.8167 0.3717999 0.1229854
Moved 2255.638 549.8295 438 0.4394203 0.1286007
Moved 2255.669 573.5812 440 0.4944009 0.1337448
Moved 2255.7 591.5226 441 0.5359319 0.1363167
Moved 2255.73 601.1433 441 0.5582021 0.1363167
Moved 2255.761 607.9405 442 0.5739363 0.1388888
Moved 2255.792 612.3433 444.3433 0.5841281 0.1449159
Moved 2255.823 616.2242 448.4483 0.5931115 0.1554739
Moved 2255.854 610.6826 470.9137 0.5802838 0.2132553
Moved 2255.884 594.4451 505.3874 0.5426969 0.3019222
Moved 2255.915 578.9899 536.0203 0.506921 0.3807105
Moved 2255.946 565.0804 559.0714 0.474723 0.4399982
Moved 2255.977 557.2937 567.7063 0.4566984 0.4622075
Moved 2256.007 551.2278 574.5443 0.4426571 0.4797949
Moved 2256.038 545.712 577 0.4298888 0.4861111
Moved 2256.069 539.6716 577 0.4159064 0.4861111
Moved 2256.099 513.1048 556.1943 0.3544092 0.4325985
Moved 2256.13 473.5224 511.597 0.2627833 0.3178934
Moved 2256.161 425.4938 453.9926 0.151606 0.1697338
Moved 2256.192 388.1307 408.0302 0.06511728 0.05151784
Moved 2256.222 358.3399 373.0981 -0.003842761 -0.0383279
Moved 2256.253 332.9727 345.9727 -0.06256332 -0.108095
Moved 2256.284 314.9238 329.649 -0.104343 -0.1500798
Moved 2256.314 297.0388 318.5194 -0.1457435 -0.1787053
Moved 2256.345 281.5259 308.2629 -0.181653 -0.2050851
Moved 2256.376 271.5174 303.7587 -0.2048208 -0.2166699
Moved 2256.407 267.2149 304 -0.2147804 -0.2160494
Moved 2256.438 266 318.2514 -0.2175926 -0.1793945
Moved 2256.468 281.1433 350.7628 -0.1825386 -0.09577487
Moved 2256.499 304.6252 392.042 -0.1281824 0.01039603
Moved 2256.53 327.3301 425.079 -0.07562468 0.09536763
Moved 2256.561 344.7529 453.1294 -0.03529419 0.1675137
Moved 2256.591 358.6437 472.9656 -0.003139476 0.2185328
Moved 2256.622 372.0276 490.1989 0.02784183 0.2628571
Moved 2256.653 386.5708 506.6849 0.06150652 0.3052596
Moved 2256.683 398.8889 518.889 0.0900207 0.3366485
Moved 2256.714 407.5336 527.5336 0.1100315 0.3588825
Moved 2256.745 412.7741 532.774 0.1221622 0.3723611
Moved 2256.776 413 535.1273 0.1226852 0.3784136
