taking the train is usually faster
Moved 1075.927 394.6129 447.7678 0.08012245 0.1537236
Moved 1075.958 384.6034 442.8017 0.05695224 0.1409508
Moved 1075.989 374.5469 435.5469 0.03367335 0.1222915
Moved 1076.019 364.941 430.294 0.01143754 0.1087808
Moved 1076.05 358.5537 425.7769 -0.003347844 0.09716261
Moved 1076.081 353.4113 420.4113 -0.01525164 0.08336224
Moved 1076.112 348.3302 415.6603 -0.02701352 0.07114273
Moved 1076.142 345.4545 413.4545 -0.03367006 0.06546935
Moved 1076.173 342.9408 410.9408 -0.03948892 0.05900398
Moved 1076.204 340.0408 408.0408 -0.04620179 0.05154531
Moved 1076.234 337.1696 404.1696 -0.05284826 0.04158828
Moved 1076.265 333.5796 400.5795 -0.06115843 0.03235471
Moved 1076.296 326.3813 393.3813 -0.07782102 0.01384064
Moved 1076.327 315.6677 384.7508 -0.1026211 -0.008357091
Moved 1076.357 306.1098 377.0732 -0.1247459 -0.02810404
Moved 1076.388 298.111 370.7407 -0.1432616 -0.04439138
Moved 1076.419 288.4597 365.2299 -0.1656026 -0.05856518
Moved 1076.45 277.9647 359.4824 -0.1898966 -0.07334799
Moved 1076.48 266.4814 353.7407 -0.2164783 -0.08811565
Moved 1076.511 254.7456 349.6982 -0.2436444 -0.09851275
Moved 1076.542 241.8758 349 -0.2734356 -0.1003086
Moved 1076.573 231.3961 349 -0.2976942 -0.1003086
Moved 1076.603 217.6532 349 -0.3295065 -0.1003086
Moved 1076.634 201.2969 355.7031 -0.3673683 -0.08306833
Moved 1076.665 184.1152 363.0935 -0.4071407 -0.06405999
Moved 1076.695 170.2655 370.1564 -0.4392003 -0.04589418
Moved 1076.726 162.75 376.1666 -0.4565971 -0.03043571
Moved 1076.757 160 382.9554 -0.462963 -0.01297484
Moved 1076.788 159 388.5716 -0.4652778 0.001470071
Moved 1076.818 169.1596 399.1596 -0.4417601 0.02870269
Moved 1076.849 178.9131 409.9131 -0.4191826 0.05636077
Moved 1076.88 192.5331 420.3198 -0.387655 0.08312704
Moved 1076.911 206.9114 431.9468 -0.3543717 0.1130319
Moved 1076.941 214.9359 437.2906 -0.3357965 0.1267761
Moved 1076.972 223.681 442.8405 -0.3155533 0.1410506
Moved 1077.003 226.5581 444.2791 -0.3088932 0.1447506
Moved 1077.033 233.465 446.155 -0.2929051 0.1495755
Moved 1077.064 239.0103 447 -0.2800688 0.1517489
Moved 1077.095 247.6279 447 -0.2601207 0.1517489
Moved 1077.126 258.678 447 -0.2345417 0.1517489
Moved 1077.156 266.8804 447 -0.2155545 0.1517489
Moved 1077.187 274.4759 447 -0.1979724 0.1517489
Moved 1077.218 284.223 447 -0.1754098 0.1517489
Moved 1077.249 293.8378 447 -0.1531533 0.1517489
Moved 1077.279 303.4527 447 -0.1308965 0.1517489
Moved 1077.31 320.2037 460.1697 -0.09212107 0.1856218
Moved 1077.341 333.5989 470.6992 -0.06111363 0.2127035
Moved 1077.371 343.3102 482.8503 -0.03863379 0.2439566
Moved 1077.402 352.0993 494.3741 -0.01828864 0.273596
Moved 1077.433 358.3005 504.4508 -0.003933956 0.2995133
Moved 1077.464 362.0213 511.0426 0.004678965 0.3164675
Moved 1077.494 362 515.6863 0.004629592 0.3284111
Moved 1077.525 362 518.4609 0.004629592 0.3355476
Moved 1077.556 351.4176 522.6456 -0.01986673 0.3463108
Moved 1077.587 335.792 522 -0.05603711 0.3446501
Moved 1077.617 313.0823 522 -0.1086058 0.3446501
Moved 1077.648 284.0245 508.2073 -0.1758693 0.3091751
Moved 1077.679 261.272 499.602 -0.2285371 0.287042
Moved 1077.709 248.2995 495.3198 -0.258566 0.2760281
Moved 1077.74 237.3557 491.0889 -0.2838989 0.2651464
Moved 1077.771 229.2189 488.2189 -0.302734 0.2577645
Moved 1077.802 227 488 -0.3078704 0.2572016
Stationary 1077.832 227 488 -0.3078704 0.2572016
Stationary 1077.863 227 488 -0.3078704 0.2572016
Moved 1077.894 255.4713 496.9039 -0.2419646 0.2801025
Moved 1077.925 294.1938 498 -0.1523292 0.2829217
Moved 1077.955 340.1835 498 -0.04587153 0.2829217
Moved 1077.986 377.0083 498 0.03937095 0.2829217
Moved 1078.017 395.4331 491 0.08202116 0.2649176
Moved 1078.047 401.7184 490.2816 0.09657045 0.2630698
Ended 1078.078 403.0608 490 0.09967774 0.2623456
Accept 1078.17 0 usually
Candidates 1078.17 13 gay faster battery day latest harry gary get fat at fast fatty say
Began 1079.185 386 428 0.06018519 0.1028806
Stationary 1079.215 386 428 0.06018519 0.1028806
Moved 1079.246 373.6378 428 0.0315689 0.1028806
Moved 1079.277 358.0116 439.8505 -0.00460272 0.1333604
Moved 1079.307 344.1247 448.5251 -0.0367483 0.1556716
Moved 1079.338 332.6342 460.3658 -0.06334677 0.1861259
Moved 1079.369 327.0392 468.9412 -0.07629817 0.2081821
Moved 1079.4 324.1471 478.4116 -0.0829928 0.2325402
Moved 1079.43 322 487.2806 -0.08796295 0.2553512
Moved 1079.461 320 499.2031 -0.09259259 0.2860161
Moved 1079.492 319 507 -0.09490739 0.3060699
Moved 1079.522 317.7791 511.1043 -0.09773345 0.3166263
Moved 1079.553 317 523.3837 -0.09953702 0.3482091
Moved 1079.584 314.6641 531.0076 -0.1049442 0.3678178
Moved 1079.615 312.7829 537.4343 -0.1092989 0.3843473
Moved 1079.645 312 541.7247 -0.1111111 0.3953823
Moved 1079.676 311 546.6 -0.113426 0.4079218
Moved 1079.707 310 550.9487 -0.1157407 0.4191067
Moved 1079.738 308.6515 553.3484 -0.1188622 0.4252789
Moved 1079.768 309 559.7599 -0.1180555 0.4417692
Moved 1079.799 307.2469 566.2592 -0.1221135 0.4584854
Moved 1079.83 307 570 -0.1226852 0.4681069
Moved 1079.861 306 576.2202 -0.125 0.4841053
Moved 1079.891 306 582.0465 -0.125 0.4990907
Moved 1079.922 305.0963 586.9036 -0.1270918 0.5115833
Moved 1079.953 305 591.7706 -0.1273148 0.5241013
Moved 1079.984 305 594.3482 -0.1273148 0.5307309
Moved 1080.014 304 597 -0.1296296 0.5375513
Moved 1080.045 304 599.0486 -0.1296296 0.5428205
Moved 1080.076 303.2701 601 -0.1313193 0.5478393
Moved 1080.106 303 602.076 -0.1319445 0.550607
Ended 1080.137 303 602 -0.1319445 0.5504114
Accept 1080.229 1 faster
Began 1080.936 680 572 0.7407407 0.4732509
Stationary 1080.967 680 572 0.7407407 0.4732509
Stationary 1080.998 680 572 0.7407407 0.4732509
Ended 1081.028 680 572 0.7407407 0.4732509
PhraseEnd 1081.09
