the collapse of the Roman empire
Moved 1715.805 353.9391 520.0609 -0.01402994 0.3396628
Moved 1715.836 347.2217 528.7783 -0.02957945 0.362084
Moved 1715.866 340.5361 538.4639 -0.04505525 0.3869954
Moved 1715.897 332.9073 547.0927 -0.06271466 0.409189
Moved 1715.928 327.1871 555.7194 -0.07595579 0.4313769
Moved 1715.958 323.878 562.3661 -0.08361579 0.4484724
Moved 1715.989 321 570.6539 -0.09027779 0.4697888
Moved 1716.02 321 578.6241 -0.09027779 0.4902882
Ended 1716.051 321 578.6241 -0.09027779 0.4902882
Candidates 1716.112 13 the other further printer price gift title however huge fortune former print office
Began 1716.788 487 578 0.2939814 0.488683
Stationary 1716.819 487 578 0.2939814 0.488683
Stationary 1716.85 487 578 0.2939814 0.488683
Stationary 1716.88 487 578 0.2939814 0.488683
Stationary 1716.911 487 578 0.2939814 0.488683
Moved 1716.942 477.8712 564.1779 0.2728499 0.4531325
Moved 1716.973 472.7577 553.5154 0.2610132 0.4257084
Moved 1717.003 467.641 539.923 0.2491691 0.3907484
Moved 1717.034 462.1383 525.415 0.2364314 0.3534336
Moved 1717.065 457.0367 510.5916 0.2246219 0.3153076
Moved 1717.095 452.9591 499.9182 0.2151831 0.2878554
Moved 1717.126 447.8671 486.6012 0.203396 0.2536038
Moved 1717.157 443.252 474.7559 0.1927128 0.2231374
Moved 1717.188 437.2059 462.0146 0.1787173 0.1903668
Moved 1717.218 429.5373 446.0746 0.1609659 0.1493687
Moved 1717.249 427 441 0.1550926 0.1363167
Moved 1717.28 423.1852 432.5557 0.146262 0.1145978
Moved 1717.31 418.3612 422.7224 0.1350954 0.08930653
Moved 1717.341 415.1263 414.2526 0.1276072 0.06752215
Moved 1717.372 412.572 406.7159 0.1216943 0.04813751
Moved 1717.403 410.2573 402.5145 0.1163362 0.0373316
Moved 1717.433 408.7862 398.7862 0.112931 0.02774223
Moved 1717.464 407.2252 396 0.1093176 0.02057605
Moved 1717.495 407 393.6786 0.1087963 0.01460538
Moved 1717.526 406 394 0.1064815 0.01543206
Stationary 1717.556 406 394 0.1064815 0.01543206
Moved 1717.587 406 400.3459 0.1064815 0.0317539
Moved 1717.618 406 411.0128 0.1064815 0.05918914
Moved 1717.648 417.5 420.5 0.1331019 0.08359041
Moved 1717.679 426.1524 437.2541 0.1531306 0.1266823
Moved 1717.71 434.8366 449.4489 0.1732328 0.1580474
Moved 1717.741 443.6542 458.6542 0.1936441 0.1817238
Moved 1717.771 453 469 0.2152778 0.2083333
Moved 1717.802 464.9592 478.9673 0.2429611 0.2339695
Moved 1717.833 476 491 0.2685185 0.2649176
Moved 1717.864 488.3806 501.3807 0.2971774 0.2916169
Moved 1717.894 500 510.5 0.324074 0.3150719
Moved 1717.925 509.6896 517.7931 0.3465038 0.3338299
Moved 1717.956 519.7744 525.3308 0.3698483 0.353217
Moved 1717.986 527.9398 530.9398 0.3887495 0.3676433
Moved 1718.017 537 537.5 0.4097222 0.3845164
Moved 1718.048 548.0234 552.7792 0.4352393 0.4238146
Moved 1718.078 559.5352 569.1492 0.4618869 0.4659187
Moved 1718.109 570.4021 586.1032 0.4870419 0.5095246
Moved 1718.14 579.2382 603.4764 0.5074957 0.5542087
Moved 1718.171 586.9858 615.3098 0.5254301 0.5846443
Moved 1718.201 595.8249 628.0311 0.5458909 0.6173638
Moved 1718.232 604.2881 649.1015 0.5654817 0.6715572
Moved 1718.263 612.9648 671.2159 0.5855666 0.7284358
Moved 1718.294 616.5503 689.8519 0.5938664 0.7763678
Moved 1718.324 617 705.5266 0.5949074 0.8166835
Moved 1718.355 617 713.3214 0.5949074 0.8367318
Moved 1718.386 617 719.6465 0.5949074 0.853
Moved 1718.417 617 723 0.5949074 0.8616255
Moved 1718.447 617 726.0491 0.5949074 0.8694676
Moved 1718.478 617 728.5 0.5949074 0.8757714
Moved 1718.509 617 729.3327 0.5949074 0.8779133
Moved 1718.539 617 730 0.5949074 0.8796296
Moved 1718.57 617 722.2372 0.5949074 0.8596636
Moved 1718.601 617 698.5 0.5949074 0.7986109
Moved 1718.632 617 673.428 0.5949074 0.7341255
Moved 1718.662 617 654.1113 0.5949074 0.6844424
Moved 1718.693 617.8494 635.0538 0.5968737 0.6354264
Moved 1718.724 619 621.0185 0.599537 0.5993273
Moved 1718.755 621.9413 605.4106 0.6063458 0.5591835
Moved 1718.785 623.1915 595.0427 0.6092395 0.532517
Moved 1718.816 625 584.0104 0.613426 0.5041419
Moved 1718.847 627.297 574.1089 0.618743 0.4786752
Moved 1718.877 628.8436 567.3128 0.622323 0.4611954
Moved 1718.908 630 560.8438 0.6250001 0.444557
Moved 1718.939 632.6192 556.7616 0.631063 0.4340575
Moved 1718.97 635.1653 552.8347 0.6369568 0.4239573
Moved 1719 636.7073 550.2927 0.6405261 0.4174195
Moved 1719.031 638 548.0167 0.6435185 0.4115656
Moved 1719.062 640.5 547 0.6493056 0.4089505
Moved 1719.092 642.0719 545 0.6529442 0.4038065
Moved 1719.123 643.3381 543.6619 0.6558753 0.4003649
Moved 1719.154 645.8631 544 0.6617202 0.4012345
Moved 1719.185 648.3977 544 0.6675873 0.4012345
Moved 1719.215 650.9581 544 0.6735142 0.4012345
Moved 1719.246 652.5 555 0.6770833 0.4295266
Moved 1719.277 652 559.2046 0.6759259 0.4403409
Moved 1719.308 653 565.5519 0.6782408 0.4566665
Moved 1719.338 653 574.4633 0.6782408 0.4795866
Moved 1719.369 653 580.7597 0.6782408 0.495781
Moved 1719.4 653 586.2891 0.6782408 0.5100027
Moved 1719.43 641.6216 591.3784 0.6519018 0.5230925
Moved 1719.461 637.4882 594.7559 0.6423338 0.5317796
Moved 1719.492 631.3923 599.6077 0.6282231 0.5442583
Moved 1719.523 623.7289 602.8474 0.6104837 0.5525908
Moved 1719.553 611.5446 604.1138 0.582279 0.5558482
Moved 1719.584 600.3178 604 0.5562912 0.5555555
Moved 1719.615 587.8524 604 0.527436 0.5555555
Moved 1719.646 572.2174 604 0.491244 0.5555555
Moved 1719.676 553.5225 604 0.4479686 0.5555555
Moved 1719.707 536.2611 604 0.4080119 0.5555555
Moved 1719.738 518.77 595.77 0.367523 0.5343876
Moved 1719.768 503.6505 594.6644 0.3325244 0.5315441
Moved 1719.799 481.0238 591.0026 0.2801477 0.522126
Moved 1719.83 462 587 0.2361111 0.5118312
Moved 1719.861 444.4026 584.9147 0.1953765 0.5064677
Moved 1719.891 429.4393 582.777 0.160739 0.5009696
Moved 1719.922 413.9486 580.1581 0.1248811 0.4942336
Moved 1719.953 399.0767 578.6154 0.09045521 0.4902657
Moved 1719.984 384.3889 576.0778 0.05645574 0.483739
Moved 1720.014 372.3311 573.8662 0.02854436 0.4780508
Moved 1720.045 356.013 570.2876 -0.009229183 0.4688466
Moved 1720.076 342.7329 566.7466 -0.03997013 0.4597391
Moved 1720.106 331.0557 564.2111 -0.06700069 0.4532178
Moved 1720.137 322.9581 560.9791 -0.08574521 0.444905
Moved 1720.168 314 560 -0.1064815 0.4423867
Moved 1720.199 308.8193 558 -0.1184738 0.4372427
Moved 1720.229 305.3555 558 -0.126492 0.4372427
Moved 1720.26 303.0666 558 -0.1317903 0.4372427
Moved 1720.291 300.5447 558 -0.1376279 0.4372427
Moved 1720.322 299.669 558 -0.1396551 0.4372427
Moved 1720.352 299 558 -0.1412037 0.4372427
Moved 1720.383 297.5 558 -0.1446759 0.4372427
Stationary 1720.414 297.5 558 -0.1446759 0.4372427
Moved 1720.444 298 565.8929 -0.1435185 0.4575435
Moved 1720.475 297 567.434 -0.1458333 0.461507
Moved 1720.506 297 567.7467 -0.1458333 0.4623114
Stationary 1720.536 297 568 -0.1458333 0.4629629
Moved 1720.567 297 569.3327 -0.1458333 0.4663906
Moved 1720.598 297 570.3257 -0.1458333 0.4689447
Stationary 1720.629 297 570 -0.1458333 0.4681069
Moved 1720.659 297 571 -0.1458333 0.4706789
Moved 1720.69 297 574.3475 -0.1458333 0.4792886
Moved 1720.721 306.7998 579.45 -0.1231485 0.4924123
Moved 1720.752 320 586.5 -0.09259259 0.5105452
Moved 1720.782 340.9452 595.9794 -0.04410843 0.5349264
Moved 1720.813 363 607 0.006944438 0.5632715
Moved 1720.844 385.6792 615.2547 0.05944252 0.5845028
Moved 1720.875 411.5 625 0.119213 0.6095678
Moved 1720.905 434.2321 630.8293 0.1718335 0.624561
Moved 1720.936 458.1483 636.9219 0.2271952 0.640231
Moved 1720.967 484.0627 641.0114 0.2871822 0.6507494
Moved 1720.997 507.5 645 0.3414352 0.6610081
Moved 1721.028 527.3737 645.7967 0.387439 0.6630571
Moved 1721.059 546.4828 648.3547 0.4316731 0.6696363
Moved 1721.089 564.3591 650.8932 0.4730535 0.6761655
Moved 1721.12 579.2534 653.4507 0.5075311 0.6827434
Moved 1721.151 591.4058 656.6812 0.5356616 0.6910522
Moved 1721.182 605.1766 659.2354 0.5675386 0.6976218
Moved 1721.212 616.3854 661.7952 0.5934848 0.7042056
Moved 1721.243 626.4055 664.3514 0.6166793 0.7107801
Moved 1721.274 633.8444 666.6148 0.6338989 0.7166018
Moved 1721.305 640.3408 669.1704 0.6489371 0.7231748
Moved 1721.335 644.4562 671 0.6584634 0.7278805
Moved 1721.366 647.2858 673.2858 0.6650134 0.7337597
Moved 1721.397 649.5 674 0.670139 0.7355967
Moved 1721.427 652.0603 677.0603 0.6760655 0.7434678
Moved 1721.458 654.6172 679.6172 0.6819842 0.750044
Moved 1721.489 657.1683 682.1683 0.6878896 0.7566055
Moved 1721.52 659.46 684.46 0.6931943 0.7624999
Moved 1721.55 662.0089 688.0178 0.6990947 0.7716504
Moved 1721.581 666.1246 692.1246 0.7086219 0.7822134
Moved 1721.612 671.226 698.3389 0.7204304 0.7981967
Moved 1721.643 675.7476 705.1215 0.7308972 0.8156415
Moved 1721.673 678.86 711.79 0.7381018 0.8327931
Moved 1721.704 681.4969 718.4907 0.7442057 0.8500275
Moved 1721.735 685.0483 724.0967 0.7524267 0.8644461
Moved 1721.766 686.2762 727.5525 0.7552691 0.8733345
Moved 1721.796 686 730.8326 0.7546297 0.8817711
Moved 1721.827 686 733.3892 0.7546297 0.8883464
Moved 1721.858 686 734.9445 0.7546297 0.892347
Moved 1721.888 686 736.2029 0.7546297 0.8955835
Moved 1721.919 677.4006 736 0.7347237 0.8950616
Moved 1721.95 670.9349 736 0.7197567 0.8950616
Moved 1721.981 659.3535 729.6187 0.6929479 0.8786488
Moved 1722.011 639.4752 718.0851 0.6469334 0.8489844
Moved 1722.042 616.2288 705.7612 0.5931221 0.817287
Moved 1722.073 591.1492 692.445 0.5350675 0.7830374
Moved 1722.104 564.6171 675.8984 0.4736506 0.7404792
Moved 1722.134 540.6128 662.1908 0.4180851 0.7052231
Moved 1722.165 518.7444 648.7153 0.3674641 0.6705639
Moved 1722.196 499.5885 638.1934 0.3231215 0.6435015
Moved 1722.226 482.4696 627.9797 0.2834945 0.6172317
Moved 1722.257 466.8919 618.946 0.247435 0.5939968
Moved 1722.288 451.6408 611.3204 0.2121314 0.5743836
Moved 1722.319 436.3114 603.6557 0.1766467 0.5546699
Moved 1722.349 420.6275 596.651 0.1403413 0.5366537
Moved 1722.38 408.5857 591.2928 0.1124668 0.5228724
Moved 1722.411 394.7825 584.6695 0.08051504 0.5058371
Moved 1722.441 382.0594 577.0356 0.0510635 0.4862027
Moved 1722.472 371.3974 570.9316 0.0263829 0.4705029
Moved 1722.503 363.6452 565.4301 0.008437932 0.4563531
Moved 1722.534 353.6415 558.9811 -0.01471872 0.4397662
Moved 1722.564 345.3888 554.2592 -0.03382226 0.4276214
Moved 1722.595 339.1521 550.1522 -0.04825895 0.4170579
Moved 1722.626 331.0132 545.6755 -0.06709903 0.4055438
Moved 1722.656 324.5736 540.5736 -0.08200557 0.3924217
Moved 1722.687 319.4488 536.4487 -0.09386863 0.3818125
Moved 1722.718 315.6686 533.6686 -0.1026189 0.374662
Moved 1722.749 312.4015 531.4015 -0.1101817 0.3688309
Moved 1722.779 309.861 528.861 -0.1160625 0.3622967
Moved 1722.81 308.3103 528 -0.119652 0.3600822
Moved 1722.841 307 526.775 -0.1226852 0.3569315
Moved 1722.872 305.5032 527 -0.12615 0.3575102
Moved 1722.902 304.7122 525.7122 -0.1279809 0.3541979
Moved 1722.933 303.8609 526 -0.1299516 0.3549381
Moved 1722.964 302.95 525 -0.1320603 0.3523662
Stationary 1722.995 302.95 525 -0.1320603 0.3523662
Moved 1723.025 301.5 524 -0.1354167 0.3497942
Moved 1723.056 300.8654 522.8654 -0.1368857 0.3468759
Moved 1723.087 300 522 -0.1388889 0.3446501
Moved 1723.117 298.7925 520.7925 -0.141684 0.3415445
Moved 1723.148 298 520 -0.1435185 0.3395061
Moved 1723.179 296.9117 520 -0.1460377 0.3395061
Stationary 1723.21 297 520 -0.1458333 0.3395061
Moved 1723.24 297 536.2995 -0.1458333 0.3814287
Moved 1723.271 310.9974 561.3953 -0.113432 0.4459754
Moved 1723.302 319 577 -0.09490739 0.4861111
Moved 1723.332 330.3315 599.08 -0.06867722 0.5429012
Moved 1723.363 343.5669 623.9921 -0.03803954 0.6069756
Moved 1723.394 347.2746 631.5492 -0.02945696 0.6264124
Moved 1723.425 353.9624 650.8684 -0.0139759 0.6761017
Moved 1723.455 359 664.5 -0.002314796 0.7111624
Moved 1723.486 362.8454 673.3816 0.006586611 0.7340059
Moved 1723.517 368.6923 682.0385 0.02012104 0.7562715
Moved 1723.547 372.8224 688.8224 0.02968162 0.7737202
Moved 1723.578 378.4606 695.4606 0.04273285 0.7907937
Ended 1723.609 378.4606 695.4606 0.04273285 0.7907937
Accept 1723.67 0 the
Candidates 1723.67 13 collapse consider clarify consist conclude consumer biosphere nobody clause nicole volatile constitute dioxide
Began 1724.776 441 543 0.1875 0.3986624
Stationary 1724.807 441 543 0.1875 0.3986624
Stationary 1724.838 441 543 0.1875 0.3986624
Moved 1724.869 458 558.5 0.2268519 0.4385287
Moved 1724.899 470.912 570.1296 0.2567407 0.4684402
Moved 1724.93 492 583 0.3055556 0.5015431
Moved 1724.961 511.2292 596.4495 0.3500677 0.5361354
Moved 1724.992 532.1222 612.2302 0.398431 0.5767235
Moved 1725.022 555.9012 626.9435 0.4534749 0.6145666
Moved 1725.053 563.5339 632.0226 0.4711432 0.62763
Moved 1725.084 575.2054 641.404 0.4981606 0.651759
Moved 1725.114 581.716 647.716 0.5132315 0.6679937
Moved 1725.145 584.6017 651.2036 0.5199115 0.6769637
Moved 1725.176 587.1453 655.2907 0.5257994 0.6874759
Moved 1725.207 589.6987 658.6987 0.5317099 0.6962413
Moved 1725.237 591 661.2503 0.5347222 0.7028041
Moved 1725.268 594.8551 664.8551 0.5436461 0.7120759
Moved 1725.299 600.2023 670.2023 0.556024 0.7258289
Moved 1725.329 607.6367 675.9775 0.5732331 0.740683
Moved 1725.36 613.4106 680.2053 0.5865987 0.7515567
Moved 1725.391 615.355 683.355 0.5910997 0.7596579
Moved 1725.422 615 684.5 0.5902778 0.7626027
Moved 1725.452 615 685.1843 0.5902778 0.7643629
Moved 1725.483 605.1044 685 0.5673713 0.7638888
Moved 1725.514 594.765 685 0.5434374 0.7638888
Moved 1725.545 570.142 671.571 0.4864399 0.729349
Moved 1725.575 545.155 659.7977 0.4285996 0.6990682
Moved 1725.606 519.0179 647.0082 0.3680971 0.6661733
Moved 1725.637 499.2264 636.0147 0.3222834 0.6378978
Moved 1725.667 478.3171 625.5645 0.2738822 0.6110196
Moved 1725.698 461.7522 616.8761 0.2355374 0.588673
Moved 1725.729 448.4468 608.1787 0.2047381 0.5663031
Moved 1725.76 437.5437 601.6578 0.1794992 0.5495312
Moved 1725.79 424.1319 592.8489 0.1484535 0.5268747
Moved 1725.821 412.9888 585.4944 0.1226593 0.5079587
Moved 1725.852 402.5758 575.5758 0.09855519 0.4824479
Moved 1725.883 394.7782 567.7782 0.08050511 0.4623924
Moved 1725.913 387.7418 559.1127 0.06421715 0.4401047
Moved 1725.944 385 553.595 0.05787035 0.4259129
Ended 1725.975 380.5799 548.1065 0.04763862 0.4117965
Accept 1726.036 0 collapse
Candidates 1726.036 13 of off good god if or our odd pd food hood per poor
Began 1727.05 469 520 0.2523148 0.3395061
Stationary 1727.081 469 520 0.2523148 0.3395061
Stationary 1727.111 469 520 0.2523148 0.3395061
Stationary 1727.142 469 520 0.2523148 0.3395061
Moved 1727.173 457 539 0.2245371 0.3883744
Moved 1727.204 451.7627 558.6328 0.2124137 0.4388703
Moved 1727.234 446.1428 576.5717 0.1994046 0.4850095
Moved 1727.265 441.6432 595.2486 0.188989 0.5330467
Moved 1727.296 440.5 611.5 0.1863426 0.5748456
Moved 1727.326 440 627.7434 0.1851852 0.6166239
Moved 1727.357 440 645.5 0.1851852 0.6622942
Moved 1727.388 440 658.3927 0.1851852 0.6954544
Moved 1727.419 440 665.5 0.1851852 0.7137346
Moved 1727.449 440 669.8776 0.1851852 0.7249935
Moved 1727.48 440 674.8477 0.1851852 0.7377767
Moved 1727.511 440 677.5 0.1851852 0.7445986
Moved 1727.542 440 679.5 0.1851852 0.7497426
Moved 1727.572 438.24 680 0.181111 0.7510287
Stationary 1727.603 438 680 0.1805556 0.7510287
Moved 1727.634 444.0247 658.5326 0.1945016 0.6958141
Moved 1727.664 454.2184 629.9388 0.218098 0.6222704
Moved 1727.695 461.0586 610.5103 0.233932 0.5723001
Moved 1727.726 468.4645 586.3743 0.2510752 0.5102219
Moved 1727.757 473.5642 570.0895 0.26288 0.4683372
Moved 1727.787 479.9924 554.0153 0.2777601 0.4269939
Moved 1727.818 485.1763 541.0591 0.2897601 0.3936705
Moved 1727.849 493.5867 528.2666 0.3092285 0.3607679
Moved 1727.88 501.8134 516.4833 0.3282717 0.330461
Moved 1727.91 508.5155 506.2267 0.343786 0.3040809
Moved 1727.941 512.9555 501.0445 0.3540637 0.2907522
Moved 1727.972 515.0291 494.9418 0.3588637 0.2750559
Moved 1728.002 516.5728 491.4272 0.362437 0.2660165
Moved 1728.033 518.1215 488.8785 0.3660219 0.2594612
Moved 1728.064 518 488 0.3657407 0.2572016
Stationary 1728.095 518 488 0.3657407 0.2572016
Moved 1728.125 490.2187 518.7813 0.3014321 0.3363716
Moved 1728.156 483.8234 525.1766 0.2866282 0.3528203
Moved 1728.187 472.6125 536.3875 0.2606772 0.3816549
Moved 1728.217 460.6667 549.1666 0.2330249 0.4145229
Moved 1728.248 451.8383 559.549 0.2125887 0.4412266
Moved 1728.279 444.1677 567.7765 0.1948326 0.462388
Moved 1728.31 437.336 575.8853 0.1790185 0.483244
Moved 1728.34 430.4886 585.0228 0.163168 0.5067458
Moved 1728.371 423.0741 595.5432 0.1460049 0.5338042
Moved 1728.402 414.599 607.2513 0.1263865 0.5639178
Moved 1728.432 405.4704 618.5296 0.1052554 0.5929258
Moved 1728.463 392.088 632.912 0.07427762 0.6299177
Moved 1728.494 377.0261 650.3635 0.03941228 0.674803
Moved 1728.525 363.9927 663.7591 0.009242396 0.7092568
Moved 1728.555 355.1161 676.7968 -0.01130521 0.7427898
Ended 1728.586 355 677 -0.01157408 0.7433126
Accept 1728.648 0 of
Candidates 1728.648 13 the threw there refer else where higher further urge tiger use trigger either
Began 1729.354 375 576 0.03472219 0.483539
Stationary 1729.385 375 576 0.03472219 0.483539
Stationary 1729.416 375 576 0.03472219 0.483539
Stationary 1729.446 375 576 0.03472219 0.483539
Moved 1729.477 389.0343 585.0221 0.06720911 0.506744
Moved 1729.508 408 591 0.1111111 0.5221192
Moved 1729.539 422.6727 596.2242 0.1450757 0.5355561
Moved 1729.569 434.3018 600.3207 0.1719949 0.5460923
Moved 1729.6 446.2783 606.5876 0.1997182 0.5622108
Moved 1729.631 458.8247 613.9124 0.2287609 0.5810502
Moved 1729.661 470.0454 621.0341 0.2547349 0.5993673
Moved 1729.692 476 624.5 0.2685185 0.6082818
Moved 1729.723 478.8217 627 0.2750503 0.6147118
Moved 1729.754 479 628.0955 0.275463 0.6175294
Stationary 1729.784 479 628.0955 0.275463 0.6175294
Stationary 1729.815 479 628 0.275463 0.6172838
Moved 1729.846 467.0829 628 0.2478773 0.6172838
Moved 1729.877 457.174 628 0.2249399 0.6172838
Moved 1729.907 444.6799 620.17 0.1960182 0.5971449
Moved 1729.938 434.8386 617.6129 0.1732374 0.5905679
Moved 1729.969 424.5789 617 0.1494882 0.5889916
Moved 1729.999 413.3568 617 0.1235112 0.5889916
Moved 1730.03 403.1271 617 0.09983122 0.5889916
Moved 1730.061 395.2184 617 0.08152416 0.5889916
Moved 1730.092 388.8063 626.3979 0.0666813 0.6131632
Moved 1730.122 379.8169 632.1221 0.04587233 0.6278859
Moved 1730.153 371.6017 637.1992 0.02685567 0.6409442
Moved 1730.184 363.5744 641.2838 0.008274019 0.6514498
Moved 1730.215 357.1521 646.5652 -0.006592373 0.6650339
Moved 1730.245 352.081 653.757 -0.01833101 0.6835311
Moved 1730.276 347.0883 662.8234 -0.02988815 0.70685
Moved 1730.307 347 670.0214 -0.0300926 0.7253637
Moved 1730.337 347 676.4501 -0.0300926 0.7418981
Moved 1730.368 347 685.3052 -0.0300926 0.7646737
Moved 1730.399 347 689.7415 -0.0300926 0.7760838
Moved 1730.43 347 693.9027 -0.0300926 0.7867867
Moved 1730.46 347 696.1293 -0.0300926 0.7925135
Moved 1730.491 345.5912 697 -0.03335366 0.7947529
Moved 1730.522 340.2622 699.2459 -0.04568924 0.8005295
Moved 1730.552 336.1137 699 -0.05529225 0.7998971
Moved 1730.583 329.2017 699 -0.07129237 0.7998971
Moved 1730.614 321.5942 699 -0.08890232 0.7998971
Moved 1730.645 313.9356 699 -0.1066305 0.7998971
Moved 1730.675 306.8412 699 -0.1230528 0.7998971
Moved 1730.706 303.1202 699 -0.1316662 0.7998971
Moved 1730.737 300.7432 699 -0.1371685 0.7998971
Moved 1730.768 298.0343 699 -0.1434391 0.7998971
Moved 1730.798 296.7485 699 -0.1464155 0.7998971
Stationary 1730.829 296.7485 699 -0.1464155 0.7998971
Moved 1730.86 296 704 -0.1481481 0.8127571
Moved 1730.89 296 707.9723 -0.1481481 0.8229738
Moved 1730.921 296 710.5 -0.1481481 0.8294752
Moved 1730.952 296 712.8453 -0.1481481 0.8355073
Moved 1730.983 296 714 -0.1481481 0.8384773
Moved 1731.013 316.9048 704.9956 -0.0997573 0.8153177
Moved 1731.044 348.1982 680.6873 -0.02731894 0.7527964
Moved 1731.075 369.9358 662.3571 0.02299944 0.7056508
Moved 1731.105 393.2465 646.5024 0.07695943 0.6648723
Moved 1731.136 412.2942 637.6397 0.1210514 0.6420773
Moved 1731.167 428.0453 631.3182 0.1575121 0.6258184
Moved 1731.198 441.5 628 0.1886574 0.6172838
Moved 1731.228 457.6403 624.8171 0.2260191 0.6090974
Moved 1731.259 475.4365 623.3662 0.2672142 0.6053656
Moved 1731.29 495.2324 620.8239 0.3130379 0.5988268
Moved 1731.321 510 621 0.3472221 0.5992797
Moved 1731.351 526.998 621 0.3865696 0.5992797
Moved 1731.382 542.7775 639.8568 0.423096 0.6477796
Moved 1731.413 554.4131 658.7229 0.4500303 0.6963037
Moved 1731.443 560.5 673 0.4641204 0.7330247
Moved 1731.474 565.7505 690.127 0.4762744 0.7770754
Moved 1731.505 569.4315 705.1577 0.4847952 0.8157347
Moved 1731.536 571.9858 716.9573 0.4907079 0.8460835
Moved 1731.566 574.5 727 0.4965277 0.8719134
Moved 1731.597 575.8077 730.6155 0.499555 0.8812124
Moved 1731.628 576 734.356 0.5000001 0.8908332
