do you prefer a window seat
do you prefer a window seat
Basic
Radial

0.6 0.6
432 388.8
Began 2324.376 302 435 -0.1342593 0.1208847
Stationary 2324.406 302 435 -0.1342593 0.1208847
Stationary 2324.437 302 435 -0.1342593 0.1208847
Moved 2324.468 291.7303 435 -0.1580316 0.1208847
Moved 2324.499 289.7214 435 -0.1626818 0.1208847
Moved 2324.53 286.8554 435 -0.1693161 0.1208847
Moved 2324.56 285.6277 425.3936 -0.1721582 0.09617679
Moved 2324.591 284.4512 427 -0.1748814 0.1003086
Moved 2324.622 282.7899 427 -0.1787272 0.1003086
Moved 2324.652 281.7077 426 -0.1812321 0.09773654
Moved 2324.683 280.9443 426 -0.1829994 0.09773654
Stationary 2324.714 280.9443 426 -0.1829994 0.09773654
Moved 2324.745 279.8992 425 -0.1854185 0.09516452
Moved 2324.775 278.9003 425 -0.1877307 0.09516452
Moved 2324.806 279 423.5 -0.1875 0.09130646
Moved 2324.837 277.1935 423 -0.1916817 0.09002049
Moved 2324.867 276.3342 421 -0.1936708 0.08487643
Moved 2324.898 275.4695 416.9389 -0.1956726 0.07443126
Moved 2324.929 275 411.853 -0.1967592 0.0613501
Moved 2324.959 275 405.1417 -0.1967592 0.0440886
Moved 2324.99 275 398.4151 -0.1967592 0.02678777
Moved 2325.021 275 393 -0.1967592 0.01285996
Moved 2325.052 275 389.7767 -0.1967592 0.004569709
Moved 2325.082 275 386.9111 -0.1967592 -0.002800663
Moved 2325.113 287.836 387 -0.1670464 -0.002572055
Moved 2325.144 311.4314 399.3235 -0.1124274 0.02912415
Moved 2325.175 350.0343 418.8338 -0.02306869 0.079305
Moved 2325.205 383.2677 441.5874 0.05386035 0.1378276
Moved 2325.236 416.2505 462.8337 0.1302094 0.1924734
Moved 2325.267 439.7438 477.5579 0.1845921 0.2303442
Moved 2325.297 463.7172 496.2525 0.240086 0.2784272
Moved 2325.328 483.3954 511.0532 0.2856376 0.3164949
Moved 2325.359 498.449 520.7245 0.3204839 0.3413695
Moved 2325.39 514.4656 530.9771 0.3575593 0.3677393
Moved 2325.42 528.0698 539.8419 0.3890504 0.3905396
Moved 2325.451 536.9684 546.9684 0.4096492 0.4088694
Moved 2325.482 542.0142 551.0071 0.421329 0.4192568
Moved 2325.512 544 552.8793 0.4259259 0.4240721
Moved 2325.543 545.7501 554 0.429977 0.4269547
Moved 2325.574 546 555.314 0.4305556 0.4303343
Ended 2325.604 546 555.314 0.4305556 0.4303343
Candidates 2325.697 13 do so shop sp ship gdp dip ap skip di go zip who
Began 2326.157 235 445 -0.2893518 0.1466049
Moved 2326.188 279.3709 445 -0.1866414 0.1466049
Moved 2326.219 422.5383 472.2648 0.1447645 0.2167303
Moved 2326.25 523.6705 479.6309 0.3788668 0.235676
Moved 2326.28 579.2556 479 0.5075362 0.2340534
Moved 2326.311 628.7888 479 0.6221963 0.2340534
Moved 2326.342 664.9359 479 0.70587 0.2340534
Ended 2326.373 672.3357 479 0.7229992 0.2340534
Accept 2326.434 0 do
Began 2326.833 351 554 -0.02083332 0.4269547
Stationary 2326.864 351 554 -0.02083332 0.4269547
Stationary 2326.895 351 554 -0.02083332 0.4269547
Stationary 2326.925 351 554 -0.02083332 0.4269547
Stationary 2326.956 351 554 -0.02083332 0.4269547
Stationary 2326.987 351 554 -0.02083332 0.4269547
Stationary 2327.018 351 554 -0.02083332 0.4269547
Stationary 2327.048 351 554 -0.02083332 0.4269547
Stationary 2327.079 351 554 -0.02083332 0.4269547
Stationary 2327.11 351 554 -0.02083332 0.4269547
Stationary 2327.14 351 554 -0.02083332 0.4269547
Stationary 2327.171 351 554 -0.02083332 0.4269547
Stationary 2327.202 351 554 -0.02083332 0.4269547
Stationary 2327.232 351 554 -0.02083332 0.4269547
Stationary 2327.263 351 554 -0.02083332 0.4269547
Stationary 2327.294 351 554 -0.02083332 0.4269547
Moved 2327.325 363.489 542.5518 0.008076231 0.3975095
Moved 2327.355 389.2385 528.8675 0.06768167 0.3623134
Moved 2327.386 413.1219 517.7513 0.1229673 0.3337223
Moved 2327.417 439.8447 506.7184 0.1848257 0.3053457
Moved 2327.448 460.0034 499.4276 0.2314894 0.2865935
Moved 2327.478 482.1457 495.8364 0.2827446 0.2773569
Moved 2327.509 499.88 495 0.3237963 0.2752057
Moved 2327.54 520.0735 495 0.3705406 0.2752057
Moved 2327.57 542.0964 507.7693 0.4215194 0.3080487
Moved 2327.601 553.9003 513.9252 0.4488433 0.3238817
Moved 2327.632 561.6559 519.6559 0.4667961 0.338621
Moved 2327.663 563 522.7029 0.4699074 0.3464581
Moved 2327.693 563 527.1341 0.4699074 0.3578551
Moved 2327.724 548.3629 531.1274 0.4360252 0.368126
Moved 2327.755 523.9911 536.001 0.3796092 0.3806609
Moved 2327.785 499.1831 538 0.3221831 0.3858024
Moved 2327.816 469 538 0.2523148 0.3858024
Moved 2327.847 445.5046 538 0.1979274 0.3858024
Moved 2327.877 423.7512 538 0.1475723 0.3858024
Moved 2327.908 403.782 528.9689 0.1013473 0.3625742
Moved 2327.938 393.8765 527 0.07841786 0.3575102
Moved 2327.97 384.7841 524.5947 0.05737076 0.3513238
Moved 2328 380.7169 524 0.04795571 0.3497942
Moved 2328.031 375.8496 524 0.03668894 0.3497942
Moved 2328.062 374.304 524 0.03311107 0.3497942
Ended 2328.093 374 524 0.03240744 0.3497942
Candidates 2328.215 13 you toy type i your root tour utility got hot roy for rope
Began 2328.676 171 455 -0.4375 0.172325
Moved 2328.707 214.5417 460.4167 -0.3367089 0.1862568
Moved 2328.738 343.118 487.2489 -0.03907869 0.2552698
Moved 2328.768 456.7809 492 0.2240299 0.2674896
Moved 2328.799 535.2415 486.4396 0.4056516 0.2531883
Moved 2328.83 615.9877 480.3691 0.592564 0.2375747
Moved 2328.86 661.3895 476.0147 0.6976609 0.2263752
Moved 2328.891 679.408 476 0.7393703 0.2263374
Ended 2328.922 682 476 0.7453703 0.2263374
Accept 2328.983 0 you
Began 2329.383 283 453 -0.1782407 0.167181
Stationary 2329.413 283 453 -0.1782407 0.167181
Stationary 2329.444 283 453 -0.1782407 0.167181
Stationary 2329.475 283 453 -0.1782407 0.167181
Stationary 2329.505 283 453 -0.1782407 0.167181
Stationary 2329.536 283 453 -0.1782407 0.167181
Stationary 2329.567 283 453 -0.1782407 0.167181
Stationary 2329.598 283 453 -0.1782407 0.167181
Stationary 2329.628 283 453 -0.1782407 0.167181
Stationary 2329.659 283 453 -0.1782407 0.167181
Stationary 2329.69 283 453 -0.1782407 0.167181
Stationary 2329.72 283 453 -0.1782407 0.167181
Stationary 2329.751 283 453 -0.1782407 0.167181
Stationary 2329.782 283 453 -0.1782407 0.167181
Stationary 2329.813 283 453 -0.1782407 0.167181
Stationary 2329.843 283 453 -0.1782407 0.167181
Stationary 2329.874 283 453 -0.1782407 0.167181
Stationary 2329.905 283 453 -0.1782407 0.167181
Stationary 2329.936 283 453 -0.1782407 0.167181
Stationary 2329.966 283 453 -0.1782407 0.167181
Stationary 2329.997 283 453 -0.1782407 0.167181
Stationary 2330.028 283 453 -0.1782407 0.167181
Stationary 2330.058 283 453 -0.1782407 0.167181
Stationary 2330.089 283 453 -0.1782407 0.167181
Stationary 2330.12 283 453 -0.1782407 0.167181
Stationary 2330.15 283 453 -0.1782407 0.167181
Stationary 2330.181 283 453 -0.1782407 0.167181
