traveling requires a lot of fuel
Moved 2605.523 417.5196 323.2353 0.1331472 -0.166576
Moved 2605.554 417 288.6547 0.1319444 -0.2555179
Moved 2605.584 417 259.0709 0.1319444 -0.3316079
Moved 2605.615 417 245.0135 0.1319444 -0.3677635
Moved 2605.646 417 237.172 0.1319444 -0.3879321
Moved 2605.677 417 232.5195 0.1319444 -0.3998984
Moved 2605.707 413.0976 232 0.122911 -0.4012346
Moved 2605.738 393.02 287.11 0.07643521 -0.2594908
Moved 2605.769 375.0344 350.3155 0.03480186 -0.09692525
Moved 2605.799 365.2125 387.3625 0.01206597 -0.00163977
Moved 2605.83 357.7469 416.2653 -0.005215407 0.07269882
Ended 2605.861 353 432 -0.01620372 0.1131687
Candidates 2605.984 13 traveling developing everything teaching handling racing ending wandering reading tracking taking reaching recruiting
Began 2606.598 378 401 0.04166663 0.03343609
Stationary 2606.629 378 401 0.04166663 0.03343609
Moved 2606.66 398.0741 401 0.0881345 0.03343609
Moved 2606.69 430.7717 401 0.1638233 0.03343609
Moved 2606.721 454.7135 401 0.2192442 0.03343609
Moved 2606.752 472.298 401 0.259949 0.03343609
Moved 2606.783 482.8665 401 0.2844132 0.03343609
Moved 2606.813 488.228 401 0.296824 0.03343609
Moved 2606.844 491.3639 401 0.304083 0.03343609
Ended 2606.875 494 401 0.3101851 0.03343609
Accept 2606.967 0 traveling
Began 2607.49 362 503 0.004629592 0.2957818
Stationary 2607.52 362 503 0.004629592 0.2957818
Moved 2607.551 347.7349 503 -0.02839138 0.2957818
Moved 2607.582 324.5723 503 -0.08200859 0.2957818
Moved 2607.612 300.9276 503 -0.1367417 0.2957818
Moved 2607.643 284.9642 515.5179 -0.173694 0.327978
Moved 2607.674 275.1179 518.6274 -0.1964864 0.3359757
Moved 2607.704 269.8381 521.0809 -0.208708 0.3422863
Moved 2607.735 265.0341 522 -0.2198284 0.3446501
Moved 2607.766 262.1388 523 -0.2265306 0.3472221
Moved 2607.797 259.2759 524 -0.2331577 0.3497942
Moved 2607.827 257.8903 524 -0.2363652 0.3497942
Moved 2607.858 255.8822 525 -0.2410135 0.3523662
Moved 2607.889 253.5 525 -0.2465278 0.3523662
Moved 2607.919 250.7277 525 -0.2529452 0.3523662
Moved 2607.95 239.1615 525 -0.2797188 0.3523662
Moved 2607.981 216.8651 525 -0.3313307 0.3523662
Moved 2608.012 191.0072 516.0008 -0.391187 0.3292201
Moved 2608.042 170.4191 514.4274 -0.4388446 0.3251732
Moved 2608.073 152.788 511.5576 -0.4796574 0.3177921
Moved 2608.104 142.0554 512 -0.5045015 0.31893
Moved 2608.135 136.8224 512 -0.5166147 0.31893
Moved 2608.165 134.2876 512 -0.5224824 0.31893
Moved 2608.196 132.7128 512 -0.5261277 0.31893
Stationary 2608.227 132.7128 512 -0.5261277 0.31893
Stationary 2608.258 132.7128 512 -0.5261277 0.31893
Moved 2608.288 146.8535 512 -0.4933946 0.31893
Moved 2608.319 168.0151 512 -0.4444095 0.31893
Moved 2608.349 201.4026 512 -0.3671236 0.31893
Moved 2608.38 239.401 505.705 -0.2791643 0.3027392
Moved 2608.411 270.3444 501.1093 -0.2075361 0.2909187
Moved 2608.442 307.4142 495.1847 -0.1217264 0.2756808
Moved 2608.473 344 490 -0.03703703 0.2623456
Moved 2608.503 375.274 485.7933 0.03535658 0.2515258
Moved 2608.534 409.82 480.8509 0.1153242 0.238814
Moved 2608.565 433.6008 478.057 0.1703721 0.231628
Moved 2608.595 452.5561 476.492 0.2142502 0.2276028
Moved 2608.626 468.9025 476 0.2520892 0.2263374
Moved 2608.657 475.4731 476 0.2672989 0.2263374
Moved 2608.688 479.1126 476 0.2757238 0.2263374
Stationary 2608.719 479 476 0.275463 0.2263374
Moved 2608.749 458.9328 476 0.2290112 0.2263374
Moved 2608.78 420.3892 488.1222 0.1397897 0.2575158
Moved 2608.811 386.0715 491.9107 0.06035079 0.26726
Moved 2608.841 346.0238 497.748 -0.03235231 0.2822735
Moved 2608.872 323.6723 500 -0.08409187 0.2880658
Moved 2608.903 303.5964 502.4862 -0.1305639 0.2944603
Moved 2608.934 289.8425 503 -0.1624015 0.2957818
Moved 2608.964 280.2879 503 -0.1845188 0.2957818
Moved 2608.995 272.6859 503 -0.2021159 0.2957818
Moved 2609.026 267 489.5 -0.2152778 0.2610596
Moved 2609.056 256.373 476.9027 -0.2398774 0.2286591
Moved 2609.087 247.9582 461.8954 -0.2593561 0.1900602
Moved 2609.118 241.2042 446.5104 -0.2749904 0.1504896
Moved 2609.149 236.2884 432.8652 -0.2863695 0.1153939
Moved 2609.179 230.3304 416.3261 -0.300161 0.07285514
Moved 2609.21 227.7939 407.5877 -0.3060327 0.05037986
Moved 2609.241 225.9281 398.7842 -0.3103517 0.02773705
Ended 2609.271 226 396.7283 -0.3101852 0.02244922
Candidates 2609.364 13 required requires require features featured results series swiss restored treasures traits desired strategies
Began 2610.132 325 391 -0.08101851 0.007715971
Stationary 2610.163 325 391 -0.08101851 0.007715971
Stationary 2610.193 325 391 -0.08101851 0.007715971
Moved 2610.224 344.0888 419.4054 -0.03683145 0.08077516
Moved 2610.255 353.1098 435.9422 -0.01594946 0.123308
Moved 2610.285 360.2683 452.6707 0.000620981 0.166334
Moved 2610.316 367.0154 464.0309 0.01623948 0.1955526
Moved 2610.347 372.3197 471.9796 0.02851784 0.2159967
Moved 2610.378 376.4224 478.8448 0.03801485 0.2336542
Moved 2610.408 379.2933 482.2933 0.04466047 0.2425238
Moved 2610.439 381.1608 484.1608 0.0489833 0.247327
Ended 2610.47 381 484 0.04861106 0.2469135
Accept 2610.531 1 requires
Began 2610.716 180 418 -0.4166667 0.07716041
Stationary 2610.746 180 418 -0.4166667 0.07716041
Stationary 2610.777 180 418 -0.4166667 0.07716041
Stationary 2610.808 180 418 -0.4166667 0.07716041
Stationary 2610.839 180 418 -0.4166667 0.07716041
Stationary 2610.869 180 418 -0.4166667 0.07716041
Stationary 2610.9 180 418 -0.4166667 0.07716041
Stationary 2610.931 180 418 -0.4166667 0.07716041
Stationary 2610.961 180 418 -0.4166667 0.07716041
Stationary 2610.992 180 418 -0.4166667 0.07716041
Stationary 2611.023 180 418 -0.4166667 0.07716041
Moved 2611.054 189.529 418 -0.3946088 0.07716041
Stationary 2611.084 190.217 418 -0.3930163 0.07716041
Ended 2611.115 190 418 -0.3935185 0.07716041
Candidates 2611.238 13 a was as ass saw sa add s ad sad aw read ads
Began 2611.822 379 409 0.04398147 0.05401234
Moved 2611.853 405.6432 409 0.1056557 0.05401234
Moved 2611.883 435.5186 409 0.1748116 0.05401234
Moved 2611.914 454.9711 409 0.2198404 0.05401234
Moved 2611.945 473.2194 409 0.262082 0.05401234
Moved 2611.976 480.2217 409 0.2782911 0.05401234
Moved 2612.006 484.9835 416 0.2893137 0.07201634
Moved 2612.037 487.5 416 0.2951388 0.07201634
Moved 2612.068 490.3697 416 0.3017817 0.07201634
Ended 2612.098 492.2515 416 0.3061378 0.07201634
Accept 2612.16 0 a
Began 2612.621 600 374 0.5555555 -0.03600823
Stationary 2612.651 600 374 0.5555555 -0.03600823
Stationary 2612.682 600 374 0.5555555 -0.03600823
Stationary 2612.713 600 374 0.5555555 -0.03600823
Moved 2612.744 582.5517 419.9268 0.5151659 0.08211607
Moved 2612.774 564.2883 464.7697 0.4728895 0.1974529
Moved 2612.805 549.8111 500.4722 0.4393775 0.2892802
Moved 2612.836 537.7014 524.5474 0.4113458 0.351202
Moved 2612.866 527.2631 541.5615 0.387183 0.3949627
Moved 2612.897 515.0953 553.1237 0.359017 0.4247008
Moved 2612.928 499 562.5 0.3217593 0.4488167
Moved 2612.959 475.9982 568.4003 0.2685145 0.4639926
Moved 2612.99 447.222 571 0.2019028 0.4706789
Moved 2613.02 415.6923 571 0.1289173 0.4706789
Moved 2613.051 390.282 571 0.07009714 0.4706789
Moved 2613.082 365.9949 560.3322 0.01387705 0.4432412
Moved 2613.112 348.0255 555.8051 -0.02771879 0.4315974
Moved 2613.143 335.7237 551.9309 -0.05619516 0.4216329
Moved 2613.174 331.3543 550 -0.06630942 0.4166666
Ended 2613.205 331 550 -0.06712963 0.4166666
Candidates 2613.358 13 lot lott plot lou low lit more lie hot pot pipe kit pitt
Began 2613.911 374 448 0.03240744 0.1543209
Moved 2613.942 388.7255 448 0.06649414 0.1543209
Moved 2613.973 416.2381 448 0.1301808 0.1543209
Moved 2614.003 440.5409 448 0.1864372 0.1543209
Moved 2614.034 460.9947 448 0.2337841 0.1543209
Moved 2614.065 472.4917 448 0.2603975 0.1543209
Moved 2614.096 477.4751 448 0.2719331 0.1543209
Moved 2614.126 479.7465 448 0.2771909 0.1543209
Ended 2614.157 480 448 0.2777778 0.1543209
Accept 2614.219 0 lot
Began 2614.372 510 561 0.3472221 0.4449587
Stationary 2614.403 510 561 0.3472221 0.4449587
Stationary 2614.434 510 561 0.3472221 0.4449587
Moved 2614.464 489.9151 552.1757 0.3007294 0.4222625
Moved 2614.495 459.4323 539.1226 0.2301672 0.3886896
Moved 2614.526 418.4871 515.8922 0.1353867 0.3289408
Moved 2614.556 378.8474 491.0482 0.04362812 0.2650415
Moved 2614.587 344.9432 468.6288 -0.03485367 0.2073784
Moved 2614.618 323.4914 452.2808 -0.08451065 0.1653311
Moved 2614.649 307.9922 440.5953 -0.1203885 0.1352759
Moved 2614.679 295.3093 432.9819 -0.1497471 0.1156942
Moved 2614.71 287.631 428.8155 -0.1675209 0.1049781
Moved 2614.741 281.786 425.893 -0.1810509 0.09746139
Moved 2614.771 280 425 -0.1851852 0.09516452
Moved 2614.802 277.5 425 -0.1909722 0.09516452
Moved 2614.833 278 425 -0.1898148 0.09516452
Ended 2614.864 278 425 -0.1898148 0.09516452
Candidates 2615.017 13 of our or is its id puts if per out his press it
Began 2615.601 334 408 -0.06018519 0.05144025
Stationary 2615.632 334 408 -0.06018519 0.05144025
Moved 2615.663 346.2005 408 -0.03194327 0.05144025
Moved 2615.693 371.4728 408 0.02655745 0.05144025
Moved 2615.724 395.6928 419.6265 0.08262217 0.0813439
Moved 2615.755 420.5734 423 0.1402161 0.09002049
Moved 2615.786 425.6519 424 0.151972 0.09259254
Moved 2615.816 433.2043 425 0.1694543 0.09516452
Moved 2615.847 438.9107 426 0.1826636 0.09773654
Ended 2615.878 443 426 0.1921296 0.09773654
Accept 2615.939 0 of
Began 2616.431 348 377 -0.0277778 -0.02829226
Stationary 2616.462 348 377 -0.0277778 -0.02829226
Moved 2616.492 320.5099 400.9921 -0.09141222 0.03341569
Moved 2616.523 285.7021 429.0383 -0.171986 0.1055511
Moved 2616.554 260.5094 450.1924 -0.2303023 0.1599599
Moved 2616.584 239.9599 465.0267 -0.2778706 0.198114
Moved 2616.615 228.3497 475.6503 -0.3047459 0.2254378
Moved 2616.646 220.242 482.879 -0.323514 0.2440304
Moved 2616.677 220 485.6335 -0.3240741 0.2511148
Moved 2616.708 218 488 -0.3287037 0.2572016
Moved 2616.738 218 492.0554 -0.3287037 0.267632
Moved 2616.769 218 495.5906 -0.3287037 0.2767247
Moved 2616.8 233.7704 502.3852 -0.2921981 0.2942005
Moved 2616.83 257.9899 505.3322 -0.2361344 0.3017803
Moved 2616.861 289.5672 505 -0.1630388 0.3009258
Moved 2616.892 328.4692 500.1144 -0.07298793 0.2883599
Moved 2616.922 364.0876 495 0.009461938 0.2752057
Moved 2616.953 382.1992 494 0.05138715 0.2726337
Moved 2616.984 387.9878 494 0.06478657 0.2726337
Moved 2617.015 390 494 0.06944448 0.2726337
Moved 2617.045 390 509.0143 0.06944448 0.3112507
Moved 2617.076 371.4559 525.5441 0.02651821 0.3537657
Moved 2617.107 351.9481 542.8416 -0.01863867 0.398255
Moved 2617.137 327.213 557.8935 -0.07589588 0.4369688
Moved 2617.168 303.3985 564.6892 -0.131022 0.4544474
Moved 2617.199 284.5 567.5 -0.1747685 0.4616768
Moved 2617.23 265.0345 567 -0.2198277 0.4603909
Moved 2617.26 254.4056 567 -0.2444314 0.4603909
Moved 2617.291 248.9886 559.9203 -0.2569708 0.4421819
Moved 2617.322 253.5617 540.989 -0.246385 0.39349
Moved 2617.353 291.0923 496.9077 -0.1595085 0.2801124
Moved 2617.383 347.249 450.5364 -0.02951617 0.1608446
Moved 2617.414 410.1004 417.2947 0.1159732 0.07534647
Moved 2617.445 456.2188 392.3805 0.2227289 0.01126658
Moved 2617.476 503.3992 381.9335 0.3319426 -0.01560321
Moved 2617.506 539.1802 378.6015 0.414769 -0.02417317
Ended 2617.537 562 387 0.4675925 -0.002572055
Candidates 2617.629 13 seek steel fuel greek cruel hell natural feel del fell gel federal work
Began 2618.336 397 399 0.0856481 0.02829214
Stationary 2618.367 397 399 0.0856481 0.02829214
Stationary 2618.397 397 399 0.0856481 0.02829214
Stationary 2618.428 397 399 0.0856481 0.02829214
Stationary 2618.459 397 399 0.0856481 0.02829214
Stationary 2618.49 397 399 0.0856481 0.02829214
Stationary 2618.52 397 399 0.0856481 0.02829214
Stationary 2618.551 397 399 0.0856481 0.02829214
Stationary 2618.582 397 399 0.0856481 0.02829214
Moved 2618.613 386.8589 399 0.0621734 0.02829214
Moved 2618.643 363.9308 399 0.009099146 0.02829214
Moved 2618.674 343.8233 399 -0.03744612 0.02829214
Moved 2618.705 330.3773 399 -0.06857117 0.02829214
Moved 2618.735 319.8165 399 -0.09301742 0.02829214
Moved 2618.766 312.4793 399 -0.1100015 0.02829214
Moved 2618.797 308.4792 399 -0.1192611 0.02829214
Moved 2618.828 306 399 -0.125 0.02829214
Moved 2618.858 305 399 -0.1273148 0.02829214
Ended 2618.889 305 399 -0.1273148 0.02829214
Cancel 2618.95
Began 2619.319 353 386 -0.01620372 -0.005144111
Stationary 2619.35 353 386 -0.01620372 -0.005144111
Moved 2619.381 362.8873 395.8873 0.006683469 0.02028614
Moved 2619.411 388.7437 421.7437 0.06653627 0.08678919
Moved 2619.442 418.264 451.264 0.1348704 0.1627161
Moved 2619.473 441.5942 471.1449 0.1888755 0.21385
Moved 2619.504 456.5808 484.5808 0.2235668 0.2484073
Moved 2619.534 460.9132 492.7396 0.2335954 0.269392
Moved 2619.565 461 503.7996 0.2337964 0.2978383
Moved 2619.596 437.1658 520.1064 0.1786246 0.3397799
Moved 2619.626 395.5881 528.9883 0.08237977 0.3626241
Moved 2619.657 347.4077 530 -0.02914881 0.3652262
Moved 2619.688 313.0482 530 -0.1086847 0.3652262
Moved 2619.719 292.4179 521.2363 -0.1564401 0.342686
Moved 2619.749 282 518.5 -0.1805555 0.335648
Moved 2619.78 278.867 518 -0.1878079 0.3343621
Moved 2619.811 278 515.993 -0.1898148 0.3291999
Moved 2619.842 285.9217 509.3594 -0.1714776 0.3121384
Moved 2619.872 307.9646 495.0236 -0.1204524 0.2752664
Moved 2619.903 359.2572 472.9555 -0.001719445 0.2185069
Moved 2619.934 416.535 448.6533 0.130868 0.1560013
Moved 2619.965 456.4159 433.8812 0.2231848 0.118007
Moved 2619.995 499.5847 413.7076 0.3231128 0.06612044
Moved 2620.026 533.1731 399.3307 0.4008636 0.0291428
Ended 2620.057 550 393 0.4398148 0.01285996
Candidates 2620.241 13 girl fuel hotel burrell york hell kirk fork diesel pork steel greek hopeful
Began 2620.794 339 412 -0.04861111 0.06172835
Stationary 2620.825 339 412 -0.04861111 0.06172835
Stationary 2620.855 339 412 -0.04861111 0.06172835
Stationary 2620.886 339 412 -0.04861111 0.06172835
Stationary 2620.917 339 412 -0.04861111 0.06172835
Moved 2620.948 351.5902 428.7869 -0.01946718 0.1049044
Moved 2620.979 367.5911 452.3866 0.01757195 0.1656033
Moved 2621.009 382.9491 477.3486 0.05312294 0.2298061
Moved 2621.04 392.3452 492.0177 0.07487307 0.2675352
Moved 2621.071 395.5381 499.0763 0.08226424 0.28569
Moved 2621.101 398.4062 503.4062 0.08890322 0.2968265
Moved 2621.132 398.9221 504.9221 0.09009738 0.3007254
Ended 2621.163 399 505 0.09027779 0.3009258
Accept 2621.255 1 fuel
Began 2621.347 325 445 -0.08101851 0.1466049
Moved 2621.378 349.0673 445 -0.02530719 0.1466049
Moved 2621.409 398.0937 445 0.0881799 0.1466049
Moved 2621.439 455 445 0.2199073 0.1466049
Moved 2621.47 489.7932 433.7609 0.3004472 0.1176977
Moved 2621.501 516.7806 431.0219 0.3629182 0.110653
Moved 2621.531 540.6317 429.152 0.418129 0.1058436
Moved 2621.562 555.3585 426.4566 0.4522186 0.09891097
Moved 2621.593 570.9225 424.7694 0.4882465 0.0945714
Moved 2621.624 580.2903 424 0.5099313 0.09259254
Moved 2621.655 586.9433 423 0.5253317 0.09002049
Moved 2621.685 591.5283 423 0.5359452 0.09002049
Moved 2621.716 594.4019 423 0.5425969 0.09002049
Moved 2621.747 597.2643 423 0.5492228 0.09002049
Moved 2621.777 598.8406 422.1594 0.5528717 0.08785851
Moved 2621.808 599.5 421.5 0.5543981 0.08616251
Moved 2621.839 600.249 422 0.5561319 0.08744851
Moved 2621.87 601.249 422 0.5584466 0.08744851
Ended 2621.9 602.2485 422 0.5607604 0.08744851
PhraseEnd 2621.962
