where can my little dog be
where can my little dog be
FixStart
Radial

0.6 0.6
432 388.8
Began 1151.255 455 368 0.2199073 -0.05144041
Moved 1151.286 439.9979 386.0032 0.1851802 -0.005135791
Moved 1151.317 423.6641 406.2031 0.1473706 0.04681865
Moved 1151.347 410.5 420.5 0.1168981 0.08359041
Moved 1151.378 395.7212 441.7903 0.08268794 0.1383496
Moved 1151.409 385.4557 456.6804 0.05892535 0.176647
Moved 1151.439 377.0171 467.9744 0.03939142 0.2056953
Moved 1151.47 368.309 481.3821 0.01923372 0.2401801
Moved 1151.501 359.6869 496.6262 -0.0007247428 0.2793882
Moved 1151.532 353.3594 508.2813 -0.01537184 0.3093652
Moved 1151.562 352 514.3828 -0.01851852 0.3250584
Moved 1151.593 351 517.7268 -0.02083332 0.3336595
Moved 1151.624 349.5 520.5 -0.02430553 0.3407921
Moved 1151.654 350 521.0142 -0.02314816 0.3421147
Moved 1151.685 350 522 -0.02314816 0.3446501
Moved 1151.716 360.0326 522 7.549922E-05 0.3446501
Moved 1151.747 389.5387 499.019 0.06837666 0.2855427
Moved 1151.777 411.6483 483.5138 0.1195562 0.245663
Moved 1151.808 435.6661 468.0281 0.175153 0.2058336
Moved 1151.839 454.9495 454.0337 0.2197905 0.1698397
Moved 1151.869 476.0611 438.8047 0.26866 0.1306706
Moved 1151.9 494.5 427 0.3113426 0.1003086
Moved 1151.931 509.3432 413.9254 0.345702 0.06668047
Moved 1151.962 518.3652 405.6348 0.3665861 0.04535702
Moved 1151.992 520.9915 401.0171 0.3726654 0.03348009
Moved 1152.023 522 398.425 0.375 0.02681336
Moved 1152.054 522 395.5703 0.375 0.01947089
Moved 1152.084 471.6004 406.8586 0.2583344 0.04850454
Moved 1152.115 426.636 424.0131 0.15425 0.0926263
Moved 1152.146 399.5883 442.2745 0.09163945 0.1395948
Moved 1152.177 369.9014 463.0789 0.02291997 0.193104
Moved 1152.207 361.2884 468.8077 0.002982318 0.2078388
Moved 1152.238 347.1475 482.8525 -0.02975111 0.243962
Moved 1152.269 331.8715 500.1285 -0.06511221 0.2883962
Moved 1152.299 327.2388 506.0149 -0.07583603 0.3035362
