are you sure you want this
are you sure you want this
FixStart
Radial

0.6 0.6
432 388.8
Began 952.0502 401 368 0.09490739 -0.05144041
Stationary 952.0809 401 368 0.09490739 -0.05144041
Moved 952.1117 393.0297 368 0.07645756 -0.05144041
Moved 952.1425 375.2404 368 0.0352787 -0.05144041
Moved 952.1732 352.2871 376.0713 -0.01785398 -0.03068092
Moved 952.2038 317.5925 379.9089 -0.09816556 -0.02081059
Moved 952.2347 288.1837 385.8309 -0.1662414 -0.005579073
Moved 952.2654 266.0897 390.7015 -0.2173849 0.006948204
Moved 952.2961 245.7987 393.2446 -0.2643549 0.01348904
Moved 952.3268 229.3923 397.1215 -0.3023326 0.02346062
Moved 952.3577 216.0369 400.9908 -0.333248 0.03341247
Moved 952.3884 207.5 403.5 -0.3530093 0.03986618
Moved 952.4191 200.8979 406.3674 -0.3682919 0.04724118
Moved 952.4498 199 408.2408 -0.3726852 0.0520597
Moved 952.4806 196.5 409.5 -0.3784722 0.05529835
Moved 952.5114 197 413.7123 -0.3773148 0.06613252
Moved 952.5421 217.395 430.395 -0.3301042 0.1090406
Moved 952.5728 247.6738 453.3992 -0.2600143 0.1682077
Moved 952.6035 278.5951 470.4417 -0.1884374 0.2120413
Moved 952.6343 311.5028 485.7514 -0.112262 0.2514182
Moved 952.665 336.1627 497.3876 -0.05517895 0.2813466
Moved 952.6958 353.3914 505.1305 -0.01529773 0.3012615
Moved 952.7265 367.2355 510.0942 0.01674881 0.3140282
Moved 952.7573 380.7397 514.9349 0.04800856 0.3264786
Moved 952.788 390.4194 517.8065 0.07041524 0.3338643
Moved 952.8187 394.6723 519.6723 0.08025993 0.3386633
Moved 952.8495 396 521.2164 0.08333336 0.3426346
Moved 952.8803 396 522.029 0.08333336 0.3447247
Moved 952.9109 388.3109 523.9611 0.06553441 0.3496941
Moved 952.9417 364.576 524 0.01059274 0.3497942
Moved 952.9725 339.5287 524 -0.04738718 0.3497942
Moved 953.0032 323.8722 515.7744 -0.08362924 0.3286378
Moved 953.0339 310.6199 516 -0.1143058 0.329218
Moved 953.0646 304.6741 516 -0.1280693 0.329218
Ended 953.0955 303 516 -0.1319445 0.329218
Candidates 953.1569 13 date are at set art gary sweet gate ate sat after day fate
Began 953.9254 372 410 0.02777775 0.05658428
Stationary 953.9562 372 410 0.02777775 0.05658428
Stationary 953.9869 372 410 0.02777775 0.05658428
Moved 954.0175 386.2283 425.2283 0.06071369 0.09575184
Moved 954.0484 401.9983 442.9984 0.09721836 0.1414566
Moved 954.0792 421.4728 464.4728 0.1422982 0.1966894
Moved 954.1099 437.5918 479.5918 0.1796107 0.2355755
Moved 954.1406 450.9543 492.9429 0.2105425 0.2699149
Moved 954.1714 462.4471 504.9366 0.2371461 0.3007628
Moved 954.2021 466.7184 508.3592 0.2470334 0.3095658
Moved 954.2329 470.2272 512.2272 0.2551556 0.3195142
Moved 954.2635 471.8416 513.8416 0.2588926 0.3236667
Ended 954.2944 472 514 0.2592593 0.324074
Accept 954.3558 1 are
Began 954.7247 368 427 0.01851857 0.1003086
Stationary 954.7555 368 427 0.01851857 0.1003086
Moved 954.7863 368 434.7557 0.01851857 0.1202565
Moved 954.817 383 451 0.05324075 0.162037
Moved 954.8477 398.4679 468.7125 0.08904605 0.2075939
Moved 954.8784 415.6787 489.0181 0.128886 0.2598202
Moved 954.9092 430.8792 506.8792 0.1640722 0.3057592
Moved 954.9399 438.1033 517.6549 0.1807946 0.3334745
Moved 954.9707 442.4269 523.8538 0.190803 0.3494183
Moved 955.0015 444 529.5986 0.1944444 0.3641938
Moved 955.0322 445 532.1669 0.1967593 0.3707995
Moved 955.0629 446 534.7047 0.199074 0.3773267
Moved 955.0937 447.5 537.5 0.2025463 0.3845164
Moved 955.1244 447 538 0.2013889 0.3858024
Moved 955.1552 448.9664 539 0.2059407 0.3883744
Moved 955.1859 454.466 540 0.2186714 0.3909464
Moved 955.2166 467.4654 540 0.2487625 0.3909464
Moved 955.2474 483.3623 540 0.285561 0.3909464
Moved 955.2781 496.4897 540 0.3159483 0.3909464
Moved 955.3088 507.9244 540 0.3424177 0.3909464
Moved 955.3396 516.6883 540 0.3627044 0.3909464
Moved 955.3703 522 540 0.375 0.3909464
Moved 955.4011 526.2288 540 0.3847889 0.3909464
Moved 955.4318 529.1028 541 0.3914416 0.3935184
