players must know all the rules
players must know all the rules
FixStart
List

0.6 0.6
432 388.8
Began 1483.232 224 479 -0.3148148 0.2340534
Moved 1483.263 239.9276 484.5436 -0.2779452 0.2483116
Moved 1483.294 268.9277 504.3566 -0.2108154 0.299271
Moved 1483.324 296.3035 526.1587 -0.1474455 0.3553463
Moved 1483.355 319.133 547.1329 -0.09459962 0.4092925
Moved 1483.386 338.4781 568.8321 -0.0498193 0.465103
Moved 1483.417 355.6242 585.6243 -0.01012907 0.5082928
Moved 1483.448 373 600.5 0.0300926 0.5465534
Moved 1483.478 392.9001 608.5429 0.07615764 0.5672399
Moved 1483.509 413.1496 616.0427 0.1230315 0.5865295
Moved 1483.54 427.9076 619.7815 0.1571935 0.5961457
Moved 1483.57 437.5347 622.1782 0.1794785 0.6023101
Moved 1483.601 444.0006 623 0.1944457 0.6044238
Moved 1483.632 446.765 623 0.2008449 0.6044238
Moved 1483.663 448.2646 623 0.2043163 0.6044238
Moved 1483.693 449 623 0.2060185 0.6044238
Stationary 1483.724 449 623 0.2060185 0.6044238
Moved 1483.755 449 610.1133 0.2060185 0.5712789
Moved 1483.786 438.3297 591.2124 0.1813186 0.5226655
Moved 1483.816 429.2837 572.2464 0.1603788 0.4738847
Moved 1483.847 418.7274 552.4548 0.135943 0.4229803
Moved 1483.878 409.495 531.6533 0.1145718 0.3694786
Moved 1483.908 402.6053 514.816 0.09862354 0.3261729
Moved 1483.939 394.9388 501.2314 0.08087695 0.2912329
Moved 1483.97 388.6726 489.5635 0.06637185 0.261223
Moved 1484.001 383.2811 482.2811 0.05389154 0.2424925
Moved 1484.031 375.2538 477.6269 0.03530969 0.2305217
Moved 1484.062 348.9247 476 -0.02563715 0.2263374
Moved 1484.093 315.7653 481.3869 -0.1023952 0.2401926
Moved 1484.124 283.6338 488.5305 -0.1767737 0.2585661
Moved 1484.154 253.3724 492.9069 -0.2468232 0.2698222
Moved 1484.185 220.8772 495 -0.3220437 0.2752057
Moved 1484.216 191.6101 496.49 -0.3897915 0.279038
Moved 1484.246 166.796 498.2449 -0.4472316 0.2835515
Moved 1484.277 151.6923 500.6616 -0.4821938 0.2897672
Moved 1484.308 139.3221 505.8389 -0.5108284 0.3030836
Moved 1484.339 129.3159 510.342 -0.5339909 0.3146656
Moved 1484.37 122.8194 515.4537 -0.5490291 0.327813
Moved 1484.4 117.1722 519.8278 -0.5621014 0.3390631
Moved 1484.431 113.8315 521.1685 -0.5698345 0.3425115
Moved 1484.462 111.0738 522.9262 -0.5762182 0.3470324
Moved 1484.492 110 524.2767 -0.5787036 0.3505057
Moved 1484.523 108 525.1152 -0.5833333 0.3526625
Moved 1484.554 107 526.5 -0.5856481 0.3562242
Moved 1484.585 107 528.6135 -0.5856481 0.3616602
Moved 1484.615 107 532.0173 -0.5856481 0.3704149
Moved 1484.646 126.5602 539.2801 -0.5403699 0.3890948
Moved 1484.677 149.5912 552.5507 -0.4870574 0.4232269
Moved 1484.708 173.3427 565.0412 -0.4320771 0.4553528
Moved 1484.738 196.6808 577.8404 -0.3780537 0.4882725
Moved 1484.769 215.9386 586.4693 -0.3334756 0.5104662
Moved 1484.8 230.9496 591.2374 -0.2987278 0.5227299
Moved 1484.83 240.9244 595.4622 -0.275638 0.5335962
Moved 1484.861 254.371 599.7903 -0.2445115 0.5447282
Moved 1484.892 266.5893 604.1473 -0.2162285 0.5559344
Moved 1484.923 274.6824 606.8941 -0.1974945 0.5629991
Moved 1484.953 279.5421 608 -0.1862452 0.5658435
Moved 1484.984 284.0991 610.0991 -0.1756966 0.5712423
Moved 1485.015 285.8479 611 -0.1716483 0.5735595
Moved 1485.046 286 611 -0.1712963 0.5735595
Moved 1485.076 276.5893 612 -0.1930804 0.5761316
Moved 1485.107 237.6315 612 -0.2832604 0.5761316
Moved 1485.138 184 597 -0.4074074 0.5375513
Moved 1485.168 159.4738 586.0527 -0.4641809 0.5093946
Moved 1485.199 148.1342 581.2836 -0.4904302 0.4971284
Moved 1485.23 138.0747 580 -0.5137159 0.4938271
Moved 1485.261 131.4933 580 -0.5289508 0.4938271
Moved 1485.291 127.4785 580 -0.5382443 0.4938271
Moved 1485.322 123.56 580 -0.5473148 0.4938271
Moved 1485.353 121.8066 580 -0.5513735 0.4938271
Moved 1485.384 120.5 580 -0.5543981 0.4938271
Moved 1485.414 121 580 -0.5532407 0.4938271
Moved 1485.445 134.5241 587.7337 -0.521935 0.5137182
Moved 1485.476 151.0918 592.7405 -0.4835837 0.526596
Moved 1485.506 171.4492 598.2712 -0.4364601 0.540821
Moved 1485.537 192.2801 602.456 -0.3882406 0.5515842
Moved 1485.568 195.6878 602 -0.3803524 0.5504114
Moved 1485.599 199.5946 602 -0.3713088 0.5504114
Moved 1485.63 201 603 -0.3680556 0.5529835
Moved 1485.66 202.2973 603 -0.3650525 0.5529835
Stationary 1485.691 202 603 -0.3657407 0.5529835
Stationary 1485.722 202 603 -0.3657407 0.5529835
Moved 1485.752 195.0195 590.8976 -0.3818993 0.5218558
Moved 1485.783 178.308 574.308 -0.4205834 0.4791871
Moved 1485.814 160.5523 553.3455 -0.4616846 0.4252711
Moved 1485.845 137.312 532.2773 -0.5154815 0.3710835
Moved 1485.875 123.1456 513.5274 -0.5482742 0.3228585
Moved 1485.906 106.0042 497.1702 -0.5879532 0.2807874
Moved 1485.937 97.20125 489.2012 -0.6083304 0.2602912
Moved 1485.968 91.60301 483.603 -0.6212893 0.2458925
Moved 1485.998 87.76035 479.8802 -0.6301844 0.2363173
Moved 1486.029 85.11497 476.2299 -0.6363079 0.2269288
Moved 1486.06 83.35049 474.3505 -0.6403924 0.2220949
Moved 1486.09 81.58965 473 -0.6444684 0.2186213
Moved 1486.121 82 472 -0.6435185 0.2160493
Ended 1486.152 82 471 -0.6435185 0.2134772
Candidates 1486.244 13 players posted posts posters played parties gifts plays paris pictures updated offers issues
Began 1486.92 154 499 -0.4768519 0.2854938
Moved 1486.951 172.1642 499 -0.4348051 0.2854938
Moved 1486.982 193.5302 499 -0.3853467 0.2854938
Moved 1487.012 216.9956 475.8035 -0.3310288 0.2258321
Moved 1487.043 244.9975 453.6271 -0.2662094 0.168794
Moved 1487.074 265.5854 435.784 -0.2185524 0.1229011
Moved 1487.105 279.485 421.515 -0.1863774 0.08620109
Moved 1487.135 289.8988 410.1012 -0.1622714 0.05684464
