this is too much to handle
Moved 134.4456 466.4066 457 0.2463115 0.1774691
Moved 134.4763 478.6732 458 0.2747066 0.180041
Moved 134.507 486.2848 458 0.292326 0.180041
Ended 134.5377 489 459 0.2986111 0.1826131
Accept 134.5991 0 much
Candidates 134.5991 13 to i too top go you o full up yo ii tip iii
Began 134.9062 283 418 -0.1782407 0.07716041
Stationary 134.9369 283 418 -0.1782407 0.07716041
Moved 134.9676 307.1645 418 -0.1223045 0.07716041
Moved 134.9983 331.0011 418 -0.06712715 0.07716041
Moved 135.029 343.1447 425.5723 -0.039017 0.09663656
Moved 135.0597 348.8843 426 -0.02573068 0.09773654
Moved 135.0904 349 427 -0.02546296 0.1003086
Stationary 135.1211 349 427 -0.02546296 0.1003086
Moved 135.1518 280.7332 413.5259 -0.1834881 0.06565294
Moved 135.1824 236.8161 413 -0.2851479 0.06430033
Moved 135.2133 196.1942 412 -0.37918 0.06172835
Moved 135.2439 173.0701 410.01 -0.432708 0.05660998
Moved 135.2746 160.4249 409 -0.4619795 0.05401234
Moved 135.3054 156.2684 409 -0.471601 0.05401234
Moved 135.3361 154.8292 409 -0.4749324 0.05401234
Moved 135.3667 166.437 400.1378 -0.4480626 0.03121863
Moved 135.3975 234.8186 354.4304 -0.2897718 -0.08634175
Moved 135.4282 263.9474 338.129 -0.222344 -0.1282692
Moved 135.4589 311.1472 311.3116 -0.1130852 -0.1972438
Moved 135.4896 348.3214 292.8393 -0.02703379 -0.244755
Moved 135.5203 366.8502 284.6599 0.01585682 -0.2657925
Moved 135.551 376.1598 278.8935 0.03740688 -0.2806237
Moved 135.5817 378.6285 277 0.04312158 -0.2854939
Moved 135.6124 379 276 0.04398147 -0.288066
Moved 135.6432 334.9123 319.4608 -0.05807345 -0.176284
Moved 135.6738 297.7871 358.2129 -0.1440114 -0.07661302
Moved 135.7045 276.0842 381.1326 -0.1942496 -0.01766307
Moved 135.7353 267.0185 389.9815 -0.2152351 0.005096389
Moved 135.766 262.4663 395.5337 -0.2257725 0.0193767
Moved 135.7966 261 399.0397 -0.2291666 0.02839418
Moved 135.8274 260 401.9166 -0.2314815 0.03579363
Moved 135.8581 284.6102 411.9407 -0.1745134 0.06157577
Moved 135.8888 341.5 424.5 -0.04282405 0.09387855
Moved 135.9195 391.0313 430.2166 0.07183184 0.1085816
Moved 135.9502 421.948 430 0.1433982 0.1080246
Moved 135.9809 449.7906 430.9738 0.2078485 0.1105293
Moved 136.0116 461.464 431 0.2348703 0.1105966
Moved 136.0423 466.3737 431 0.2462353 0.1105966
Moved 136.073 468 431 0.25 0.1105966
Stationary 136.1037 468 431 0.25 0.1105966
Moved 136.1344 410.8288 438.369 0.1176592 0.1295499
Moved 136.1651 354.752 452.1995 -0.01214827 0.165122
Moved 136.1958 312.1832 462.7042 -0.1106871 0.1921405
Moved 136.2266 276.3794 471.9124 -0.1935662 0.2158241
Moved 136.2572 240.82 482.545 -0.2758797 0.2431712
Moved 136.288 211.8076 491.1577 -0.343038 0.2653233
Moved 136.3187 188.8601 499.7742 -0.3961571 0.2874851
Moved 136.3493 173.4164 506.1945 -0.4319064 0.3039982
Moved 136.3801 165.0612 510.9388 -0.4512472 0.3162006
Moved 136.4108 163 517.5284 -0.4560185 0.3331493
Ended 136.4415 163 518 -0.4560185 0.3343621
Accept 136.5336 0 to
Candidates 136.5336 13 handle handled angle avoid jasmine amid be habits angus sniff david halt about
Began 136.8714 170 451 -0.4398148 0.162037
Stationary 136.9021 170 451 -0.4398148 0.162037
Moved 136.9328 190.8766 451 -0.3914892 0.162037
Moved 136.9635 267.376 481.6684 -0.2144074 0.2409166
Moved 136.9942 334.2015 501.3005 -0.05971879 0.2914108
Moved 137.0249 391.8936 514.2934 0.0738278 0.3248287
Moved 137.0556 430.4113 521.9019 0.1629891 0.3443977
Moved 137.0863 451.3979 524.3426 0.2115694 0.3506753
Ended 137.117 461.2701 525.3633 0.2344215 0.3533007
Accept 137.1785 0 handle
PhraseEnd 137.1785
