learn to walk before you run
learn to walk before you run
FixStart
Radial

0.6 0.6
432 388.8
Began 906.307 441 414 0.1875 0.06687239
Stationary 906.3378 441 414 0.1875 0.06687239
Moved 906.3685 460.072 414 0.2316482 0.06687239
Moved 906.3993 490.8129 414 0.3028076 0.06687239
Moved 906.43 526.6614 414 0.3857903 0.06687239
Moved 906.4608 559.407 414 0.4615903 0.06687239
Moved 906.4915 583.4227 414 0.5171821 0.06687239
Moved 906.5222 601.254 414 0.5584583 0.06687239
Moved 906.553 614.5927 414 0.589335 0.06687239
Moved 906.5837 621.7939 414 0.6060044 0.06687239
Moved 906.6144 625.5371 414 0.6146693 0.06687239
Stationary 906.6451 626.3205 414 0.6164826 0.06687239
Stationary 906.676 626 414 0.6157407 0.06687239
Moved 906.7067 609.9727 426.8355 0.5786405 0.09988553
Moved 906.7374 576.4874 445.0511 0.5011283 0.1467364
Moved 906.7682 516.2738 463.6677 0.361745 0.1946186
Moved 906.7989 475.0765 472.4337 0.2663807 0.2171648
Moved 906.8297 444.2916 481.0125 0.1951195 0.2392296
Moved 906.8604 420.3801 489.54 0.1397688 0.2611624
Moved 906.8911 390.116 501.3315 0.069713 0.2914904
Moved 906.9218 374.0988 505.9753 0.03263613 0.3034342
Moved 906.9526 359.9239 508.846 -0.0001762311 0.3108179
Moved 906.9833 346.736 512.7546 -0.03070374 0.3208709
Moved 907.014 333.7549 515.249 -0.06075253 0.3272865
Moved 907.0448 324.7561 518.1219 -0.08158301 0.3346757
Moved 907.0756 319.2771 519.723 -0.09426603 0.3387936
Moved 907.1063 316.5013 520 -0.1006916 0.3395061
Moved 907.137 313.6327 521 -0.1073318 0.3420781
Moved 907.1677 311.7661 521 -0.1116526 0.3420781
Moved 907.1985 308.6735 515.5715 -0.1188113 0.328116
Moved 907.2292 293.8521 492.6346 -0.1531201 0.269122
Moved 907.26 270.8811 460.8415 -0.2062938 0.1873494
Moved 907.2907 255.0732 439.6879 -0.242886 0.132942
Moved 907.3215 246.3026 426.4034 -0.2631885 0.09877416
Moved 907.3522 235.6864 412.9152 -0.2877631 0.06408212
Moved 907.3829 230.3613 407.3613 -0.3000896 0.04979742
Moved 907.4137 229 404.8412 -0.3032407 0.04331573
Moved 907.4444 228 403.963 -0.3055556 0.04105709
Stationary 907.4752 228 404 -0.3055556 0.04115226
Moved 907.5059 233.7508 410.5724 -0.2922434 0.05805647
Moved 907.5366 250.9985 425.3322 -0.2523182 0.09601902
Moved 907.5674 278.2829 453.5112 -0.1891599 0.1684959
Moved 907.5981 308.9412 486.0197 -0.1181916 0.2521082
Moved 907.6288 334.2563 513.9515 -0.05959188 0.3239492
Moved 907.6596 361.6057 540.6057 0.003716846 0.3925042
Moved 907.6904 380.9061 556.5884 0.0483938 0.4336121
Moved 907.721 389.5524 564.5524 0.06840844 0.4540956
Moved 907.7518 397.1717 568.4478 0.08604567 0.4641146
Moved 907.7826 404.7906 571.5969 0.1036821 0.472214
Moved 907.8133 415.8601 572 0.1293058 0.4732509
Moved 907.8441 427.3673 557.2908 0.1559428 0.4354187
Moved 907.8747 436.4077 527.9249 0.1768697 0.3598891
Moved 907.9056 441.4444 493.167 0.1885287 0.2704912
Moved 907.9363 442 457.9802 0.1898148 0.1799902
Moved 907.967 442 428.6664 0.1898148 0.1045945
Moved 907.9978 443.0352 395.5782 0.192211 0.01949126
Moved 908.0285 447.8159 365.8287 0.2032775 -0.05702509
Moved 908.0593 455.5606 336.5378 0.2212052 -0.1323615
Moved 908.09 460.6143 320.1572 0.2329035 -0.174493
Moved 908.1207 465.3628 301.7303 0.2438952 -0.221887
Moved 908.1515 470.0836 281.6235 0.2548233 -0.273602
Moved 908.1822 472.6663 268.3347 0.2608017 -0.3077811
Moved 908.213 474.4132 261.1736 0.2648453 -0.3261995
Moved 908.2437 476 255.7174 0.2685185 -0.3402331
Ended 908.2744 477 254 0.2708333 -0.3446502
Candidates 908.3359 13 learn listen karen ken pattern lawn latin keen glenn lesson jen hidden music
Began 908.8278 358 378 -0.004629641 -0.02572024
Stationary 908.8585 358 378 -0.004629641 -0.02572024
Moved 908.8893 369.285 378 0.02149304 -0.02572024
Moved 908.92 386.0008 378 0.06018699 -0.02572024
Moved 908.9507 405.6356 371 0.105638 -0.04372435
Moved 908.9814 422.847 371 0.1454791 -0.04372435
Moved 909.0122 435.7707 370 0.1753952 -0.04629637
Moved 909.0429 444.7295 370 0.1961332 -0.04629637
Moved 909.0737 453.0499 370 0.2153932 -0.04629637
Moved 909.1044 460.1045 370 0.2317234 -0.04629637
Moved 909.1352 464.8335 370 0.2426701 -0.04629637
Moved 909.1659 472.8185 370 0.2611538 -0.04629637
Ended 909.1967 473 370 0.2615741 -0.04629637
Accept 909.3196 0 learn
Began 909.5655 325 333 -0.08101851 -0.141461
Stationary 909.5963 325 333 -0.08101851 -0.141461
Moved 909.6271 325 346.4394 -0.08101851 -0.1068946
Moved 909.6577 334.958 364.874 -0.05796756 -0.05948054
Moved 909.6885 341.9695 386.9187 -0.04173726 -0.002781118
Moved 909.7192 349.5236 413.5708 -0.02425095 0.0657684
Moved 909.75 353.7144 438.001 -0.01454994 0.1286033
Moved 909.7807 355 451.7332 -0.01157408 0.1639228
Moved 909.8115 355 462.4961 -0.01157408 0.1916051
Moved 909.8422 355 470.9937 -0.01157408 0.213461
Moved 909.8729 355 477.7247 -0.01157408 0.2307733
Moved 909.9037 355 481.3782 -0.01157408 0.2401701
Moved 909.9344 355 483.248 -0.01157408 0.2449795
Moved 909.965 348 485.5 -0.0277778 0.2507715
Moved 909.9959 348 486.7573 -0.0277778 0.2540054
Moved 910.0266 354.0405 488 -0.0137951 0.2572016
Moved 910.0574 379.861 488 0.04597455 0.2572016
Moved 910.0881 405.9706 488 0.1064133 0.2572016
Moved 910.1188 434.9231 474.5192 0.1734331 0.2225288
Moved 910.1496 456.8512 468.614 0.2241925 0.2073404
Moved 910.1804 473.2719 462.432 0.2622035 0.1914403
Moved 910.2111 485.7447 458.5638 0.2910757 0.1814913
Moved 910.2418 491.8241 457.0587 0.3051485 0.1776199
Moved 910.2725 498.6179 455.191 0.3208748 0.1728164
Moved 910.3032 502.6824 454 0.3302833 0.169753
Ended 910.334 505.2281 452.8859 0.3361762 0.1668876
Candidates 910.4263 13 to up top you yo tip too group http yup ip trip tp
Began 910.9181 350 429 -0.02314816 0.1054526
Stationary 910.9489 350 429 -0.02314816 0.1054526
Stationary 910.9796 350 429 -0.02314816 0.1054526
Moved 911.0104 375.488 429 0.0358519 0.1054526
Moved 911.0411 405.425 429 0.1051505 0.1054526
Moved 911.0718 429.0789 429 0.1599049 0.1054526
Moved 911.1025 444.4209 422 0.1954188 0.08744851
Moved 911.1332 455.8188 422 0.2218028 0.08744851
Moved 911.1641 465.9994 422 0.2453691 0.08744851
Moved 911.1948 473.5876 422 0.2629343 0.08744851
Ended 911.2255 473.5876 422 0.2629343 0.08744851
Accept 911.3177 0 to
Began 911.5944 333 383 -0.06249999 -0.01286016
Stationary 911.6252 333 383 -0.06249999 -0.01286016
Moved 911.6559 318.34 395.1281 -0.09643525 0.01833343
Moved 911.6867 303.9786 404.2128 -0.1296792 0.04169966
Moved 911.7173 285.6693 414.6653 -0.1720618 0.06858362
Moved 911.7481 268.37 425.0867 -0.2121064 0.09538744
Moved 911.7789 250.1518 437.5655 -0.2542783 0.1274832
Moved 911.8096 233 449 -0.2939815 0.156893
Moved 911.8403 217.7672 457.1746 -0.3292425 0.1779181
Moved 911.8711 206.2804 463.813 -0.3558324 0.1949924
Moved 911.9018 193.8355 472.3734 -0.3846402 0.2170098
Moved 911.9326 185.323 478.4513 -0.4043448 0.2326422
Moved 911.9633 175.4779 487.5221 -0.4271345 0.2559724
Moved 911.994 170.9539 492.0461 -0.4376066 0.2676082
Moved 912.0248 168.0899 495.9102 -0.4442364 0.2775466
Moved 912.0555 165.5195 497 -0.4501863 0.2803498
Moved 912.0862 164.6556 498 -0.452186 0.2829217
Moved 912.117 165 499 -0.4513889 0.2854938
Stationary 912.1477 165 499 -0.4513889 0.2854938
