reading week is just about here
reading week is just about here
FixStart
Radial

0.6 0.6
432 388.8
Began 1672.333 447 252 0.2013889 -0.3497943
Stationary 1672.364 447 252 0.2013889 -0.3497943
Moved 1672.395 438.3322 260.6678 0.1813244 -0.3275005
Moved 1672.426 423 285 0.1458333 -0.2649178
Moved 1672.456 405.8576 321.7703 0.1061519 -0.1703441
Moved 1672.487 394.9817 353.7338 0.08097618 -0.08813339
Moved 1672.518 388.2133 378.1469 0.06530851 -0.02534246
Moved 1672.549 385.5599 395.0804 0.05916655 0.01821078
Moved 1672.579 385 402.5051 0.05787035 0.03730719
Moved 1672.61 382.7708 407.4584 0.05271017 0.05004726
Moved 1672.641 378.4273 410 0.04265577 0.05658428
Moved 1672.672 370.6026 410 0.0245431 0.05658428
Moved 1672.702 358.5061 410 -0.003458013 0.05658428
Moved 1672.733 342.8031 410 -0.03980771 0.05658428
Moved 1672.764 328.3795 400.5518 -0.07319564 0.03228344
Moved 1672.795 308.7448 390.5905 -0.1186463 0.006662768
Moved 1672.825 291.5 378.5 -0.1585648 -0.02443423
Moved 1672.856 268.3869 358.4551 -0.2120673 -0.07599002
Moved 1672.887 252.8727 340.2473 -0.2479798 -0.1228208
Moved 1672.917 241.2535 323.8802 -0.2748762 -0.1649171
Moved 1672.948 234.5 312.5 -0.2905093 -0.1941873
Moved 1672.979 232.0048 303.0192 -0.2962852 -0.2185721
Moved 1673.01 232 294.5 -0.2962963 -0.2404836
Moved 1673.04 232 285.678 -0.2962963 -0.2631738
Moved 1673.071 246.5 271.5 -0.2627315 -0.2996399
Moved 1673.102 272.9825 257.5087 -0.2014293 -0.3356257
Moved 1673.133 293.6371 251.0907 -0.1536179 -0.3521329
Moved 1673.163 311.0593 247.9916 -0.1132886 -0.360104
Moved 1673.194 328.5 248 -0.07291664 -0.3600824
Moved 1673.225 354.4914 259.9548 -0.01275132 -0.3293345
Moved 1673.255 392.2293 286.1835 0.07460494 -0.2618739
Moved 1673.286 446.6342 338.5292 0.2005422 -0.1272399
Moved 1673.317 471.5876 364.5876 0.2583046 -0.06021711
Moved 1673.348 487.0649 379.3413 0.2941316 -0.0222703
Moved 1673.378 498.1228 387.8422 0.3197288 -0.0004059591
Moved 1673.409 507.3339 394.5004 0.3410506 0.01671917
Moved 1673.44 521.3533 399.7844 0.3735031 0.03030965
Moved 1673.471 532.5272 403.6318 0.3993684 0.04020514
Moved 1673.501 541.5724 406.1908 0.4203066 0.04678698
Moved 1673.532 551.2457 407.7485 0.4426983 0.05079348
Moved 1673.563 557.6074 408 0.4574244 0.05144025
Moved 1673.594 561.1762 408 0.4656856 0.05144025
Moved 1673.624 565.272 398.9122 0.4751666 0.0280662
Moved 1673.655 566 357.7258 0.4768519 -0.07786589
Moved 1673.686 552.9704 296.8223 0.4466907 -0.2345106
Moved 1673.717 543.5 233.5 0.4247685 -0.3973766
Moved 1673.747 536.791 193.9551 0.4092384 -0.4990868
Moved 1673.778 529.748 166.3661 0.3929353 -0.5700461
Moved 1673.809 524.6272 149.8817 0.3810815 -0.6124442
Moved 1673.84 521.1776 141.3552 0.3730964 -0.6343746
Moved 1673.87 520 136.0651 0.3703704 -0.6479807
Moved 1673.901 516.5 132.5 0.3622685 -0.6571501
Moved 1673.932 497.3268 133 0.3178862 -0.6558643
Moved 1673.963 468.8259 171.2089 0.2519119 -0.5575903
Moved 1673.993 447.7801 199.7323 0.2031946 -0.4842277
Moved 1674.024 429.7732 226.0707 0.161512 -0.4164849
Moved 1674.055 417.9322 245.1085 0.1341022 -0.3675192
Moved 1674.085 411.2288 260.7996 0.1185851 -0.3271615
Moved 1674.116 406.3938 280.0309 0.1073931 -0.2776982
Ended 1674.147 404.9163 306.926 0.1039728 -0.2085238
Candidates 1674.208 13 reading rating trading ratings reasons eating testing wedding readings waiting heating heading hearing
Began 1674.731 370 303 0.02314816 -0.2186215
Moved 1674.762 390.8803 303 0.07148216 -0.2186215
Moved 1674.792 448.9903 303 0.2059961 -0.2186215
Moved 1674.823 493.1263 303 0.3081627 -0.2186215
Moved 1674.854 510.1436 303 0.3475547 -0.2186215
Ended 1674.885 517.5 303 0.3645833 -0.2186215
Accept 1674.946 0 reading
Began 1675.346 457 253 0.2245371 -0.3472223
Stationary 1675.376 457 253 0.2245371 -0.3472223
Moved 1675.407 427.0068 253 0.1551083 -0.3472223
Moved 1675.438 382.9641 279.3884 0.05315771 -0.2793508
Moved 1675.469 343 297.5 -0.03935183 -0.2327676
Moved 1675.499 300.0872 319.0178 -0.1386869 -0.1774235
Moved 1675.53 272.6675 333.1663 -0.2021585 -0.1410334
