the bathroom is good for reading
the bathroom is good for reading
Basic
Radial

0.6 0.6
432 388.8
Began 1018.767 281 477 -0.1828704 0.2289094
Stationary 1018.797 281 477 -0.1828704 0.2289094
Stationary 1018.828 281 477 -0.1828704 0.2289094
Stationary 1018.859 281 477 -0.1828704 0.2289094
Stationary 1018.89 281 477 -0.1828704 0.2289094
Stationary 1018.92 281 477 -0.1828704 0.2289094
Stationary 1018.951 281 477 -0.1828704 0.2289094
Stationary 1018.982 281 477 -0.1828704 0.2289094
Stationary 1019.012 281 477 -0.1828704 0.2289094
Stationary 1019.043 281 477 -0.1828704 0.2289094
Stationary 1019.074 281 477 -0.1828704 0.2289094
Stationary 1019.105 281 477 -0.1828704 0.2289094
Stationary 1019.135 281 477 -0.1828704 0.2289094
Stationary 1019.166 281 477 -0.1828704 0.2289094
Stationary 1019.197 281 477 -0.1828704 0.2289094
Stationary 1019.227 281 477 -0.1828704 0.2289094
Stationary 1019.258 281 477 -0.1828704 0.2289094
Stationary 1019.289 281 477 -0.1828704 0.2289094
Stationary 1019.32 281 477 -0.1828704 0.2289094
Moved 1019.35 300.5465 458.4536 -0.1376239 0.1812076
Moved 1019.381 319.8925 433.9799 -0.09284133 0.118261
Moved 1019.412 335.839 411.6254 -0.05592818 0.06076475
Moved 1019.442 346.6909 397.1818 -0.030808 0.02361564
Moved 1019.473 360.7137 378.8579 0.001652042 -0.0235136
Moved 1019.504 370.9179 367.0821 0.02527297 -0.0538012
Moved 1019.534 375.6468 361.3532 0.03621946 -0.06853598
Moved 1019.565 379.7054 357.2946 0.04561444 -0.07897498
Moved 1019.596 381.5687 353.4313 0.04992753 -0.08891125
Moved 1019.627 382 350.5647 0.05092591 -0.09628429
Moved 1019.657 382 348.992 0.05092591 -0.1003293
Moved 1019.688 382 346.5 0.05092591 -0.1067387
Moved 1019.719 368.9532 346 0.02072493 -0.1080248
Moved 1019.749 351.6494 346 -0.01933018 -0.1080248
Moved 1019.78 323.5022 363.7489 -0.08448571 -0.0623743
Moved 1019.811 294.4719 381.3521 -0.1516855 -0.01709848
Moved 1019.842 268.613 402.5232 -0.2115439 0.03735381
Moved 1019.872 246.2255 417.5164 -0.2633669 0.07591651
Moved 1019.903 233.7471 427.9396 -0.292252 0.1027254
Moved 1019.934 226.6236 436.5646 -0.3087416 0.1249088
Moved 1019.964 222.2047 441.5907 -0.3189707 0.137836
Ended 1019.995 220 444 -0.3240741 0.1440329
Candidates 1020.179 13 the f ended eggs she tennessee ends end hs gender d tender enter
Began 1020.947 279 361 -0.1875 -0.06944452
Stationary 1020.978 279 361 -0.1875 -0.06944452
Moved 1021.009 301.3721 370.0756 -0.1357127 -0.04610203
Moved 1021.039 327.8125 373.6354 -0.07450804 -0.03694597
Moved 1021.07 354.9068 377.6907 -0.0117899 -0.02651591
Moved 1021.101 375.955 380.13 0.03693292 -0.02024183
Moved 1021.131 389.7446 381 0.0688533 -0.01800419
Ended 1021.162 395 382 0.08101851 -0.01543218
Accept 1021.254 0 the
Began 1021.776 362 214 0.004629592 -0.4475308
Stationary 1021.807 362 214 0.004629592 -0.4475308
