good jobs for those with education
good jobs for those with education
Basic
Radial

0.6 0.6
432 388.8
Began 2208.825 339 419 -0.04861111 0.07973251
Stationary 2208.856 339 419 -0.04861111 0.07973251
Stationary 2208.886 339 419 -0.04861111 0.07973251
Moved 2208.917 339 403.5739 -0.04861111 0.04005609
Moved 2208.948 346.6097 397.7806 -0.03099605 0.02515569
Moved 2208.979 348.4826 392.0348 -0.02666066 0.01037755
Moved 2209.009 352.6986 384.952 -0.01690129 -0.007839556
Moved 2209.04 353.9023 381.1954 -0.01411508 -0.01750145
Moved 2209.071 355.7732 378.2268 -0.009784252 -0.02513689
Moved 2209.101 357 376.3514 -0.006944438 -0.02996044
Moved 2209.132 358.5 373.5 -0.003472219 -0.03729432
Moved 2209.163 359.0428 373 -0.002215753 -0.03858032
Moved 2209.194 359 371.5232 -0.002314796 -0.04237862
Moved 2209.224 360.3539 371 0.0008192658 -0.04372435
Moved 2209.255 361.1576 370 0.002679527 -0.04629637
Moved 2209.286 362 369 0.004629592 -0.04886839
Moved 2209.316 370.4282 369 0.02413929 -0.04886839
Moved 2209.347 391.9056 400.8742 0.07385562 0.03311267
Moved 2209.378 415.1454 427.6636 0.1276514 0.1020153
Moved 2209.408 439.6629 452.2559 0.1844049 0.1652672
Moved 2209.439 459.8684 467.3346 0.2311769 0.2040498
Moved 2209.47 475.9557 476.4778 0.2684161 0.2275664
Moved 2209.501 493.8526 485.9263 0.309844 0.251868
Moved 2209.531 510.0453 493.0227 0.3473272 0.27012
Moved 2209.562 520.1565 496.3855 0.3707326 0.2787692
Moved 2209.593 526.863 498.9315 0.3862569 0.2853176
Moved 2209.624 529.8054 499 0.393068 0.2854938
Moved 2209.654 532.6765 500 0.3997141 0.2880658
Moved 2209.685 533.5 500 0.4016204 0.2880658
Moved 2209.716 534 500 0.4027778 0.2880658
Stationary 2209.746 534 500 0.4027778 0.2880658
Moved 2209.777 501.9707 487.2233 0.328636 0.2552038
Moved 2209.808 467.0721 471.8384 0.247852 0.2156338
Moved 2209.839 430.453 453.3629 0.1630857 0.1681145
Moved 2209.869 406.7608 442.5353 0.1082426 0.1402656
Moved 2209.9 383.8932 430.9466 0.05530834 0.1104592
Moved 2209.931 367.6791 422.3396 0.01777579 0.08832193
Moved 2209.961 353.8385 413.7031 -0.0142628 0.06610866
Moved 2209.992 341.7813 404.086 -0.04217287 0.04137341
Moved 2210.023 332.4142 397.2761 -0.06385615 0.02385826
Moved 2210.054 323.948 391.632 -0.08345374 0.009341455
Moved 2210.084 317.881 388.4405 -0.09749779 0.001132832
Moved 2210.115 314.5716 385.5717 -0.1051583 -0.006245742
Moved 2210.146 312.0216 384.0216 -0.111061 -0.01023257
Moved 2210.177 310.1473 383.1473 -0.1153998 -0.01248136
Moved 2210.207 309 382.2729 -0.1180555 -0.01473015
Moved 2210.238 307.7037 382 -0.1210562 -0.01543218
Moved 2210.269 306.9646 382 -0.1227671 -0.01543218
Moved 2210.299 307 380.6255 -0.1226852 -0.01896744
Moved 2210.33 305.7874 381 -0.1254922 -0.01800419
Stationary 2210.361 306 381 -0.125 -0.01800419
Ended 2210.392 306 381 -0.125 -0.01800419
Candidates 2210.514 13 good god food ships this high dog fig dod shops goods dogs though
Began 2210.822 373 478 0.0300926 0.2314814
Stationary 2210.852 373 478 0.0300926 0.2314814
Moved 2210.883 399.0372 478 0.09036391 0.2314814
Moved 2210.914 420.6595 478 0.1404154 0.2314814
Moved 2210.944 434.1474 478 0.1716375 0.2314814
Moved 2210.975 446 478 0.199074 0.2314814
Moved 2211.006 454.1278 478 0.2178883 0.2314814
Moved 2211.037 457.8089 478 0.2264095 0.2314814
Moved 2211.067 462.7422 478 0.2378291 0.2314814
Moved 2211.098 465.6242 478 0.2445004 0.2314814
Moved 2211.129 468.4913 478 0.2511373 0.2314814
Moved 2211.159 469.5 478 0.2534722 0.2314814
Moved 2211.19 470.2497 478 0.2552075 0.2314814
Stationary 2211.221 470 478 0.2546296 0.2314814
Ended 2211.251 470 478 0.2546296 0.2314814
Accept 2211.313 0 good
Began 2211.62 390 413 0.06944448 0.06430033
Stationary 2211.651 390 413 0.06944448 0.06430033
Stationary 2211.682 390 413 0.06944448 0.06430033
Stationary 2211.712 390 413 0.06944448 0.06430033
Stationary 2211.743 390 413 0.06944448 0.06430033
Stationary 2211.774 390 413 0.06944448 0.06430033
Stationary 2211.804 390 413 0.06944448 0.06430033
Stationary 2211.835 390 413 0.06944448 0.06430033
Stationary 2211.866 390 413 0.06944448 0.06430033
Stationary 2211.896 390 413 0.06944448 0.06430033
Stationary 2211.927 390 413 0.06944448 0.06430033
Stationary 2211.958 390 413 0.06944448 0.06430033
Stationary 2211.989 390 413 0.06944448 0.06430033
Stationary 2212.02 390 413 0.06944448 0.06430033
Stationary 2212.05 390 413 0.06944448 0.06430033
Moved 2212.081 413.1957 424.941 0.1231383 0.09501288
Moved 2212.112 439.4815 438.551 0.183985 0.1300178
Moved 2212.142 463.7942 448.8971 0.2402643 0.1566282
Moved 2212.173 477.2273 454.1136 0.2713595 0.1700453
Moved 2212.204 484.203 456 0.287507 0.174897
Moved 2212.235 487.4783 456 0.2950886 0.174897
Moved 2212.265 492.6969 456 0.3071689 0.174897
Moved 2212.296 495.9008 456 0.3145852 0.174897
Moved 2212.327 499.7364 456 0.3234638 0.174897
Moved 2212.357 502.6129 456 0.3301225 0.174897
Moved 2212.388 505.4884 449 0.3367787 0.156893
Moved 2212.419 508.0571 449 0.3427248 0.156893
Moved 2212.449 512.782 449 0.353662 0.156893
Moved 2212.48 520.3954 455.3878 0.3712858 0.1733225
Moved 2212.511 532 467 0.3981481 0.2031892
Moved 2212.542 545.0388 481.0388 0.4283305 0.2392971
Moved 2212.572 556.2528 496.4213 0.454289 0.2788613
