good jobs for those with education
good jobs for those with education
Basic
Radial

0.6 0.6
432 388.8
Began 2163.254 330 388 -0.06944443 -3.924585E-08
Stationary 2163.285 330 388 -0.06944443 -3.924585E-08
Stationary 2163.315 330 388 -0.06944443 -3.924585E-08
Stationary 2163.346 330 388 -0.06944443 -3.924585E-08
Stationary 2163.377 330 388 -0.06944443 -3.924585E-08
Stationary 2163.407 330 388 -0.06944443 -3.924585E-08
Stationary 2163.438 330 388 -0.06944443 -3.924585E-08
Stationary 2163.469 330 388 -0.06944443 -3.924585E-08
Stationary 2163.5 330 388 -0.06944443 -3.924585E-08
Stationary 2163.531 330 388 -0.06944443 -3.924585E-08
Moved 2163.561 341.6188 380.3812 -0.04254912 -0.01959561
Moved 2163.592 344.121 375.758 -0.03675694 -0.03148672
Moved 2163.623 347.0293 367.9121 -0.0300248 -0.05166646
Moved 2163.653 349.8976 363.1024 -0.02338514 -0.064037
Moved 2163.684 351 360.2343 -0.02083332 -0.07141387
Moved 2163.715 353.2949 358.7051 -0.015521 -0.0753471
Moved 2163.746 357.3275 359 -0.006186366 -0.07458848
Moved 2163.776 366.127 359 0.01418293 -0.07458848
Moved 2163.807 392.2608 382.2347 0.07467777 -0.0148285
Moved 2163.838 406.132 395.6654 0.106787 0.01971547
Moved 2163.869 431.6978 420.6978 0.1659672 0.08409927
Moved 2163.899 451.1963 442.3956 0.2111025 0.1399064
Moved 2163.93 466.144 458.4091 0.2457035 0.1810933
Moved 2163.961 483.675 476.0624 0.2862846 0.226498
Moved 2163.991 498.3839 492.3839 0.320333 0.2684771
Moved 2164.022 511.7317 504.3853 0.3512307 0.2993448
Moved 2164.053 518.5431 512.5431 0.3669979 0.3203268
Moved 2164.083 524.4424 518.4424 0.3806539 0.3355001
Moved 2164.114 529.1742 522.5871 0.3916069 0.3461601
Moved 2164.145 533.2024 526.1012 0.4009315 0.3551985
Moved 2164.176 536.0069 529.0069 0.4074233 0.3626719
Moved 2164.207 537 530.8779 0.4097222 0.3674843
Moved 2164.237 537 532.5 0.4097222 0.3716563
Moved 2164.268 537 533 0.4097222 0.3729423
Stationary 2164.299 537 533 0.4097222 0.3729423
Moved 2164.329 523.9902 533 0.379607 0.3729423
Moved 2164.36 511.9649 522.9825 0.3517707 0.3471771
Moved 2164.391 491.9096 510.7926 0.3053463 0.3158245
Moved 2164.422 464.5103 496.4138 0.2419218 0.2788419
Moved 2164.452 440.3861 481.9241 0.186079 0.2415741
Moved 2164.483 410.1292 460.2744 0.1160399 0.1858907
Moved 2164.514 398.4814 452.6542 0.08907726 0.1662917
Moved 2164.545 379.8251 442.1857 0.0458914 0.1393666
Moved 2164.575 368.6839 433.0129 0.02010157 0.1157739
Moved 2164.606 358.7072 425.5305 -0.002992501 0.09652891
Moved 2164.637 349.9034 419.6023 -0.02337173 0.0812815
Moved 2164.667 341.8654 415.4327 -0.04197826 0.07055718
Moved 2164.698 336.8348 411.9174 -0.05362322 0.06151591
Moved 2164.729 331.0322 408.0161 -0.06705512 0.05148177
Moved 2164.76 326.2973 404.2973 -0.07801543 0.04191685
Moved 2164.79 321.5517 402.2759 -0.08900071 0.03671776
Moved 2164.821 317.5163 399.7582 -0.0983419 0.03024219
Moved 2164.852 311.7767 395.8883 -0.1116281 0.02028873
Moved 2164.883 306.0399 392.0399 -0.1249077 0.01039058
Moved 2164.913 300.6976 389.3488 -0.1372742 0.003468941
Moved 2164.944 295.1686 385.5843 -0.1500727 -0.006213286
Moved 2164.975 287.1398 380.7133 -0.1686578 -0.01874162
Moved 2165.006 280.684 375.684 -0.1836018 -0.03167698
Moved 2165.036 275.6152 374.3076 -0.1953352 -0.03521703
Moved 2165.067 272.4363 372.4363 -0.2026937 -0.04003022
Moved 2165.098 269.5718 372 -0.2093244 -0.04115226
Moved 2165.128 267.8487 371 -0.2133133 -0.04372435
Moved 2165.159 266.7308 371 -0.215901 -0.04372435
Moved 2165.19 266 371 -0.2175926 -0.04372435
Ended 2165.221 266 371 -0.2175926 -0.04372435
Candidates 2165.344 13 good god food ships goods hood shops this foods gods dod flood cops
Began 2166.02 355 430 -0.01157408 0.1080246
Stationary 2166.05 355 430 -0.01157408 0.1080246
Moved 2166.081 378.1701 430 0.04206041 0.1080246
Moved 2166.112 392.9832 435.9874 0.07635008 0.1234244
Moved 2166.143 417.5901 442.3181 0.1333106 0.1397068
Moved 2166.173 445.7771 448.1727 0.1985581 0.154765
Moved 2166.204 478.4055 456.8301 0.2740869 0.1770322
Moved 2166.235 525.7744 472.1936 0.3837371 0.2165473
Ended 2166.265 539 475.5 0.4143518 0.2250513
Accept 2166.388 0 good
Began 2166.911 365 338 0.01157403 -0.1286009
Stationary 2166.941 365 338 0.01157403 -0.1286009
Stationary 2166.972 365 338 0.01157403 -0.1286009
Stationary 2167.003 365 338 0.01157403 -0.1286009
Stationary 2167.034 365 338 0.01157403 -0.1286009
Stationary 2167.064 365 338 0.01157403 -0.1286009
Stationary 2167.095 365 338 0.01157403 -0.1286009
Stationary 2167.126 365 338 0.01157403 -0.1286009
Stationary 2167.156 365 338 0.01157403 -0.1286009
Moved 2167.187 354.6312 338 -0.01242777 -0.1286009
Moved 2167.218 353.9147 338 -0.01408642 -0.1286009
Stationary 2167.249 354 338 -0.01388888 -0.1286009
Stationary 2167.28 354 338 -0.01388888 -0.1286009
Moved 2167.31 354 353.6998 -0.01388888 -0.08822068
Moved 2167.341 366.5 362.5 0.0150463 -0.06558649
Moved 2167.372 379.0486 379.3107 0.04409382 -0.02234902
Moved 2167.402 389.5292 391.6615 0.06835461 0.009417357
Moved 2167.433 397.0105 401.0105 0.08567244 0.03346321
Moved 2167.464 403.5404 407.5404 0.100788 0.0502582
Moved 2167.495 410.7549 413.7549 0.1174882 0.0662421
