I can play much better now
Moved 598.0813 447.2433 482.2969 0.2019521 0.2425332
Moved 598.1121 444.3756 494.873 0.195314 0.2748792
Moved 598.1428 442.8709 500.2582 0.1918307 0.28873
Moved 598.1735 439.9964 502 0.1851768 0.2932098
Moved 598.2043 430.7457 494.1185 0.1637632 0.2729385
Moved 598.235 401.5 455.5 0.0960648 0.173611
Moved 598.2657 368.583 403.7703 0.01986811 0.0405613
Moved 598.2964 352.2005 373.4011 -0.01805435 -0.03754871
Moved 598.3272 340.8765 349.6708 -0.04426727 -0.09858339
Moved 598.358 334.3588 336.8118 -0.05935455 -0.131657
Moved 598.3887 328.5772 325.7316 -0.07273793 -0.1601554
Moved 598.4194 320.4162 313.8325 -0.09162908 -0.1907601
Moved 598.4501 314.6722 304.3444 -0.1049254 -0.2151636
Moved 598.4809 310.267 297.8011 -0.1151226 -0.2319931
Moved 598.5116 306.3962 290.7925 -0.1240828 -0.2500194
Moved 598.5424 303.513 285.0259 -0.130757 -0.264851
Moved 598.5731 303 280.9677 -0.1319445 -0.2752889
Moved 598.6038 303 279 -0.1319445 -0.2803498
Moved 598.6345 330.5114 278 -0.06826063 -0.2829219
Moved 598.6653 356.7629 300.6577 -0.007493248 -0.2246458
Moved 598.696 374.6757 315.4363 0.03397156 -0.1866351
Moved 598.7267 398.9289 344.9111 0.09011328 -0.1108254
Moved 598.7575 418.8489 379.6978 0.1362242 -0.02135359
Moved 598.7881 424 387 0.1481481 -0.002572055
Moved 598.8189 430.5671 399.1342 0.1633497 0.02863715
Moved 598.8496 436.2963 407.2963 0.1766118 0.04963038
Moved 598.8804 439.0159 412.0159 0.1829072 0.06176925
Moved 598.9111 440 414.5432 0.1851852 0.06826934
Ended 598.9418 441 416 0.1875 0.07201634
Accept 599.0341 0 play
Candidates 599.0341 13 much nick click luck kick block mock bitch chuck chick knock lock fuck
Began 600.1097 424 254 0.1481481 -0.3446502
Moved 600.1405 424 261.8809 0.1481481 -0.3243804
Moved 600.1712 412.8456 304.1566 0.1223279 -0.2156466
Moved 600.2019 399.9626 344.1122 0.09250601 -0.1128803
Moved 600.2327 387.853 375.1234 0.06447455 -0.03311887
Moved 600.2634 376.1845 397.9271 0.0374641 0.02553269
Moved 600.2941 363.5772 420.7046 0.008280674 0.08411662
Moved 600.3249 351.6897 440.543 -0.0192368 0.1351414
Moved 600.3556 337.1081 462.827 -0.05299051 0.1924563
Moved 600.3864 326.4507 476.399 -0.07766043 0.2273637
Moved 600.4171 317.8446 488.8738 -0.09758195 0.2594491
Moved 600.4478 310.329 497.671 -0.1149791 0.2820756
Moved 600.4785 303.8309 506.1691 -0.1300211 0.3039328
Moved 600.5092 297.0797 512.9202 -0.1456487 0.3212968
Moved 600.54 292 517 -0.1574074 0.33179
Moved 600.5707 285.2659 520.3671 -0.1729955 0.3404501
Moved 600.6015 280.5178 523 -0.1839866 0.3472221
Moved 600.6322 276.8859 525 -0.1923937 0.3523662
Moved 600.663 273.3606 526 -0.2005542 0.3549381
Moved 600.6937 270.4977 527 -0.2071812 0.3575102
Moved 600.7244 267.5965 528.4035 -0.2138971 0.36112
Moved 600.7551 265.8806 528 -0.2178689 0.3600822
Moved 600.7859 264.7284 529.2716 -0.2205361 0.3633528
Moved 600.8166 263.324 530 -0.223787 0.3652262
Moved 600.8474 262.4525 530.5475 -0.2258045 0.3666346
Moved 600.8781 262 531 -0.2268519 0.3677982
Moved 600.9088 262 532.2241 -0.2268519 0.3709465
Moved 600.9396 262 533.3793 -0.2268519 0.3739178
Moved 600.9703 287.8091 535 -0.1671085 0.3780863
Moved 601.001 307.771 535 -0.1209004 0.3780863
Moved 601.0317 324.3363 535 -0.08255477 0.3780863
Moved 601.0624 339.6611 535 -0.04708071 0.3780863
Moved 601.0932 353.5 535 -0.0150463 0.3780863
Moved 601.124 363.3933 535 0.0078548 0.3780863
Moved 601.1547 369.4349 535 0.02184003 0.3780863
Moved 601.1854 374.0871 535 0.03260891 0.3780863
Moved 601.2161 376.6057 535 0.03843904 0.3780863
Moved 601.2468 378.2397 535 0.04222164 0.3780863
Stationary 601.2775 378 535 0.04166663 0.3780863
Stationary 601.3083 378 535 0.04166663 0.3780863
Stationary 601.3391 378 535 0.04166663 0.3780863
Moved 601.3698 349.8105 535 -0.0235869 0.3780863
Moved 601.4006 326.8 531.36 -0.07685189 0.3687242
Moved 601.4313 303.6089 525.9565 -0.1305349 0.3548264
Moved 601.462 283.3657 524.0731 -0.1773942 0.3499822
Moved 601.4927 271.5894 523 -0.204654 0.3472221
Moved 601.5235 263.6611 521.3306 -0.2230067 0.3429283
Moved 601.5542 257.658 520 -0.2369029 0.3395061
Moved 601.5849 253.9545 520 -0.2454758 0.3395061
Moved 601.6157 252.0901 520 -0.2497914 0.3395061
Stationary 601.6464 252 520 -0.25 0.3395061
Moved 601.6771 250.6787 520 -0.2530585 0.3395061
Stationary 601.7079 251 520 -0.2523148 0.3395061
Moved 601.7386 264.3066 518.9387 -0.2215125 0.3367763
Moved 601.7693 277.8944 516.4211 -0.1900593 0.3303012
Moved 601.8001 292.239 512.5522 -0.1568542 0.3203502
Moved 601.8308 308.2524 508 -0.1197862 0.3086419
Moved 601.8616 312.5435 506.8188 -0.1098529 0.3056037
Moved 601.8923 319.2616 505.2462 -0.0943018 0.3015589
Moved 601.923 324.6247 504.3753 -0.08188735 0.2993191
Moved 601.9537 328.4976 504 -0.07292231 0.2983539
Moved 601.9844 331.5 503 -0.06597221 0.2957818
Ended 602.0152 333 503 -0.06249999 0.2957818
Accept 602.1381 0 much
Candidates 602.1381 13 better here he letter buyer net needed her meet key hey brief butter
Began 602.6299 455 236 0.2199073 -0.3909465
Stationary 602.6606 455 236 0.2199073 -0.3909465
Moved 602.6913 463.9515 286.4607 0.2406285 -0.2611609
Moved 602.7221 481.933 381.5319 0.2822524 -0.01663608
Moved 602.7528 499.537 440.5136 0.3230023 0.1350658
Moved 602.7835 504.5052 460.5257 0.3345027 0.1865372
Moved 602.8143 509.7484 474.8712 0.3466399 0.2234339
Moved 602.845 511.9395 482.8185 0.3517118 0.2438747
Moved 602.8758 513.7885 487.5768 0.3559918 0.2561132
Moved 602.9065 514 491.6563 0.3564815 0.2666056
Moved 602.9373 515 495 0.3587963 0.2752057
Moved 602.968 515 498.0719 0.3587963 0.2831067
Moved 602.9987 507.6777 499.9153 0.3418466 0.2878479
Moved 603.0294 497.6379 502.7874 0.3186063 0.2952349
Moved 603.0602 485.5 507 0.2905093 0.3060699
Moved 603.0909 465.4254 510.225 0.2440402 0.3143646
Moved 603.1216 439.0001 511 0.1828705 0.3163579
Moved 603.1524 412.3047 511 0.1210758 0.3163579
Moved 603.1831 389.4775 507.4825 0.0682349 0.3073108
Moved 603.2137 364.7003 501.6334 0.01088033 0.2922668
Moved 603.2446 343.2649 497.7521 -0.03873869 0.2822843
Moved 603.2753 325.4314 496 -0.08001993 0.2777777
Moved 603.306 311.7447 494.3921 -0.1117022 0.2736421
Moved 603.3368 296.5598 494 -0.1468524 0.2726337
Moved 603.3676 283.2271 494 -0.177715 0.2726337
Moved 603.3983 276.1437 494 -0.1941118 0.2726337
Moved 603.429 266.6752 494 -0.2160296 0.2726337
Moved 603.4597 258.0838 494 -0.2359172 0.2726337
Moved 603.4905 248.472 494 -0.2581668 0.2726337
Moved 603.5212 237.8669 494 -0.2827156 0.2726337
Moved 603.5519 223.718 494 -0.3154676 0.2726337
Moved 603.5826 221.4684 494 -0.3206749 0.2726337
Moved 603.6134 216 494 -0.3333333 0.2726337
Moved 603.6441 212.7924 494 -0.3407584 0.2726337
Moved 603.6748 210.9598 494 -0.3450004 0.2726337
Ended 603.7056 210 494 -0.3472222 0.2726337
Accept 603.7978 0 better
Candidates 603.7978 13 now note more moore notes blow blue noted nor know bow mode mood
Began 604.1052 278.45 431 -0.1887733 0.1105966
Moved 604.1359 337.9577 431 -0.05102376 0.1105966
Moved 604.1666 453.175 431 0.2156828 0.1105966
Moved 604.1973 517.2466 431 0.3639967 0.1105966
Moved 604.228 551.5535 422.6893 0.4434108 0.08922145
Moved 604.2588 571.1086 419.4819 0.4886772 0.08097185
Moved 604.2895 584.5507 418 0.5197932 0.07716041
Moved 604.3203 591.8116 418 0.5366008 0.07716041
Moved 604.351 597.635 418 0.550081 0.07716041
Moved 604.3817 600.6862 418 0.557144 0.07716041
Moved 604.4124 603.5 418 0.5636574 0.07716041
Moved 604.4432 605.5 418 0.568287 0.07716041
Moved 604.4739 607.5 418 0.5729167 0.07716041
Moved 604.5046 608 418 0.5740741 0.07716041
Moved 604.5354 609.2343 418 0.5769312 0.07716041
Moved 604.5661 610 418 0.5787036 0.07716041
Moved 604.5969 611.3718 418 0.5818792 0.07716041
Moved 604.6276 611.9808 418 0.5832888 0.07716041
Moved 604.6583 612.5 418 0.5844907 0.07716041
Moved 604.6891 613.187 425 0.586081 0.09516452
Ended 604.7198 613.187 425 0.586081 0.09516452
Accept 604.7813 0 now
PhraseEnd 604.7813
