I can play much better now
Moved 1109.63 318.8533 385.7156 -0.09524707 -0.005875654
Moved 1109.66 313.8263 386 -0.1068836 -0.005144111
Ended 1109.691 312 387 -0.1111111 -0.002572055
Cancel 1109.752
Began 1110.152 342 263 -0.04166668 -0.3215021
Stationary 1110.183 342 263 -0.04166668 -0.3215021
Stationary 1110.213 342 263 -0.04166668 -0.3215021
Stationary 1110.244 342 263 -0.04166668 -0.3215021
Moved 1110.275 331.2458 268.2628 -0.06656075 -0.3079662
Moved 1110.306 321.2163 283.2297 -0.08977711 -0.269471
Moved 1110.336 314.3294 295.0059 -0.105719 -0.2391824
Moved 1110.367 308.3803 306.3661 -0.1194899 -0.2099638
Moved 1110.398 302.9132 318.478 -0.1321453 -0.1788119
Moved 1110.428 299.436 329.2562 -0.1401945 -0.1510901
Moved 1110.459 295.1349 337.2976 -0.1501506 -0.1304075
Moved 1110.49 294.0207 343.9379 -0.1527298 -0.1133285
Moved 1110.521 291.1498 349.7004 -0.1593755 -0.09850717
Moved 1110.551 288.278 355.444 -0.1660232 -0.08373449
Moved 1110.582 284.5 361 -0.1747685 -0.06944452
Moved 1110.613 278.7913 368.313 -0.1879831 -0.05063516
Moved 1110.644 271.068 376.932 -0.2058612 -0.02846714
Moved 1110.674 263.4698 384.5302 -0.2234494 -0.008924547
Moved 1110.705 254.4721 392.6853 -0.2442776 0.01205068
Moved 1110.736 251.4524 394.2738 -0.2512677 0.01613625
Moved 1110.766 244.7147 399.1426 -0.2668641 0.02865901
Moved 1110.797 239.9895 403.021 -0.2778021 0.03863421
Moved 1110.828 237.4599 404.5401 -0.2836577 0.04254133
Moved 1110.859 234.5981 406 -0.2902821 0.04629618
Moved 1110.889 234 408.269 -0.2916667 0.05213227
Stationary 1110.92 234 408 -0.2916667 0.05144025
Moved 1110.951 240.2868 409 -0.2771139 0.05401234
Moved 1110.982 260.9245 409 -0.2293415 0.05401234
Moved 1111.012 290.7179 389.1411 -0.1603753 0.002934687
Moved 1111.043 319.8799 375.5601 -0.09287069 -0.03199573
Moved 1111.074 347.9718 359.9014 -0.02784312 -0.07227007
Moved 1111.104 376.2299 343.7313 0.0375692 -0.1138598
Moved 1111.135 395 331 0.08101851 -0.146605
Moved 1111.166 411.1263 320.899 0.1183478 -0.1725851
Moved 1111.197 423.6082 311.2939 0.1472412 -0.1972895
Moved 1111.227 433.3184 303.6816 0.1697185 -0.2168682
Moved 1111.258 438.5129 299.4871 0.1817429 -0.2276568
Moved 1111.289 443.2074 294.5851 0.1926098 -0.2402645
Moved 1111.32 447.0787 290.8425 0.2015712 -0.2498907
Moved 1111.35 449 288.0555 0.2060185 -0.2570589
Moved 1111.381 451.4841 285.5159 0.2117687 -0.2635908
Moved 1111.412 452.5 283.5 0.2141203 -0.2687758
Ended 1111.443 452 283 0.2129629 -0.2700618
Candidates 1111.535 13 can am van ban been cash csn cam jan nsm screen charm ben
Began 1112.088 348 378 -0.0277778 -0.02572024
Stationary 1112.119 348 378 -0.0277778 -0.02572024
Moved 1112.149 363.7439 378 0.008666317 -0.02572024
Moved 1112.18 379 378 0.04398147 -0.02572024
Moved 1112.211 391.8218 378 0.0736617 -0.02572024
Moved 1112.241 403.0908 378 0.09974708 -0.02572024
Moved 1112.272 413.5654 378 0.123994 -0.02572024
Moved 1112.303 419.9216 378 0.1387074 -0.02572024
Moved 1112.334 424.5587 378 0.1494414 -0.02572024
Moved 1112.364 427.1503 378 0.1554406 -0.02572024
Ended 1112.395 429 378 0.1597223 -0.02572024
Accept 1112.457 0 can
Began 1112.918 557 495 0.4560185 0.2752057
Stationary 1112.948 557 495 0.4560185 0.2752057
Moved 1112.979 547.4274 476.8548 0.4338596 0.2285359
Moved 1113.01 537 456 0.4097222 0.174897
Moved 1113.04 530.4911 440.4733 0.3946553 0.134962
Moved 1113.071 519.5342 413.7192 0.3692922 0.06615006
Moved 1113.102 510.0594 387.1584 0.3473597 -0.002164684
Moved 1113.133 505.4641 374.6601 0.3367223 -0.03431045
Moved 1113.163 501.7468 364.4936 0.3281176 -0.06045894
Moved 1113.194 499.8751 358.7502 0.3237851 -0.07523093
Moved 1113.225 498.0063 353.0127 0.3194591 -0.089988
Moved 1113.256 496.4625 348.925 0.3158855 -0.1005015
Moved 1113.286 492.146 344.146 0.3058936 -0.1127933
Moved 1113.317 487.416 339.416 0.2949444 -0.124959
Moved 1113.348 481.4487 336.1495 0.2811311 -0.1333603
Moved 1113.378 467.6647 332.3329 0.2492239 -0.1431767
Moved 1113.409 451.7227 330.4538 0.2123212 -0.1480099
Moved 1113.44 432.188 330 0.1671017 -0.149177
Moved 1113.471 407.2526 330 0.109381 -0.149177
Moved 1113.501 380.6894 341.4369 0.04789203 -0.1197612
Moved 1113.532 358.5685 349.414 -0.003313621 -0.09924389
Moved 1113.563 331.9029 358.3657 -0.06503955 -0.07622008
Moved 1113.594 309.9196 362.0179 -0.1159268 -0.06682643
Moved 1113.624 290.8843 364 -0.1599901 -0.06172839
Moved 1113.655 275.3355 365 -0.1959827 -0.05915646
Moved 1113.686 263.1523 365 -0.2241845 -0.05915646
Moved 1113.716 246.4824 365 -0.2627722 -0.05915646
Moved 1113.747 232.1836 365 -0.2958713 -0.05915646
Moved 1113.778 217.8232 365 -0.329113 -0.05915646
Moved 1113.809 205.1375 365 -0.358478 -0.05915646
Moved 1113.839 192.0529 365 -0.3887664 -0.05915646
Moved 1113.87 181.5443 366.114 -0.4130919 -0.05629127
Moved 1113.901 173.5434 368 -0.4316126 -0.05144041
Moved 1113.932 168.012 370 -0.4444167 -0.04629637
Moved 1113.962 163.6288 372.3712 -0.454563 -0.04019757
Moved 1113.993 160.7598 374.2402 -0.4612041 -0.0353905
Moved 1114.024 161 378.4171 -0.4606481 -0.02464734
Moved 1114.055 178.9478 398.9478 -0.4191023 0.02815796
Moved 1114.085 213.0096 425.8528 -0.3402555 0.09735809
Moved 1114.116 250.2446 451.6309 -0.2540634 0.1636595
Moved 1114.147 280.319 465.6595 -0.1844468 0.1997414
Moved 1114.177 305.2085 476.2038 -0.1268321 0.2268616
Moved 1114.208 329.324 485.331 -0.07100929 0.2503369
Moved 1114.239 345.6299 491.252 -0.03326401 0.2655656
Moved 1114.27 361.2047 495.041 0.002788603 0.2753111
Moved 1114.3 373.644 498.911 0.03158321 0.2852649
Moved 1114.331 386.1224 502 0.06046852 0.2932098
Moved 1114.362 395.2728 504.3182 0.08165001 0.2991723
Moved 1114.393 403.5834 506.1945 0.1008876 0.3039981
Moved 1114.423 410.1313 508.0657 0.1160448 0.3088108
Moved 1114.454 414.3778 509 0.1258746 0.3112139
Moved 1114.485 418.4568 510 0.1353166 0.3137859
Moved 1114.516 423.6504 511 0.1473389 0.3163579
Moved 1114.546 427.382 512 0.155977 0.31893
Moved 1114.577 431 513.5 0.1643519 0.3227879
Ended 1114.608 431 513.5 0.1643519 0.3227879
Candidates 1114.7 13 play lay okay last larry lady may pay lat part oldest ontario kat
Began 1115.222 273 411 -0.2013889 0.05915629
Stationary 1115.253 273 411 -0.2013889 0.05915629
Moved 1115.284 294.0966 411 -0.1525541 0.05915629
Moved 1115.314 320.747 411 -0.09086345 0.05915629
Moved 1115.345 338.8635 411 -0.04892717 0.05915629
Moved 1115.376 351.1154 411 -0.02056628 0.05915629
Moved 1115.407 360.2816 411 0.0006518761 0.05915629
Moved 1115.437 367.4817 411 0.01731882 0.05915629
Moved 1115.468 374.0326 411 0.03248294 0.05915629
Moved 1115.499 377.3831 411 0.0402388 0.05915629
Ended 1115.53 379 411 0.04398147 0.05915629
Accept 1115.591 0 play
Began 1115.96 415 240 0.1273148 -0.3806585
Moved 1115.99 415 245.1357 0.1273148 -0.3674493
Moved 1116.021 415 273.6873 0.1273148 -0.2940143
Moved 1116.052 415 324.8751 0.1273148 -0.1623583
Moved 1116.083 415 366.6954 0.1273148 -0.05479577
Moved 1116.113 415 403.5558 0.1273148 0.0400097
Moved 1116.144 415 430.4794 0.1273148 0.1092575
Moved 1116.175 415 448.7026 0.1273148 0.156128
Moved 1116.206 415 459.9717 0.1273148 0.1851123
Moved 1116.236 408.9574 467.7264 0.1133274 0.2050576
Moved 1116.267 406.2701 473.4599 0.1071066 0.2198042
Moved 1116.298 405 478.537 0.1041667 0.2328627
Moved 1116.328 403 482.1353 0.09953707 0.2421173
Moved 1116.359 402 486.004 0.09722222 0.2520677
Moved 1116.39 400.5646 487.4354 0.09389966 0.2557493
Moved 1116.421 401 490.383 0.09490739 0.2633307
Moved 1116.451 400 492.2526 0.09259263 0.2681394
Moved 1116.482 400 496.1174 0.09259263 0.2780798
Moved 1116.513 399.3337 497.6663 0.09105027 0.2820633
Moved 1116.544 398.4666 499 0.08904309 0.2854938
Moved 1116.574 394.1525 499 0.07905672 0.2854938
Moved 1116.605 356.1112 456.5556 -0.00900189 0.1763261
Moved 1116.636 310.6661 391.3068 -0.1141988 0.008505166
Moved 1116.667 289.6635 354.327 -0.162816 -0.08660752
Moved 1116.697 276.3919 325.7119 -0.1935372 -0.1602062
Moved 1116.728 269.7655 306.4529 -0.2088761 -0.2097404
Moved 1116.759 266.0392 291.2354 -0.2175018 -0.2488803
Moved 1116.79 263.1665 278.6661 -0.2241516 -0.2812085
Moved 1116.82 262.2985 268.1938 -0.226161 -0.3081436
Moved 1116.851 262 259.2758 -0.2268519 -0.3310809
Moved 1116.882 262 252.7861 -0.2268519 -0.3477723
Moved 1116.912 271.7537 246.0739 -0.2042739 -0.3650365
Moved 1116.943 280.5 241 -0.1840278 -0.3780865
Moved 1116.974 292.3777 237.6556 -0.1565331 -0.3866882
Moved 1117.005 302.8566 237 -0.1322763 -0.3883744
Moved 1117.035 320.5044 244.7062 -0.09142502 -0.3685541
Moved 1117.066 339.0841 261.3721 -0.0484164 -0.325689
Moved 1117.097 362 289 0.004629592 -0.2546296
Moved 1117.128 388.0967 328.2579 0.0650386 -0.1536576
Moved 1117.158 404.2553 357.2595 0.1024428 -0.07906509
Moved 1117.189 414.3023 381.372 0.1256997 -0.01704738
Moved 1117.22 420.636 398.5438 0.140361 0.02711869
Moved 1117.25 424.5107 407.5319 0.1493302 0.05023638
Moved 1117.281 426.0562 413.1123 0.1529078 0.06458918
Moved 1117.312 427 415.9473 0.1550926 0.07188074
Ended 1117.343 428.3648 417.3648 0.1582518 0.07552668
Candidates 1117.435 13 much black check nick church chuck bitch click neck fuck chick bush such
Began 1117.988 322 359 -0.08796295 -0.07458848
Stationary 1118.019 322 359 -0.08796295 -0.07458848
Moved 1118.049 345.2634 359 -0.03411243 -0.07458848
Moved 1118.08 357.3664 350.6534 -0.006096313 -0.09605595
Moved 1118.111 372.209 347.5582 0.02826164 -0.1040171
Moved 1118.142 387.5598 347 0.06379584 -0.1054527
Moved 1118.172 397.7492 346 0.08738239 -0.1080248
Moved 1118.203 403.3609 346 0.1003724 -0.1080248
Moved 1118.234 407.0974 346 0.1090217 -0.1080248
Ended 1118.265 409 346 0.113426 -0.1080248
Accept 1118.326 0 much
Began 1118.725 307 235 -0.1226852 -0.3935186
Stationary 1118.756 307 235 -0.1226852 -0.3935186
Stationary 1118.787 307 235 -0.1226852 -0.3935186
Stationary 1118.818 307 235 -0.1226852 -0.3935186
Moved 1118.848 324.9395 253.1743 -0.08115858 -0.3467739
Moved 1118.879 334.2348 274.587 -0.05964165 -0.2917002
Moved 1118.91 340.9669 295.8843 -0.04405797 -0.2369232
Moved 1118.941 343.5 315.5 -0.03819446 -0.1864713
Moved 1118.971 345 338.6388 -0.03472224 -0.1269578
Moved 1119.002 345 358.6441 -0.03472224 -0.07550392
Moved 1119.033 345 377.7674 -0.03472224 -0.02631843
Moved 1119.063 335.6359 394.4102 -0.05639841 0.01648715
Moved 1119.094 331.4467 406.2133 -0.06609564 0.04684479
Moved 1119.125 327.5916 415.2252 -0.0750194 0.07002343
Moved 1119.156 320.436 423.8459 -0.09158323 0.09219629
Moved 1119.186 311.5437 434.4563 -0.1121674 0.1194863
Moved 1119.217 302.9255 444.0745 -0.132117 0.1442245
Moved 1119.248 296.3191 452.1206 -0.1474095 0.1649191
Moved 1119.279 289.8738 459.1262 -0.1623292 0.1829377
Moved 1119.309 282.1221 466.8779 -0.1802729 0.2028751
Moved 1119.34 274.3972 473.8014 -0.1981545 0.2206825
Moved 1119.371 267.6567 480.3433 -0.2137577 0.2375084
Moved 1119.401 261.575 484.425 -0.2278357 0.2480067
Moved 1119.432 256.8535 488 -0.238765 0.2572016
Moved 1119.463 254.0623 491.9377 -0.2452262 0.2673293
Moved 1119.494 251.5 494.5 -0.2511574 0.2739197
Moved 1119.524 249.6825 495 -0.2553645 0.2752057
Moved 1119.555 249 497.1875 -0.2569445 0.280832
Moved 1119.586 248 498.0654 -0.2592593 0.28309
Moved 1119.617 248 499.4956 -0.2592593 0.2867685
Moved 1119.647 248 502.491 -0.2592593 0.2944726
Moved 1119.678 271.5947 508.7189 -0.2046418 0.310491
Moved 1119.709 299.9716 514.2191 -0.1389547 0.3246374
Moved 1119.74 325.3173 515 -0.08028404 0.326646
Moved 1119.77 346.7802 515 -0.03060142 0.326646
Moved 1119.801 362.4728 515 0.005724033 0.326646
Moved 1119.832 372.9959 515 0.03008306 0.326646
Moved 1119.862 380.7332 515 0.04799356 0.326646
Moved 1119.893 386.4723 515 0.06127844 0.326646
Moved 1119.924 391.6095 508 0.07317016 0.3086419
Moved 1119.955 396.3045 507 0.08403818 0.3060699
Moved 1119.985 405.0967 502.9678 0.1043906 0.2956989
Moved 1120.016 411.7098 500.0967 0.1196985 0.2883146
Moved 1120.047 417 497.5 0.1319444 0.2816358
Moved 1120.078 421.2929 497 0.1418818 0.2803498
Moved 1120.108 424.1561 494.8439 0.1485094 0.2748043
Moved 1120.139 426.0169 493.983 0.152817 0.27259
Moved 1120.17 427.2584 494 0.1556907 0.2726337
Stationary 1120.2 427 494 0.1550926 0.2726337
Moved 1120.231 427 493 0.1550926 0.2700616
Moved 1120.262 414.9464 492 0.1271906 0.2674896
Moved 1120.293 404.2824 491 0.1025056 0.2649176
Moved 1120.323 385.4605 490 0.05893628 0.2623456
Moved 1120.354 362.5927 490 0.006001592 0.2623456
Moved 1120.385 343.0396 490 -0.03926023 0.2623456
Moved 1120.416 319.1084 489 -0.0946564 0.2597736
Moved 1120.446 298.8513 489 -0.1415479 0.2597736
Moved 1120.477 284.0154 489 -0.1758904 0.2597736
Moved 1120.508 271.3477 487.8695 -0.2052138 0.2568659
Moved 1120.538 257.9716 487 -0.2361769 0.2546296
Moved 1120.569 245.6913 486 -0.2646035 0.2520575
Moved 1120.6 236 485 -0.287037 0.2494856
Moved 1120.631 230.747 485 -0.2991967 0.2494856
Moved 1120.661 226.8721 485 -0.3081664 0.2494856
Moved 1120.692 225.998 485 -0.3101898 0.2494856
Stationary 1120.723 225.998 485 -0.3101898 0.2494856
Stationary 1120.754 226 485 -0.3101852 0.2494856
Moved 1120.784 247.7881 495.596 -0.2597498 0.2767386
Moved 1120.815 262.8478 499.1696 -0.2248893 0.2859298
Moved 1120.846 279.9491 503.4141 -0.1853029 0.2968468
Moved 1120.876 294.3046 506 -0.1520726 0.3034978
Moved 1120.907 303.3193 507 -0.1312054 0.3060699
Moved 1120.938 309.9096 508 -0.11595 0.3086419
Moved 1120.969 314.8144 508 -0.1045964 0.3086419
Ended 1120.999 317 508 -0.09953702 0.3086419
Candidates 1121.092 13 better brief christ neither variety crude bride verify cruise cried needed carried berger
Began 1121.645 243 421 -0.2708333 0.08487643
Stationary 1121.675 243 421 -0.2708333 0.08487643
Moved 1121.706 259.6816 421 -0.2322185 0.08487643
Moved 1121.737 288.6742 421 -0.1651061 0.08487643
Moved 1121.768 308.8283 421 -0.1184531 0.08487643
Moved 1121.798 326.0945 421 -0.07848492 0.08487643
Moved 1121.829 335.2602 421 -0.05726814 0.08487643
Moved 1121.86 342.8385 421 -0.0397257 0.08487643
Moved 1121.891 346.9527 421 -0.03020202 0.08487643
Ended 1121.921 349.3516 421 -0.0246491 0.08487643
Accept 1121.983 0 better
Began 1122.382 359 242 -0.002314796 -0.3755144
Stationary 1122.413 359 242 -0.002314796 -0.3755144
Moved 1122.444 359 266.0984 -0.002314796 -0.3135329
Moved 1122.474 387.0399 301.0797 0.06259222 -0.2235605
Moved 1122.505 405.2598 342.2728 0.1047681 -0.117611
Moved 1122.536 417.9741 373.6918 0.1341994 -0.036801
Moved 1122.567 425.8463 395.6926 0.152422 0.01978552
Moved 1122.597 431.2823 408.7057 0.1650053 0.05325525
Moved 1122.628 438.0157 426.0392 0.1805918 0.09783748
Moved 1122.659 443.7551 442.3878 0.1938775 0.1398862
Moved 1122.689 448 456 0.2037037 0.174897
Moved 1122.72 454.4928 468.9855 0.2187333 0.208296
Moved 1122.751 460.1211 486.6056 0.2317618 0.2536152
Moved 1122.782 464.9955 496.991 0.2430451 0.2803265
Moved 1122.813 468.5382 504.6146 0.2512459 0.2999347
Moved 1122.843 472.4107 512.2322 0.26021 0.3195273
Moved 1122.874 477.5543 517.5543 0.2721165 0.3332157
Moved 1122.905 480.1433 522.1432 0.2781094 0.3450185
Moved 1122.935 482.6661 525.6661 0.2839493 0.3540793
Moved 1122.966 483 527.5337 0.2847222 0.3588828
Moved 1122.997 483 529 0.2847222 0.3626543
Moved 1123.028 460.2641 530 0.2320928 0.3652262
Moved 1123.058 419.5189 522.5113 0.1377752 0.3459651
Moved 1123.089 380.5823 510.1941 0.04764418 0.3142851
Moved 1123.12 352.2602 504.8521 -0.01791616 0.3005454
Moved 1123.151 329.0416 500.8935 -0.07166306 0.2903638
Moved 1123.181 311.1726 498 -0.1130263 0.2829217
Moved 1123.212 294.7767 497 -0.1509799 0.2803498
Moved 1123.243 281.5 497 -0.181713 0.2803498
Moved 1123.273 267.957 496 -0.2130625 0.2777777
Moved 1123.304 257.7869 494.929 -0.2366044 0.275023
Moved 1123.335 247.1873 495 -0.2611406 0.2752057
Moved 1123.366 238.9136 495 -0.2802925 0.2752057
Moved 1123.396 229.962 495 -0.3010138 0.2752057
Moved 1123.427 223.5764 495 -0.3157955 0.2752057
Moved 1123.458 218.8449 495 -0.3267478 0.2752057
Moved 1123.489 217 495 -0.3310185 0.2752057
Moved 1123.519 214.5446 495 -0.3367022 0.2752057
Moved 1123.55 213.6271 495 -0.3388261 0.2752057
Moved 1123.581 213 495 -0.3402778 0.2752057
Moved 1123.611 212.2581 495 -0.3419951 0.2752057
Moved 1123.642 212 495 -0.3425926 0.2752057
Moved 1123.673 210.9808 495 -0.3449519 0.2752057
Moved 1123.704 211 504.614 -0.3449074 0.2999332
Moved 1123.734 209.8721 502 -0.3475184 0.2932098
Stationary 1123.765 210 502 -0.3472222 0.2932098
Moved 1123.796 208.6981 502 -0.3502358 0.2932098
Stationary 1123.827 209 502 -0.349537 0.2932098
Stationary 1123.857 209 502 -0.349537 0.2932098
Moved 1123.888 209 503.0782 -0.349537 0.295983
Moved 1123.919 207.6266 503 -0.3527163 0.2957818
Stationary 1123.949 208 503 -0.3518518 0.2957818
Stationary 1123.98 208 503 -0.3518518 0.2957818
Ended 1124.011 208 503 -0.3518518 0.2957818
Candidates 1124.134 13 view vote now bite bitter bits bow core buyer votes viewer voter note
Began 1125.394 292 399 -0.1574074 0.02829214
Stationary 1125.424 292 399 -0.1574074 0.02829214
Stationary 1125.455 292 399 -0.1574074 0.02829214
Stationary 1125.486 292 399 -0.1574074 0.02829214
Moved 1125.517 292 408.1135 -0.1574074 0.05173223
Moved 1125.547 292 423.5729 -0.1574074 0.09149398
Moved 1125.578 292 438.9808 -0.1574074 0.1311235
Moved 1125.609 292 451.5 -0.1574074 0.163323
Moved 1125.64 292 457.4193 -0.1574074 0.1785474
Moved 1125.67 292 464.1336 -0.1574074 0.1958168
Moved 1125.701 292 467.935 -0.1574074 0.205594
Moved 1125.732 285 471.3225 -0.1736111 0.2143068
Moved 1125.762 281.692 474 -0.1812685 0.2211934
Moved 1125.793 279.8198 478.1802 -0.1856023 0.2319448
Moved 1125.824 276.9485 482.0515 -0.1922488 0.2419018
Moved 1125.855 273.9673 486 -0.1991499 0.2520575
Moved 1125.885 272 490.9014 -0.2037037 0.2646641
Moved 1125.916 270.6671 493.6658 -0.2067892 0.2717742
Moved 1125.947 268.1122 496.7756 -0.2127032 0.2797725
Moved 1125.978 266.2833 499.7167 -0.2169368 0.2873371
Moved 1126.008 265.4074 501.5927 -0.2189644 0.292162
Ended 1126.039 265 502 -0.2199074 0.2932098
Accept 1126.131 2 now
Began 1126.346 182 413 -0.412037 0.06430033
Stationary 1126.377 182 413 -0.412037 0.06430033
Stationary 1126.408 182 413 -0.412037 0.06430033
Moved 1126.438 191.8273 413 -0.3892885 0.06430033
Moved 1126.469 233.8419 413 -0.2920326 0.06430033
Moved 1126.5 287.4207 409.5292 -0.1680077 0.05537347
Moved 1126.531 341.7681 403.6438 -0.04220342 0.04023607
Moved 1126.562 423.6271 404 0.1472849 0.04115226
Moved 1126.592 454.5063 404 0.2187647 0.04115226
Moved 1126.623 466.7887 403 0.247196 0.03858017
Moved 1126.654 489.3624 403 0.29945 0.03858017
Moved 1126.684 503.1129 403 0.3312799 0.03858017
Moved 1126.715 517.551 403 0.3647014 0.03858017
Moved 1126.746 528.0201 403 0.3889355 0.03858017
Moved 1126.777 534.6013 403 0.4041697 0.03858017
Moved 1126.807 543.4156 403 0.4245731 0.03858017
Moved 1126.838 550.0695 403 0.4399757 0.03858017
Moved 1126.869 557.6746 403 0.4575802 0.03858017
Moved 1126.899 564.7934 403 0.4740588 0.03858017
Moved 1126.93 576.2363 403 0.5005469 0.03858017
Moved 1126.961 585.536 403 0.5220741 0.03858017
Moved 1126.992 592.371 403 0.5378959 0.03858017
Moved 1127.022 598.1779 407.1227 0.5513378 0.04918393
Moved 1127.053 602.4623 410 0.5612553 0.05658428
Moved 1127.084 605.3357 411 0.5679067 0.05915629
Moved 1127.114 606.5 411 0.5706018 0.05915629
Moved 1127.145 608 411 0.5740741 0.05915629
Moved 1127.176 609.5 411 0.5775462 0.05915629
Moved 1127.207 610.0075 411 0.578721 0.05915629
Stationary 1127.238 610.0075 411 0.578721 0.05915629
Moved 1127.268 611 412.4323 0.5810185 0.06284027
Moved 1127.299 612.1004 412 0.5835657 0.06172835
Ended 1127.33 612 412 0.5833334 0.06172835
PhraseEnd 1127.422
