are you sure you want this
are you sure you want this
FixStart
Radial

0.6 0.6
432 388.8
Began 2859.643 426 528 0.1527777 0.3600822
Stationary 2859.674 426 528 0.1527777 0.3600822
Moved 2859.705 410.6523 528 0.1172506 0.3600822
Moved 2859.735 394.4405 537.1865 0.0797234 0.3837101
Moved 2859.766 378.0484 543.3172 0.04177868 0.3994783
Moved 2859.797 354.7873 552.1063 -0.01206636 0.4220841
Moved 2859.827 335.4641 557.9072 -0.05679613 0.4370039
Moved 2859.858 323.5 560 -0.08449072 0.4423867
Moved 2859.889 307.4383 562 -0.1216706 0.4475308
Moved 2859.92 294.0714 563 -0.1526125 0.4501028
Moved 2859.95 279.6955 563 -0.1858902 0.4501028
Moved 2859.981 268.1503 563 -0.2126151 0.4501028
Moved 2860.012 254.7928 551.4686 -0.2435351 0.4204438
Moved 2860.042 243.8037 549.7009 -0.2689729 0.4158973
Moved 2860.073 232.2959 544.6479 -0.2956112 0.402901
Moved 2860.104 224.5535 542.2767 -0.3135335 0.3968022
Moved 2860.135 219.4034 541 -0.3254552 0.3935184
Moved 2860.165 216.5287 541 -0.3321094 0.3935184
Moved 2860.196 215.5 541 -0.3344907 0.3935184
Moved 2860.227 215 553.9544 -0.3356481 0.4268373
Moved 2860.258 252.3209 591.5837 -0.2492572 0.5236205
Moved 2860.288 285.0789 621.8632 -0.1734284 0.6014998
Moved 2860.319 315.4344 644.9127 -0.1031612 0.6607836
Moved 2860.35 336.391 659.2444 -0.0546505 0.6976449
Moved 2860.38 349.6719 668.8359 -0.02390762 0.7223145
Moved 2860.411 356 672.5 -0.009259283 0.7317386
Moved 2860.442 360.3311 675 0.0007664164 0.7381686
Moved 2860.473 363.2019 677 0.007411739 0.7433126
Moved 2860.503 365.5 678 0.01273145 0.7458847
Moved 2860.534 366 679.4252 0.01388888 0.7495503
Moved 2860.565 367.006 679 0.01621743 0.7484568
Moved 2860.595 368.2492 679 0.01909534 0.7484568
Moved 2860.626 368 680 0.01851857 0.7510287
Stationary 2860.657 368 680 0.01851857 0.7510287
Stationary 2860.688 368 680 0.01851857 0.7510287
Stationary 2860.718 368 680 0.01851857 0.7510287
Moved 2860.749 350.9904 672.9888 -0.02085552 0.7329957
Moved 2860.78 329.8823 664.3782 -0.06971682 0.7108492
Moved 2860.811 314.3071 658.5228 -0.1057707 0.695789
Moved 2860.841 304.1735 655.3912 -0.1292279 0.6877343
Moved 2860.872 296.4584 652.8195 -0.147087 0.6811199
Moved 2860.903 290.8956 650.9478 -0.159964 0.6763058
Moved 2860.933 288.0732 651 -0.1664971 0.6764401
Moved 2860.964 286.5 650 -0.1701389 0.6738682
Moved 2860.995 285.6799 650 -0.1720372 0.6738682
Stationary 2861.026 285.6799 650 -0.1720372 0.6738682
Stationary 2861.056 286 650 -0.1712963 0.6738682
Ended 2861.087 286 650 -0.1712963 0.6738682
Candidates 2861.21 13 are date at art see set we dare sweet sat water ar asset
Began 2861.671 328 693 -0.07407407 0.784465
Moved 2861.701 357.7744 693 -0.005151828 0.784465
Moved 2861.732 387.0735 698.8762 0.06267021 0.7995785
Moved 2861.763 422 703.5 0.1435185 0.811471
Moved 2861.793 455.0986 705.2582 0.2201355 0.8159933
Moved 2861.824 475.8811 706 0.2682433 0.8179011
Moved 2861.855 486.9926 707 0.2939644 0.820473
Moved 2861.886 492.7642 707 0.3073246 0.820473
Moved 2861.917 496.7757 707 0.3166104 0.820473
Moved 2861.947 498.2624 707 0.3200518 0.820473
Moved 2861.978 500.0648 707 0.3242241 0.820473
Moved 2862.009 500.7027 707 0.3257006 0.820473
Ended 2862.039 502 707 0.3287037 0.820473
Accept 2862.101 0 are
Began 2862.408 399 562 0.09027779 0.4475308
Stationary 2862.439 399 562 0.09027779 0.4475308
Stationary 2862.469 399 562 0.09027779 0.4475308
Stationary 2862.5 399 562 0.09027779 0.4475308
Stationary 2862.531 399 562 0.09027779 0.4475308
Moved 2862.562 408.7337 600.8342 0.1128095 0.5474131
Moved 2862.592 419.6389 628.9167 0.138053 0.6196418
Moved 2862.623 428.2373 656.1243 0.1579567 0.6896199
Moved 2862.654 433.7405 670.481 0.1706956 0.7265456
Moved 2862.684 440.3599 684.9332 0.1860183 0.763717
Moved 2862.715 446.9834 701.3056 0.2013503 0.8058271
Moved 2862.746 451.5 712 0.2118056 0.8333331
