are you sure you want this
are you sure you want this
Basic
List

0.6 0.6
432 388.8
Began 1858.099 170 298 -0.4398148 -0.2314816
Stationary 1858.129 170 298 -0.4398148 -0.2314816
Stationary 1858.16 170 298 -0.4398148 -0.2314816
Stationary 1858.191 170 298 -0.4398148 -0.2314816
Moved 1858.222 180.6133 312.6133 -0.415247 -0.1938958
Moved 1858.252 192.1407 330.9962 -0.3885632 -0.1466147
Moved 1858.283 202.6308 343.6309 -0.3642805 -0.1141182
Moved 1858.314 213.0781 354.0781 -0.340097 -0.08724762
Moved 1858.345 221.9565 363.9565 -0.3195451 -0.06184025
Moved 1858.375 234.2952 376.2952 -0.2909833 -0.03010495
Moved 1858.406 242.9874 385.9874 -0.2708625 -0.005176567
Moved 1858.437 247.7908 390.7908 -0.2597435 0.00717787
Moved 1858.468 258.9082 401.1812 -0.2340089 0.03390206
Moved 1858.498 269.3711 409.7783 -0.2097892 0.05601396
Moved 1858.529 279.3934 418.3934 -0.1865893 0.07817217
Moved 1858.56 288.8778 426.8778 -0.1646347 0.09999432
Moved 1858.591 298.5077 438.1794 -0.1423433 0.1290623
Moved 1858.621 309.5304 451.2365 -0.1168277 0.1626453
Moved 1858.652 320 463.5 -0.09259259 0.1941872
Moved 1858.683 332.5 480 -0.06365741 0.2366254
Moved 1858.714 336.9612 484.9612 -0.05333051 0.2493856
Moved 1858.744 344.7094 495.564 -0.03539493 0.2766564
Moved 1858.775 349.5342 501.5342 -0.02422646 0.2920117
Moved 1858.806 352.2327 508.4653 -0.01797994 0.3098388
Moved 1858.836 353 512.095 -0.01620372 0.3191742
Moved 1858.867 353 514.9528 -0.01620372 0.3265246
Moved 1858.898 353 516.226 -0.01620372 0.3297992
Stationary 1858.929 353 516 -0.01620372 0.329218
Moved 1858.959 339.2187 516 -0.04810487 0.329218
Moved 1858.99 333.4722 516 -0.06140704 0.329218
Moved 1859.021 325.6725 516 -0.07946169 0.329218
Moved 1859.052 318.9354 516 -0.09505694 0.329218
Moved 1859.082 314.1945 516 -0.1060313 0.329218
Moved 1859.113 309.1986 516 -0.1175959 0.329218
Moved 1859.144 305.2297 516 -0.1267831 0.329218
Moved 1859.175 302.3634 516 -0.1334181 0.329218
Moved 1859.205 300.9349 516 -0.1367248 0.329218
Moved 1859.236 298.977 516 -0.141257 0.329218
Moved 1859.267 297.6276 516 -0.1443805 0.329218
Moved 1859.297 296.8252 516 -0.1462379 0.329218
Moved 1859.328 294.777 516 -0.1509792 0.329218
Moved 1859.359 292.8332 516 -0.1554787 0.329218
Moved 1859.39 291.5 516 -0.1585648 0.329218
Moved 1859.42 290.7682 516 -0.1602589 0.329218
Moved 1859.451 289 519.477 -0.1643519 0.338161
Moved 1859.482 289 528.4167 -0.1643519 0.3611539
Ended 1859.513 299.5 536 -0.1400463 0.3806583
Candidates 1859.635 13 after date at st sat say are day ate safety faster art dr
Began 1860.404 332 324 -0.06481484 -0.164609
Moved 1860.435 332 344.203 -0.06481484 -0.1126467
Moved 1860.465 332 356.6781 -0.06481484 -0.08056052
Moved 1860.496 340.0165 367.5809 -0.04625807 -0.05251833
Moved 1860.527 348.209 387.4878 -0.02729386 -0.001317444
Moved 1860.557 354.8067 403.6777 -0.01202161 0.04032339
Moved 1860.588 361.6045 419.209 0.003714065 0.08026994
Moved 1860.619 367.9249 431.8499 0.01834472 0.1127825
Moved 1860.65 373.3456 443.6912 0.03089259 0.1432386
Moved 1860.68 379.0757 452.1135 0.04415671 0.164901
Moved 1860.711 383.361 459.361 0.05407631 0.1835415
Moved 1860.742 386.4472 464.8943 0.06122033 0.1977734
Moved 1860.773 390.3077 469.3077 0.07015675 0.2091248
Moved 1860.803 394.1741 474.1741 0.07910669 0.2216411
Moved 1860.834 398.3872 479.3871 0.0888592 0.2350491
Moved 1860.865 403.118 484.559 0.09981017 0.2483514
Moved 1860.896 408.867 491.3005 0.113118 0.2656904
Moved 1860.926 414.5978 496.5978 0.1263838 0.2793153
Moved 1860.957 421.576 504.5759 0.142537 0.2998351
Moved 1860.988 432.8996 517.6245 0.1687491 0.3333963
Moved 1861.019 443.9161 530.4993 0.1942503 0.3665106
Moved 1861.049 453.351 542.4387 0.2160903 0.3972189
Moved 1861.08 460.9534 552.9534 0.2336884 0.4242627
Moved 1861.111 463.8621 560.5864 0.2404216 0.4438949
Moved 1861.141 466 567.192 0.2453704 0.4608847
Moved 1861.172 468.2271 573.6813 0.2505257 0.4775753
Moved 1861.203 469 582.277 0.2523148 0.4996836
Moved 1861.234 469 590.8849 0.2523148 0.5218233
Moved 1861.264 469 597 0.2523148 0.5375513
Moved 1861.295 469 602.7242 0.2523148 0.552274
Moved 1861.326 469 608.4689 0.2523148 0.5670496
Moved 1861.357 469 612.202 0.2523148 0.576651
Moved 1861.387 469 614.6124 0.2523148 0.5828506
Moved 1861.418 469 617.4846 0.2523148 0.590238
Moved 1861.449 469 620.3615 0.2523148 0.5976374
Moved 1861.479 469 622 0.2523148 0.6018518
Moved 1861.51 469 623.2679 0.2523148 0.6051128
Moved 1861.541 469 625.6614 0.2523148 0.611269
Moved 1861.572 469 627.2673 0.2523148 0.6153994
Stationary 1861.602 469 627.2673 0.2523148 0.6153994
Moved 1861.633 458.5 628 0.2280092 0.6172838
Moved 1861.664 459.5 628 0.2303241 0.6172838
Moved 1861.695 457.3293 628 0.2252992 0.6172838
Expand 1861.695
Moved 1861.725 455.9274 628 0.2220542 0.6172838
Moved 1861.756 452.9586 628 0.2151818 0.6172838
Moved 1861.787 450.0926 620.0926 0.2085477 0.5969459
Moved 1861.818 448.5 617.5 0.2048611 0.5902777
Moved 1861.848 445.6776 614.6776 0.1983277 0.5830184
Moved 1861.879 441.8066 611.8066 0.1893672 0.5756343
Moved 1861.91 438.9279 607.8559 0.1827036 0.5654729
Moved 1861.941 436.4197 606 0.1768974 0.5606995
Moved 1861.971 433.5458 603.5458 0.170245 0.5543873
Moved 1862.002 430.6729 602 0.1635946 0.5504114
Moved 1862.033 427.8026 598.8026 0.1569504 0.5421877
Moved 1862.063 424.482 597.241 0.1492638 0.5381711
Moved 1862.094 418.7494 593.3747 0.1359939 0.528227
Moved 1862.125 410.5315 589.021 0.116971 0.5170292
Moved 1862.156 401.9326 584.9663 0.09706636 0.5066005
Moved 1862.186 390.4217 580.2109 0.0704207 0.4943694
Moved 1862.217 379.9394 576.2349 0.04615595 0.484143
Moved 1862.248 370.7194 571.7194 0.02481331 0.4725291
Moved 1862.279 363.57 568.8567 0.008263886 0.4651663
Moved 1862.309 355.9717 565.9906 -0.009324749 0.4577947
Moved 1862.34 350.1225 564 -0.02286459 0.4526748
Moved 1862.371 346.5 563 -0.03125002 0.4501028
Moved 1862.402 345 562 -0.03472224 0.4475308
Stationary 1862.432 345 562 -0.03472224 0.4475308
