in sharp contrast to your words
Moved 1542.585 344.7223 440.1826 -0.03536512 0.1342144
Moved 1542.615 326.752 445.0496 -0.07696306 0.1467325
Moved 1542.646 314.3157 447 -0.1057506 0.1517489
Moved 1542.677 302.3264 448 -0.1335038 0.1543209
Moved 1542.708 292.1207 450 -0.1571281 0.1594649
Moved 1542.738 284.6831 451 -0.1743447 0.162037
Moved 1542.769 281.294 451 -0.1821899 0.162037
Moved 1542.8 279.86 451 -0.1855093 0.162037
Moved 1542.831 280 452 -0.1851852 0.164609
Moved 1542.861 294.4655 456.6301 -0.1517001 0.1765177
Moved 1542.892 322.0836 460.6806 -0.08776933 0.1869356
Moved 1542.923 351.3348 463.7039 -0.0200584 0.1947114
Moved 1542.953 385.8898 466.1483 0.05993019 0.2009986
Moved 1542.984 412.9841 467 0.1226484 0.2031892
Moved 1543.015 437.082 467 0.1784305 0.2031892
Moved 1543.046 453.4213 467 0.216253 0.2031892
Moved 1543.076 465.2531 467 0.2436415 0.2031892
Moved 1543.107 471.5554 467 0.2582301 0.2031892
Moved 1543.138 477.1538 467 0.2711893 0.2031892
Moved 1543.169 481.0238 467 0.2801477 0.2031892
Moved 1543.199 482 467.6552 0.2824074 0.2048745
Moved 1543.23 482 468 0.2824074 0.2057612
Moved 1543.261 463.6036 469 0.2398231 0.2083333
Moved 1543.292 426.4128 469 0.1537334 0.2083333
Moved 1543.322 391.7912 461.3194 0.07359067 0.1885786
Moved 1543.353 359.0376 460 -0.002227872 0.1851851
Moved 1543.384 331.777 460 -0.06533106 0.1851851
Moved 1543.415 311.9768 460 -0.1111648 0.1851851
Moved 1543.445 293.9378 460 -0.1529217 0.1851851
Moved 1543.476 277.6195 460 -0.1906957 0.1851851
Moved 1543.507 263.8549 460 -0.2225581 0.1851851
Moved 1543.538 252.595 460 -0.2486226 0.1851851
Moved 1543.568 243.0739 460 -0.2706624 0.1851851
Moved 1543.599 235.3126 460 -0.2886283 0.1851851
Moved 1543.63 231.2866 460 -0.2979476 0.1851851
Moved 1543.661 230 460 -0.3009259 0.1851851
Moved 1543.691 230 468.1266 -0.3009259 0.206087
Moved 1543.722 230 475.9678 -0.3009259 0.2262545
Moved 1543.753 243.5 485.5 -0.2696759 0.2507715
Moved 1543.783 276.3358 517.9598 -0.1936672 0.3342587
Moved 1543.814 287.819 525.1368 -0.1670857 0.3527181
Moved 1543.845 310.7565 536.3782 -0.1139895 0.3816312
Moved 1543.876 328.5157 543.2902 -0.07288044 0.3994088
Moved 1543.906 351.1342 549.0269 -0.02052257 0.4141637
Moved 1543.937 377.4959 553.3884 0.04049977 0.4253817
Moved 1543.968 405.23 553 0.1046991 0.4243826
Moved 1543.999 434.2727 553 0.1719276 0.4243826
Moved 1544.029 469.6533 541.7244 0.2538272 0.3953817
Moved 1544.06 500.5904 535.4753 0.3254408 0.3793089
Moved 1544.091 526.5723 528.8856 0.3855839 0.3623599
Moved 1544.122 555.4697 521.1591 0.452476 0.3424874
Moved 1544.152 574.0699 517.186 0.4955322 0.3322686
Moved 1544.183 586.7362 515 0.5248524 0.326646
Moved 1544.214 597.113 513.7774 0.5488726 0.3235014
Moved 1544.245 607.2768 514 0.5724 0.324074
Moved 1544.275 615.8776 514 0.5923094 0.324074
Moved 1544.306 622.5 514 0.6076388 0.324074
Ended 1544.337 625 514 0.613426 0.324074
Candidates 1544.398 13 sharp sheep detail shall step stark apparel hero wrap shell retail so thai
Began 1544.859 400 466 0.09259263 0.2006171
Stationary 1544.89 400 466 0.09259263 0.2006171
Moved 1544.921 421.7595 466 0.1429617 0.2006171
Moved 1544.951 442.9857 466 0.1920965 0.2006171
Moved 1544.982 464.1847 466 0.2411683 0.2006171
Moved 1545.013 485.3521 466 0.2901669 0.2006171
Moved 1545.044 501.5139 474.9028 0.3275785 0.2235153
Moved 1545.074 512.7003 477.425 0.3534729 0.2300026
Moved 1545.105 520.8989 479.2996 0.3724512 0.234824
Ended 1545.136 522 479 0.375 0.2340534
Accept 1545.197 0 sharp
Began 1545.597 449 492 0.2060185 0.2674896
Moved 1545.628 431.9557 479.9667 0.166564 0.2365399
Moved 1545.659 419.4762 465.7143 0.1376764 0.1998824
Moved 1545.689 408.5723 451.2153 0.1124358 0.1625908
Moved 1545.72 394.7354 428.7869 0.08040588 0.1049044
Moved 1545.751 384.6012 408.8036 0.05694717 0.05350725
Moved 1545.781 376.8663 395.7326 0.03904233 0.01988835
Moved 1545.812 369.8129 382.6258 0.02271503 -0.01382255
Moved 1545.843 364.0739 366.2217 0.00943025 -0.0560142
Moved 1545.874 361.6694 358.0082 0.003864269 -0.07713945
Moved 1545.904 360 353.1238 0 -0.08970205
Moved 1545.935 359 350.5 -0.002314796 -0.09645069
Stationary 1545.966 359 350.5 -0.002314796 -0.09645069
Moved 1545.997 359 351 -0.002314796 -0.09516476
Moved 1546.027 394.7233 385.7087 0.08037795 -0.005893315
Moved 1546.058 425.5182 419.2218 0.1516624 0.08030291
Moved 1546.089 459.8061 457.5265 0.2310326 0.1788231
Moved 1546.12 500.5 498 0.3252315 0.2829217
Moved 1546.15 522.9494 519.9494 0.3771977 0.339376
Moved 1546.181 542.8657 536.8881 0.4233002 0.3829424
Moved 1546.212 560.0986 553.0986 0.4631913 0.4246363
Moved 1546.243 572.5566 563.2453 0.4920293 0.4507338
Moved 1546.273 581.5525 571.5525 0.512853 0.4721
Moved 1546.304 587.1459 577.2918 0.5258006 0.4868615
Moved 1546.335 590.0139 580.0139 0.5324396 0.4938629
Moved 1546.365 591.5531 581 0.5360025 0.496399
Stationary 1546.396 592 581 0.5370371 0.496399
Stationary 1546.427 592 581 0.5370371 0.496399
Moved 1546.458 583.4828 562.3346 0.5173214 0.4483913
Moved 1546.488 552.5297 518.4924 0.4456707 0.3356284
Moved 1546.519 517.4675 466.2013 0.3645081 0.2011349
Moved 1546.55 487.2826 418.8518 0.2946357 0.07935131
Moved 1546.581 470.2396 391.3593 0.2551842 0.00864021
Moved 1546.611 454.7943 364.4297 0.2194312 -0.06062323
Moved 1546.642 446.8756 350.4594 0.2011009 -0.09655517
Moved 1546.673 442.5 342.5 0.1909722 -0.1170267
Moved 1546.704 437.8066 340.9033 0.1801079 -0.1211335
Moved 1546.734 434.0415 340 0.1713924 -0.1234569
Moved 1546.765 429.3301 345.8447 0.1604863 -0.108424
Moved 1546.796 424.3985 357.5037 0.1490706 -0.07843692
Moved 1546.827 421.7341 389.6594 0.1429029 0.00426779
Moved 1546.857 419 425.8914 0.1365741 0.09745727
Moved 1546.888 418 456.0547 0.1342593 0.1750379
Moved 1546.919 416.462 490.3804 0.130699 0.2633239
Moved 1546.95 414.5884 521.9394 0.126362 0.3444942
Moved 1546.98 410.7188 550.5305 0.1174048 0.418031
Moved 1547.011 409 570.0627 0.113426 0.4682683
Moved 1547.042 408 586.2775 0.1111111 0.509973
Moved 1547.073 408 599.0824 0.1111111 0.5429074
Moved 1547.103 408 609.1506 0.1111111 0.5688029
Moved 1547.134 408 615.7897 0.1111111 0.5858787
Moved 1547.165 408 621.6013 0.1111111 0.6008263
Moved 1547.195 408 626.6732 0.1111111 0.6138712
Moved 1547.226 408 629.5 0.1111111 0.6211419
Moved 1547.257 408 631.5 0.1111111 0.6262859
Moved 1547.288 408 632.2471 0.1111111 0.6282076
Moved 1547.318 407.1987 634 0.1092562 0.632716
Moved 1547.349 404.7172 635.2828 0.1035119 0.6360154
Moved 1547.38 383.2203 635 0.05375068 0.6352879
Moved 1547.411 361.3134 620.7712 0.003040433 0.5986912
Moved 1547.441 347.0424 616.0141 -0.02999445 0.5864559
Moved 1547.472 340.9556 614 -0.04408434 0.5812756
Moved 1547.503 336.6026 613 -0.05416065 0.5787036
Moved 1547.534 334.7332 612 -0.05848785 0.5761316
Moved 1547.564 335 610.5 -0.05787035 0.5722736
Moved 1547.595 334 609.3597 -0.06018519 0.5693408
Moved 1547.626 334 604.9906 -0.06018519 0.5581033
Moved 1547.656 330.24 593.1 -0.06888891 0.5275204
Moved 1547.687 320.2912 570.5824 -0.09191851 0.4696048
Moved 1547.718 308.8274 546.6548 -0.1184551 0.4080626
Moved 1547.749 295.0018 518.0037 -0.1504587 0.3343715
Moved 1547.78 285.5 500.5 -0.1724537 0.2893518
Moved 1547.81 273.7276 484.6731 -0.1997046 0.2486447
Moved 1547.841 267.1461 473.2922 -0.2149396 0.219373
Moved 1547.872 261.4094 465.6141 -0.228219 0.1996247
Moved 1547.902 256.4391 460.4391 -0.2397244 0.1863144
Moved 1547.933 253.7653 455.7653 -0.2459137 0.1742934
Moved 1547.964 254 453.9512 -0.2453704 0.1696276
Moved 1547.995 254 452.0308 -0.2453704 0.1646883
Moved 1548.025 273.5 451 -0.2002315 0.162037
Moved 1548.056 299.6925 451 -0.1396006 0.162037
Moved 1548.087 324.3854 463.7156 -0.08244127 0.1947418
Moved 1548.118 343.5205 468.6301 -0.03814692 0.207382
Moved 1548.148 364.2289 476.8124 0.00978907 0.2284268
Moved 1548.179 376.9117 484.4338 0.03914744 0.2480292
Moved 1548.21 391.376 499.72 0.07262965 0.2873457
Moved 1548.241 401.581 515.2667 0.09625226 0.327332
Moved 1548.271 413.0385 538.5961 0.1227742 0.3873356
Moved 1548.302 426.1392 565.6506 0.1531001 0.4569201
Moved 1548.333 443.5 593.5 0.193287 0.5285493
Moved 1548.364 458.0758 613.0884 0.2270272 0.5789309
Moved 1548.394 481.0701 634.1863 0.2802548 0.633195
Moved 1548.425 507.8074 650.7819 0.3421468 0.6758794
Ended 1548.456 533.5662 663.0265 0.4017735 0.7073726
Candidates 1548.548 13 contrast contact contract context contrary connect library contest university content constant conduct diversity
Began 1548.948 400 561 0.09259263 0.4449587
Stationary 1548.978 400 561 0.09259263 0.4449587
Moved 1549.009 415.6641 561 0.1288521 0.4449587
Moved 1549.04 439.7369 561 0.1845762 0.4449587
Moved 1549.071 480.2593 561 0.2783779 0.4449587
Moved 1549.101 492.1984 561 0.3060148 0.4449587
Moved 1549.132 519.4548 561 0.3691083 0.4449587
Moved 1549.163 546.6262 567.7621 0.432005 0.4623509
Ended 1549.194 547 568 0.4328704 0.4629629
Accept 1549.347 0 contrast
Began 1549.532 389 448 0.06712963 0.1543209
Stationary 1549.562 389 448 0.06712963 0.1543209
Stationary 1549.593 389 448 0.06712963 0.1543209
Moved 1549.624 389 463.295 0.06712963 0.1936601
Moved 1549.655 389 481.4341 0.06712963 0.2403139
Moved 1549.685 395.0931 504.7701 0.08123408 0.3003346
Moved 1549.716 405.6502 526.4005 0.1056717 0.3559681
Moved 1549.747 411.0913 543.2739 0.1182668 0.3993668
Moved 1549.778 414.924 557.6198 0.1271388 0.4362647
Moved 1549.808 417.7957 567.5913 0.1337862 0.4619118
Moved 1549.839 419.6734 575.3467 0.1381328 0.4818588
Moved 1549.87 421 580.481 0.1412037 0.4950643
Moved 1549.901 423.1115 583.1115 0.1460914 0.5018298
Moved 1549.931 423 584.5 0.1458333 0.5054011
Moved 1549.962 424 587.5 0.1481481 0.5131172
Moved 1549.993 425.3197 588.3197 0.151203 0.5152255
Moved 1550.023 426.2575 589 0.153374 0.5169753
Moved 1550.054 437.6574 589 0.1797624 0.5169753
Moved 1550.085 460.1721 583.9139 0.2318798 0.5038938
Moved 1550.116 490.5616 576.9863 0.3022258 0.4860758
Moved 1550.146 513.6226 572.2507 0.3556078 0.4738956
Moved 1550.177 530.2404 569.7519 0.394075 0.4674687
Moved 1550.208 546.9637 570 0.4327864 0.4681069
Moved 1550.239 560.6663 570 0.4645053 0.4681069
Moved 1550.269 572 570 0.4907407 0.4681069
Ended 1550.3 577 570 0.5023147 0.4681069
Candidates 1550.392 13 to you up top too tip yo group yup i ip http tp
Began 1550.823 394 508 0.07870366 0.3086419
Stationary 1550.853 394 508 0.07870366 0.3086419
Stationary 1550.884 394 508 0.07870366 0.3086419
Moved 1550.915 426.4849 508 0.1539002 0.3086419
Moved 1550.946 456.4842 516.2968 0.223343 0.3299814
Moved 1550.976 483.6479 521.5493 0.2862221 0.343491
Moved 1551.007 510.3362 526.7414 0.3480004 0.3568451
Moved 1551.038 537.2324 532.8465 0.4102603 0.3725475
Ended 1551.069 556 537 0.4537037 0.3832304
Accept 1551.161 0 to
Began 1551.438 412 491 0.1203704 0.2649176
Stationary 1551.468 412 491 0.1203704 0.2649176
Moved 1551.499 412 503.8695 0.1203704 0.2980182
Moved 1551.53 412 516.2273 0.1203704 0.3298027
Moved 1551.56 419.6598 535.6187 0.1381015 0.3796775
Moved 1551.591 425.0494 557.673 0.1505774 0.4364018
Moved 1551.622 430.4041 574.0204 0.1629724 0.4784476
Moved 1551.653 435.8922 585.7303 0.1756763 0.5085657
Moved 1551.683 440.8144 596.4432 0.1870704 0.5361192
Moved 1551.714 446.3689 604.3688 0.1999279 0.5565041
Moved 1551.745 451 610 0.2106482 0.5709876
Moved 1551.776 453.0713 614.0712 0.2154428 0.5814588
Moved 1551.806 456.9448 616.9448 0.2244092 0.5888496
Moved 1551.837 461.6298 619.8149 0.2352542 0.5962316
Moved 1551.868 471.4299 622.2859 0.2579395 0.6025872
Moved 1551.899 491.8213 622 0.3051418 0.6018518
Moved 1551.929 518.1278 622 0.3660366 0.6018518
Moved 1551.96 542.9624 609.0107 0.4235241 0.5684432
Moved 1551.991 561.6332 604.4734 0.4667435 0.556773
Moved 1552.021 574.6269 601.5933 0.4968215 0.5493652
Moved 1552.052 584.7833 601 0.5203317 0.5478393
Moved 1552.083 590.6651 600 0.5339469 0.5452674
Moved 1552.114 593.6443 600 0.5408434 0.5452674
Moved 1552.144 595.2577 600 0.544578 0.5452674
Stationary 1552.175 595 600 0.5439815 0.5452674
Stationary 1552.206 595 600 0.5439815 0.5452674
Moved 1552.237 555.9719 609 0.4536388 0.5684156
Moved 1552.267 525.9426 609 0.3841263 0.5684156
Moved 1552.298 506.5 609 0.3391203 0.5684156
Moved 1552.329 483.4562 609 0.2857783 0.5684156
Moved 1552.36 457.558 609 0.2258287 0.5684156
Moved 1552.39 435.4174 609 0.1745774 0.5684156
Moved 1552.421 418.031 609 0.134331 0.5684156
Moved 1552.452 400.7993 609 0.09444296 0.5684156
Moved 1552.483 389.5547 609 0.06841382 0.5684156
Moved 1552.513 378.0566 609 0.04179776 0.5684156
Moved 1552.544 367.4518 609 0.01724949 0.5684156
Moved 1552.575 357.8397 609 -0.005000731 0.5684156
Moved 1552.605 348.9837 609 -0.0255006 0.5684156
Moved 1552.636 341.5346 609 -0.04274403 0.5684156
Moved 1552.667 332.7525 609 -0.06307285 0.5684156
Moved 1552.698 326.0032 609 -0.07869636 0.5684156
Moved 1552.729 321.2556 609 -0.08968621 0.5684156
Ended 1552.759 319.5 609 -0.09375001 0.5684156
Candidates 1552.974 13 your our type upper or potter put it grow follow tour pre hype
Began 1553.374 333 537 -0.06249999 0.3832304
Moved 1553.405 348.5008 537 -0.02661844 0.3832304
Moved 1553.436 367.4584 537 0.01726478 0.3832304
Moved 1553.466 384.9633 537 0.05778541 0.3832304
Moved 1553.497 408.5773 537 0.1124475 0.3832304
Moved 1553.528 431.7443 537 0.1660746 0.3832304
Moved 1553.558 449.4586 537 0.20708 0.3832304
Moved 1553.589 460.8599 537 0.2334719 0.3832304
Moved 1553.62 471.5263 537 0.2581627 0.3832304
Ended 1553.651 475.8553 537 0.2681836 0.3832304
Accept 1553.804 0 your
Began 1554.02 333 469 -0.06249999 0.2083333
Stationary 1554.05 333 469 -0.06249999 0.2083333
Stationary 1554.081 333 469 -0.06249999 0.2083333
Moved 1554.112 313.839 480.096 -0.1068542 0.2368724
Moved 1554.142 302.3746 484.7003 -0.1333922 0.2487147
Moved 1554.173 289.0067 499.5906 -0.1643364 0.2870129
Moved 1554.204 275.9845 516.3591 -0.1944803 0.3301417
Moved 1554.235 266.5 530.5 -0.2164352 0.3665122
Moved 1554.266 256.873 545.2117 -0.23872 0.4043511
Moved 1554.296 248.2939 556.7061 -0.258579 0.4339148
Moved 1554.327 238.9185 564.5408 -0.2802812 0.4540657
Moved 1554.358 232.2843 569.4771 -0.2956381 0.466762
Moved 1554.388 226.813 573.187 -0.3083032 0.4763038
Moved 1554.419 221.9451 575 -0.3195715 0.480967
Moved 1554.45 219.0756 577 -0.3262139 0.4861111
Moved 1554.481 216.5593 578 -0.3320386 0.488683
Moved 1554.511 214.6881 579 -0.3363702 0.4912551
Moved 1554.542 215 580.1774 -0.3356481 0.4942833
Moved 1554.573 215 581.6143 -0.3356481 0.497979
Moved 1554.604 231.3143 586.2327 -0.2978835 0.5098576
Moved 1554.634 258.9179 590.9863 -0.2339863 0.5220841
Moved 1554.665 291.3197 593.36 -0.1589822 0.5281891
Moved 1554.696 327.3534 594.8902 -0.07557094 0.5321249
Moved 1554.727 366.1692 595 0.01428058 0.5324073
Moved 1554.757 401.5516 595 0.09618431 0.5324073
Moved 1554.788 431.5 595 0.1655093 0.5324073
Moved 1554.819 454.004 595 0.2176019 0.5324073
Moved 1554.849 472.4014 588 0.2601884 0.5144032
Moved 1554.88 484.235 588 0.2875809 0.5144032
Moved 1554.911 489.4471 588 0.2996461 0.5144032
Moved 1554.942 492.1603 588 0.3059267 0.5144032
Moved 1554.973 494.0121 588 0.3102133 0.5144032
Stationary 1555.003 494 588 0.3101851 0.5144032
Moved 1555.034 482.605 588 0.2838078 0.5144032
Moved 1555.065 453.2015 600.8766 0.2157443 0.547522
Moved 1555.095 417.0435 603 0.1320453 0.5529835
Moved 1555.126 388.87 605.7922 0.06682862 0.5601651
Moved 1555.157 361.8026 606.5996 0.004172524 0.5622417
Moved 1555.188 341.7029 608 -0.04235452 0.5658435
Moved 1555.218 326.289 609 -0.0780347 0.5684156
Moved 1555.249 315.4874 609 -0.1030385 0.5684156
Moved 1555.28 304.0125 609 -0.1296007 0.5684156
Moved 1555.311 294.1646 604.7173 -0.1523968 0.5574005
Moved 1555.341 286.5625 599.5208 -0.1699942 0.5440349
Moved 1555.372 279.0556 595.037 -0.1873714 0.5325026
Moved 1555.403 268.4165 584.5554 -0.2119988 0.5055437
Moved 1555.434 257.8277 567.6554 -0.2365099 0.4620766
Moved 1555.464 249.3916 549.3776 -0.256038 0.4150656
Moved 1555.495 240.5754 521.7263 -0.2764458 0.343946
Moved 1555.526 235.9809 505.9426 -0.2870813 0.3033503
Moved 1555.557 233.1218 492.4873 -0.2936994 0.268743
Moved 1555.587 230.6073 483.8218 -0.2995202 0.2464551
Moved 1555.618 227.7363 474.4725 -0.3061661 0.2224087
Moved 1555.649 224.8619 466.7238 -0.3128197 0.2024787
Moved 1555.68 224 462.2274 -0.3148148 0.190914
Moved 1555.71 222.4236 459.4236 -0.318464 0.1837026
Moved 1555.741 220.5567 456.5567 -0.3227855 0.1763289
Moved 1555.772 218.6848 454.6848 -0.3271186 0.1715142
Moved 1555.802 214.2823 453 -0.3373094 0.167181
Moved 1555.833 207.5663 451 -0.3528558 0.162037
Moved 1555.864 199.6642 448.4161 -0.3711477 0.155391
Moved 1555.895 191.0899 446.5449 -0.3909957 0.1505784
Moved 1555.925 183.0856 445.0428 -0.4095241 0.1467149
Moved 1555.956 179.1717 444 -0.4185841 0.1440329
Ended 1555.987 179 444 -0.4189815 0.1440329
Candidates 1556.079 13 words word reported writers roots reports dropped fruits routes errors reporters does types
Began 1556.54 239 468 -0.2800926 0.2057612
Stationary 1556.571 239 468 -0.2800926 0.2057612
Stationary 1556.602 239 468 -0.2800926 0.2057612
Stationary 1556.632 239 468 -0.2800926 0.2057612
Moved 1556.663 273.4026 468 -0.2004568 0.2057612
Moved 1556.694 313.309 468 -0.1080811 0.2057612
Moved 1556.725 346 476.5 -0.03240739 0.2276234
Moved 1556.755 370.3359 478.0373 0.0239256 0.2315774
Moved 1556.786 398.4109 480 0.08891424 0.2366254
Moved 1556.817 415.8619 481 0.1293099 0.2391974
Moved 1556.848 423.9337 482 0.1479948 0.2417695
Moved 1556.878 430.6294 483.2098 0.163494 0.244881
Ended 1556.909 436 484 0.1759259 0.2469135
Accept 1557.063 0 words
Began 1557.339 262 472 -0.2268519 0.2160493
Stationary 1557.37 262 472 -0.2268519 0.2160493
Stationary 1557.401 262 472 -0.2268519 0.2160493
Moved 1557.432 279.7433 472 -0.1857795 0.2160493
Moved 1557.462 311.3669 472 -0.1125767 0.2160493
Moved 1557.493 362.5 472 0.005787015 0.2160493
Moved 1557.524 453.5224 472 0.216487 0.2160493
Moved 1557.555 514.7397 481.2496 0.3581938 0.2398394
Moved 1557.585 570.178 481 0.4865232 0.2391974
Moved 1557.616 617.1749 481 0.5953123 0.2391974
Ended 1557.647 661.8168 481 0.69865 0.2391974
PhraseEnd 1557.708
