I can play much better now
I can play much better now
FixStart
Radial

0.6 0.6
432 388.8
Began 1978.441 378 326 0.04166663 -0.1594652
Stationary 1978.472 378 326 0.04166663 -0.1594652
Stationary 1978.503 378 326 0.04166663 -0.1594652
Stationary 1978.534 378 326 0.04166663 -0.1594652
Moved 1978.564 384.243 333.4916 0.05611807 -0.1401965
Moved 1978.595 397.5377 349.0453 0.08689285 -0.1001922
Moved 1978.626 410.49 361.4899 0.1168749 -0.06818433
Moved 1978.656 428.4507 382.9343 0.1584508 -0.01302907
Moved 1978.687 440.3829 397.1772 0.1860715 0.02360387
Moved 1978.718 448.3277 406.9916 0.2044623 0.04884661
Moved 1978.749 453.5317 412.0634 0.2165086 0.06189138
Moved 1978.779 457.0172 416.0172 0.2245767 0.07206049
Moved 1978.81 459 419.8944 0.2291666 0.08203286
Moved 1978.84 460.765 422.765 0.2332523 0.08941611
Moved 1978.871 461.6346 426.2692 0.2352652 0.0984288
Moved 1978.902 462 429.1857 0.2361111 0.1059302
Moved 1978.933 462 434.0607 0.2361111 0.1184689
Moved 1978.964 462 436.9271 0.2361111 0.1258412
Moved 1978.994 462 440.5 0.2361111 0.1350308
Moved 1979.025 462 443.3187 0.2361111 0.1422805
Moved 1979.056 462 447.1932 0.2361111 0.1522459
Moved 1979.086 462 451.125 0.2361111 0.1623585
Moved 1979.117 462 453.6332 0.2361111 0.1688097
Moved 1979.148 462 456.5068 0.2361111 0.1762005
Moved 1979.179 462 459.3854 0.2361111 0.1836045
Moved 1979.209 462 461.2524 0.2361111 0.1884064
Moved 1979.24 462 462.7888 0.2361111 0.192358
Moved 1979.271 462.6652 464.6652 0.237651 0.1971841
Moved 1979.302 463 466.2705 0.2384259 0.201313
Moved 1979.332 464.3734 467.3734 0.2416053 0.2041497
Moved 1979.363 464 468.222 0.2407408 0.2063321
Moved 1979.394 464.7758 469 0.2425367 0.2083333
Moved 1979.424 465 470.3214 0.2430555 0.2117318
Stationary 1979.455 465 470.3214 0.2430555 0.2117318
Ended 1979.486 465 470 0.2430555 0.2109053
Candidates 1979.609 13 I ii iii go u o gi hi it iu you guy p
Began 1980.039 279 353 -0.1875 -0.09002065
Stationary 1980.07 279 353 -0.1875 -0.09002065
Moved 1980.1 296.0321 353 -0.1480738 -0.09002065
Moved 1980.131 327.7174 358.3428 -0.07472813 -0.07627879
Moved 1980.162 350.8564 365.2447 -0.02116576 -0.0585271
Moved 1980.193 366.8926 366 0.01595507 -0.05658444
Moved 1980.223 377.5406 367 0.04060318 -0.05401234
Moved 1980.254 385 367 0.05787035 -0.05401234
Moved 1980.285 391.5934 367 0.07313281 -0.05401234
Moved 1980.315 395.165 367 0.08140048 -0.05401234
Moved 1980.346 398.0367 367 0.08804797 -0.05401234
Moved 1980.377 400.4297 367 0.09358735 -0.05401234
Moved 1980.408 401.1508 367 0.09525657 -0.05401234
Moved 1980.438 402.3729 367 0.0980854 -0.05401234
Ended 1980.469 402 367 0.09722222 -0.05401234
Accept 1980.623 0 I
Began 1980.899 418 424 0.1342593 0.09259254
Stationary 1980.93 418 424 0.1342593 0.09259254
Stationary 1980.961 418 424 0.1342593 0.09259254
Moved 1980.991 402.1678 416.4476 0.09761065 0.07316754
Moved 1981.022 377.2513 395.0466 0.03993362 0.01812397
Moved 1981.053 352.3264 371.6587 -0.01776308 -0.04203011
Moved 1981.083 334.7647 351.7646 -0.05841509 -0.09319799
Moved 1981.114 322.706 338.7059 -0.08632878 -0.1267851
Moved 1981.145 311.288 324.288 -0.1127593 -0.1638686
Moved 1981.176 303.4 312.8 -0.1310185 -0.1934155
Moved 1981.206 295.5 300 -0.1493056 -0.2263375
Moved 1981.237 289.5285 290.057 -0.1631285 -0.2519111
Moved 1981.268 283.7839 281.7839 -0.1764262 -0.2731897
Moved 1981.299 281.0213 275.0427 -0.182821 -0.2905282
Moved 1981.329 278.4822 270.4822 -0.1886986 -0.3022576
Moved 1981.36 277 266.6158 -0.1921296 -0.3122022
Moved 1981.391 276 263.7487 -0.1944444 -0.3195765
Moved 1981.422 275 261.9453 -0.1967592 -0.3242148
Stationary 1981.452 275 261.9453 -0.1967592 -0.3242148
Moved 1981.483 275 261 -0.1967592 -0.3266461
Moved 1981.514 290.8549 261 -0.160058 -0.3266461
Moved 1981.544 303.7153 261 -0.1302886 -0.3266461
Moved 1981.575 315.115 269.7787 -0.1039005 -0.3040671
Moved 1981.606 324.2969 272.6485 -0.08264596 -0.296686
Moved 1981.637 329.5181 275.5181 -0.07055987 -0.2893053
Moved 1981.667 333.0374 278.0374 -0.06241341 -0.2828256
Moved 1981.698 334 284.7285 -0.06018519 -0.265616
Moved 1981.729 334 293.3409 -0.06018519 -0.2434646
Moved 1981.759 334 307 -0.06018519 -0.2083334
Moved 1981.79 318.8818 328.0128 -0.09518102 -0.1542882
Moved 1981.821 305.533 346.5604 -0.126081 -0.1065833
Moved 1981.852 287.2628 366.7372 -0.1683732 -0.05468816
Moved 1981.882 269.4946 382.5038 -0.2095032 -0.01413628
Moved 1981.913 250.7429 395.5048 -0.25291 0.01930233
Moved 1981.944 233.4951 404.7524 -0.2928353 0.04308748
Moved 1981.974 219.4657 409.1069 -0.3253108 0.05428714
Moved 1982.005 207.5358 413.2321 -0.3529263 0.06489734
Moved 1982.036 195.5471 416.4843 -0.3806779 0.07326189
Moved 1982.067 186.9106 418.3631 -0.4006698 0.07809435
Moved 1982.097 179.2102 419.9299 -0.418495 0.08212423
Moved 1982.128 172.439 421 -0.434169 0.08487643
Moved 1982.159 166.3478 421 -0.4482691 0.08487643
Moved 1982.19 162.4782 422 -0.4572263 0.08744851
Moved 1982.22 160.959 423 -0.4607431 0.09002049
Moved 1982.251 161 426.8359 -0.4606481 0.09988659
Moved 1982.282 167.2596 432.3474 -0.4461583 0.114062
Moved 1982.313 185.5 437.5 -0.4039352 0.1273147
Moved 1982.343 230.6716 437 -0.2993713 0.1260288
Moved 1982.374 258.7635 426.7455 -0.2343437 0.09965397
Moved 1982.405 279.7219 417.1391 -0.185829 0.07494616
Moved 1982.435 294.4799 407.0161 -0.1516669 0.04890968
Moved 1982.466 306.1138 398.2575 -0.1247366 0.02638248
Moved 1982.497 316.7121 389.2878 -0.1002034 0.003312311
Moved 1982.528 325.2997 381.8002 -0.08032476 -0.01594614
Moved 1982.558 330.8087 377.7943 -0.06757255 -0.02624935
Moved 1982.589 338.9563 372.0437 -0.04871229 -0.04103994
Moved 1982.62 347.0437 366.3042 -0.02999142 -0.05580195
Moved 1982.65 354.7608 363.1594 -0.01212771 -0.06389044
Moved 1982.681 366.0588 356.7059 0.01402497 -0.08048908
Moved 1982.712 378.5794 350.7103 0.04300793 -0.09590988
Moved 1982.743 390 344 0.06944448 -0.1131688
Moved 1982.773 401.1006 339.9497 0.09514023 -0.1235861
Moved 1982.804 410.6972 336.101 0.1173547 -0.1334852
Moved 1982.835 421.088 332.228 0.1414074 -0.1434465
Moved 1982.865 431 328.5 0.1643519 -0.1530351
Moved 1982.896 438.4205 323.7897 0.181529 -0.1651499
Moved 1982.927 446.1922 319.9039 0.1995189 -0.1751442
Moved 1982.958 449.9698 318.0303 0.2082633 -0.1799633
Moved 1982.988 453.5077 315.4924 0.2164529 -0.1864909
Moved 1983.019 457.3826 314 0.2254226 -0.1903292
Moved 1983.05 461.5021 310.749 0.2349585 -0.1986909
Moved 1983.081 465.1125 307.8875 0.2433159 -0.2060507
Moved 1983.111 469.6141 305.3859 0.2537364 -0.212485
Moved 1983.142 475.985 302.5075 0.2684836 -0.2198881
Moved 1983.173 479.7287 299.6356 0.2771499 -0.2272747
Moved 1983.203 481.9339 299 0.2822543 -0.2289095
Moved 1983.234 485.5 296.5 0.2905093 -0.2353395
Moved 1983.265 487.6535 296 0.2954943 -0.2366256
Ended 1983.296 488.5 296 0.2974537 -0.2366256
Candidates 1983.418 13 can van scan cam ban am csn san adam saddam cream fan jan
Began 1983.91 306 401 -0.125 0.03343609
Stationary 1983.941 306 401 -0.125 0.03343609
Moved 1983.972 314.5095 401 -0.1053022 0.03343609
Moved 1984.002 349.2939 401 -0.02478252 0.03343609
Moved 1984.033 395 401 0.08101851 0.03343609
Moved 1984.064 426.6246 408 0.1542236 0.05144025
Moved 1984.094 445.9172 408 0.1988823 0.05144025
Moved 1984.125 461.0068 408 0.233812 0.05144025
Moved 1984.156 469.6223 404.2147 0.2537552 0.04170441
Moved 1984.187 475.8313 399.5844 0.2681281 0.02979506
Moved 1984.217 480.2892 399 0.2784473 0.02829214
Moved 1984.248 483.162 399 0.2850972 0.02829214
Ended 1984.279 484.169 399 0.2874282 0.02829214
Accept 1984.34 0 can
Began 1984.955 375 385 0.03472219 -0.007716127
Stationary 1984.985 375 385 0.03472219 -0.007716127
Stationary 1985.016 375 385 0.03472219 -0.007716127
Moved 1985.047 388.3503 409.2964 0.06562561 0.05477454
Moved 1985.078 411.4842 443.2262 0.1191763 0.1420426
Moved 1985.108 425.7416 462.6124 0.1521796 0.1919043
