sharp cheese keeps the mind sharp
sharp cheese keeps the mind sharp
FixStart
List

0.6 0.6
432 388.8
Began 1236.754 433 387 0.1689814 -0.002572055
Moved 1236.784 415.7871 387 0.1291369 -0.002572055
Moved 1236.815 386.0406 387 0.06027907 -0.002572055
Moved 1236.846 360.5 387 0.001157423 -0.002572055
Moved 1236.877 336.1407 387 -0.05522996 -0.002572055
Moved 1236.907 319.8533 387 -0.09293208 -0.002572055
Moved 1236.938 306.4734 379.2627 -0.1239043 -0.02247257
Moved 1236.969 297.4377 376.3594 -0.14482 -0.02993972
Moved 1237 289.4803 372.9869 -0.16324 -0.03861408
Moved 1237.03 284.6182 369.6182 -0.1744948 -0.0472783
Moved 1237.061 281.7552 367.7552 -0.1811222 -0.05206991
Moved 1237.092 282 366.244 -0.1805555 -0.05595682
Moved 1237.122 287.6212 363.3754 -0.1675434 -0.06333488
Moved 1237.153 317.9219 358.013 -0.09740307 -0.07712713
Moved 1237.184 351.4382 358 -0.01981904 -0.07716057
Moved 1237.215 392.0426 358 0.07417262 -0.07716057
Moved 1237.245 414.5287 358 0.1262239 -0.07716057
Moved 1237.276 428.6562 358 0.1589264 -0.07716057
Moved 1237.307 435.3619 358 0.1744488 -0.07716057
Moved 1237.338 437 365 0.1782407 -0.05915646
Moved 1237.368 437 365.9207 0.1782407 -0.05678828
Moved 1237.399 423.5 366 0.1469907 -0.05658444
Moved 1237.43 390.7745 366 0.07123739 -0.05658444
Moved 1237.461 357.5479 354.5541 -0.00567625 -0.08602338
Moved 1237.491 332.146 347.8102 -0.06447678 -0.1033687
Moved 1237.522 309.6228 341.0869 -0.1166139 -0.1206615
Moved 1237.553 286.4565 334.9875 -0.1702396 -0.1363489
Moved 1237.584 269.0852 330.6171 -0.2104509 -0.1475899
Moved 1237.614 252.7122 326.7424 -0.2483513 -0.1575555
Moved 1237.645 244.7171 325 -0.2668585 -0.1620371
Moved 1237.676 238.7287 323.3644 -0.2807205 -0.166244
Moved 1237.707 235.8589 323 -0.2873638 -0.1671811
Moved 1237.737 235 330.1512 -0.2893518 -0.1487882
Moved 1237.768 252.3781 355.1116 -0.2491247 -0.0845895
Moved 1237.799 281.6451 391.0029 -0.181377 0.007723545
Moved 1237.829 305.2647 414.6066 -0.126702 0.06843264
Moved 1237.86 327.6392 435.6392 -0.07490928 0.1225286
Moved 1237.891 350.4037 452.2691 -0.02221371 0.1653011
Moved 1237.922 373.5012 464.715 0.0312528 0.1973121
Moved 1237.952 393 470 0.07638891 0.2109053
Moved 1237.983 415.6332 471 0.1287806 0.2134772
Moved 1238.014 441.1149 471 0.187766 0.2134772
Moved 1238.045 464.9505 471 0.242941 0.2134772
Moved 1238.075 484.5113 471 0.2882205 0.2134772
Moved 1238.106 502.5 462.5 0.3298611 0.1916151
Moved 1238.137 514.5677 460.608 0.3577957 0.186749
Moved 1238.168 519.2653 460 0.3686697 0.1851851
Moved 1238.198 519 454.9241 0.3680556 0.1721299
Moved 1238.229 475.1004 428.3062 0.2664362 0.1036681
Moved 1238.26 424.6952 398.3476 0.1497574 0.0266141
Moved 1238.291 386.2619 382.754 0.06079147 -0.01349288
Moved 1238.321 344.8828 367.3395 -0.03499349 -0.05313905
Moved 1238.352 316.3594 354.5826 -0.1010199 -0.08595015
Moved 1238.383 299.9716 348.3239 -0.1389545 -0.1020476
Moved 1238.413 290.1853 346 -0.161608 -0.1080248
Moved 1238.444 281.7986 346 -0.1810219 -0.1080248
Moved 1238.475 277.1226 346 -0.1918459 -0.1080248
Ended 1238.506 275.6226 346 -0.195318 -0.1080248
Candidates 1238.567 13 status affairs data jamaica basic days arts static chaos across address deaths basis
Began 1239.828 322 351 -0.08796295 -0.09516476
Stationary 1239.858 322 351 -0.08796295 -0.09516476
Moved 1239.889 377.3031 368.5758 0.04005353 -0.04995942
Moved 1239.92 421.2713 378.5802 0.1418316 -0.02422788
Moved 1239.95 447.3943 383.4789 0.2023016 -0.01162847
Moved 1239.981 478.9479 386.1948 0.2753423 -0.004643177
Moved 1240.012 497.4008 387 0.3180573 -0.002572055
Moved 1240.043 508.729 387 0.34428 -0.002572055
Moved 1240.073 515.3024 388 0.3594964 -3.924585E-08
Moved 1240.104 520.6123 388 0.3717877 -3.924585E-08
Moved 1240.135 523.1735 389.1735 0.3777165 0.003018242
Stationary 1240.166 523 389 0.3773148 0.002572016
Moved 1240.196 523 390.2921 0.3773148 0.005895316
Moved 1240.227 491.4785 390 0.3043483 0.005143954
Moved 1240.258 444.7303 374.6826 0.196135 -0.03425276
Moved 1240.289 403.0603 363.8054 0.09967665 -0.06222909
Moved 1240.319 370.5995 358.2888 0.02453595 -0.07641772
Moved 1240.35 345.3144 354.8286 -0.03399452 -0.08531743
Moved 1240.381 324.7751 351.5393 -0.08153916 -0.0937775
Moved 1240.411 307.8113 346.973 -0.1208072 -0.1055221
Moved 1240.442 292.4899 342.098 -0.1562734 -0.1180608
Moved 1240.473 279.8919 339.223 -0.1854353 -0.1254554
Moved 1240.504 269.0772 338 -0.2104695 -0.1286009
Moved 1240.534 258.4372 335.8124 -0.2350991 -0.1342275
Moved 1240.565 245.821 335 -0.2643032 -0.1363169
Moved 1240.596 234.399 333.0798 -0.290743 -0.1412556
Moved 1240.627 220.478 333 -0.3229676 -0.141461
Moved 1240.657 201.9988 333 -0.3657435 -0.141461
Moved 1240.688 185.0641 344.312 -0.4049442 -0.1123665
Moved 1240.719 168.6023 350.3133 -0.4430503 -0.09693082
Moved 1240.75 153.1484 355.1406 -0.4788232 -0.08451493
Moved 1240.78 141.2134 358.4467 -0.5064505 -0.07601176
Moved 1240.811 131.0438 361.3187 -0.5299912 -0.06862476
Moved 1240.842 123.4978 362.834 -0.5474589 -0.06472725
Moved 1240.873 111.1739 363 -0.5759864 -0.06430049
Moved 1240.903 98.68873 364 -0.6048872 -0.06172839
Moved 1240.934 88.65011 365 -0.6281248 -0.05915646
Moved 1240.965 81.96735 367.0164 -0.6435941 -0.05397035
Moved 1240.996 76.11121 367.8888 -0.6571499 -0.05172643
Moved 1241.026 71.24087 368.7592 -0.668424 -0.04948784
Moved 1241.057 68.77684 369 -0.6741276 -0.04886839
Moved 1241.088 66.5 370.5 -0.6793982 -0.04501037
Moved 1241.119 63.95847 370 -0.6852813 -0.04629637
Moved 1241.149 62.62765 370 -0.6883619 -0.04629637
Moved 1241.18 62 371.3717 -0.6898147 -0.04276833
Moved 1241.211 59.87591 371 -0.6947317 -0.04372435
Ended 1241.241 57 371 -0.7013888 -0.04372435
Accept 1241.334 0 status
Candidates 1241.334 13 la kda plaza fla lisa pa pizza linda gonna plea ha kinda psa
Began 1242.133 374 315 0.03240744 -0.1877573
Stationary 1242.164 374 315 0.03240744 -0.1877573
Moved 1242.194 349.4948 324.5052 -0.0243177 -0.1633096
Moved 1242.225 309.1074 333.89 -0.117807 -0.1391719
Moved 1242.256 268.5 345.875 -0.2118056 -0.1083462
Moved 1242.287 232.9343 354.927 -0.2941335 -0.08506437
Moved 1242.317 207.426 360 -0.3531806 -0.07201654
Moved 1242.348 187.3541 363.378 -0.3996432 -0.06332829
Moved 1242.379 168.7051 364.8993 -0.4428123 -0.05941547
Moved 1242.41 153.3735 365 -0.478302 -0.05915646
Moved 1242.44 141.0545 365.6485 -0.5068182 -0.05748851
Moved 1242.471 133.6776 366 -0.5238945 -0.05658444
Moved 1242.502 127.8341 367 -0.5374209 -0.05401234
Moved 1242.532 124.0477 368 -0.5461859 -0.05144041
Moved 1242.563 122.1745 369 -0.550522 -0.04886839
Moved 1242.594 119.6408 369 -0.5563871 -0.04886839
Ended 1242.625 120 369 -0.5555555 -0.04886839
Accept 1242.717 0 la
Delete 1242.717 LeftSwipe
Began 1243.024 363 333 0.006944438 -0.141461
Stationary 1243.055 363 333 0.006944438 -0.141461
Moved 1243.086 334.0109 344.8533 -0.06015991 -0.1109741
Moved 1243.116 302.2325 358.2952 -0.133721 -0.07640132
Moved 1243.147 261.4978 368.9005 -0.2280144 -0.04912443
Moved 1243.178 235.6008 374.6443 -0.287961 -0.03435119
Moved 1243.209 215.1459 376 -0.3353103 -0.03086435
Moved 1243.24 197.2781 376 -0.376671 -0.03086435
Moved 1243.27 184.5272 376 -0.4061869 -0.03086435
Moved 1243.301 173.0841 377 -0.4326756 -0.02829226
Moved 1243.332 164.5 378.5 -0.4525463 -0.02443423
Moved 1243.362 153.5093 378 -0.4779877 -0.02572024
Moved 1243.393 145.2809 378 -0.4970348 -0.02572024
Moved 1243.424 136.6477 378 -0.5170192 -0.02572024
Moved 1243.455 130.6228 378 -0.5309656 -0.02572024
Moved 1243.485 124.867 378 -0.5442893 -0.02572024
Moved 1243.516 120.5614 378 -0.554256 -0.02572024
Moved 1243.547 114.385 378 -0.5685533 -0.02572024
Moved 1243.578 111.3049 378 -0.5756832 -0.02572024
Moved 1243.608 108.2779 378 -0.5826901 -0.02572024
Moved 1243.639 105.5 378 -0.5891204 -0.02572024
Moved 1243.67 104.9885 378 -0.5903044 -0.02572024
Moved 1243.701 103.7746 378 -0.5931143 -0.02572024
Ended 1243.731 104 378 -0.5925925 -0.02572024
Delete 1243.793 LeftSwipe
Began 1244.285 350 336 -0.02314816 -0.1337449
Stationary 1244.315 350 336 -0.02314816 -0.1337449
Stationary 1244.346 350 336 -0.02314816 -0.1337449
Moved 1244.377 333.9964 336 -0.06019354 -0.1337449
Moved 1244.407 316.4838 347.7927 -0.1007319 -0.103414
Moved 1244.438 294.7675 351.8036 -0.1510013 -0.09309784
Moved 1244.469 274.9536 352 -0.1968668 -0.09259266
Moved 1244.5 260.3028 352 -0.2307805 -0.09259266
Moved 1244.531 246.7768 353 -0.2620907 -0.09002065
Moved 1244.561 236.1997 353 -0.2865748 -0.09002065
Moved 1244.592 227.5853 354 -0.3065155 -0.08744855
Moved 1244.623 220.8845 354 -0.3220267 -0.08744855
Moved 1244.653 215.52 354 -0.3344444 -0.08744855
Moved 1244.684 211.8847 354 -0.3428594 -0.08744855
Moved 1244.715 210.2615 354 -0.346617 -0.08744855
Moved 1244.746 209.5 354 -0.3483796 -0.08744855
Moved 1244.776 233.791 356.7985 -0.2921504 -0.08025078
Moved 1244.807 270.1833 365.5306 -0.2079089 -0.05779172
Moved 1244.838 303.4908 369 -0.1308083 -0.04886839
Moved 1244.869 330.4874 369 -0.06831626 -0.04886839
Moved 1244.899 352.9842 369 -0.01624028 -0.04886839
Moved 1244.93 368.9485 359.2722 0.020714 -0.07388856
Moved 1244.961 381.6055 358.1578 0.05001276 -0.07675477
Moved 1244.992 392.3976 353.2008 0.07499436 -0.08950417
Moved 1245.022 398.673 351 0.08952081 -0.09516476
Moved 1245.053 402.1409 348.8591 0.09754837 -0.100671
Moved 1245.084 404.0629 348 0.1019976 -0.1028807
Moved 1245.115 404 346.0764 0.1018518 -0.1078281
Moved 1245.145 387.366 339.5854 0.06334712 -0.1245233
