a picture is worth many words
a picture is worth many words
FixStart
Radial

0.6 0.6
432 388.8
Began 3182.024 426 432 0.1527777 0.1131687
Moved 3182.055 413.0983 432 0.1229128 0.1131687
Moved 3182.086 393.5052 432 0.07755846 0.1131687
Moved 3182.116 370.4648 432 0.02422422 0.1131687
Moved 3182.178 344.0752 432 -0.03686299 0.1131687
Moved 3182.208 295.6205 432 -0.1490266 0.1131687
Moved 3182.239 285.1134 432 -0.1733485 0.1131687
Moved 3182.27 276.4916 432 -0.1933065 0.1131687
Moved 3182.301 269.5794 432 -0.209307 0.1131687
Moved 3182.331 265.5 432 -0.21875 0.1131687
Moved 3182.362 262.9214 432 -0.2247191 0.1131687
Moved 3182.393 260.5 432 -0.2303241 0.1131687
Moved 3182.424 259.8078 432 -0.2319265 0.1131687
Moved 3182.454 257.8476 432 -0.236464 0.1131687
Moved 3182.485 256.8874 432 -0.2386865 0.1131687
Stationary 3182.516 257 432 -0.2384259 0.1131687
Moved 3182.546 256 432 -0.2407407 0.1131687
Stationary 3182.577 256 432 -0.2407407 0.1131687
Stationary 3182.608 256 432 -0.2407407 0.1131687
Ended 3182.638 256 432 -0.2407407 0.1131687
Candidates 3182.73 13 a as s sa da aa ga aaa fda add gas ass faa
Began 3183.283 307 509 -0.1226852 0.3112139
Stationary 3183.314 307 509 -0.1226852 0.3112139
Moved 3183.345 326.3289 509 -0.07794245 0.3112139
Moved 3183.376 345.351 509 -0.03390968 0.3112139
Moved 3183.406 368.3427 518 0.01931191 0.3343621
Moved 3183.437 383.3334 519 0.05401254 0.3369341
Moved 3183.468 389.3007 519 0.06782571 0.3369341
Moved 3183.499 392.1395 519 0.07439703 0.3369341
Moved 3183.529 394.5 519 0.07986108 0.3369341
Moved 3183.56 395.2466 519 0.08158942 0.3369341
Moved 3183.591 396.374 519 0.08419902 0.3369341
Moved 3183.621 397.2494 519 0.08622546 0.3369341
Moved 3183.652 399.092 519 0.09049077 0.3369341
Moved 3183.683 400.0168 519 0.09263138 0.3369341
Ended 3183.714 400 519 0.09259263 0.3369341
Accept 3183.775 0 a
Began 3183.99 347 476 -0.0300926 0.2263374
Moved 3184.021 363.8428 487.7642 0.008895497 0.2565951
Moved 3184.052 390.6522 508.9218 0.07095416 0.3110126
Moved 3184.082 417.2018 524.8677 0.1324114 0.3520258
Moved 3184.113 455.7939 550.8626 0.2217453 0.4188852
Moved 3184.144 484.1349 566.5674 0.2873493 0.4592783
Moved 3184.174 503.9136 576.9568 0.3331334 0.4860001
Moved 3184.205 517.7444 583.0978 0.3651491 0.5017946
Moved 3184.236 528.2714 587.8476 0.389517 0.5140112
Moved 3184.267 533.2927 590 0.4011404 0.5195472
Moved 3184.297 535.8722 591 0.4071115 0.5221192
Moved 3184.328 537.5 592 0.4108796 0.5246913
Moved 3184.359 538.0699 593.0699 0.4121988 0.5274431
Moved 3184.389 539 593 0.4143518 0.5272633
Moved 3184.42 539 594.3755 0.4143518 0.5308012
Stationary 3184.451 539 594 0.4143518 0.5298353
Moved 3184.481 526.2256 594 0.3847815 0.5298353
Moved 3184.512 507 594 0.3402778 0.5298353
Moved 3184.543 484.1364 594 0.2873528 0.5298353
Moved 3184.574 469.0536 594 0.2524389 0.5298353
Moved 3184.604 458.4376 594 0.2278648 0.5298353
Moved 3184.635 452.4815 594 0.2140776 0.5298353
Moved 3184.666 446.7525 585.2673 0.2008159 0.5073745
Moved 3184.697 442.9033 587 0.1919058 0.5118312
Moved 3184.727 440.0326 587 0.1852607 0.5118312
Moved 3184.758 437.5 587 0.1793981 0.5118312
Moved 3184.789 436.5901 587 0.1772918 0.5118312
Moved 3184.819 435.5 587 0.1747686 0.5118312
Moved 3184.85 435 587 0.1736111 0.5118312
Moved 3184.881 433.8901 587 0.1710419 0.5118312
Moved 3184.912 430.8517 574.8324 0.1640084 0.4805359
Moved 3184.942 422.2408 548.6019 0.1440759 0.4130706
Moved 3184.973 409.2718 513.7248 0.1140551 0.3233661
Moved 3185.004 397.3503 475.7512 0.08645893 0.2256975
Moved 3185.034 390.6179 450.1625 0.07087468 0.159883
Moved 3185.065 383.5 427 0.05439818 0.1003086
