exercise is good for the mind
exercise is good for the mind
FixStart
Radial

0.6 0.6
432 388.8
Began 1716.458 454 308 0.2175926 -0.2057614
Moved 1716.488 442.6701 320.3599 0.1913659 -0.1739715
Moved 1716.519 423.1428 347.4286 0.1461639 -0.1043503
Moved 1716.55 402.1667 378.648 0.09760816 -0.02405355
Moved 1716.58 387.9965 397.8616 0.06480674 0.0253642
Moved 1716.611 375.0723 414.9096 0.03488968 0.06921183
Moved 1716.642 366 427.5 0.01388888 0.1015946
Moved 1716.673 358.697 435.303 -0.003016144 0.1216639
Moved 1716.703 355.6313 439.7375 -0.01011282 0.1330696
Moved 1716.734 351.0832 441 -0.02064084 0.1363167
Moved 1716.765 349.5323 441 -0.02423073 0.1363167
Moved 1716.796 339.889 392.4449 -0.04655331 0.01143228
Moved 1716.826 334.1767 321.6693 -0.05977615 -0.1706039
Moved 1716.857 334 255.0315 -0.06018519 -0.3419971
Moved 1716.888 334 211.3824 -0.06018519 -0.4542633
Moved 1716.919 342.9323 183.6774 -0.03950858 -0.5255212
Moved 1716.949 347.4267 165.5065 -0.0291048 -0.572257
Moved 1716.98 349.7745 154.902 -0.02367015 -0.5995321
Moved 1717.011 352.3306 149.3387 -0.01775319 -0.6138406
Moved 1717.042 353 145.1139 -0.01620372 -0.624707
Moved 1717.072 354.1459 142.8541 -0.01355107 -0.6305193
Moved 1717.103 354 141.58 -0.01388888 -0.6337964
Moved 1717.134 355.5 139.5 -0.01041666 -0.6391461
Moved 1717.164 355 138.7349 -0.01157408 -0.641114
Moved 1717.195 355 137.7999 -0.01157408 -0.6435188
Stationary 1717.226 355 137.7999 -0.01157408 -0.6435188
Moved 1717.257 356.1662 136.8337 -0.008874485 -0.6460038
Stationary 1717.287 356.1662 136.8337 -0.008874485 -0.6460038
Moved 1717.318 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.349 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.38 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.41 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.441 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.472 356 135.8672 -0.009259283 -0.6484897
Stationary 1717.503 356 135.8672 -0.009259283 -0.6484897
Moved 1717.533 356 148.1685 -0.009259283 -0.6168507
Moved 1717.564 356 171.9349 -0.009259283 -0.5557229
Moved 1717.595 344.8317 218.0096 -0.03511175 -0.437218
Moved 1717.625 343.0581 247.3607 -0.03921737 -0.3617266
Moved 1717.656 338.0158 276.9053 -0.0508894 -0.2857374
Moved 1717.687 333.4947 308.2897 -0.06135488 -0.2050162
Moved 1717.718 328.3911 340.6532 -0.07316862 -0.1217768
Moved 1717.748 326.1346 357.0582 -0.07839222 -0.0795829
