in sharp contrast to your words
Moved 1017.079 354.5316 250 -0.01265829 -0.3549383
Moved 1017.109 344.2397 300.8431 -0.03648227 -0.2241689
Moved 1017.14 344 371.6581 -0.03703703 -0.0420316
Moved 1017.171 358.4223 431.3412 -0.003652076 0.1114741
Moved 1017.202 365.4915 468.4577 0.01271188 0.2069385
Moved 1017.232 369.9133 498.2199 0.02294749 0.2834873
Moved 1017.263 370 513.4633 0.02314816 0.3226937
Moved 1017.294 370 525.3197 0.02314816 0.3531885
Moved 1017.325 349.6246 535.1407 -0.02401705 0.3784484
Moved 1017.355 325.1464 538 -0.08067955 0.3858024
Moved 1017.386 291.2433 538 -0.159159 0.3858024
Moved 1017.417 280.4508 531.2897 -0.1841416 0.3685433
Moved 1017.448 263.2381 525.4966 -0.2239858 0.3536434
Moved 1017.478 251.1226 521.0613 -0.2520311 0.3422357
Moved 1017.509 236.8641 509.1748 -0.2850368 0.3116635
Moved 1017.54 222.8735 488.5976 -0.3174225 0.2587386
Moved 1017.571 207.0097 462.6155 -0.3541441 0.1919124
Moved 1017.601 193.9883 433.9765 -0.3842865 0.1182523
Moved 1017.632 187.5424 415.856 -0.3992074 0.07164606
Moved 1017.663 187 407.7852 -0.4004629 0.05088786
Moved 1017.694 187 402.2469 -0.4004629 0.0366433
Moved 1017.724 214.3299 399 -0.3371994 0.02829214
Moved 1017.755 257.3747 414.7748 -0.2375586 0.06886533
Moved 1017.786 293.7235 436.8724 -0.1534178 0.1257007
Moved 1017.817 329.2554 462.4043 -0.07116804 0.191369
Moved 1017.847 363.0998 491.1498 0.007175406 0.265303
Moved 1017.878 383.4825 507.7732 0.05435765 0.3080586
Moved 1017.909 391.1413 516.1412 0.07208625 0.3295813
Ended 1017.94 395.2546 518.0849 0.08160799 0.3345804
Accept 1018.001 0 sharp
Candidates 1018.001 13 contrast contest contact contrary finest contract context library subway highest comedy subject diversity
Began 1018.647 370 479 0.02314816 0.2340534
Stationary 1018.678 370 479 0.02314816 0.2340534
Stationary 1018.708 370 479 0.02314816 0.2340534
Moved 1018.739 384.9658 479 0.05779117 0.2340534
Moved 1018.77 408.6962 479 0.1127227 0.2340534
Moved 1018.8 437.1794 488.6179 0.178656 0.2587909
Moved 1018.831 464.9486 491.3276 0.2429366 0.2657603
Moved 1018.862 488.32 491 0.2970369 0.2649176
Moved 1018.893 503.0094 491 0.3310403 0.2649176
Moved 1018.924 512.4276 492 0.3528415 0.2674896
Moved 1018.954 521.5538 492 0.3739671 0.2674896
Moved 1018.985 530.5 493.5 0.3946759 0.2713476
Moved 1019.016 537.945 493 0.4119097 0.2700616
Moved 1019.047 544.0802 493 0.4261116 0.2700616
Ended 1019.077 546.5 493 0.4317129 0.2700616
Accept 1019.231 0 contrast
Candidates 1019.231 13 to top up you too tip go i hip took tool yo tp
Began 1019.784 369 493 0.02083332 0.2700616
Stationary 1019.815 369 493 0.02083332 0.2700616
Moved 1019.846 396.5384 493 0.08457959 0.2700616
Moved 1019.877 427.2066 493 0.1555709 0.2700616
Moved 1019.907 464.4285 493 0.2417327 0.2700616
Moved 1019.938 484.3412 493 0.2878269 0.2700616
Moved 1019.969 492.7476 493 0.3072862 0.2700616
Moved 1020 494 493 0.3101851 0.2700616
Stationary 1020.031 494 493 0.3101851 0.2700616
Stationary 1020.061 494 493 0.3101851 0.2700616
Moved 1020.092 442.4352 493 0.1908222 0.2700616
Moved 1020.123 381.0237 498.4637 0.048666 0.2841143
Moved 1020.153 359.3481 504.1304 -0.00150914 0.2986891
Moved 1020.184 310.89 506 -0.1136805 0.3034978
Moved 1020.215 298.7059 506 -0.1418846 0.3034978
Moved 1020.246 283.7815 507 -0.1764317 0.3060699
Moved 1020.276 276.3982 507 -0.1935228 0.3060699
Ended 1020.307 274.5 508.5 -0.1979167 0.3099279
Accept 1020.399 0 to
Candidates 1020.399 13 your our tie tour hire type it how route or this goes rupert
Began 1020.676 204 470 -0.3611111 0.2109053
Stationary 1020.707 204 470 -0.3611111 0.2109053
Moved 1020.738 246.4659 470 -0.2628103 0.2109053
Moved 1020.768 338.6005 483.0168 -0.04953589 0.2443848
Moved 1020.799 411.2104 491.1144 0.1185426 0.2652118
Moved 1020.83 451.3465 496.3344 0.2114503 0.2786376
Moved 1020.861 473.3204 497 0.2623159 0.2803498
Moved 1020.891 477.7622 497 0.2725978 0.2803498
Stationary 1020.922 478 497 0.2731481 0.2803498
Moved 1020.953 448.5453 507.4056 0.204966 0.3071132
Moved 1020.984 384.142 519.205 0.05588422 0.3374614
Moved 1021.014 341.1375 522 -0.04366328 0.3446501
Moved 1021.045 319.4548 522 -0.09385456 0.3446501
Moved 1021.076 304.333 522 -0.1288588 0.3446501
Moved 1021.107 294.4681 522 -0.1516943 0.3446501
Moved 1021.137 282.5902 495.4756 -0.1791893 0.2764291
Moved 1021.168 273.9537 463.8148 -0.1991812 0.1949969
Moved 1021.199 271.0151 442.1208 -0.2059836 0.1391997
Moved 1021.23 269.2925 428.1701 -0.209971 0.1033181
Moved 1021.26 268 420.1386 -0.212963 0.08266099
Moved 1021.291 266.181 416.181 -0.2171736 0.07248199
Moved 1021.322 263.4581 411.9161 -0.2234767 0.06151262
Moved 1021.353 259.4699 408.7349 -0.2327086 0.05333052
Moved 1021.383 255.4659 405.233 -0.2419771 0.04432337
Moved 1021.414 250.1636 401.5818 -0.2542509 0.03493254
Moved 1021.445 244.7125 396.8563 -0.2668692 0.02277837
Moved 1021.476 232.856 392.2853 -0.2943148 0.01102192
Moved 1021.506 216.6059 388.6017 -0.3319309 0.001547503
Moved 1021.537 202.0616 386.0154 -0.3655981 -0.005104395
Moved 1021.568 195.2884 386 -0.3812769 -0.005144111
Ended 1021.599 195 386 -0.3819444 -0.005144111
Accept 1021.66 0 your
Candidates 1021.66 13 does words writers efforts word sites weird writes sierra suits died tried supports
Began 1022.521 368 411 0.01851857 0.05915629
Stationary 1022.552 368 411 0.01851857 0.05915629
Moved 1022.583 368 439.2668 0.01851857 0.1318589
Moved 1022.613 368 482.8869 0.01851857 0.2440505
Moved 1022.644 368 521.2928 0.01851857 0.3428312
Moved 1022.675 368 556.7559 0.01851857 0.4340428
Moved 1022.706 368 580.5063 0.01851857 0.4951294
Moved 1022.736 360.0025 598.9828 5.761782E-06 0.5426511
Moved 1022.767 357.6961 610.5194 -0.005333026 0.5723235
Moved 1022.798 354.8947 621.4211 -0.01181781 0.6003629
Moved 1022.828 351.3783 628.6217 -0.01995772 0.6188828
Moved 1022.859 348 634 -0.0277778 0.632716
Moved 1022.89 346.2375 636.7626 -0.03185774 0.6398213
Moved 1022.921 341.8243 640.5878 -0.04207343 0.64966
Moved 1022.952 336.4156 644.5844 -0.05459338 0.6599391
Moved 1022.982 331.0121 645.994 -0.06710167 0.6635646
Moved 1023.013 326.1498 647 -0.07835691 0.6661521
Moved 1023.044 322.8557 648 -0.08598228 0.6687242
Moved 1023.075 318.2754 648 -0.0965848 0.6687242
Moved 1023.105 315.5 648 -0.1030092 0.6687242
Moved 1023.136 308.1062 639.239 -0.1201245 0.6461908
Expand 1023.136
Moved 1023.167 300.652 626.63 -0.1373796 0.6137602
Moved 1023.198 296.6112 616.8336 -0.1467333 0.5885637
Moved 1023.228 296 611.3701 -0.1481481 0.5745115
Moved 1023.259 296 607.5447 -0.1481481 0.5646725
Moved 1023.29 296 604.825 -0.1481481 0.5576774
Ended 1023.32 296 604 -0.1481481 0.5555555
Accept 1023.382 1 words
Began 1023.659 313 452 -0.1087963 0.164609
Moved 1023.689 353.4933 452 -0.0150617 0.164609
Moved 1023.72 447.4554 458.9585 0.2024429 0.1825064
Moved 1023.751 534.5947 476.4819 0.4041544 0.2275767
Moved 1023.782 598.3765 486.4376 0.5517973 0.2531831
Moved 1023.812 628.669 490.3669 0.621919 0.2632893
Moved 1023.843 656.0201 497.2267 0.6852318 0.2809328
Moved 1023.874 674.5 500.5 0.7280093 0.2893518
Moved 1023.905 685.9324 501.2331 0.7544731 0.2912373
Ended 1023.935 688 501 0.7592592 0.2906378
PhraseEnd 1023.997
