watch out for low flying objects
watch out for low flying objects
FixStart
Radial

0.6 0.6
432 388.8
Began 706.0146 308 225 -0.1203704 -0.4192387
Stationary 706.0453 308 225 -0.1203704 -0.4192387
Moved 706.076 286.7264 245.5471 -0.1696148 -0.3663912
Moved 706.1068 246.1202 286.8557 -0.2636106 -0.2601448
Moved 706.1375 217.7063 328.8229 -0.3293837 -0.1522047
Moved 706.1682 206.7493 342.0009 -0.354747 -0.1183105
Moved 706.1989 201.377 346.623 -0.3671829 -0.1064224
Moved 706.2297 195.7988 347 -0.3800953 -0.1054527
Moved 706.2604 160.9677 304.9552 -0.460723 -0.2135926
Moved 706.2911 137.5229 257.3074 -0.5149932 -0.3361436
Moved 706.3218 130.2508 232.2542 -0.5318268 -0.4005809
Moved 706.3526 130 222.063 -0.5324074 -0.4267928
Moved 706.3833 159.3171 231.5713 -0.4645438 -0.4023373
Moved 706.414 260.6015 304.2109 -0.2300891 -0.215507
Moved 706.4448 297.0966 332.0645 -0.1456096 -0.1438672
Moved 706.4755 307.8967 338.4484 -0.1206096 -0.1274477
Moved 706.5062 309 338 -0.1180555 -0.1286009
Moved 706.5369 253.8213 226.0225 -0.2457841 -0.4166089
Moved 706.5677 224.1162 170.2325 -0.3145458 -0.5601014
Moved 706.5984 206.7338 136.4677 -0.3547828 -0.6469452
Moved 706.6291 200.1145 117.7861 -0.3701054 -0.6949946
Moved 706.6598 200 111.3879 -0.3703704 -0.7114507
Moved 706.6906 225.37 116.9171 -0.3116435 -0.6972297
Moved 706.7213 285.7282 157.1537 -0.1719254 -0.5937405
Moved 706.752 326.7989 196.3788 -0.07685433 -0.4928529
Moved 706.7827 347.5894 218.663 -0.02872835 -0.4355377
Moved 706.8135 364.8432 237.8431 0.01121104 -0.386206
Ended 706.8441 365 238 0.01157403 -0.3858025
Candidates 706.9363 13 watch search research arch each hatch tech such switch which quick rewatch catch
Began 707.428 190 278 -0.3935185 -0.2829219
Moved 707.4587 202.3482 278 -0.3649348 -0.2829219
Moved 707.4894 255.1357 278 -0.2427415 -0.2829219
Moved 707.5201 323.5286 297.8821 -0.08442447 -0.2317846
Moved 707.5508 361.4588 301.7471 0.003376802 -0.221844
Moved 707.5816 387.7429 303 0.06421953 -0.2186215
Ended 707.6123 390 303 0.06944448 -0.2186215
Accept 707.6737 0 watch
Began 707.7659 256 190 -0.2407407 -0.5092593
Stationary 707.7966 256 190 -0.2407407 -0.5092593
Moved 707.8274 269.4431 222.7756 -0.2096226 -0.4249598
Moved 707.8581 297.0713 277.0532 -0.1456684 -0.285357
Moved 707.8888 328.5085 320.1343 -0.07289688 -0.1745518
Moved 707.9196 366.4771 352.4832 0.01499335 -0.09134983
Moved 707.9503 390.8847 363.4424 0.07149239 -0.06316268
Moved 707.981 397.8141 364.907 0.08753269 -0.05939554
Moved 708.0116 400.7434 365 0.09431342 -0.05915646
Moved 708.0425 401.5 365 0.0960648 -0.05915646
Moved 708.0732 384.6564 348.6564 0.05707492 -0.1011925
Moved 708.1039 350.5722 333.8099 -0.02182355 -0.1393779
Moved 708.1346 299.6387 318.4097 -0.1397251 -0.1789875
Moved 708.1653 262.5106 309.4565 -0.22567 -0.2020153
Moved 708.1961 237.5 305.5 -0.2835648 -0.2121914
Moved 708.2268 224.5171 304 -0.3136178 -0.2160494
Moved 708.2575 218.9648 304 -0.3264703 -0.2160494
Ended 708.2883 218.9648 304 -0.3264703 -0.2160494
Candidates 708.3497 13 your it out for our or got tour upper type hot put fort
Began 708.9642 264 208 -0.2222222 -0.462963
Stationary 708.995 264 208 -0.2222222 -0.462963
Moved 709.0256 250.5339 218.7729 -0.2533937 -0.4352548
Moved 709.0564 221.9375 253.7277 -0.3195892 -0.3453507
Moved 709.0872 192.5217 301.9567 -0.3876814 -0.2213049
Moved 709.1179 179.6747 331.9636 -0.4174196 -0.1441266
Ended 709.1486 179 335 -0.4189815 -0.1363169
Accept 709.21 2 out
Began 709.3329 325 259 -0.08101851 -0.3317901
Stationary 709.3636 325 259 -0.08101851 -0.3317901
Moved 709.3944 306.8987 245.3118 -0.1229196 -0.3669966
Moved 709.425 275.9394 228.9757 -0.1945847 -0.4090132
Moved 709.4558 258.8469 223.4618 -0.2341506 -0.4231949
Moved 709.4865 252.1816 223 -0.2495797 -0.4243828
Moved 709.5173 251 223 -0.2523148 -0.4243828
Moved 709.548 262.4248 237.8549 -0.2258686 -0.3861758
Moved 709.5787 296.4281 269.7764 -0.1471571 -0.3040731
Moved 709.6094 343.3386 306.7328 -0.03856808 -0.2090207
Moved 709.6402 380.5316 332.3544 0.04752686 -0.1431216
Moved 709.6709 402.628 348.721 0.09867588 -0.1010262
Moved 709.7017 419.9993 366.599 0.1388872 -0.05504372
Moved 709.7324 427.671 383.355 0.1566458 -0.01194699
Moved 709.7631 428 395.1556 0.1574074 0.01840415
Moved 709.7938 405.331 404.1672 0.1049329 0.04158239
Moved 709.8245 360.3332 405 0.0007713835 0.04372424
Moved 709.8552 313.0581 391.2039 -0.1086618 0.008240256
Moved 709.886 277 386.5 -0.1921296 -0.003858064
Moved 709.9167 258.3133 387 -0.2353859 -0.002572055
Moved 709.9474 256 400.4365 -0.2407407 0.03198686
Ended 709.9781 256 400.4365 -0.2407407 0.03198686
Candidates 710.0703 13 for door fit die sort fire dirt diet shirt dirty foot due dot
Began 710.6234 184 301 -0.4074074 -0.2237656
Moved 710.6541 205.1938 301 -0.3583477 -0.2237656
Moved 710.6848 256.1469 290.7696 -0.2404006 -0.2500783
Moved 710.7156 312.8324 291 -0.1091843 -0.2494857
Moved 710.7463 372.5154 298 0.02897074 -0.2314816
Ended 710.777 408 301 0.1111111 -0.2237656
Accept 710.8691 0 for
Began 710.9306 192 273 -0.3888888 -0.295782
Moved 710.9614 214.1906 273 -0.3375218 -0.295782
Moved 710.9921 272.608 273 -0.2022963 -0.295782
Moved 711.0228 318 273 -0.09722222 -0.295782
Moved 711.0535 368.2384 286.7947 0.01907031 -0.2603018
Moved 711.0842 391.9771 292.1396 0.07402112 -0.2465546
Moved 711.115 400.0154 294.0077 0.0926282 -0.2417498
Moved 711.1457 401 300.3966 0.09490739 -0.2253174
Moved 711.1764 381.6323 332.0516 0.05007466 -0.1439003
Moved 711.2072 355.4575 359.5425 -0.01051501 -0.07319328
Moved 711.2379 318.8904 376.6491 -0.09516115 -0.02919476
Moved 711.2686 277.5243 382.6768 -0.1909161 -0.01369139
Moved 711.2994 233.7496 383 -0.2922463 -0.01286016
Moved 711.3301 190.6067 369.7213 -0.3921142 -0.04701316
Moved 711.3608 161.077 367.0128 -0.4604698 -0.05397946
Moved 711.3915 138.8979 366 -0.5118104 -0.05658444
Moved 711.4222 120.2871 366 -0.5548909 -0.05658444
Moved 711.453 108.1739 366 -0.5829309 -0.05658444
Moved 711.4837 103.8583 366 -0.5929205 -0.05658444
Moved 711.5145 102 366 -0.5972223 -0.05658444
Ended 711.5452 102 366 -0.5972223 -0.05658444
