sharp cheese keeps the mind sharp
sharp cheese keeps the mind sharp
FixStart
Radial

0.6 0.6
432 388.8
Began 1691.106 412 412 0.1203704 0.06172835
Stationary 1691.136 412 412 0.1203704 0.06172835
Moved 1691.167 394.4516 412 0.07974903 0.06172835
Moved 1691.198 356.9661 412 -0.007022917 0.06172835
Moved 1691.229 322.254 421.597 -0.087375 0.08641192
Moved 1691.259 289.1392 424.1551 -0.1640296 0.0929914
Moved 1691.29 269.0429 424 -0.2105487 0.09259254
Moved 1691.321 259.2066 424 -0.2333181 0.09259254
Moved 1691.352 255.031 424 -0.2429838 0.09259254
Moved 1691.382 251.9599 424 -0.2500927 0.09259254
Stationary 1691.413 252 424 -0.25 0.09259254
Moved 1691.444 252 425.1475 -0.25 0.09554383
Moved 1691.474 252 426.3196 -0.25 0.09855851
Moved 1691.505 252 427.3323 -0.25 0.1011632
Moved 1691.536 272.5 429.5 -0.2025463 0.1067386
Moved 1691.567 290.4518 432.0646 -0.1609911 0.1133348
Moved 1691.597 309.3254 433 -0.1173024 0.1157406
Moved 1691.628 332.6994 436 -0.06319592 0.1234567
Moved 1691.659 352.2918 436 -0.0178431 0.1234567
Moved 1691.69 374.726 436 0.03408799 0.1234567
Moved 1691.72 390.3832 436 0.0703315 0.1234567
Moved 1691.751 408.0143 436 0.1111441 0.1234567
Moved 1691.782 422.1243 436 0.1438063 0.1234567
Moved 1691.813 434.5447 436 0.1725571 0.1234567
Moved 1691.843 442.4968 436 0.1909648 0.1234567
Moved 1691.874 450.1508 428.2831 0.2086824 0.1036087
Moved 1691.905 454.5453 426.7274 0.2188548 0.09960736
Moved 1691.935 456 426.1763 0.2222222 0.09819011
Moved 1691.966 457 424.9631 0.2245371 0.09506979
Moved 1691.997 452.1548 423.3943 0.2133213 0.09103481
Moved 1692.028 426.0045 419.8337 0.1527881 0.08187667
Moved 1692.058 393.386 417 0.07728249 0.0745884
Moved 1692.089 363.1743 417 0.007347862 0.0745884
Moved 1692.12 334 417 -0.06018519 0.0745884
Moved 1692.151 305.9256 417 -0.1251722 0.0745884
Moved 1692.181 286.481 425 -0.1701827 0.09516452
Moved 1692.212 272.4244 426 -0.2027213 0.09773654
Moved 1692.243 254.9017 427.4426 -0.243283 0.101447
Moved 1692.273 241.009 427 -0.2754421 0.1003086
Moved 1692.304 231 427 -0.2986111 0.1003086
Moved 1692.335 223.5531 427 -0.3158493 0.1003086
Moved 1692.366 215.875 427 -0.3336226 0.1003086
Moved 1692.396 209.1317 428 -0.3492323 0.1028806
Moved 1692.427 204.0205 429.4897 -0.3610636 0.1067122
Moved 1692.458 202.1966 429.8034 -0.3652857 0.1075189
Moved 1692.489 202 434.5936 -0.3657407 0.1198394
Moved 1692.519 202 441.5322 -0.3657407 0.1376856
Moved 1692.55 214.4545 451.5353 -0.3369108 0.1634139
Moved 1692.581 221.5306 463.2368 -0.320531 0.1935102
Moved 1692.611 236.9682 479.9683 -0.2847957 0.2365438
Moved 1692.642 254.2735 497.2735 -0.2447373 0.2810531
Moved 1692.673 270.8822 511.6133 -0.2062912 0.3179353
Moved 1692.704 286.5 520 -0.1701389 0.3395061
Moved 1692.734 305.5598 532.3199 -0.126019 0.371193
Moved 1692.765 325.1227 540.921 -0.08073445 0.3933153
Moved 1692.796 340.1572 546.3857 -0.04593243 0.4073706
Moved 1692.827 353 549.5 -0.01620372 0.4153806
Moved 1692.857 366.9041 550 0.01598169 0.4166666
Moved 1692.888 381.5 550 0.04976849 0.4166666
Moved 1692.919 395.4593 550 0.08208175 0.4166666
Moved 1692.949 409 539.5 0.113426 0.3896604
Moved 1692.98 422.591 536.2045 0.1448865 0.3811844
Moved 1693.011 437.9246 528.5377 0.180381 0.3614651
Moved 1693.042 452.2262 521.9095 0.2134867 0.3444173
Moved 1693.072 464.5 517.5 0.2418981 0.3330761
Moved 1693.103 479.9551 513.1493 0.2776739 0.321886
Moved 1693.134 497.8803 510.5885 0.3191675 0.3152996
Moved 1693.165 519.6598 511 0.3695829 0.3163579
Moved 1693.195 546 524.5 0.4305556 0.3510802
Moved 1693.226 573.4636 530.2391 0.4941288 0.3658412
Moved 1693.257 594.4815 540.551 0.5427812 0.3923635
Moved 1693.287 608.3032 546.7213 0.5747758 0.4082336
Moved 1693.318 618.6812 551.8406 0.598799 0.4214007
Ended 1693.349 622.2508 552.3127 0.607062 0.4226149
Candidates 1693.41 13 sharp sheep step so do thai cheap stop audio develop ap also ratio
Began 1694.086 372 483 0.02777775 0.2443414
Moved 1694.117 407.7683 483 0.1105749 0.2443414
Moved 1694.148 474.966 491 0.2661251 0.2649176
Moved 1694.179 529.1255 491 0.3914942 0.2649176
Moved 1694.209 570.792 476.104 0.4879444 0.2266049
Ended 1694.24 584 476 0.5185185 0.2263374
Accept 1694.302 0 sharp
Began 1695.07 433 502 0.1689814 0.2932098
Moved 1695.1 433 490.1809 0.1689814 0.2628109
Moved 1695.131 415.895 458.79 0.1293866 0.1820731
Moved 1695.162 398.6472 421.8752 0.08946101 0.08712745
Moved 1695.193 384.715 388.0017 0.05721072 4.35629E-06
Moved 1695.223 375.2001 360.8668 0.03518531 -0.06978706
Moved 1695.254 367.3447 341.0342 0.01700173 -0.1207969
Moved 1695.285 363.2528 327.1321 0.007529756 -0.1565534
Moved 1695.316 361.3701 320.3702 0.003171663 -0.173945
Moved 1695.346 361 317 0.002314846 -0.1826131
Moved 1695.377 361 318 0.002314846 -0.1800412
Stationary 1695.408 361 318 0.002314846 -0.1800412
Moved 1695.438 382.3683 352.7564 0.05177845 -0.09064709
Moved 1695.469 392.5952 367.8928 0.07545173 -0.05171622
Moved 1695.5 416.3654 399.6126 0.1304754 0.02986778
Moved 1695.531 435.268 425.6303 0.1742315 0.09678569
Moved 1695.561 454.4875 450.3593 0.218721 0.1603891
Moved 1695.592 471.9989 472.9986 0.2592568 0.2186177
Moved 1695.623 488 492.5 0.2962963 0.2687756
Moved 1695.654 502.5046 510.6055 0.3298717 0.3153434
Moved 1695.684 513.7197 523.0636 0.3558326 0.3473857
Moved 1695.715 522.6965 534.5953 0.3766122 0.3770453
Moved 1695.746 527.9188 542.3782 0.3887009 0.3970631
Moved 1695.776 529 549.0204 0.3912036 0.414147
Moved 1695.807 529 552.301 0.3912036 0.4225846
Moved 1695.838 507.8571 559.5358 0.3422617 0.4411927
Moved 1695.869 458.8635 566.5889 0.2288507 0.4593335
Moved 1695.899 420.621 566.9586 0.1403263 0.4602844
Moved 1695.93 393.4245 569.4293 0.07737149 0.4666389
Moved 1695.961 368.5893 574.2938 0.01988262 0.4791507
Moved 1695.992 347.7883 580.6319 -0.0282679 0.4954524
Moved 1696.022 331.7534 588.6233 -0.06538575 0.5160063
Moved 1696.053 322.6666 596.3334 -0.08641998 0.5358369
Moved 1696.084 314.7111 604.9334 -0.1048355 0.5579562
Moved 1696.115 310.5969 611.6047 -0.1143591 0.5751148
Moved 1696.145 309 615.5121 -0.1180555 0.5851649
Moved 1696.176 306.9756 620.0488 -0.1227417 0.5968333
Moved 1696.207 307 622.5759 -0.1226852 0.6033329
Moved 1696.237 305.5 624.5 -0.1261574 0.6082818
Moved 1696.268 306 625.2023 -0.125 0.6100882
Stationary 1696.299 306 625 -0.125 0.6095678
Stationary 1696.33 306 625 -0.125 0.6095678
Moved 1696.36 313.2532 592.4574 -0.1082102 0.5258677
Moved 1696.391 317.1841 538.3822 -0.0991108 0.3867854
Moved 1696.422 319 497.0128 -0.09490739 0.2803827
Moved 1696.453 319 468.8117 -0.09490739 0.207849
Moved 1696.483 319 452.1706 -0.09490739 0.1650478
Moved 1696.514 319 441 -0.09490739 0.1363167
Moved 1696.545 319 432.9753 -0.09490739 0.1156773
Moved 1696.575 312 425.3909 -0.1111111 0.09616981
Moved 1696.606 311 419.3149 -0.113426 0.0805423
Moved 1696.637 311 415.6186 -0.113426 0.07103539
Moved 1696.668 311 414.5 -0.113426 0.0681584
Moved 1696.698 311 415 -0.113426 0.06944436
Moved 1696.729 311 423.9865 -0.113426 0.09255762
Moved 1696.76 311 430.3909 -0.113426 0.1090299
Moved 1696.791 323.2475 447.3267 -0.08507525 0.1525891
Moved 1696.821 338.5108 481.226 -0.04974345 0.2397786
Moved 1696.852 356.4771 518.9542 -0.008154909 0.3368162
Moved 1696.883 373.3274 550.4651 0.03085037 0.4178628
Moved 1696.913 384.9755 576.2803 0.05781362 0.4842599
Moved 1696.944 395.9438 599.8876 0.08320321 0.5449783
Moved 1696.975 402 613 0.09722222 0.5787036
Moved 1697.006 406.0897 621.1794 0.1066891 0.5997411
Moved 1697.036 409.5765 623.2883 0.1147605 0.6051652
Ended 1697.067 410.5 624.5 0.1168981 0.6082818
Candidates 1697.19 13 cheese chest correct best clear coast next collect chat cost biggest chester breast
Began 1697.712 338 513 -0.05092591 0.321502
Moved 1697.743 358.9257 513 -0.002486805 0.321502
Moved 1697.774 403.7544 513 0.1012833 0.321502
Moved 1697.805 452.2023 513 0.2134313 0.321502
Moved 1697.835 488.0862 513 0.2964959 0.321502
Ended 1697.866 521 513 0.3726852 0.321502
Accept 1697.927 0 cheese
Began 1698.296 313 535 -0.1087963 0.3780863
Stationary 1698.327 313 535 -0.1087963 0.3780863
Stationary 1698.358 313 535 -0.1087963 0.3780863
Stationary 1698.388 313 535 -0.1087963 0.3780863
Moved 1698.419 344.6982 524.7113 -0.03542085 0.3516236
Moved 1698.45 371.419 521.9766 0.02643287 0.34459
Moved 1698.481 396.0765 518.7693 0.08351038 0.3363407
Moved 1698.511 414.2736 517.2158 0.1256334 0.3323451
Moved 1698.542 430.036 516 0.1621205 0.329218
Moved 1698.573 440.408 515 0.1861295 0.326646
Moved 1698.604 448.4748 515 0.2048026 0.326646
Moved 1698.634 453.7014 515 0.2169013 0.326646
Moved 1698.665 457.2545 515 0.2251263 0.326646
Moved 1698.696 460.3748 515 0.2323489 0.326646
Moved 1698.726 461 515 0.2337964 0.326646
Moved 1698.757 446.9 530.4375 0.2011573 0.3663515
Moved 1698.788 433.1422 536.8444 0.1693108 0.3828302
Moved 1698.818 379.6167 563.6089 0.0454091 0.451669
Moved 1698.849 363.0058 569.9977 0.006957849 0.4681011
Moved 1698.88 333.8943 582.2202 -0.06042977 0.4995375
Moved 1698.911 307.7374 592.4591 -0.1209782 0.5258721
Moved 1698.942 286.2005 601.1198 -0.1708321 0.5481476
Moved 1698.972 249.1178 613.9608 -0.2566717 0.5811747
Moved 1699.003 242.3044 614.7391 -0.2724435 0.5831767
Moved 1699.034 230.855 616.2863 -0.2989467 0.5871558
Moved 1699.064 225.9699 617.515 -0.3102548 0.5903164
Moved 1699.095 222.9279 618 -0.3172965 0.5915637
Moved 1699.126 222 620.6237 -0.3194444 0.5983118
Moved 1699.156 222 622.0887 -0.3194444 0.6020799
Moved 1699.187 225.5281 624 -0.3112774 0.6069958
Moved 1699.218 251.7196 627.9626 -0.250649 0.6171878
