this is too much to handle
Moved 663.4391 227.8958 392 -0.3057967 0.01028803
Stationary 663.4698 228 392 -0.3055556 0.01028803
Ended 663.5005 228 392 -0.3055556 0.01028803
Candidates 663.6234 13 is usa us odds id others ya oa its rights irs rude tide
Began 664.176 311 493 -0.113426 0.2700616
Stationary 664.2068 311 493 -0.113426 0.2700616
Stationary 664.2374 311 493 -0.113426 0.2700616
Moved 664.2682 337.231 484.967 -0.05270605 0.2494006
Moved 664.2989 344.4973 483.929 -0.03588577 0.2467308
Moved 664.3296 361.8614 482.0277 0.00430872 0.2418407
Moved 664.3603 377.2368 480.1526 0.03989995 0.2370181
Moved 664.391 390.8949 479 0.07151593 0.2340534
Moved 664.4217 402.629 476.7285 0.09867816 0.2282111
Moved 664.4524 411.4106 476 0.1190061 0.2263374
Ended 664.4831 419 474 0.1365741 0.2211934
Accept 664.5445 0 is
Began 665.1587 269 539 -0.2106481 0.3883744
Stationary 665.1894 269 539 -0.2106481 0.3883744
Stationary 665.22 269 539 -0.2106481 0.3883744
Stationary 665.2509 269 539 -0.2106481 0.3883744
Stationary 665.2814 269 539 -0.2106481 0.3883744
Stationary 665.3122 269 539 -0.2106481 0.3883744
Stationary 665.343 269 539 -0.2106481 0.3883744
Stationary 665.3737 269 539 -0.2106481 0.3883744
Stationary 665.4044 269 539 -0.2106481 0.3883744
Stationary 665.4351 269 539 -0.2106481 0.3883744
Stationary 665.4658 269 539 -0.2106481 0.3883744
Stationary 665.4965 269 539 -0.2106481 0.3883744
Stationary 665.5272 269 539 -0.2106481 0.3883744
Stationary 665.5579 269 539 -0.2106481 0.3883744
Stationary 665.5886 269 539 -0.2106481 0.3883744
Stationary 665.6192 269 539 -0.2106481 0.3883744
Stationary 665.65 269 539 -0.2106481 0.3883744
Moved 665.6807 287.1943 539 -0.1685317 0.3883744
Moved 665.7114 313.7817 539 -0.1069867 0.3883744
Moved 665.7421 342.2063 539 -0.04118914 0.3883744
Moved 665.7728 363.1686 531 0.00733465 0.3677982
Moved 665.8035 386.5 528.5 0.06134262 0.3613682
Moved 665.8342 412.137 528 0.1206876 0.3600822
Moved 665.8649 428.8214 525.8358 0.1593087 0.3545157
Moved 665.8956 445.2234 524.9628 0.1972765 0.3522704
Moved 665.9263 459.0452 523.3909 0.2292714 0.3482276
Moved 665.9571 471.9407 521.5148 0.2591221 0.3434022
Moved 665.9878 482.4288 521 0.2834001 0.3420781
Moved 666.0184 491.6873 519 0.3048315 0.3369341
Moved 666.0491 496.7653 518 0.3165863 0.3343621
Moved 666.0799 500.6372 517 0.325549 0.33179
Moved 666.1106 503.5 515.5 0.3321759 0.327932
Moved 666.1413 506.0121 516 0.3379911 0.329218
Moved 666.172 508 515 0.3425926 0.326646
Moved 666.2027 510.7597 515 0.3489808 0.326646
Moved 666.2334 514.6338 514 0.3579485 0.324074
Moved 666.2642 517.1733 514 0.363827 0.324074
Moved 666.2949 520.0533 514 0.3704938 0.324074
Moved 666.3256 521.9253 513 0.3748271 0.321502
Moved 666.3563 523.3745 513 0.3781818 0.321502
Ended 666.387 523 513 0.3773148 0.321502
Candidates 666.4789 13 to too trip rio rip ep rep trio rp wp tripp ri wto
Began 667.1854 361 419 0.002314846 0.07973251
Stationary 667.216 361 419 0.002314846 0.07973251
Stationary 667.2468 361 419 0.002314846 0.07973251
Moved 667.2774 378.5997 440.3995 0.04305482 0.1347724
Moved 667.3081 395.4568 464.1995 0.08207579 0.1959863
Moved 667.3389 405.8322 479.4429 0.106093 0.2351927
Moved 667.3693 413.4657 491.4429 0.1237632 0.2660567
Moved 667.4003 420.1102 501.147 0.1391441 0.2910158
Moved 667.431 426.8138 509.7207 0.1546616 0.3130675
Moved 667.4617 431.7734 515.5469 0.1661422 0.3280526
Moved 667.4924 435.5 519.5 0.1747686 0.3382201
Moved 667.5231 439.1469 523.1469 0.1832105 0.3476
Moved 667.5538 443.008 527.016 0.1921481 0.3575513
Moved 667.5845 446.8857 529.8857 0.2011244 0.3649322
Moved 667.6152 451.429 534.429 0.2116411 0.3766176
Moved 667.6459 455.7386 538 0.2216172 0.3858024
Ended 667.6766 456 539 0.2222222 0.3883744
Accept 667.738 1 too
Began 668.4443 458 291 0.2268519 -0.2494857
Stationary 668.475 458 291 0.2268519 -0.2494857
Stationary 668.5057 458 291 0.2268519 -0.2494857
Moved 668.5364 458 280.8548 0.2268519 -0.2755793
Moved 668.5671 458 279.9629 0.2268519 -0.2778733
Moved 668.5978 464.6454 277.0507 0.2422349 -0.2853635
Moved 668.6285 466.8145 274.1854 0.2472559 -0.292733
Moved 668.6592 468.2625 271.7375 0.2506077 -0.2990292
Moved 668.6899 469 270 0.2523148 -0.303498
Moved 668.7206 471.0966 266.9034 0.257168 -0.3114624
Moved 668.7513 472 265.0412 0.2592593 -0.3162521
Moved 668.782 474.4665 261.5336 0.2649687 -0.3252737
Moved 668.8127 476.1684 259.8315 0.2689084 -0.3296514
Moved 668.8434 477.2115 259 0.271323 -0.3317901
Moved 668.8741 477 257.5 0.2708333 -0.3356482
Moved 668.9049 477 257 0.2708333 -0.3369342
Moved 668.9356 462.912 293.2053 0.2382223 -0.2438137
Moved 668.9662 451.8994 325.6686 0.2127302 -0.1603174
Moved 668.997 444.3918 349.7266 0.1953514 -0.09843991
Moved 669.0277 426.6218 404.4396 0.1542171 0.04228282
Moved 669.0584 415.0509 442.497 0.1274326 0.1401672
Moved 669.0891 409 462.5 0.113426 0.1916151
Moved 669.1198 404.8245 479.7021 0.1037604 0.2358592
Moved 669.1505 401.0292 496.854 0.09497504 0.2799743
Moved 669.1813 398 511.5535 0.08796295 0.3177815
Moved 669.2119 396.7224 516.1105 0.08500556 0.3295023
Moved 669.2426 394.762 522.476 0.08046755 0.3458744
Moved 669.2734 394 530.2267 0.07870366 0.3658092
Moved 669.3041 392 535.9694 0.07407407 0.3805797
Moved 669.3347 390.5105 539.979 0.07062614 0.3908924
Moved 669.3655 390 542.3672 0.06944448 0.3970348
Moved 669.3962 388.7636 543 0.06658246 0.3986624
Moved 669.4268 389 544.5 0.06712963 0.4025204
Moved 669.4576 389 545 0.06712963 0.4038065
Stationary 669.4883 389 545 0.06712963 0.4038065
Moved 669.5189 380.7178 511.8711 0.0479578 0.3185985
Moved 669.5497 371.1707 466.9102 0.02585798 0.2029582
Moved 669.5804 362.5722 434.4794 0.005954107 0.1195458
Moved 669.6111 354.9265 409.4705 -0.0117443 0.05522245
Moved 669.6418 349 391 -0.02546296 0.007715971
Moved 669.6725 340.6242 374.2484 -0.04485145 -0.03536954
Moved 669.7032 334.9716 360.9432 -0.05793606 -0.06959052
Moved 669.7339 330.1137 351.341 -0.06918132 -0.09428762
Moved 669.7646 325.3636 343.0455 -0.08017675 -0.1156239
Moved 669.7953 320.4005 334.1008 -0.09166548 -0.1386298
Moved 669.826 316.6757 326.5135 -0.1002877 -0.1581442
Moved 669.8568 313.9631 316.8892 -0.106567 -0.1828982
Moved 669.8875 311.4539 310.9078 -0.1123753 -0.1982825
Moved 669.9182 310 306.5793 -0.1157407 -0.2094153
Moved 669.9489 306.7041 301.4083 -0.12337 -0.2227154
Moved 669.9796 306 299.1182 -0.125 -0.2286054
Moved 670.0103 304.2837 296.2837 -0.1289729 -0.2358959
Moved 670.041 304 294.4095 -0.1296296 -0.2407164
Moved 670.0717 303 294 -0.1319445 -0.2417696
Moved 670.1025 303 292.0142 -0.1319445 -0.2468772
Moved 670.1332 303 291.5 -0.1319445 -0.2481996
Moved 670.1638 301.7503 290.7503 -0.1348372 -0.2501278
Moved 670.1946 302 289.9572 -0.1342593 -0.2521678
Stationary 670.2253 302 290 -0.1342593 -0.2520577
Stationary 670.256 302 290 -0.1342593 -0.2520577
Moved 670.2867 317.6223 299.3704 -0.09809662 -0.2279568
Moved 670.3174 332.0755 314.4214 -0.06464005 -0.1892455
Moved 670.348 358.3882 346.7293 -0.003731151 -0.106149
Moved 670.3788 370.645 360.8599 0.02464116 -0.0698048
Moved 670.4095 381.235 373.3133 0.04915506 -0.03777453
Moved 670.4402 391.7581 386.3441 0.07351398 -0.004259078
Moved 670.4709 398.9073 395.361 0.09006321 0.01893244
Moved 670.5016 406.642 401.321 0.1079677 0.03426187
Moved 670.5323 410.915 405.915 0.1178587 0.04607762
Moved 670.563 414.7553 408.7553 0.1267485 0.05338291
Moved 670.5938 416.6226 410 0.1310708 0.05658428
Moved 670.6245 418.5006 412 0.1354181 0.06172835
Moved 670.6552 420.0108 412 0.1389139 0.06172835
Moved 670.6859 421 413 0.1412037 0.06430033
Moved 670.7166 422.3755 413 0.1443879 0.06430033
Moved 670.7473 423.2115 413 0.146323 0.06430033
Ended 670.778 423 413 0.1458333 0.06430033
Candidates 670.9008 13 much bitch nick church bush busy click mutual high chuck such couch buddy
Began 671.4842 402 498 0.09722222 0.2829217
Moved 671.5149 412.3239 498 0.12112 0.2829217
Moved 671.5456 427.5381 490.7391 0.1563381 0.2642467
Moved 671.5764 447 485 0.2013889 0.2494856
Moved 671.607 468.55 480.3625 0.2512732 0.2375578
Moved 671.6378 490.3585 476.8059 0.3017556 0.2284102
Moved 671.6685 505.2819 474.9436 0.3363006 0.2236203
Moved 671.6992 514.6741 473.442 0.358042 0.2197581
Moved 671.7298 520.8702 473 0.3723848 0.2186213
Ended 671.7606 525.2901 470.7099 0.3826159 0.2127312
Accept 671.822 0 much
Began 672.3133 332 540 -0.06481484 0.3909464
Stationary 672.344 332 540 -0.06481484 0.3909464
Stationary 672.3748 332 540 -0.06481484 0.3909464
Stationary 672.4054 332 540 -0.06481484 0.3909464
Stationary 672.4361 332 540 -0.06481484 0.3909464
Stationary 672.4668 332 540 -0.06481484 0.3909464
Stationary 672.4975 332 540 -0.06481484 0.3909464
Stationary 672.5282 332 540 -0.06481484 0.3909464
Stationary 672.5589 332 540 -0.06481484 0.3909464
Stationary 672.5896 332 540 -0.06481484 0.3909464
Stationary 672.6204 332 540 -0.06481484 0.3909464
Stationary 672.651 332 540 -0.06481484 0.3909464
Moved 672.6818 342.0161 540 -0.04162942 0.3909464
Moved 672.7125 356.9309 540 -0.007104377 0.3909464
Moved 672.7432 381.7783 540 0.05041282 0.3909464
Moved 672.7739 409.9612 540 0.115651 0.3909464
Moved 672.8045 429.6746 535.713 0.1612837 0.3799202
Moved 672.8353 449.4254 531.5107 0.2070032 0.3691118
Moved 672.8659 462.9433 531 0.2382947 0.3677982
Moved 672.8967 474.2755 529.1449 0.2645265 0.3630269
Moved 672.9274 486.9069 527.2733 0.2937658 0.358213
Moved 672.9581 496.5 525.5 0.3159723 0.3536522
Moved 672.9888 505.4397 523.8535 0.336666 0.3494172
Moved 673.0195 512.037 522.9815 0.3519375 0.3471745
Moved 673.0502 515.8904 522.1096 0.3608575 0.3449319
Moved 673.0809 518.3022 522 0.3664404 0.3446501
Moved 673.1116 520.2794 521 0.3710172 0.3420781
Moved 673.1423 521.5 521 0.3738426 0.3420781
Moved 673.173 523.0162 521 0.3773524 0.3420781
Ended 673.2037 523 519.8693 0.3773148 0.33917
Candidates 673.2652 13 to too top tip trip rio you tp rip yo rp ep ttp
Began 673.6337 402 517 0.09722222 0.33179
Moved 673.6644 410.3942 517 0.1166533 0.33179
Moved 673.6951 446.2242 506.9626 0.1995931 0.3059738
Moved 673.7258 474.9329 501.6067 0.2660484 0.2921982
Moved 673.7565 496.3922 498.0608 0.3157226 0.2830781
Moved 673.7872 518.6714 494.1898 0.3672948 0.2731219
Moved 673.8179 531.0508 492.3164 0.3959509 0.2683034
Moved 673.8486 538 490.5 0.4120371 0.2636316
Moved 673.8793 543.1149 490 0.423877 0.2623456
Moved 673.91 545.9252 490 0.4303823 0.2623456
Moved 673.9407 549.7922 489 0.4393337 0.2597736
Ended 673.9714 552.2546 489 0.4450337 0.2597736
Accept 674.0328 0 to
Began 674.8005 357 485 -0.006944438 0.2494856
Stationary 674.8312 357 485 -0.006944438 0.2494856
Stationary 674.8619 357 485 -0.006944438 0.2494856
Stationary 674.8926 357 485 -0.006944438 0.2494856
Stationary 674.9233 357 485 -0.006944438 0.2494856
Stationary 674.954 357 485 -0.006944438 0.2494856
Stationary 674.9847 357 485 -0.006944438 0.2494856
Stationary 675.0154 357 485 -0.006944438 0.2494856
Stationary 675.0461 357 485 -0.006944438 0.2494856
Stationary 675.0768 357 485 -0.006944438 0.2494856
Stationary 675.1075 357 485 -0.006944438 0.2494856
Stationary 675.1382 357 485 -0.006944438 0.2494856
Moved 675.1689 357 475.2616 -0.006944438 0.2244382
Moved 675.1996 357 471.8484 -0.006944438 0.2156593
Moved 675.2304 364.2573 462.853 0.009854733 0.192523
Moved 675.2611 368.6053 449.7193 0.01991957 0.158743
Moved 675.2917 377.1863 429.2319 0.03978312 0.1060492
Moved 675.3221 384.4403 397.6791 0.05657474 0.02489466
Moved 675.3531 388.202 385.192 0.06528238 -0.007222179
Moved 675.3839 390.6965 377.5175 0.07105669 -0.02696135
Moved 675.4146 393.5721 363.7114 0.07771333 -0.06247085
Moved 675.4454 396.4514 356.0972 0.08437832 -0.08205468
Moved 675.476 397 352.0229 0.0856481 -0.0925338
Moved 675.5068 398 348.1575 0.08796295 -0.1024756
Moved 675.5375 398 346.2841 0.08796295 -0.1072942
Moved 675.5682 399 344.4171 0.09027779 -0.112096
Moved 675.5989 399 342.9355 0.09027779 -0.1159067
Moved 675.6296 399 341.9897 0.09027779 -0.1183392
Moved 675.6603 400 341 0.09259263 -0.1208849
Stationary 675.691 400 341 0.09259263 -0.1208849
Stationary 675.7217 400 341 0.09259263 -0.1208849
Stationary 675.7524 400 341 0.09259263 -0.1208849
Moved 675.7831 367.1706 354.3555 0.0165986 -0.08653437
Moved 675.8138 340.3068 366.2773 -0.04558608 -0.05587126
Moved 675.8445 313.0865 375.3045 -0.108596 -0.0326531
Moved 675.8752 281.2503 385.7499 -0.182291 -0.005787272
Moved 675.9059 266.8983 390.2203 -0.2155133 0.005710703
Moved 675.9366 257.3239 392.7352 -0.2376762 0.01217901
Moved 675.9673 237.1197 399.8301 -0.2844452 0.03042727
Moved 675.998 216.5968 405.9613 -0.331952 0.04619673
Moved 676.0287 205.0009 408.9998 -0.3587941 0.05401164
Moved 676.0594 193.3851 410.8716 -0.3856827 0.0588262
Moved 676.0901 179.5118 412 -0.4177967 0.06172835
Moved 676.1208 165.5027 412 -0.4502251 0.06172835
Moved 676.1516 159.6155 412 -0.463853 0.06172835
Moved 676.1823 154.9403 413 -0.4746752 0.06430033
Moved 676.213 153.6266 413 -0.4777163 0.06430033
Moved 676.2437 153 413 -0.4791667 0.06430033
Moved 676.2744 183.0878 413 -0.4095191 0.06430033
Moved 676.3052 235.8519 398.9863 -0.28738 0.02825698
Moved 676.3358 298.9865 372.0499 -0.1412349 -0.04102385
Moved 676.3666 331.5585 347.6339 -0.06583671 -0.1038224
Moved 676.3973 370.2492 315.6436 0.02372503 -0.186102
Moved 676.428 376.378 308.2776 0.03791193 -0.2050474
Moved 676.4587 388.8365 296.1635 0.06675125 -0.2362052
Moved 676.4894 397.0357 288.7233 0.08573075 -0.2553415
Moved 676.52 405.526 282.737 0.1053842 -0.2707382
Moved 676.5507 416.9796 276.0102 0.1318972 -0.2880396
Moved 676.5815 425.0532 271.9645 0.1505861 -0.2984452
Moved 676.6122 434.6833 268.1056 0.172878 -0.3083705
Moved 676.6429 441.527 265 0.18872 -0.3163581
Moved 676.6736 445.6312 263 0.1982204 -0.3215021
Moved 676.7043 448.2016 262 0.2041704 -0.3240741
Moved 676.735 450.0721 261 0.2085003 -0.3266461
Moved 676.7657 451.5 259.5 0.2118056 -0.3305041
Moved 676.7964 452.1231 260 0.2132479 -0.3292181
Moved 676.8271 439.9922 270.6736 0.185167 -0.3017654
Moved 676.8578 425.8904 286.1096 0.1525242 -0.262064
Moved 676.8885 396.9624 309.878 0.08556107 -0.2009311
Moved 676.9193 368.1017 336.8983 0.018754 -0.1314345
Moved 676.95 345.7068 354.3524 -0.03308619 -0.08654244
Moved 676.9807 317.324 368.6709 -0.09878695 -0.04971484
Moved 677.0114 293.5808 380.6082 -0.1537481 -0.01901187
Moved 677.0421 279.9898 387.5051 -0.1852089 -0.001272939
Moved 677.0728 270.513 392.2435 -0.2071458 0.01091435
Moved 677.1035 255 399.5 -0.2430556 0.02957815
Moved 677.1342 239.8927 407.0536 -0.2780261 0.04900626
Moved 677.1649 230.2053 412.7947 -0.3004507 0.06377224
Moved 677.1956 225.239 414.761 -0.3119467 0.06882957
Moved 677.2263 223.3739 416 -0.3162641 0.07201634
Moved 677.257 223 418.1985 -0.3171296 0.07767112
Moved 677.2877 245.8871 425.1479 -0.2641501 0.09554493
Moved 677.3184 298.0915 425 -0.1433068 0.09516452
Moved 677.3492 345.2897 403.3131 -0.03405169 0.03938549
Moved 677.3799 416.6354 384.5911 0.1311005 -0.00876772
Moved 677.4106 433.8496 381.5251 0.1709482 -0.01665366
Moved 677.4413 468.3092 374.7818 0.2507157 -0.03399751
Moved 677.472 491.4809 369.782 0.3043538 -0.04685704
Moved 677.5027 512.3572 365.0408 0.3526788 -0.05905151
Moved 677.5334 528.7438 362.6512 0.3906106 -0.06519742
Moved 677.5641 543.0037 360.7993 0.4236195 -0.06996084
Moved 677.5948 554.0109 359.2473 0.4490994 -0.07395262
Moved 677.6255 563.8786 357.3738 0.4719413 -0.07877122
Moved 677.6563 572.0079 357 0.4907592 -0.07973259
Moved 677.6869 576.0299 357 0.5000693 -0.07973259
Moved 677.7176 578.8865 357 0.5066817 -0.07973259
Moved 677.7483 580.3164 357 0.5099916 -0.07973259
Moved 677.7791 571.7455 379.6375 0.4901518 -0.02150869
Moved 677.8098 526.8662 409.7716 0.3862644 0.05599692
Moved 677.8405 490.2431 417.1376 0.3014887 0.07494243
Moved 677.8708 455.8065 424.7518 0.2217744 0.09452623
Moved 677.9019 410.5 443.5 0.1168981 0.1427468
Moved 677.9326 374.9103 459.704 0.03451457 0.1844239
Moved 677.9633 348.8576 467.6427 -0.02579267 0.2048423
Moved 677.994 322.1405 471.0859 -0.0876378 0.2136983
Moved 678.0247 302.868 473.5903 -0.13225 0.2201395
Moved 678.0554 285.7458 477.9017 -0.1718847 0.2312285
Moved 678.0861 270.3196 480.3361 -0.2075935 0.2374898
Moved 678.1168 257.2022 483.1995 -0.2379579 0.2448545
Moved 678.1475 247.5204 486.7398 -0.2603693 0.2539603
Moved 678.1782 240.1553 489 -0.2774182 0.2597736
Moved 678.209 235.0339 491.483 -0.2892734 0.26616
Moved 678.2396 229.9947 494.0052 -0.3009381 0.2726471
Moved 678.2704 227.1362 494.8638 -0.3075552 0.2748554
Moved 678.3011 225 496 -0.3125 0.2777777
Moved 678.3317 223.3923 497 -0.3162215 0.2803498
Moved 678.3625 223 498.5 -0.3171296 0.2842077
Moved 678.3932 222 499.026 -0.3194444 0.2855606
Stationary 678.4239 222 499.026 -0.3194444 0.2855606
Ended 678.4546 222 500 -0.3194444 0.2880658
Candidates 678.5774 13 handle handled labeled take meanwhile female make panels scandals traveler halt handsome regardless
Began 679.1301 370 521 0.02314816 0.3420781
Moved 679.1608 392.0363 521 0.07415801 0.3420781
Moved 679.1916 416.9792 521 0.1318962 0.3420781
Moved 679.2223 449.0881 521 0.2062224 0.3420781
Moved 679.2531 477.0887 521 0.2710388 0.3420781
Moved 679.2837 506.8687 521 0.3399739 0.3420781
Moved 679.3144 534.9997 521 0.4050918 0.3420781
Moved 679.3452 549.8228 521 0.4394046 0.3420781
Ended 679.3758 563 521 0.4699074 0.3420781
Accept 679.4372 0 handle
Began 679.9593 269 552 -0.2106481 0.4218106
Moved 679.99 292.8194 552 -0.1555106 0.4218106
Moved 680.0207 352.5632 537.4073 -0.01721472 0.384278
Moved 680.0513 423.4438 532.0291 0.1468608 0.370445
Moved 680.082 464.7779 527.3174 0.2425414 0.3583266
Moved 680.1128 495.0208 522.2979 0.3125482 0.3454163
Moved 680.1435 516.8581 518.4284 0.3630974 0.3354639
Moved 680.1742 531.5537 515.8893 0.3971151 0.3289333
Moved 680.2048 544.0518 513.9871 0.4260457 0.3240407
Moved 680.2356 551.7809 512.1096 0.4439372 0.3192118
Moved 680.2664 558.5336 511 0.4595684 0.3163579
Moved 680.2971 564.7419 510 0.4739397 0.3137859
Moved 680.3278 566.1766 508.8234 0.4772608 0.3107596
Moved 680.3585 568.0468 507.9532 0.4815897 0.3085217
Moved 680.3892 569.6765 508 0.4853621 0.3086419
Ended 680.4199 570 508 0.4861112 0.3086419
Candidates 680.512 13 to top trip rip too tip ep rp rep rio tp tripp will
Began 681.4025 471.8844 515 0.2589917 0.326646
Moved 681.4332 432.0091 515 0.1666877 0.326646
Moved 681.4639 390.1728 515 0.06984433 0.326646
Moved 681.4946 359.5872 515 -0.0009554625 0.326646
Moved 681.5253 337.1548 515 -0.05288243 0.326646
Moved 681.5561 324.8912 515 -0.08127029 0.326646
Moved 681.5867 319.6991 515 -0.09328911 0.326646
Moved 681.6174 316.3265 515 -0.1010961 0.326646
Moved 681.6481 314.8937 515 -0.1044128 0.326646
Moved 681.6788 311.5757 522 -0.1120932 0.3446501
