the union will go on strike
the union will go on strike
FixStart
Radial

0.6 0.6
432 388.8
Began 3210.632 409 349 0.113426 -0.1003086
Stationary 3210.663 409 349 0.113426 -0.1003086
Stationary 3210.693 409 349 0.113426 -0.1003086
Moved 3210.724 409 371.8546 0.113426 -0.04152619
Moved 3210.755 394.0605 431.4551 0.07884382 0.1117671
Moved 3210.786 388.2632 474.8409 0.06542414 0.2233562
Moved 3210.816 385.5062 496.4688 0.05904217 0.2789835
Moved 3210.847 384 505.7966 0.0555556 0.3029747
Moved 3210.878 382.3385 510.6615 0.05170941 0.3154873
Moved 3210.908 380.5829 513.4171 0.04764567 0.3225746
Moved 3210.939 381 514 0.04861106 0.324074
Stationary 3210.97 381 514 0.04861106 0.324074
Moved 3211.001 390.8792 485.4756 0.07147948 0.2507089
Moved 3211.031 405.879 455.0662 0.1062014 0.1724954
Moved 3211.062 419.6988 429.5422 0.1381916 0.106847
Moved 3211.093 433.3255 405.7366 0.169735 0.04561883
Moved 3211.124 453.0731 373.3721 0.2154469 -0.0376232
Moved 3211.154 457.6895 364.621 0.2261332 -0.06013132
Moved 3211.185 467 350.5 0.2476852 -0.09645069
Moved 3211.216 475.0964 332.759 0.2664269 -0.1420808
Moved 3211.247 479.7995 322.6014 0.2773137 -0.1682063
Moved 3211.277 480 319.6176 0.2777778 -0.1758807
Stationary 3211.308 480 320 0.2777778 -0.1748972
Moved 3211.339 443.2803 333.5941 0.1927785 -0.1399328
Moved 3211.369 411.9045 346.0382 0.1201494 -0.1079265
Moved 3211.4 381.3425 358.3287 0.04940391 -0.07631498
Moved 3211.431 355.5166 369.0818 -0.01037831 -0.04865788
Moved 3211.462 331.0201 385.1285 -0.06708324 -0.007385481
Moved 3211.492 308.6515 399.8428 -0.1188623 0.03045993
Moved 3211.523 290.5412 412.6135 -0.1607843 0.06330615
Moved 3211.554 275.5891 424.0091 -0.1953957 0.09261594
Ended 3211.584 268 432 -0.212963 0.1131687
Candidates 3211.708 13 the there this thus time else that further tube terms tune rubber these
Began 3212.414 291 434 -0.1597222 0.1183127
Moved 3212.445 314.5934 434 -0.1051078 0.1183127
Moved 3212.476 407.3857 423.8057 0.109689 0.09209268
Moved 3212.507 490.0206 407.2062 0.3009736 0.04939856
Moved 3212.537 514.9072 399.1279 0.3585814 0.02862106
Ended 3212.568 522 398 0.375 0.02572008
Accept 3212.629 0 the
Began 3213.275 369 355 0.02083332 -0.08487654
Stationary 3213.305 369 355 0.02083332 -0.08487654
Moved 3213.336 376.004 380.4048 0.03704637 -0.01953486
Moved 3213.367 396.6727 421.3454 0.08489052 0.08576487
Moved 3213.398 407.2923 453.1599 0.1094729 0.1675922
Moved 3213.428 414.2289 477.3011 0.1255299 0.2296839
Moved 3213.459 417.3561 490.4243 0.1327688 0.2634369
Moved 3213.49 418 495.6817 0.1342593 0.276959
Moved 3213.521 418 498.5363 0.1342593 0.2843011
Moved 3213.551 418 501.2886 0.1342593 0.2913802
Moved 3213.582 418 503.0291 0.1342593 0.2958566
Moved 3213.613 418 504.3251 0.1342593 0.2991901
Stationary 3213.644 418 504.3251 0.1342593 0.2991901
Moved 3213.674 418 505.138 0.1342593 0.3012808
Moved 3213.705 418 506.1709 0.1342593 0.3039374
Stationary 3213.767 418 506.1709 0.1342593 0.3039374
Stationary 3213.797 418 506.1709 0.1342593 0.3039374
Stationary 3213.828 418 506 0.1342593 0.3034978
Stationary 3213.859 418 506 0.1342593 0.3034978
Moved 3213.889 409.7629 483.3405 0.1151919 0.2452171
Moved 3213.92 406.0035 451.0455 0.1064896 0.1621541
Moved 3213.951 405 410.9046 0.1041667 0.05891101
Moved 3213.982 405 370.9431 0.1041667 -0.04387074
Moved 3214.012 412.3756 328.2487 0.1212399 -0.1536814
Moved 3214.043 415.6834 294.7986 0.1288968 -0.2397157
Moved 3214.074 417 270.998 0.1319444 -0.3009311
Moved 3214.104 418 247.0552 0.1342593 -0.3625125
Moved 3214.135 418 225.4845 0.1342593 -0.4179926
Moved 3214.166 418 212.7965 0.1342593 -0.4506262
Moved 3214.197 418 207.287 0.1342593 -0.4647969
Moved 3214.228 418 203.4412 0.1342593 -0.4746884
Moved 3214.258 418 201.6808 0.1342593 -0.4792161
Moved 3214.289 411 202 0.1180555 -0.4783951
Moved 3214.32 407.4477 244.7029 0.1098326 -0.3685626
Moved 3214.35 406 300.5065 0.1064815 -0.2250347
Moved 3214.381 403.9384 341.9233 0.1017094 -0.11851
Moved 3214.412 404 382.9388 0.1018518 -0.01301762
Moved 3214.443 404 413.4207 0.1018518 0.06538241
Moved 3214.473 403 440.1363 0.09953707 0.1340954
Moved 3214.504 402 456.8257 0.09722222 0.1770207
Moved 3214.535 402 478.5 0.09722222 0.2327674
Moved 3214.565 402 491.6349 0.09722222 0.2665507
Moved 3214.596 402 501.0578 0.09722222 0.2907865
Moved 3214.627 412.1084 505.8881 0.1206212 0.3032102
Moved 3214.658 417.5834 510.8334 0.133295 0.3159293
Moved 3214.688 433.5027 514.6432 0.170145 0.3257284
