a very traditional way to dress
Moved 578.1022 311.4274 514 -0.1124365 0.324074
Moved 578.133 304.6894 514 -0.1280338 0.324074
Moved 578.1637 296.9395 514 -0.1459733 0.324074
Moved 578.1944 291.4105 514 -0.1587721 0.324074
Moved 578.2251 284.2116 514 -0.1754361 0.324074
Moved 578.2559 276.4714 514 -0.1933531 0.324074
Moved 578.2866 269.4327 514 -0.2096464 0.324074
Moved 578.3173 264.3215 514 -0.2214781 0.324074
Moved 578.3481 260.4541 514 -0.2304304 0.324074
Moved 578.3788 259 514 -0.2337963 0.324074
Moved 578.4095 257.067 514 -0.2382709 0.324074
Moved 578.4402 256.5 514 -0.2395834 0.324074
Moved 578.471 254.3229 514 -0.2446229 0.324074
Moved 578.5017 248.5 514 -0.2581019 0.324074
Moved 578.5325 235.4244 493.3093 -0.2883694 0.2708572
Moved 578.5632 217.1238 471.1592 -0.3307319 0.2138866
Moved 578.5939 202.7534 448.3562 -0.3639966 0.1552371
Moved 578.6246 194.1354 434.5591 -0.3839458 0.1197507
Moved 578.6554 184.4919 416.7297 -0.4062689 0.07389308
Moved 578.6861 176.7488 403.3719 -0.4241926 0.03953686
Moved 578.7169 171.0155 395.0467 -0.437464 0.01812417
Moved 578.7476 167.0115 389.0115 -0.4467327 0.002601451
Moved 578.7783 163.6375 384.6375 -0.4545429 -0.00864857
Moved 578.809 162 380.7629 -0.4583334 -0.01861407
Moved 578.8397 160.6271 379.6271 -0.4615113 -0.02153514
Moved 578.8705 161 378.9113 -0.4606481 -0.02337648
Moved 578.9012 178.635 377 -0.4198263 -0.02829226
Moved 578.9319 204.8925 376 -0.3590452 -0.03086435
Moved 578.9626 230.1557 376 -0.3005655 -0.03086435
Moved 578.9933 246.8979 376 -0.2618104 -0.03086435
Moved 579.0241 256.9168 376 -0.2386184 -0.03086435
Moved 579.0549 267 376 -0.2152778 -0.03086435
Moved 579.0856 278.4007 388.2404 -0.1888872 0.0006183577
Moved 579.1163 297.635 400.7719 -0.1443633 0.03284949
Moved 579.147 319.4343 414.9562 -0.09390216 0.06933165
Moved 579.1778 347.362 433.3275 -0.0292547 0.1165831
Moved 579.2085 397.2719 465.6276 0.08627752 0.1996593
Moved 579.2392 420.1619 477.5809 0.1392636 0.2304036
Moved 579.2699 429.7285 482.8448 0.1614085 0.2439424
Moved 579.3007 444.311 493.8488 0.1951644 0.2722448
Moved 579.3314 458.6547 504.3237 0.2283672 0.2991865
Moved 579.3621 467.6213 511.4142 0.2491235 0.3174234
Moved 579.3928 472.8191 516.8191 0.2611552 0.3313247
Moved 579.4236 475 519.6213 0.2662037 0.338532
Moved 579.4543 475 521.498 0.2662037 0.343359
Moved 579.485 475 524.3691 0.2662037 0.3507434
Moved 579.5157 458.8544 528.7559 0.2288296 0.3620265
Moved 579.5465 430.8227 531.7434 0.1639415 0.3697103
Moved 579.5772 400.2511 532 0.09317388 0.3703703
Moved 579.608 372.5872 532 0.02913694 0.3703703
Moved 579.6387 351.5795 521.9399 -0.01949196 0.3444957
Moved 579.6694 337.2137 519.0712 -0.05274593 0.3371173
Moved 579.7001 325.5986 517 -0.07963294 0.33179
Moved 579.7308 320.5032 515.7516 -0.09142771 0.3285791
Moved 579.7616 317.5 516 -0.09837966 0.329218
Moved 579.7923 316.6827 516 -0.1002716 0.329218
Stationary 579.8231 317 516 -0.09953702 0.329218
Stationary 579.8538 317 516 -0.09953702 0.329218
Moved 579.8845 332.5745 516 -0.06348491 0.329218
Moved 579.9152 349.0967 516 -0.02523919 0.329218
Moved 579.946 369.9373 516 0.02300302 0.329218
Moved 579.9767 396.3753 515.4028 0.08420209 0.3276819
Moved 580.0074 422.2797 515 0.1441659 0.326646
Moved 580.0381 444.3662 515 0.1952921 0.326646
Moved 580.0689 462.8664 515 0.2381166 0.326646
Moved 580.0996 481.6339 515 0.28156 0.326646
Moved 580.1303 495.4272 515 0.3134888 0.326646
Moved 580.161 506.8956 515 0.3400362 0.326646
Moved 580.1918 513.0591 515 0.3543036 0.326646
Moved 580.2225 517.8109 515 0.3653028 0.326646
Moved 580.2532 519.7681 515 0.3698335 0.326646
Moved 580.284 521.2271 515 0.3732109 0.326646
Moved 580.3146 521 508.3182 0.3726852 0.3094603
Moved 580.3454 500.726 470.9771 0.3257547 0.2134184
Moved 580.3762 476.5583 436.3833 0.269811 0.1244425
Moved 580.4069 436.8861 371.7722 0.177977 -0.04173836
Moved 580.4376 428.2637 355.8168 0.1580178 -0.08277587
Moved 580.4683 417.5547 327.6639 0.1332284 -0.1551854
Moved 580.499 412.4365 304.9641 0.1213807 -0.2135697
Moved 580.5297 409.4216 288.1078 0.1144018 -0.2569244
Moved 580.5604 407 271.3669 0.1087963 -0.2999824
Moved 580.5912 407 268.3865 0.1087963 -0.307648
Moved 580.6219 406 262.3517 0.1064815 -0.3231694
Moved 580.6527 405 259.3073 0.1041667 -0.3309999
Moved 580.6834 404.4371 256 0.1028636 -0.3395062
Moved 580.7141 404 253.5675 0.1018518 -0.3457626
Moved 580.7448 403 252.0022 0.09953707 -0.3497887
Moved 580.7756 397.2379 252 0.08619884 -0.3497943
Moved 580.8063 383.243 258.0111 0.05380333 -0.3343336
Moved 580.837 362.359 277.641 0.00546068 -0.2838452
Moved 580.8677 333.556 304.2835 -0.06121288 -0.2153202
Moved 580.8986 304.7934 326.1447 -0.1277931 -0.159093
Moved 580.9277 275.8964 350.4024 -0.1946844 -0.0967017
Moved 580.96 235.5523 376.9651 -0.2880734 -0.0283819
Moved 580.9907 225.1395 383.0632 -0.3121772 -0.01269768
Moved 581.0214 207.362 393.3828 -0.3533288 0.01384456
Moved 581.0521 194.9705 397.7574 -0.3820127 0.02509608
Moved 581.0829 185.3704 402.5432 -0.4042352 0.0374053
Moved 581.1136 178.1704 405.4148 -0.4209018 0.04479109
Moved 581.1443 173.7132 408.2869 -0.4312195 0.05217807
Moved 581.175 171.1987 410.8013 -0.4370401 0.05864531
Moved 581.2058 171 415.1998 -0.4375 0.06995821
Moved 581.2365 206.4123 424.8531 -0.355527 0.0947867
Moved 581.2672 229.4998 429.2187 -0.3020839 0.106015
Moved 581.298 293.0946 434 -0.1548736 0.1183127
Moved 581.3287 337.0926 436 -0.05302633 0.1234567
Moved 581.3594 371.6837 436 0.02704561 0.1234567
Moved 581.3901 399.2028 436 0.09074718 0.1234567
Moved 581.4209 429.0338 436 0.1598003 0.1234567
Moved 581.4517 448.911 436 0.2058125 0.1234567
Moved 581.4823 465.2248 436 0.243576 0.1234567
Moved 581.5131 481.4805 436 0.2812049 0.1234567
Moved 581.5438 492.6575 436 0.3070774 0.1234567
Moved 581.5745 504.3459 436 0.3341339 0.1234567
Moved 581.6053 513.1612 430.9572 0.3545398 0.1104866
Moved 581.636 521.9725 428 0.3749365 0.1028806
Moved 581.6667 528.7152 428 0.3905445 0.1028806
Moved 581.6974 536.4572 426 0.4084657 0.09773654
Moved 581.7282 540.4924 424 0.4178064 0.09259254
Moved 581.7589 545.2335 422.3833 0.4287811 0.08843433
Moved 581.7896 548.9817 420.5092 0.4374576 0.08361396
Moved 581.8204 552.3679 418.6321 0.445296 0.07878617
Moved 581.8511 554.5 418 0.4502314 0.07716041
Ended 581.8818 555.1733 418 0.45179 0.07716041
Candidates 581.9433 13 traditional additional seasonal rational approval radical festival national regional emotional critical personal original
Began 582.4042 333 369 -0.06249999 -0.04886839
Stationary 582.4349 333 369 -0.06249999 -0.04886839
Moved 582.4657 341.5938 369 -0.04260684 -0.04886839
Moved 582.4964 352.5405 369 -0.01726732 -0.04886839
Moved 582.5271 368.4223 369 0.01949598 -0.04886839
Moved 582.5578 385.5142 369 0.05906065 -0.04886839
Moved 582.5885 399.8549 369 0.09225687 -0.04886839
Moved 582.6193 411.9535 369 0.1202628 -0.04886839
Moved 582.65 422.9811 369 0.1457897 -0.04886839
Moved 582.6807 430.8508 369 0.1640064 -0.04886839
Moved 582.7115 438.8351 369 0.1824885 -0.04886839
Moved 582.7422 440.0235 369 0.1852396 -0.04886839
Moved 582.7729 442.8941 369 0.1918845 -0.04886839
Ended 582.8036 443 378.1917 0.1921296 -0.02522731
Accept 582.8651 0 traditional
Began 583.1417 274 515 -0.199074 0.326646
Stationary 583.1724 274 515 -0.199074 0.326646
Stationary 583.2031 274 515 -0.199074 0.326646
Moved 583.2339 263.5747 503.5322 -0.2232067 0.2971507
Moved 583.2645 246.5554 475.8887 -0.2626031 0.226051
Moved 583.2953 230.7359 449.7775 -0.2992224 0.1588925
Moved 583.326 218.4408 425.8815 -0.3276834 0.09743188
Moved 583.3563 209.8868 406.7735 -0.3474843 0.04828567
Moved 583.3875 204.0957 391.287 -0.3608896 0.008454146
Moved 583.4182 200.1897 380.7586 -0.3699313 -0.01862506
Moved 583.449 197.3145 371.9434 -0.3765869 -0.04129786
Moved 583.4797 196 366.6705 -0.3796296 -0.05485982
Moved 583.5104 193.9084 361.8168 -0.3844713 -0.06734361
Moved 583.5411 194 359.8058 -0.3842593 -0.07251598
Stationary 583.5718 194 359.8058 -0.3842593 -0.07251598
Stationary 583.6026 194 360 -0.3842593 -0.07201654
Moved 583.6334 206.792 360 -0.3546481 -0.07201654
Moved 583.6641 228.4541 372.2271 -0.3045044 -0.04056836
Moved 583.6947 253.3454 390.9353 -0.2468857 0.007549529
Moved 583.7255 281.1674 413.2279 -0.1824829 0.06488655
Moved 583.7563 304.3664 436.7045 -0.1287815 0.1252687
Moved 583.787 322.103 454.103 -0.08772448 0.1700179
Moved 583.8177 331.9161 465.6451 -0.065009 0.1997045
Moved 583.8484 341.7908 476.7908 -0.04215091 0.2283713
Moved 583.8792 347.4709 483.4709 -0.02900243 0.2455528
Moved 583.9095 351.3399 488.6799 -0.02004643 0.2589502
Moved 583.9406 354.9123 491.9123 -0.01177718 0.2672641
Moved 583.9713 356.7838 495.5677 -0.007444819 0.2766658
Moved 584.0021 358.6541 497.6541 -0.003115634 0.2820319
Moved 584.0328 360 500.1382 0 0.2884214
Moved 584.0635 363.0585 503 0.00707984 0.2957818
Moved 584.0942 364.9243 506.9243 0.01139889 0.3058752
Moved 584.125 368.7965 511.593 0.02036234 0.3178832
Moved 584.1558 371.3146 514.3146 0.02619117 0.3248831
Moved 584.1865 374.1802 517.1802 0.03282448 0.3322534
Moved 584.2172 376.0439 519.0439 0.03713866 0.3370469
Ended 584.2479 378 520 0.04166663 0.3395061
Candidates 584.3093 13 easy ready way east ray essay est rest west eat rate reader day
Began 584.8625 277 438 -0.1921296 0.1286007
Stationary 584.8932 277 438 -0.1921296 0.1286007
Stationary 584.9239 277 438 -0.1921296 0.1286007
Stationary 584.9546 277 438 -0.1921296 0.1286007
Stationary 584.9854 277 438 -0.1921296 0.1286007
Stationary 585.0161 277 438 -0.1921296 0.1286007
Stationary 585.0468 277 438 -0.1921296 0.1286007
Stationary 585.0775 277 438 -0.1921296 0.1286007
Moved 585.1083 288.0862 453.6293 -0.166467 0.1687997
Moved 585.139 296.243 462.243 -0.1475858 0.190954
Moved 585.1697 303.8459 467.8972 -0.1299865 0.2054969
Moved 585.2005 311.4198 474.4197 -0.1124542 0.2222729
Moved 585.2312 318.3516 479.6758 -0.09640832 0.2357916
Moved 585.262 324 483.5 -0.08333336 0.2456274
Moved 585.2926 329.1023 487.0511 -0.07152244 0.2547612
Moved 585.3234 332.9229 489.9229 -0.0626785 0.2621473
Moved 585.3541 335.7934 492.7934 -0.05603373 0.2695303
Moved 585.3848 338 494.7756 -0.05092591 0.2746285
Moved 585.4156 339 495 -0.04861111 0.2752057
Moved 585.4463 339 496.0801 -0.04861111 0.2779838
Stationary 585.477 339 496.0801 -0.04861111 0.2779838
Moved 585.5078 335.7144 497 -0.05621672 0.2803498
Moved 585.5385 324.976 499.3414 -0.08107419 0.2863717
Moved 585.5692 313.1563 501.2109 -0.1084344 0.2911803
Moved 585.5999 300.6862 505.8284 -0.1373005 0.3030566
Moved 585.6307 289.4 510.65 -0.1634258 0.3154576
Moved 585.6614 278.4558 515.0295 -0.1887598 0.3267219
Moved 585.6921 268.8504 517.3832 -0.2109944 0.3327756
Moved 585.7228 261.2661 519.9113 -0.2285508 0.339278
Moved 585.7535 253.6637 521.7788 -0.246149 0.3440812
Moved 585.7843 247.7243 523 -0.2598974 0.3472221
Moved 585.815 241 524 -0.275463 0.3497942
Moved 585.8457 236.9929 525 -0.2847387 0.3523662
Moved 585.8765 233.1235 526 -0.2936955 0.3549381
Moved 585.9072 230.2474 527 -0.3003533 0.3575102
Moved 585.9379 228.8668 527 -0.303549 0.3575102
Ended 585.9686 229 528.5 -0.3032407 0.3613682
Accept 586.0301 2 way
Began 586.4603 254 540 -0.2453704 0.3909464
Stationary 586.491 254 540 -0.2453704 0.3909464
Moved 586.5218 268.5628 540 -0.2116603 0.3909464
Moved 586.5524 306.0519 540 -0.1248799 0.3909464
Moved 586.5832 344.7376 548.7825 -0.03532966 0.4135353
Moved 586.614 378.5444 551 0.04292687 0.4192385
Moved 586.6447 404.6602 551 0.1033802 0.4192385
Moved 586.6754 423.398 551 0.1467547 0.4192385
Moved 586.7061 436.8434 551 0.1778782 0.4192385
Moved 586.7368 449.3267 551 0.2067748 0.4192385
Moved 586.7676 459.8003 551 0.2310192 0.4192385
Moved 586.7983 466.6828 551 0.246951 0.4192385
Moved 586.829 472.1986 551 0.2597189 0.4192385
Moved 586.8597 476.9772 543.0228 0.2707806 0.398721
Moved 586.8904 480.5 543 0.2789353 0.3986624
Moved 586.9212 485.3378 541 0.2901337 0.3935184
Moved 586.952 490.2143 538.7857 0.301422 0.3878232
Moved 586.9827 495.0774 538 0.3126791 0.3858024
Moved 587.0134 500.0414 536 0.3241699 0.3806583
Moved 587.0441 501.4801 535 0.3275002 0.3780863
Moved 587.0749 504.3433 533.6567 0.3341279 0.3746313
Ended 587.1056 505.5 534 0.3368056 0.3755144
Candidates 587.2274 13 to too trip rio ep wto rep trio ri woo rip wp wi
Began 587.7509 346 456 -0.03240739 0.174897
Stationary 587.7816 346 456 -0.03240739 0.174897
Moved 587.8123 372.4022 456 0.02870888 0.174897
Moved 587.843 385.9535 456 0.06007751 0.174897
Moved 587.8737 401.2624 456 0.09551475 0.174897
Moved 587.9045 411.1854 456 0.1184847 0.174897
Moved 587.9352 419.1945 449 0.1370242 0.156893
Moved 587.9659 424.3407 447.8297 0.1489369 0.1538828
Moved 587.9965 427.0338 446.9662 0.155171 0.1516619
Moved 588.0274 428.4753 447 0.1585076 0.1517489
Ended 588.0582 429 447 0.1597223 0.1517489
Accept 588.181 0 to
Began 588.4269 349 420 -0.02546296 0.08230445
Stationary 588.4576 349 420 -0.02546296 0.08230445
Stationary 588.4883 349 420 -0.02546296 0.08230445
Stationary 588.519 349 420 -0.02546296 0.08230445
Moved 588.5494 349 434.4121 -0.02546296 0.1193727
Moved 588.5805 349 444.8405 -0.02546296 0.1461947
Moved 588.6112 349 454.381 -0.02546296 0.170733
Moved 588.642 341.0797 461.7609 -0.04379705 0.1897143
Moved 588.6727 338.2482 469.5035 -0.05035132 0.2096284
Moved 588.7034 335.3793 479.2414 -0.05699237 0.2346743
Moved 588.7341 332.5084 490.9664 -0.06363789 0.2648312
Moved 588.7648 329.9872 498.0383 -0.06947397 0.2830202
Moved 588.7956 329 504.7599 -0.07175927 0.3003084
Moved 588.8263 328 509.5043 -0.07407407 0.312511
Moved 588.8571 326.5 515 -0.07754628 0.326646
Moved 588.8878 327 519.3683 -0.07638887 0.3378815
Moved 588.9185 327 523.0984 -0.07638887 0.3474751
Moved 588.9492 327 525.9238 -0.07638887 0.3547423
Moved 588.98 327 528.3366 -0.07638887 0.360948
Moved 589.0107 327 531.3278 -0.07638887 0.3686412
Moved 589.0414 326 534.196 -0.07870371 0.3760185
Moved 589.0721 326 536.0663 -0.07870371 0.3808288
Moved 589.1029 324.4267 537 -0.0823457 0.3832304
Moved 589.1335 322.7801 538.2199 -0.08615712 0.386368
Moved 589.1644 320.6872 538 -0.09100179 0.3858024
Moved 589.195 318.1114 538.8886 -0.09696443 0.3880879
Moved 589.2258 315.2795 539 -0.1035196 0.3883744
Moved 589.2565 312.4121 539 -0.1101572 0.3883744
Moved 589.2872 310.9772 539 -0.1134787 0.3883744
Moved 589.3179 308.5 539 -0.119213 0.3883744
Moved 589.3487 308 539.8433 -0.1203704 0.3905434
Moved 589.3795 308 540 -0.1203704 0.3909464
Stationary 589.4102 308 540 -0.1203704 0.3909464
Moved 589.4409 308 541.5 -0.1203704 0.3948044
Moved 589.4716 306.8069 541 -0.1231322 0.3935184
Stationary 589.5023 306.8069 541 -0.1231322 0.3935184
Moved 589.5331 305.8506 541 -0.1253457 0.3935184
Moved 589.5638 302.7055 541 -0.1326262 0.3935184
Moved 589.5945 300.8408 541 -0.1369427 0.3935184
Moved 589.6252 296.9742 541 -0.1458931 0.3935184
Moved 589.6559 291.9341 541 -0.1575599 0.3935184
Moved 589.6867 285.7844 541 -0.1717953 0.3935184
Moved 589.7174 282.73 541 -0.1788657 0.3935184
Moved 589.7481 280.1342 541 -0.1848746 0.3935184
Moved 589.7789 278.6545 541 -0.1882998 0.3935184
Moved 589.8096 276.8813 530.7625 -0.1924045 0.3671874
Moved 589.8403 273.5682 515.4091 -0.2000737 0.3276983
Moved 589.871 269.114 497.513 -0.2103842 0.2816691
Moved 589.9017 265.1931 475.3514 -0.2194605 0.2246691
Moved 589.9325 260.6495 455.9484 -0.2299781 0.1747644
Moved 589.9633 256 440 -0.2407407 0.1337448
Moved 589.994 249.7068 425.5114 -0.2553083 0.09647973
Moved 590.0247 245.0664 413.1329 -0.2660499 0.06464205
Moved 590.0554 241.1629 405.3259 -0.2750858 0.0445623
Moved 590.0861 238.7211 401.7211 -0.2807382 0.03529089
Moved 590.1169 236.7702 398 -0.2852543 0.02572008
Moved 590.1476 236 394.9025 -0.287037 0.01775318
Moved 590.1783 235 392.5 -0.2893518 0.01157403
Moved 590.2091 233.9889 391.9889 -0.2916924 0.01025946
Moved 590.2398 233 389.6801 -0.2939815 0.004321204
Moved 590.2706 233 388.9369 -0.2939815 0.002409656
Moved 590.3013 231.5 389 -0.2974537 0.002572016
Moved 590.332 231 387.4084 -0.2986111 -0.001521523
Moved 590.3627 231 386.5 -0.2986111 -0.003858064
Ended 590.3934 231 385.8138 -0.2986111 -0.005622911
Candidates 590.5471 13 gets hrs freed greeted yes feed jets dress fred stress its hers greed
Began 591.9913 331 421 -0.06712963 0.08487643
Stationary 592.022 331 421 -0.06712963 0.08487643
Stationary 592.0528 331 421 -0.06712963 0.08487643
Ended 592.0835 331 421 -0.06712963 0.08487643
NextCandidatePanel 592.1449
Began 593.4355 344 346 -0.03703703 -0.1080248
Stationary 593.4662 344 346 -0.03703703 -0.1080248
Moved 593.4969 352.2559 331.9041 -0.0179261 -0.1442797
Moved 593.5277 357.6508 319.5819 -0.005437831 -0.1759725
Moved 593.5584 362.8272 309.3455 0.006544491 -0.2023007
Moved 593.5891 369.5612 296.8776 0.0221325 -0.2343685
Moved 593.6199 374.1528 288.5417 0.032761 -0.2558085
Moved 593.6506 377.7889 282.4221 0.04117807 -0.2715481
Moved 593.6813 380.597 278.403 0.04767825 -0.2818855
Moved 593.712 381 275.5289 0.04861106 -0.2892774
Moved 593.7427 383.3447 274 0.05403866 -0.2932099
Moved 593.7736 383.8711 272.129 0.05525708 -0.2980222
Moved 593.8043 384.7464 270.2536 0.05728334 -0.3028457
Ended 593.835 385 270 0.05787035 -0.303498
Accept 593.9271 7 dress
Began 594.2344 201 441 -0.3680556 0.1363167
Stationary 594.2651 201 441 -0.3680556 0.1363167
Moved 594.2959 225.6462 441 -0.311004 0.1363167
Moved 594.3266 263.7572 435.0466 -0.2227842 0.1210046
Moved 594.3574 315.0251 427.6633 -0.1041084 0.1020147
Moved 594.3881 348.8155 422.9299 -0.02589012 0.08984016
Moved 594.4188 372.824 418.5966 0.0296853 0.07869481
Moved 594.4495 393.5411 413.0918 0.07764141 0.06453651
Moved 594.4802 413.6636 407.3818 0.1242213 0.04985032
Moved 594.5109 433.8599 401.6115 0.170972 0.0350088
Moved 594.5417 451 397 0.2106482 0.02314815
Moved 594.5724 466.3398 398 0.2461568 0.02572008
Moved 594.6032 477.7817 397 0.2726429 0.02314815
Moved 594.6339 489.2543 397 0.2991998 0.02314815
Moved 594.6646 498.2003 397 0.3199082 0.02314815
Moved 594.6954 506.7582 397 0.339718 0.02314815
Moved 594.7261 512.2703 396 0.3524774 0.02057605
Moved 594.7568 518.0077 396 0.3657585 0.02057605
Moved 594.7875 523.0612 396 0.3774563 0.02057605
Moved 594.8182 527.801 396 0.3884282 0.02057605
Moved 594.849 531.5581 396 0.3971253 0.02057605
Moved 594.8796 533.8329 395.1671 0.402391 0.01843374
Moved 594.9105 538.0757 395 0.4122124 0.01800408
Moved 594.9412 539.5163 395 0.415547 0.01800408
Moved 594.9719 543.3889 395 0.4245113 0.01800408
Moved 595.0026 546.8607 394.0697 0.4325478 0.01561133
Moved 595.0333 550.6364 394 0.4412879 0.01543206
Moved 595.0641 553.6837 394 0.448342 0.01543206
Moved 595.0948 556.5 394 0.4548612 0.01543206
Moved 595.1255 560.1342 394 0.4632735 0.01543206
Moved 595.1563 563.9431 394 0.4720905 0.01543206
Moved 595.187 567.6237 394 0.4806104 0.01543206
Moved 595.2177 571.282 394 0.4890786 0.01543206
Moved 595.2485 576.476 394 0.5011017 0.01543206
Moved 595.2792 581.2124 394 0.5120658 0.01543206
Moved 595.3099 583.9815 394 0.5184757 0.01543206
Moved 595.3406 587.95 394 0.5276619 0.01543206
Moved 595.3714 588.5 394 0.5289352 0.01543206
Moved 595.4021 591.2578 394 0.535319 0.01543206
Stationary 595.4329 591.2578 394 0.535319 0.01543206
Moved 595.4636 593.3192 394 0.5400906 0.01543206
Moved 595.4943 594.1682 394 0.5420559 0.01543206
Moved 595.525 595.1249 394 0.5442706 0.01543206
Stationary 595.5557 595.1249 394 0.5442706 0.01543206
Moved 595.5865 596.0812 394 0.5464842 0.01543206
Ended 595.6172 596 394 0.5462963 0.01543206
PhraseEnd 595.6477
