want to join us for lunch
want to join us for lunch
Basic
List

0.6 0.6
432 388.8
Began 2177.786 245 422 -0.2662037 0.08744851
Stationary 2177.817 245 422 -0.2662037 0.08744851
Stationary 2177.848 245 422 -0.2662037 0.08744851
Stationary 2177.879 245 422 -0.2662037 0.08744851
Stationary 2177.909 245 422 -0.2662037 0.08744851
Stationary 2177.94 245 422 -0.2662037 0.08744851
Stationary 2177.971 245 422 -0.2662037 0.08744851
Stationary 2178.002 245 422 -0.2662037 0.08744851
Stationary 2178.032 245 422 -0.2662037 0.08744851
Stationary 2178.063 245 422 -0.2662037 0.08744851
Stationary 2178.094 245 422 -0.2662037 0.08744851
Stationary 2178.125 245 422 -0.2662037 0.08744851
Stationary 2178.156 245 422 -0.2662037 0.08744851
Stationary 2178.186 245 422 -0.2662037 0.08744851
Stationary 2178.217 245 422 -0.2662037 0.08744851
Stationary 2178.248 245 422 -0.2662037 0.08744851
Stationary 2178.279 245 422 -0.2662037 0.08744851
Stationary 2178.309 245 422 -0.2662037 0.08744851
Stationary 2178.34 245 422 -0.2662037 0.08744851
Stationary 2178.371 245 422 -0.2662037 0.08744851
Stationary 2178.401 245 422 -0.2662037 0.08744851
Stationary 2178.432 245 422 -0.2662037 0.08744851
Moved 2178.463 233.4913 409.4913 -0.2928441 0.05527606
Moved 2178.494 222.022 397.022 -0.3193935 0.0232047
Moved 2178.524 212.1249 384.4998 -0.3423035 -0.009002567
Moved 2178.555 205.5253 376.3671 -0.3575802 -0.02992002
Moved 2178.586 199.9373 370.9373 -0.3705155 -0.04388558
Moved 2178.617 196.1 366.1 -0.3793982 -0.0563273
Moved 2178.647 193.4308 361.8615 -0.3855769 -0.0672287
Moved 2178.678 190.7086 360 -0.3918781 -0.07201654
Moved 2178.709 190 356.8406 -0.3935185 -0.08014255
Moved 2178.74 190 353.9714 -0.3935185 -0.0875221
Moved 2178.771 190 348.6221 -0.3935185 -0.1012806
Moved 2178.801 216.6799 334.6868 -0.3317596 -0.1371225
Moved 2178.832 252.3607 311.981 -0.2491649 -0.1955221
Moved 2178.863 297.2733 279.1814 -0.1452007 -0.2798832
Moved 2178.893 324.4869 255.699 -0.08220617 -0.3402805
Moved 2178.924 340.2097 240.7903 -0.04581084 -0.3786258
Moved 2178.955 348.3586 235.1132 -0.02694781 -0.3932275
Moved 2178.986 358.9343 226.0493 -0.002466987 -0.4165399
Moved 2179.016 366.699 217.301 0.01550694 -0.4390406
Moved 2179.047 370.7193 213.2806 0.02481321 -0.4493811
Moved 2179.078 373 210.4097 0.0300926 -0.4567653
Moved 2179.109 375.1343 209 0.03503302 -0.4603909
Moved 2179.139 376.5 206.5 0.03819446 -0.466821
Moved 2179.17 378.7587 207 0.04342288 -0.465535
Moved 2179.201 391 232 0.07175922 -0.4012346
Moved 2179.232 410.947 286.5627 0.1179328 -0.2608984
Moved 2179.262 434.0444 352.8347 0.171399 -0.09044576
Moved 2179.293 445.0182 399.0907 0.1968013 0.02852538
Moved 2179.324 448 428.0333 0.2037037 0.1029661
Moved 2179.354 448 445.2185 0.2037037 0.1471668
Moved 2179.385 437.4411 455.2794 0.1792618 0.1730437
Moved 2179.416 423.8148 465.7901 0.1477195 0.2000773
Moved 2179.447 400.2305 477.8848 0.09312619 0.231185
Moved 2179.478 371.9263 483.5895 0.02760728 0.2458576
Moved 2179.508 345.0085 484 -0.03470252 0.2469135
Moved 2179.539 326.2187 484 -0.07819742 0.2469135
Moved 2179.57 315.3517 484 -0.1033526 0.2469135
Moved 2179.601 307.612 484 -0.1212686 0.2469135
Moved 2179.631 303.4345 484 -0.1309387 0.2469135
Moved 2179.662 300.8914 484 -0.1368254 0.2469135
Moved 2179.693 299.5 484 -0.1400463 0.2469135
Moved 2179.723 300 484 -0.1388889 0.2469135
Ended 2179.754 300 484 -0.1388889 0.2469135
Candidates 2179.846 13 any about david table danny able want cable amy abu rabbit same davis
Began 2180.708 330 366 -0.06944443 -0.05658444
Stationary 2180.738 330 366 -0.06944443 -0.05658444
Moved 2180.769 311.8664 366 -0.1114203 -0.05658444
Moved 2180.8 276.4074 354.6019 -0.1935014 -0.08590062
Moved 2180.83 241.3166 348.0679 -0.2747301 -0.1027062
Moved 2180.861 206.0743 341.4787 -0.3563096 -0.1196536
Moved 2180.892 176.8914 337.2891 -0.4238625 -0.1304292
Moved 2180.923 148 332 -0.4907407 -0.144033
Moved 2180.953 124.6297 326.8477 -0.5448387 -0.1572847
Moved 2180.984 103.8692 325.9813 -0.5928954 -0.159513
Moved 2181.015 94.33691 326 -0.6149608 -0.1594652
Moved 2181.046 89.35963 324.6798 -0.6264823 -0.1628606
Moved 2181.076 84.71439 325 -0.6372352 -0.1620371
Moved 2181.107 82.83201 325 -0.6415926 -0.1620371
Moved 2181.138 80.5 325 -0.6469907 -0.1620371
Moved 2181.169 79.95672 325 -0.6482483 -0.1620371
Moved 2181.199 79 325 -0.6504629 -0.1620371
Moved 2181.23 78 325 -0.6527777 -0.1620371
Moved 2181.261 77 325 -0.6550926 -0.1620371
Stationary 2181.292 77 325 -0.6550926 -0.1620371
Ended 2181.323 77 325 -0.6550926 -0.1620371
Accept 2181.384 0 any
Delete 2181.384 LeftSwipe
Began 2181.753 239 479 -0.2800926 0.2340534
Stationary 2181.784 239 479 -0.2800926 0.2340534
Stationary 2181.814 239 479 -0.2800926 0.2340534
Stationary 2181.845 239 479 -0.2800926 0.2340534
Stationary 2181.876 239 479 -0.2800926 0.2340534
Stationary 2181.906 239 479 -0.2800926 0.2340534
Stationary 2181.937 239 479 -0.2800926 0.2340534
Stationary 2181.968 239 479 -0.2800926 0.2340534
Stationary 2181.999 239 479 -0.2800926 0.2340534
Stationary 2182.03 239 479 -0.2800926 0.2340534
Stationary 2182.06 239 479 -0.2800926 0.2340534
Stationary 2182.091 239 479 -0.2800926 0.2340534
Stationary 2182.122 239 479 -0.2800926 0.2340534
Stationary 2182.153 239 479 -0.2800926 0.2340534
Stationary 2182.183 239 479 -0.2800926 0.2340534
Stationary 2182.214 239 479 -0.2800926 0.2340534
Stationary 2182.245 239 479 -0.2800926 0.2340534
Stationary 2182.276 239 479 -0.2800926 0.2340534
Stationary 2182.306 239 479 -0.2800926 0.2340534
Stationary 2182.337 239 479 -0.2800926 0.2340534
Moved 2182.368 214.4763 453.1157 -0.3368605 0.1674787
Moved 2182.398 185.8863 416.9468 -0.403041 0.07445166
Moved 2182.429 172.0058 397.2573 -0.4351716 0.02380991
Moved 2182.46 162.7527 382.5054 -0.4565911 -0.01413235
Moved 2182.491 159.5091 375.0181 -0.4640994 -0.03338967
Moved 2182.521 157.9644 371.9644 -0.4676751 -0.04124402
Moved 2182.552 157 369.0837 -0.4699074 -0.04865301
Moved 2182.583 156 367.2161 -0.4722222 -0.0534567
Moved 2182.614 156 365 -0.4722222 -0.05915646
Moved 2182.645 156 363.8078 -0.4722222 -0.06222281
Moved 2182.675 167.6583 360.8803 -0.4452354 -0.06975237
Moved 2182.706 201.9025 350.392 -0.3659664 -0.09672855
Moved 2182.737 239 339 -0.2800926 -0.1260288
Moved 2182.767 279.1796 320.2087 -0.1870843 -0.1743603
Moved 2182.798 305.5662 305.1299 -0.1260042 -0.2131433
Moved 2182.829 331.2489 289.8578 -0.06655346 -0.2524235
Moved 2182.86 345.8442 279.7247 -0.0327681 -0.2784861
Moved 2182.891 359.7551 267.2449 -0.0005668898 -0.3105842
Moved 2182.921 370.2554 259.0584 0.02373944 -0.3316399
Moved 2182.952 376.3649 254.8175 0.03788163 -0.3425476
Moved 2182.983 379.6995 251.3005 0.04560063 -0.3515933
Moved 2183.013 383.5727 250.4272 0.05456646 -0.3538394
