the five boxing wizards jump quickly
the five boxing wizards jump quickly
FixStart
Radial

0.6 0.6
432 388.8
Began 384.214 282 230 -0.1805555 -0.4063786
Stationary 384.2447 282 230 -0.1805555 -0.4063786
Moved 384.2754 271.5791 266.3681 -0.2046779 -0.3128393
Moved 384.3061 265.9625 331.0139 -0.2176795 -0.1465692
Moved 384.3368 266 364.1501 -0.2175926 -0.06134221
Moved 384.3675 266 376.9399 -0.2175926 -0.02844681
Moved 384.3983 266 382.3397 -0.2175926 -0.01455841
Moved 384.429 275.7139 382 -0.1951068 -0.01543218
Moved 384.4597 298.4488 304.2048 -0.1424796 -0.2155226
Moved 384.4904 310.2314 256.459 -0.1152052 -0.3383257
Moved 384.5211 313.4842 231.6426 -0.1076755 -0.4021539
Moved 384.5517 314 224.0432 -0.1064815 -0.4216996
Moved 384.5826 305.419 219.1418 -0.1263449 -0.4343059
Moved 384.6133 273.0384 238.5001 -0.2013001 -0.3845161
Moved 384.6439 240.5 276.5 -0.2766204 -0.2867798
Moved 384.6747 219.9502 310.7997 -0.3241893 -0.1985606
Moved 384.7054 207.9361 335.1279 -0.3519999 -0.1359878
Moved 384.7361 200.2114 356.0487 -0.3698811 -0.08217933
Ended 384.7668 199 361.5 -0.3726852 -0.06815843
Candidates 384.8282 13 the there they further tiger huge other trigger where that right threw roger
Began 385.289 167 314 -0.4467593 -0.1903292
Moved 385.3197 178.6062 314 -0.4198931 -0.1903292
Moved 385.3505 230.6775 314 -0.2993577 -0.1903292
Moved 385.3812 315.5659 314 -0.1028568 -0.1903292
Moved 385.4119 367.9858 321 0.01848569 -0.1723252
Ended 385.4426 386.6101 321 0.06159743 -0.1723252
Accept 385.5041 0 the
Began 385.5962 320 266 -0.09259259 -0.3137861
Stationary 385.6269 320 266 -0.09259259 -0.3137861
Stationary 385.6576 320 266 -0.09259259 -0.3137861
Moved 385.6883 298.7241 266 -0.1418424 -0.3137861
Moved 385.719 277.9436 266 -0.1899453 -0.3137861
Moved 385.7489 264.4854 266 -0.2210985 -0.3137861
Moved 385.7804 258.5056 266 -0.2349407 -0.3137861
Moved 385.8112 257 266 -0.2384259 -0.3137861
Moved 385.8419 263.8489 286.0914 -0.222572 -0.2621106
Moved 385.8726 311.8598 330.8738 -0.1114355 -0.1469295
Moved 385.9033 366.9619 382.1 0.01611551 -0.01517496
Moved 385.934 403.3659 414.0599 0.1003841 0.06702654
Moved 385.9648 419.82 426.5466 0.1384721 0.09914252
Moved 385.9954 423 430.1482 0.1458333 0.1084058
Stationary 386.0261 423 430.1482 0.1458333 0.1084058
Moved 386.0568 343.858 310.8475 -0.0373658 -0.1984376
Moved 386.0876 272.9132 182.6743 -0.2015897 -0.528101
Moved 386.1183 265.584 169.4513 -0.2185555 -0.5621108
Moved 386.149 258.228 156.4559 -0.2355833 -0.5955351
Moved 386.1797 251.5473 148.5474 -0.2510478 -0.6158761
Moved 386.2104 243.8909 146 -0.2687709 -0.6224281
Moved 386.2411 226.2489 192.9683 -0.3096091 -0.5016249
Moved 386.2719 217.9674 241.2175 -0.3287793 -0.3775269
Moved 386.3026 212.1291 312.9341 -0.3422937 -0.1930707
Moved 386.3333 211 342.4356 -0.3449074 -0.1171924
Moved 386.364 211 363.5 -0.3449074 -0.06301456
Moved 386.3947 211 379.5729 -0.3449074 -0.02167454
Ended 386.4254 211 391 -0.3449074 0.007715971
Candidates 386.5175 13 succeed size success ice five source rice river driver drove drive dive fixed
Began 387.5311 315 400 -0.1041667 0.03086416
Moved 387.5619 288.0587 352.5293 -0.1665307 -0.09123131
Moved 387.5926 248.2099 276.1872 -0.2587735 -0.2875844
Moved 387.6233 229.9782 241.9564 -0.3009764 -0.3756265
Moved 387.654 201.8486 201.8982 -0.3660913 -0.4786569
Ended 387.6847 198 197 -0.375 -0.4912551
Accept 387.7462 4 five
Began 387.869 248 289 -0.2592593 -0.2546296
Stationary 387.8997 248 289 -0.2592593 -0.2546296
Moved 387.9305 252.5264 257.9706 -0.2487814 -0.3344376
Moved 387.9612 263.1145 223.1705 -0.224272 -0.4239441
Moved 387.9919 269.7694 187.3837 -0.2088672 -0.5159886
Moved 388.0226 272.7602 161.1991 -0.2019441 -0.5833355
Moved 388.0533 275.633 152.3671 -0.1952941 -0.6060518
Moved 388.084 277.0875 152 -0.1919271 -0.6069959
Moved 388.1148 314.253 228.7843 -0.1058959 -0.4095055
Moved 388.1455 371.7681 349.6536 0.02724101 -0.09862758
Moved 388.1762 396.2488 397.3098 0.08390923 0.02394484
Moved 388.2069 405 420.5562 0.1041667 0.08373508
Moved 388.2376 405 423.4334 0.1041667 0.09113527
Moved 388.2683 391.9961 425 0.07406493 0.09516452
Moved 388.299 280.8611 360.6714 -0.1831919 -0.07028972
Moved 388.3298 194.1122 272.6964 -0.3839995 -0.2965627
Moved 388.3604 178.313 247.6382 -0.4205717 -0.361013
Moved 388.3912 170.554 234.3311 -0.4385323 -0.3952391
Moved 388.4219 168 228.2404 -0.4444444 -0.4109045
Moved 388.4526 168 227.5 -0.4444444 -0.4128087
Moved 388.4833 263.8624 307.8786 -0.2225408 -0.2060736
Moved 388.514 331.5846 370.2188 -0.06577646 -0.04573375
Moved 388.5448 365.1424 401.2496 0.01190364 0.03407812
Moved 388.5755 382.0167 413.2625 0.05096465 0.06497555
Moved 388.6062 387.6263 416 0.06394982 0.07201634
Moved 388.6369 390.1512 416 0.06979445 0.07201634
Moved 388.6676 354.7669 301.9497 -0.01211365 -0.2213228
Moved 388.6984 311.4272 189.1748 -0.1124371 -0.5113817
Moved 388.7291 301.3649 162.0946 -0.1357294 -0.5810323
Moved 388.7597 296.2922 149.5844 -0.1474718 -0.6132089
Moved 388.7905 292.7734 142.3202 -0.1556172 -0.6318925
Moved 388.8212 290.5 142 -0.1608796 -0.6327161
Moved 388.8519 277.7869 173.6038 -0.190308 -0.5514306
Moved 388.8826 261.3498 235.6008 -0.228357 -0.3919733
Moved 388.9134 258.3043 257.2179 -0.2354068 -0.3363737
Moved 388.9441 252.5541 284.0063 -0.2487173 -0.2674735
Moved 388.9748 251.2232 292.5536 -0.2517982 -0.2454896
Ended 389.0055 251 293 -0.2523148 -0.2443416
Candidates 389.0976 13 bidding nothing boxing missing building mixing moving closing choosing living coding listing clicking
Began 390.787 318 286 -0.09722222 -0.2623458
Stationary 390.8177 318 286 -0.09722222 -0.2623458
Stationary 390.8484 318 286 -0.09722222 -0.2623458
Moved 390.8791 307.3288 286 -0.121924 -0.2623458
Moved 390.9098 280.3188 331.6522 -0.1844472 -0.1449275
Moved 390.9405 254.2706 380.0501 -0.2447441 -0.02044725
Moved 390.9713 240.1534 414.6165 -0.2774227 0.06845804
Ended 391.002 234 435 -0.2916667 0.1208847
Accept 391.0634 2 boxing
Began 391.1555 310 280 -0.1157407 -0.2777778
Stationary 391.1863 310 280 -0.1157407 -0.2777778
Moved 391.2169 301.5098 286.9465 -0.135394 -0.2599112
Moved 391.2477 268.5417 312.1667 -0.211709 -0.1950446
Moved 391.2783 241.6721 333.0623 -0.2739072 -0.1413007
Moved 391.3091 223.6509 347.291 -0.315623 -0.1047044
Moved 391.3398 209.3688 360.705 -0.3486834 -0.07020338
Moved 391.3705 204.2098 370.3707 -0.3606255 -0.04534286
Moved 391.4012 203 378.1756 -0.3634259 -0.0252686
Moved 391.4319 234.7896 405.8597 -0.289839 0.04593535
Moved 391.4627 296.5657 430.1697 -0.1468386 0.1084612
Moved 391.4934 329.7986 435 -0.06991053 0.1208847
Moved 391.5241 347.2638 435 -0.02948205 0.1208847
Moved 391.5549 351.3174 421.8257 -0.02009849 0.08700013
Moved 391.5856 280.7539 314.3657 -0.18344 -0.1893886
Moved 391.6163 226.6442 248.7997 -0.308694 -0.3580256
Moved 391.647 188.99 206.99 -0.3958564 -0.4655608
Moved 391.6777 160.4028 179.8524 -0.4620305 -0.5353591
Moved 391.7084 141.3373 164.6698 -0.5061637 -0.5744089
Moved 391.7391 134.2141 160.2141 -0.5226526 -0.585869
Moved 391.7699 130.2293 160 -0.5318766 -0.5864198
Moved 391.8006 134.4746 194.8986 -0.5220495 -0.4966602
Moved 391.8313 157.4282 280.6743 -0.4689161 -0.2760437
Moved 391.862 178.2111 330.4573 -0.4208077 -0.1480007
Moved 391.8927 194.55 357.4601 -0.382986 -0.07854917
Moved 391.9234 216.239 378.6793 -0.3327801 -0.02397309
Moved 391.9541 239.5489 393.4161 -0.2788219 0.01393012
Moved 391.9848 252.6156 396 -0.248575 0.02057605
Moved 392.0156 259.0589 396 -0.23366 0.02057605
Moved 392.0463 264.355 374.8701 -0.2214005 -0.03377051
Moved 392.077 241.8486 309.8259 -0.2734987 -0.2010652
Moved 392.1077 228.3569 282.6997 -0.3047293 -0.2708341
Moved 392.1384 212.8897 262.8896 -0.3405332 -0.321786
Moved 392.1692 199.4771 248.4771 -0.3715809 -0.3588553
Moved 392.1999 192.4249 242.4249 -0.3879053 -0.3744215
Moved 392.2306 189.5536 242 -0.3945518 -0.3755144
Moved 392.2613 185.7037 242 -0.4034638 -0.3755144
Moved 392.292 181.2569 252.6146 -0.4137571 -0.3482135
Moved 392.3228 176.5092 258.4908 -0.4247471 -0.3330999
Moved 392.3535 173.3814 263.6187 -0.4319876 -0.3199109
Moved 392.3842 172 266.1207 -0.4351852 -0.3134757
Ended 392.4149 172 266.1207 -0.4351852 -0.3134757
Candidates 392.5378 13 wizards used regard regards users trusted states sizes success fixed guard educated started
Began 393.0906 170 299 -0.4398148 -0.2289095
Stationary 393.1214 170 299 -0.4398148 -0.2289095
Moved 393.152 187.2044 299 -0.3999899 -0.2289095
Moved 393.1828 265.0214 317.9241 -0.2198578 -0.1802364
Moved 393.2136 355.0777 344.5667 -0.01139422 -0.1117114
Moved 393.2442 378.9001 344 0.04375011 -0.1131688
Ended 393.2749 390 344 0.06944448 -0.1131688
Accept 393.3364 0 wizards
Began 393.4592 281 281 -0.1828704 -0.2752058
Stationary 393.4899 281 281 -0.1828704 -0.2752058
Moved 393.5207 290.5537 281 -0.1607553 -0.2752058
Moved 393.5514 315.3799 296.1628 -0.1032872 -0.2362067
Moved 393.5821 332.0056 299 -0.06480187 -0.2289095
Moved 393.6128 344.4268 300 -0.03604919 -0.2263375
Moved 393.6435 351.6971 300 -0.01921957 -0.2263375
Moved 393.6742 355.8989 300 -0.009493231 -0.2263375
Moved 393.705 358.7358 300.7358 -0.002926389 -0.2244449
Moved 393.7357 359 336.3831 -0.002314796 -0.1327597
Moved 393.7664 351 420.1584 -0.02083332 0.08271201
Moved 393.7971 351 443.2307 -0.02083332 0.1420541
Moved 393.8278 350 450.8212 -0.02314816 0.161577
Moved 393.8585 348.2146 453 -0.027281 0.167181
Moved 393.8893 348 428.709 -0.0277778 0.1047041
Moved 393.92 341.4128 321.7797 -0.04302581 -0.1703199
Moved 393.9507 336.9362 249.0425 -0.05338852 -0.3574011
Moved 393.9814 337 208.761 -0.05324075 -0.4610057
Moved 394.0121 337 182.0116 -0.05324075 -0.5298057
Moved 394.0428 337 169.0532 -0.05324075 -0.5631348
Moved 394.0735 347.5 165 -0.02893518 -0.5735598
Moved 394.1043 362.7626 195.6425 0.006394883 -0.4947467
Moved 394.135 455.6562 373.0826 0.2214263 -0.03836769
Moved 394.1657 478.4109 412.8218 0.2740993 0.0638419
Moved 394.1964 492.8755 438.2007 0.3075821 0.1291171
Moved 394.2271 496.6882 444.4803 0.3164079 0.1452683
Moved 394.2578 501.7259 454.1776 0.3280691 0.1702099
Ended 394.2885 506 458 0.337963 0.180041
