the punishment should fit the crime
Moved 1921.691 537 545.5 0.4097222 0.4050925
Moved 1921.722 508.8954 547.842 0.3446653 0.4111162
Moved 1921.752 484.7977 549 0.2888834 0.4140946
Moved 1921.783 469.4444 551.9111 0.2533435 0.421582
Moved 1921.814 460.5973 553 0.232864 0.4243826
Moved 1921.844 455.3948 553 0.2208213 0.4243826
Moved 1921.875 450.3948 553 0.2092472 0.4243826
Moved 1921.906 441.6941 527.6374 0.1891066 0.3591496
Moved 1921.937 430.3792 446.8184 0.1629149 0.1512817
Moved 1921.967 428 374.0107 0.1574074 -0.03598076
Moved 1921.998 428 321.6936 0.1574074 -0.1705411
Moved 1922.029 437.5761 298.4835 0.1795744 -0.2302379
Moved 1922.06 441.6861 285.2847 0.1890883 -0.2641856
Moved 1922.09 443.6777 279.6445 0.1936985 -0.2786921
Moved 1922.121 445.1151 276.8848 0.1970258 -0.2857901
Moved 1922.152 446.6752 276 0.2006371 -0.288066
Moved 1922.183 460.8747 321.5613 0.2335062 -0.1708813
Moved 1922.213 481.5 406.5 0.28125 0.04758226
Moved 1922.244 503.3172 479.0573 0.3317528 0.2342008
Moved 1922.275 512.8107 509.0358 0.3537285 0.3113061
Moved 1922.306 519.3109 531.2435 0.3687752 0.3684246
Moved 1922.336 523 543.5 0.3773148 0.3999484
Moved 1922.367 523 549.9526 0.3773148 0.4165447
Moved 1922.398 523 552.5 0.3773148 0.4230966
Moved 1922.428 499.2028 553 0.3222287 0.4243826
Moved 1922.459 412 502 0.1203704 0.2932098
Moved 1922.49 333.0081 441.643 -0.06248112 0.1379706
Moved 1922.521 299.0787 411.5342 -0.1410216 0.06053026
Moved 1922.551 280.9115 398.9368 -0.1830752 0.0281297
Moved 1922.582 272.5 391.5 -0.2025463 0.009002057
Moved 1922.613 269.1805 391 -0.2102304 0.007715971
Moved 1922.644 269 391 -0.2106481 0.007715971
Moved 1922.674 289.0142 399.3663 -0.164319 0.0292342
Moved 1922.705 345.3369 413.8342 -0.03394226 0.06644598
Moved 1922.736 392.3048 419.4131 0.07477969 0.08079485
Moved 1922.767 424.1056 422.2588 0.1483926 0.08811413
Moved 1922.797 443.739 422.8198 0.1938402 0.08955708
Moved 1922.828 456.8394 424.3679 0.2241652 0.09353869
Moved 1922.859 463.2621 426 0.2390327 0.09773654
Moved 1922.89 467.3562 427 0.2485096 0.1003086
Moved 1922.92 469.7406 428 0.2540292 0.1028806
Moved 1922.951 471.1532 428 0.2572992 0.1028806
Moved 1922.982 478.3557 422.5554 0.2739715 0.08887706
Moved 1923.012 497.6597 405.4345 0.3186567 0.04484177
Moved 1923.043 518.1965 383.8408 0.3661956 -0.01069771
Moved 1923.074 548.5022 346.8723 0.4363477 -0.1057813
Moved 1923.105 572.3981 308.1852 0.4916624 -0.205285
Moved 1923.135 581.1492 292.7016 0.5119194 -0.245109
Moved 1923.166 585.6062 284.1813 0.5222366 -0.2670234
Moved 1923.197 586 279.6597 0.5231482 -0.2786529
Moved 1923.228 586 278.8262 0.5231482 -0.2807968
Moved 1923.258 546.6203 302.552 0.4319914 -0.2197737
Moved 1923.289 492.5 354.5 0.306713 -0.08616254
Moved 1923.32 464.2708 397.0607 0.2413676 0.02330415
Moved 1923.351 431.8481 438.6672 0.166315 0.1303168
Moved 1923.381 383.387 493.3146 0.05413651 0.2708709
Moved 1923.412 345.7149 529.0281 -0.03306741 0.3627266
Moved 1923.443 324.426 548.6273 -0.08234724 0.4131358
Moved 1923.474 310.9145 557.6513 -0.1136238 0.4363458
Moved 1923.504 304.45 561 -0.1285879 0.4449587
Moved 1923.535 299.3404 562 -0.1404158 0.4475308
Moved 1923.566 298.5 562 -0.1423611 0.4475308
Moved 1923.596 323.6755 478.8922 -0.08408441 0.233776
Moved 1923.627 370.2066 387.3519 0.02362639 -0.001667007
Moved 1923.658 415.2887 333.2415 0.1279831 -0.1408399
Moved 1923.689 448.6645 304.3356 0.2052418 -0.2151864
Moved 1923.719 468.5024 287.5604 0.2511629 -0.2583323
Moved 1923.75 482.856 277.7626 0.284389 -0.2835324
Moved 1923.781 489.3551 273.8224 0.2994331 -0.2936666
Stationary 1923.812 489 274 0.2986111 -0.2932099
Moved 1923.842 456.3313 314.6102 0.222989 -0.1887598
Moved 1923.873 419 362.5 0.1365741 -0.06558649
Moved 1923.904 395.278 416.5343 0.08166193 0.07339066
Moved 1923.935 385.7162 450.7029 0.05952825 0.1612729
Moved 1923.965 381.1245 477.5065 0.04889915 0.2302121
Moved 1923.996 380 512.4257 0.04629632 0.3200247
Ended 1924.027 380 535 0.04629632 0.3780863
Candidates 1924.119 13 punishment government document investment involvement indictment payment commitment imminent parliament impeachment environment innocent
Began 1924.457 355 395 -0.01157408 0.01800408
Moved 1924.488 399.3007 395 0.09097378 0.01800408
Moved 1924.519 456.4597 403.8944 0.2232864 0.04088068
Moved 1924.549 489.3407 403 0.2993998 0.03858017
Ended 1924.58 498.5 403 0.3206019 0.03858017
Accept 1924.642 0 punishment
Began 1924.98 440 373 0.1851852 -0.03858032
Stationary 1925.01 440 373 0.1851852 -0.03858032
Moved 1925.041 388.7929 373 0.06665021 -0.03858032
Moved 1925.072 322.2252 365 -0.08744171 -0.05915646
Moved 1925.103 291.5 365 -0.1585648 -0.05915646
Moved 1925.133 280.6595 370.8459 -0.1836586 -0.04412074
Moved 1925.164 274.2221 374.389 -0.19856 -0.03500785
Moved 1925.195 274 377.9025 -0.199074 -0.0259711
Moved 1925.226 305.5 390.5 -0.1261574 0.006429962
Moved 1925.256 391.5026 406.9637 0.07292271 0.04877498
Moved 1925.287 475.1508 414.7001 0.2665527 0.06867303
Moved 1925.318 504.0459 415 0.3334396 0.06944436
Moved 1925.349 518.2969 416 0.366428 0.07201634
Moved 1925.379 523.4322 416 0.3783152 0.07201634
Moved 1925.41 526.2726 416 0.3848902 0.07201634
Stationary 1925.441 526 416 0.3842592 0.07201634
Stationary 1925.472 526 416 0.3842592 0.07201634
Moved 1925.502 526 424.4644 0.3842592 0.093787
Moved 1925.533 529.4778 448.5927 0.3923097 0.1558452
Moved 1925.564 550.0089 502.0179 0.4398355 0.2932558
Moved 1925.594 569.6251 539.2502 0.4852433 0.3890179
Moved 1925.625 581.5 558 0.5127315 0.4372427
Moved 1925.656 587.0839 569.3356 0.5256572 0.4663981
Moved 1925.687 591 575.2681 0.5347222 0.4816564
Moved 1925.717 591 577.5 0.5347222 0.487397
Moved 1925.748 591 578 0.5347222 0.488683
Moved 1925.779 575.155 578 0.4980439 0.488683
Moved 1925.81 544 559 0.4259259 0.4398148
Moved 1925.84 519.3002 544.5626 0.3687505 0.4026815
Moved 1925.871 510.8844 538.2563 0.3492694 0.3864616
Moved 1925.902 507.0728 528.3642 0.3404464 0.3610189
Moved 1925.933 507 508.6841 0.3402778 0.3104014
Moved 1925.963 523.2514 474.4612 0.3778967 0.2223797
Moved 1925.994 560.4063 418.8906 0.4639035 0.07945096
Moved 1926.025 583.2161 401.0406 0.5167038 0.03354073
Moved 1926.056 616.9731 390.8054 0.5948451 0.00721539
Moved 1926.086 654.9008 387.0733 0.6826407 -0.002383597
Moved 1926.117 668.7504 384.8499 0.7147 -0.008102071
Moved 1926.148 682.1046 381.2985 0.7456126 -0.01723654
Moved 1926.178 691.729 375.514 0.7678912 -0.03211433
Moved 1926.209 694 372.2203 0.7731482 -0.04058555
Moved 1926.24 645.7033 363.7847 0.6613503 -0.06228223
Moved 1926.271 551.7271 363 0.4438126 -0.06430049
Moved 1926.302 488.7946 362 0.2981357 -0.06687243
Moved 1926.332 431.936 362 0.1665186 -0.06687243
Moved 1926.363 400.2686 362 0.09321441 -0.06687243
Moved 1926.394 377.5 362 0.04050931 -0.06687243
Moved 1926.424 354 381 -0.01388888 -0.01800419
Ended 1926.455 354 381 -0.01388888 -0.01800419
Candidates 1926.578 13 should sold would could souls skills fails shipping shopping dolls of song solid
Began 1926.947 395 381 0.08101851 -0.01800419
Moved 1926.978 437.5384 381 0.179487 -0.01800419
Moved 1927.009 487.3555 381 0.2948044 -0.01800419
Ended 1927.039 506.0568 390.8265 0.3380943 0.007269745
Accept 1927.101 0 should
Began 1927.777 469 366 0.2523148 -0.05658444
Stationary 1927.808 469 366 0.2523148 -0.05658444
Stationary 1927.838 469 366 0.2523148 -0.05658444
Stationary 1927.869 469 366 0.2523148 -0.05658444
Stationary 1927.9 469 366 0.2523148 -0.05658444
Stationary 1927.931 469 366 0.2523148 -0.05658444
Stationary 1927.961 469 366 0.2523148 -0.05658444
Stationary 1927.992 469 366 0.2523148 -0.05658444
Moved 1928.023 453.5236 366 0.2164897 -0.05658444
Moved 1928.053 437.4505 366 0.1792835 -0.05658444
Moved 1928.084 406.6331 357.3861 0.1079471 -0.07873951
Moved 1928.115 384.8424 357 0.05750567 -0.07973259
Moved 1928.146 375.5581 357 0.03601412 -0.07973259
Moved 1928.177 373.0254 357 0.03015131 -0.07973259
Moved 1928.207 372 361.2867 0.02777775 -0.06870701
Moved 1928.238 398.5371 380.9607 0.0892062 -0.01810529
Moved 1928.269 440.3294 402.8403 0.1859478 0.03816934
Moved 1928.299 488.1155 422.0385 0.2965636 0.0875475
Moved 1928.33 531.2426 435.7836 0.3963948 0.1229
Moved 1928.361 555.0244 445.007 0.4514453 0.1466227
Moved 1928.392 568.68 450.56 0.4830555 0.1609053
Moved 1928.422 572 451.8476 0.4907407 0.1642171
Moved 1928.453 573 452 0.4930556 0.164609
Moved 1928.484 541.666 459.9112 0.4205231 0.1849567
Moved 1928.515 474.5 469.5 0.2650462 0.2096193
Moved 1928.545 455.2694 470.7665 0.2205311 0.2128767
Moved 1928.576 428.119 474.6402 0.1576829 0.2228399
Moved 1928.607 404.3824 486.6176 0.102737 0.2536461
Ended 1928.638 402.1216 491.7568 0.09750376 0.2668641
Candidates 1928.73 13 site die due door did sit sure show dirt dot fit sir short
Began 1929.806 428 385 0.1574074 -0.007716127
Ended 1929.836 428 385 0.1574074 -0.007716127
NextCandidatePanel 1929.959
Began 1930.851 417 408 0.1319444 0.05144025
Stationary 1930.881 417 408 0.1319444 0.05144025
Stationary 1930.912 417 408 0.1319444 0.05144025
Ended 1930.943 417 408 0.1319444 0.05144025
NextCandidatePanel 1931.005
Began 1931.496 453 353 0.2152778 -0.09002065
Stationary 1931.527 453 353 0.2152778 -0.09002065
Moved 1931.558 427.9831 390.8862 0.1573682 0.007423157
Moved 1931.589 410.1866 421.3557 0.1161726 0.08579136
Moved 1931.619 397.47 441.142 0.08673619 0.1366819
Moved 1931.65 388.0981 455.8528 0.06504188 0.1745186
Moved 1931.681 386 461.525 0.06018519 0.1891073
Ended 1931.711 386 464.5 0.06018519 0.1967592
Accept 1931.773 10 fit
Began 1932.234 391 511 0.07175922 0.3163579
Stationary 1932.265 391 511 0.07175922 0.3163579
Stationary 1932.296 391 511 0.07175922 0.3163579
Stationary 1932.326 391 511 0.07175922 0.3163579
Stationary 1932.357 391 511 0.07175922 0.3163579
Moved 1932.388 380.7299 536.4501 0.04798592 0.3818161
Moved 1932.418 375.065 551.8701 0.03487259 0.4214763
Moved 1932.449 367.3943 569.2115 0.01711637 0.4660789
Moved 1932.48 358.8593 581.5209 -0.002640535 0.4977389
Moved 1932.511 351.9207 594.119 -0.01870205 0.5301412
Moved 1932.541 347.8146 602.3708 -0.02820696 0.5513651
Moved 1932.572 345.8498 609.3004 -0.03275504 0.5691881
Moved 1932.603 343.6871 613.6257 -0.03776128 0.5803129
Moved 1932.634 344 615 -0.03703703 0.5838476
Moved 1932.664 359.8585 610.2371 -0.0003275772 0.5715975
Moved 1932.695 409.8813 569.2823 0.1154659 0.466261
Moved 1932.726 452.3648 527.4055 0.2138074 0.3585531
Moved 1932.757 482.8884 484.8064 0.2844637 0.2489876
Moved 1932.787 496.0806 464.6711 0.3150013 0.1971993
Moved 1932.818 497 458.0891 0.3171296 0.1802701
Moved 1932.849 477.9929 451.4362 0.2731317 0.1631588
Moved 1932.88 405.2704 480.9594 0.1047925 0.239093
Moved 1932.91 355.6895 518.2587 -0.009977967 0.3350276
Moved 1932.941 318.9993 554.9099 -0.09490912 0.4292948
Moved 1932.972 298.9783 579.3622 -0.1412539 0.4921868
Ended 1933.002 279 627 -0.1875 0.6147118
Candidates 1933.095 13 the time there under else times tune fine summer tube rubber that june
Began 1933.525 385 460 0.05787035 0.1851851
Moved 1933.556 419.2491 460 0.1371508 0.1851851
Moved 1933.587 462.8277 460 0.2380271 0.1851851
Moved 1933.617 500.8209 453 0.3259742 0.167181
Ended 1933.648 510.5 453 0.3483796 0.167181
Accept 1933.709 0 the
Began 1934.14 444 489 0.1944444 0.2597736
Stationary 1934.171 444 489 0.1944444 0.2597736
Moved 1934.201 436.292 474.6637 0.1766018 0.2229004
Moved 1934.232 410.3446 436.1407 0.1165385 0.1238185
Moved 1934.263 392.5 401.5 0.07523149 0.03472222
Moved 1934.293 381.1057 375.3522 0.04885564 -0.03253042
Moved 1934.324 377.4788 363.4364 0.04046013 -0.06317805
Moved 1934.355 374.9212 355.7635 0.0345398 -0.08291276
Moved 1934.386 374 352.5 0.03240744 -0.09130666
Moved 1934.416 372.5 352 0.02893518 -0.09259266
Moved 1934.447 373 352 0.0300926 -0.09259266
Moved 1934.478 365.1539 387.2692 0.01193027 -0.001879798
Moved 1934.509 354 464 -0.01388888 0.1954732
Moved 1934.539 340.8622 509.1977 -0.04430036 0.3117224
Moved 1934.57 331.9929 540.0283 -0.06483123 0.3910191
Moved 1934.6 331 572.3054 -0.06712963 0.4740364
Moved 1934.632 331 586.1935 -0.06712963 0.509757
Moved 1934.662 340.3608 594.0824 -0.0454611 0.5300472
Moved 1934.693 352.4362 610.4362 -0.01750891 0.5721094
Moved 1934.724 385.3441 627.9785 0.05866677 0.6172284
Moved 1934.755 429.6842 640.4211 0.1613061 0.649231
Moved 1934.785 486.7898 646.6431 0.2934949 0.6652341
Moved 1934.816 526.0263 647 0.3843201 0.6661521
Moved 1934.847 540.9896 647 0.4189575 0.6661521
Moved 1934.877 547.6107 647 0.4342841 0.6661521
Moved 1934.908 553.1216 631.6351 0.4470408 0.6266335
Moved 1934.939 555 608.5507 0.4513889 0.5672598
Moved 1934.97 540.2854 526.0595 0.4173273 0.3550912
Moved 1935 526.0928 430.0623 0.3844742 0.1081849
Moved 1935.031 526 392.3553 0.3842592 0.01120198
Moved 1935.062 536.0208 362.8961 0.4074556 -0.06456783
Moved 1935.093 539.5641 347.0513 0.4156576 -0.1053209
Moved 1935.123 540 333.3956 0.4166667 -0.1404434
Moved 1935.154 540 325.8365 0.4166667 -0.1598856
Moved 1935.185 511.8508 325 0.3515066 -0.1620371
Moved 1935.216 430.0667 401.9333 0.1621913 0.0358368
Moved 1935.246 394.9443 443.0729 0.08088957 0.1416483
Moved 1935.277 374.4094 470.0252 0.03335496 0.2109701
Moved 1935.308 340.9568 531.2496 -0.04408156 0.3684402
Moved 1935.339 325.0128 564.3719 -0.080989 0.4536313
Moved 1935.369 312.1377 608.3116 -0.1107924 0.5666451
Ended 1935.4 310.5 616.5 -0.1145833 0.5877057
Candidates 1935.554 13 crime brings arrive drove assume derive crimes stone drive arrives driver settings assumes
Began 1935.923 401 425 0.09490739 0.09516452
Stationary 1935.953 401 425 0.09490739 0.09516452
Moved 1935.984 441.0771 425 0.1876784 0.09516452
Moved 1936.015 515.4061 425 0.3597363 0.09516452
Ended 1936.046 553.5 425 0.4479167 0.09516452
Accept 1936.107 0 crime
Began 1936.292 315 438 -0.1041667 0.1286007
Moved 1936.322 387.3487 443.2177 0.06330718 0.1420206
Moved 1936.353 494.2011 458.3723 0.3106508 0.1809986
Moved 1936.384 584.2269 464.257 0.5190437 0.1961342
Moved 1936.414 633.9982 468.4998 0.6342552 0.2070466
Moved 1936.445 667.5 471 0.7118056 0.2134772
Ended 1936.476 667.5 471 0.7118056 0.2134772
PhraseEnd 1936.537
