this is a non profit organization
Moved 2365.295 364.8445 435.5925 0.01121412 0.1224085
Moved 2365.326 366 417.453 0.01388888 0.07575352
Moved 2365.357 366 400.9946 0.01388888 0.0334222
Moved 2365.387 351.866 387.3325 -0.01882871 -0.001716771
Moved 2365.418 338.9894 376.3915 -0.04863561 -0.02985723
Moved 2365.449 315.6512 364.3256 -0.1026592 -0.06089089
Moved 2365.479 285.1721 354.543 -0.1732127 -0.08605187
Moved 2365.51 254.777 349 -0.2435718 -0.1003086
Moved 2365.541 227.2793 346.8436 -0.3072239 -0.1058551
Moved 2365.572 206.5405 343.9234 -0.3552303 -0.1133657
Moved 2365.603 193.1979 342.0495 -0.3861159 -0.1181855
Moved 2365.633 184.3444 342 -0.4066102 -0.1183128
Moved 2365.664 180.2074 342 -0.4161865 -0.1183128
Moved 2365.695 177.7397 342 -0.4218987 -0.1183128
Moved 2365.725 175.9345 342 -0.4260775 -0.1183128
Moved 2365.756 176 347.2971 -0.4259259 -0.1046887
Moved 2365.787 179.83 358.7357 -0.4170602 -0.07526822
Moved 2365.817 198.9473 376.5263 -0.3728071 -0.02951061
Moved 2365.848 226.0268 399.4214 -0.3101232 0.02937611
Moved 2365.879 244.1012 410.9451 -0.2682843 0.05901521
Moved 2365.91 264.0135 422.6757 -0.222191 0.08918633
Moved 2365.94 282.7864 432.6227 -0.1787353 0.1147704
Moved 2365.971 305.2621 443.6311 -0.126708 0.143084
Moved 2366.002 332.7373 457.5641 -0.0631081 0.1789201
Moved 2366.032 339.1332 460.4799 -0.04830281 0.1864195
Moved 2366.063 353.5157 467.4063 -0.01500984 0.2042343
Moved 2366.094 364.8286 473.3314 0.01117736 0.2194737
Moved 2366.125 375.3351 478.1675 0.03549784 0.2319123
Moved 2366.155 382.872 482.9573 0.05294442 0.2442318
Moved 2366.186 390.4913 486.8304 0.07058163 0.2541934
Moved 2366.217 397.1844 490.7896 0.08607487 0.2643764
Moved 2366.248 402.5372 494.5372 0.09846579 0.2740155
Moved 2366.278 406.1433 496.1434 0.1068133 0.2781465
Moved 2366.309 408.7602 497 0.1128708 0.2803498
Moved 2366.34 410.1129 497 0.116002 0.2803498
Moved 2366.371 412.2181 497 0.1208753 0.2803498
Moved 2366.401 414 463.0859 0.125 0.1931222
Moved 2366.432 393.9426 379.7864 0.07857074 -0.02112557
Moved 2366.463 392 315.0874 0.07407407 -0.1875325
Moved 2366.493 403.6679 279.3285 0.101083 -0.279505
Moved 2366.524 409.8594 251.1327 0.1154153 -0.352025
Moved 2366.555 411 244.0469 0.1180555 -0.3702499
Moved 2366.586 404.3112 250.6887 0.1025723 -0.353167
Moved 2366.616 383.0558 315.1892 0.05337 -0.1872706
Moved 2366.647 373.6668 390.4977 0.03163616 0.006424154
Moved 2366.678 384.9599 444.5358 0.05777746 0.1454108
Moved 2366.708 392.8932 472.6797 0.07614175 0.2177976
Moved 2366.739 398.6774 492.7097 0.08953105 0.2693151
Moved 2366.77 403.8261 505.0654 0.1014494 0.301094
Moved 2366.801 406 512.5468 0.1064815 0.3203363
Moved 2366.831 407 516.1471 0.1087963 0.3295963
Moved 2366.862 407 517.5 0.1087963 0.3330761
Moved 2366.893 374.9203 490.9203 0.03453781 0.2647127
Moved 2366.924 314.7787 429.3397 -0.1046788 0.1063262
Moved 2366.954 272.6858 383.3776 -0.2021163 -0.01188898
Moved 2366.985 248.751 353.751 -0.2575207 -0.08808897
Moved 2367.016 229.9568 332.2829 -0.301026 -0.1433053
Moved 2367.046 216.2389 315.6867 -0.3327803 -0.185991
Moved 2367.077 205.739 299.4781 -0.3570856 -0.2276799
Moved 2367.108 198.061 288.1526 -0.3748587 -0.2568093
Moved 2367.139 190.3246 273.9737 -0.3927672 -0.2932776
Moved 2367.169 184.5812 261.4529 -0.4060621 -0.3254811
Moved 2367.2 181.828 252.484 -0.4124351 -0.3485493
Moved 2367.231 179.8964 245.7928 -0.4169064 -0.3657591
Moved 2367.261 180 242.0284 -0.4166667 -0.3754413
Moved 2367.292 178.5957 242 -0.4199173 -0.3755144
Moved 2367.323 173.728 261.9363 -0.4311852 -0.324238
Moved 2367.354 156.2681 294.175 -0.4716015 -0.2413194
Moved 2367.385 145.6832 319.9503 -0.4961037 -0.1750249
Moved 2367.415 143.229 340.3972 -0.5017847 -0.1224354
Moved 2367.446 143 358.8382 -0.5023148 -0.07500472
Moved 2367.477 156.6963 376.9686 -0.4706104 -0.02837303
Moved 2367.507 178.4241 400.7271 -0.4203146 0.0327343
Moved 2367.538 226.9967 437.5361 -0.3078781 0.1274077
Moved 2367.569 284.532 469.766 -0.1746944 0.2103035
Moved 2367.599 345.3185 489.2198 -0.03398488 0.2603389
Moved 2367.63 411.7234 494.4227 0.11973 0.2737209
Moved 2367.661 445.6794 495 0.1983319 0.2752057
Moved 2367.692 473.7531 487.4028 0.2633173 0.2556655
Moved 2367.722 489.5704 473.0015 0.2999315 0.2186251
Moved 2367.753 495.1715 442.2563 0.312897 0.139548
Moved 2367.784 465.961 325.8438 0.2452801 -0.1598668
Moved 2367.814 451.0782 272.391 0.2108292 -0.2973484
Moved 2367.845 442.3163 235.8978 0.190547 -0.3912093
Moved 2367.876 437.1695 212.8474 0.178633 -0.4504954
Ended 2367.907 437 212 0.1782407 -0.4526749
Candidates 2367.999 13 organization presentation participation evaluation orientation permission maintain identification association destination justification decision pentagon
Began 2368.613 249.9582 362 -0.2547263 -0.06687243
Moved 2368.644 367.2894 403.0965 0.01687368 0.0388284
Ended 2368.675 424 421 0.1481481 0.08487643
Accept 2368.736 0 organization
Began 2369.074 256 373 -0.2407407 -0.03858032
Moved 2369.105 310.3731 373 -0.114877 -0.03858032
Moved 2369.135 388.8361 396.6156 0.06675025 0.02215943
Moved 2369.166 442.5558 402.8556 0.1911013 0.03820882
Moved 2369.197 505.7166 410.7745 0.3373069 0.05857644
Moved 2369.228 565.946 414.2997 0.476727 0.06764318
Moved 2369.259 614 416 0.5879629 0.07201634
Moved 2369.289 637.8636 417 0.6432028 0.0745884
Moved 2369.32 664.6531 417 0.7052154 0.0745884
Ended 2369.351 673.9111 405.1334 0.726646 0.04406724
PhraseEnd 2369.412
